unit,quantile,reason,age,sex,geotime,date,value
PC,TOTAL,TOOEFW,Y_GE16,F,CZ,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,CZ,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,CZ,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,CZ,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,CZ,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,CZ,2014-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,CZ,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,CZ,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,CZ,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,DE,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,DE,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,DE,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,DE,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,DE,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,DE,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,DE,2014-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,DE,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,DE,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,DE,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,DK,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,DK,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,DK,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,DK,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,DK,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,DK,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,DK,2014-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,DK,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,DK,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,DK,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,EA18,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,EA18,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,EA18,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,EA18,2011-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EA18,2012-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EA18,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EA18,2014-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EA18,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,EA18,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,EA18,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,EA19,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,EA19,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,EA19,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,EA19,2011-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EA19,2012-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EA19,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EA19,2014-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EA19,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,EA19,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,EA19,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,EE,2008-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,F,EE,2009-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,EE,2010-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,F,EE,2011-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,F,EE,2012-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,F,EE,2013-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,F,EE,2014-01-01,13
PC,TOTAL,TOOEFW,Y_GE16,F,EE,2015-01-01,14
PC,TOTAL,TOOEFW,Y_GE16,F,EE,2016-01-01,17
PC,TOTAL,TOOEFW,Y_GE16,F,EE,2017-01-01,13
PC,TOTAL,TOOEFW,Y_GE16,F,EL,2008-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,F,EL,2009-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,F,EL,2010-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,F,EL,2011-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,F,EL,2012-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,F,EL,2013-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,F,EL,2014-01-01,12
PC,TOTAL,TOOEFW,Y_GE16,F,EL,2015-01-01,13
PC,TOTAL,TOOEFW,Y_GE16,F,EL,2016-01-01,14
PC,TOTAL,TOOEFW,Y_GE16,F,EL,2017-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,F,ES,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,ES,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,ES,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,ES,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,ES,2012-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,ES,2013-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,ES,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,ES,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,ES,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,ES,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,EU27,2008-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EU27,2009-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EU27,2010-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EU27,2011-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EU27,2012-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EU27,2013-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,EU27,2014-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,EU27,2015-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EU27,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,EU27,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,EU28,2008-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,EU28,2009-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,EU28,2010-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EU28,2011-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EU28,2012-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EU28,2013-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,EU28,2014-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,EU28,2015-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,EU28,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,EU28,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,FI,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,FI,2009-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,FI,2010-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,FI,2011-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,F,FI,2012-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,F,FI,2013-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,F,FI,2014-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,FI,2015-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,F,FI,2016-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,F,FI,2017-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,FR,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,FR,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,FR,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,FR,2011-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,FR,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,FR,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,FR,2014-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,FR,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,FR,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,FR,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,HR,2008-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,HR,2009-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,HR,2010-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,F,HR,2011-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,F,HR,2012-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,HR,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,HR,2014-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,HR,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,HR,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,HR,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,HU,2008-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,HU,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,HU,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,HU,2011-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,HU,2012-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,HU,2013-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,HU,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,HU,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,HU,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,HU,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,IE,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,IE,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,IE,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,IE,2011-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,IE,2012-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,IE,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,IE,2014-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,IE,2015-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,IE,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,IE,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,IS,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,IS,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,IS,2010-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,IS,2011-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,IS,2012-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,IS,2013-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,IS,2014-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,F,IS,2015-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,F,IS,2016-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,IS,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,IT,2008-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,F,IT,2009-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,F,IT,2010-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,F,IT,2011-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,F,IT,2012-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,F,IT,2013-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,F,IT,2014-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,F,IT,2015-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,F,IT,2016-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,F,IT,2017-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,LT,2008-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,F,LT,2009-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,LT,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,LT,2011-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,LT,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,LT,2013-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,LT,2014-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,LT,2015-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,LT,2016-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,LT,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,LU,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,LU,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,LU,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,LU,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,LU,2012-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,LU,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,LU,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,LU,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,LU,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,LU,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,LV,2008-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,F,LV,2009-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,F,LV,2010-01-01,17
PC,TOTAL,TOOEFW,Y_GE16,F,LV,2011-01-01,17
PC,TOTAL,TOOEFW,Y_GE16,F,LV,2012-01-01,13
PC,TOTAL,TOOEFW,Y_GE16,F,LV,2013-01-01,15
PC,TOTAL,TOOEFW,Y_GE16,F,LV,2014-01-01,13
PC,TOTAL,TOOEFW,Y_GE16,F,LV,2015-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,F,LV,2016-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,F,LV,2017-01-01,6
PC,TOTAL,TOOEFW,Y_GE16,F,ME,2008-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,ME,2009-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,ME,2010-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,ME,2011-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,ME,2012-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,ME,2013-01-01,13
PC,TOTAL,TOOEFW,Y_GE16,F,ME,2014-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,F,ME,2015-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,ME,2016-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,ME,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,MK,2008-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,MK,2009-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,MK,2010-01-01,12
PC,TOTAL,TOOEFW,Y_GE16,F,MK,2011-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,F,MK,2012-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,F,MK,2013-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,F,MK,2014-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,F,MK,2015-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,MK,2016-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,MK,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,MT,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,MT,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,MT,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,MT,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,MT,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,MT,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,MT,2014-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,MT,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,MT,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,MT,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,NL,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,NL,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,NL,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,NL,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,NL,2012-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,NL,2013-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,NL,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,NL,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,NL,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,NL,2017-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,NO,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,NO,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,NO,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,NO,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,NO,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,NO,2013-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,NO,2014-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,NO,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,NO,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,NO,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,PL,2008-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,F,PL,2009-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,F,PL,2010-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,F,PL,2011-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,F,PL,2012-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,F,PL,2013-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,F,PL,2014-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,F,PL,2015-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,F,PL,2016-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,F,PL,2017-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,PT,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,PT,2009-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,PT,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,PT,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,PT,2012-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,PT,2013-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,PT,2014-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,PT,2015-01-01,3
PC,TOTAL,TOOEFW,Y_GE16,F,PT,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,PT,2017-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,RO,2008-01-01,12
PC,TOTAL,TOOEFW,Y_GE16,F,RO,2009-01-01,10
PC,TOTAL,TOOEFW,Y_GE16,F,RO,2010-01-01,12
PC,TOTAL,TOOEFW,Y_GE16,F,RO,2011-01-01,13
PC,TOTAL,TOOEFW,Y_GE16,F,RO,2012-01-01,13
PC,TOTAL,TOOEFW,Y_GE16,F,RO,2013-01-01,13
PC,TOTAL,TOOEFW,Y_GE16,F,RO,2014-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,F,RO,2015-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,F,RO,2016-01-01,8
PC,TOTAL,TOOEFW,Y_GE16,F,RO,2017-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,F,RS,2008-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,RS,2009-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,RS,2010-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,RS,2011-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,RS,2012-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,RS,2013-01-01,9
PC,TOTAL,TOOEFW,Y_GE16,F,RS,2014-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,F,RS,2015-01-01,7
PC,TOTAL,TOOEFW,Y_GE16,F,RS,2016-01-01,5
PC,TOTAL,TOOEFW,Y_GE16,F,RS,2017-01-01,
PC,TOTAL,TOOEFW,Y_GE16,F,SE,2008-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,SE,2009-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,SE,2010-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,SE,2011-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,SE,2012-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,SE,2013-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,SE,2014-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,SE,2015-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,SE,2016-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,SE,2017-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,SI,2008-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,SI,2009-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,SI,2010-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,SI,2011-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,SI,2012-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,SI,2013-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,SI,2014-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,SI,2015-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,SI,2016-01-01,0
PC,TOTAL,TOOEFW,Y_GE16,F,SI,2017-01-01,4
PC,TOTAL,TOOEFW,Y_GE16,F,SK,2008-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,SK,2009-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,SK,2010-01-01,1
PC,TOTAL,TOOEFW,Y_GE16,F,SK,2011-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,SK,2012-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,SK,2013-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,SK,2014-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,SK,2015-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,SK,2016-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,SK,2017-01-01,2
PC,TOTAL,TOOEFW,Y_GE16,F,TR,2008-01-01,14
PC,TOTAL,TOOEFW,Y_GE16,F,TR,2009-01-01,16
PC,TOTAL,TOOEFW,Y_GE16,F,TR,2010-01-01,17
PC,TOTAL,TOOEFW,Y_GE16,F,TR,2011-01-01,13
PC,TOTAL,TOOEFW,Y_GE16,F,TR,2012-01-01,11
PC,TOTAL,TOOEFW,Y_GE16,F,TR,2013-01-01,11
