sex,geotime,date,value
F,EE,2014-01-01,98.3
F,EE,2015-01-01,101.5
F,EL,2000-01-01,82.0
F,EL,2001-01-01,81.3
F,EL,2002-01-01,82.3
F,EL,2003-01-01,80.3
F,EL,2004-01-01,79.8
F,EL,2005-01-01,78.4
F,EL,2006-01-01,78.9
F,EL,2007-01-01,79.0
F,EL,2008-01-01,78.3
F,EL,2009-01-01,76.0
F,EL,2010-01-01,78.4
F,EL,2011-01-01,77.9
F,EL,2012-01-01,79.9
F,EL,2013-01-01,78.3
F,EL,2014-01-01,76.0
F,EL,2015-01-01,75.0
F,ES,2000-01-01,78.5
F,ES,2001-01-01,78.3
F,ES,2002-01-01,76.7
F,ES,2003-01-01,75.8
F,ES,2004-01-01,72.9
F,ES,2005-01-01,72.4
F,ES,2006-01-01,70.7
F,ES,2007-01-01,70.7
F,ES,2008-01-01,70.8
F,ES,2009-01-01,68.7
F,ES,2010-01-01,68.3
F,ES,2011-01-01,68.2
F,ES,2012-01-01,67.1
F,ES,2013-01-01,67.7
F,ES,2014-01-01,64.8
F,ES,2015-01-01,65.5
F,EU28,2000-01-01,
F,EU28,2001-01-01,
F,EU28,2002-01-01,113.1
F,EU28,2003-01-01,111.1
F,EU28,2004-01-01,108.4
F,EU28,2005-01-01,106.9
F,EU28,2006-01-01,104.2
F,EU28,2007-01-01,103.1
F,EU28,2008-01-01,101.4
F,EU28,2009-01-01,99.1
F,EU28,2010-01-01,96.4
F,EU28,2011-01-01,95.5
F,EU28,2012-01-01,94.0
F,EU28,2013-01-01,92.2
F,EU28,2014-01-01,89.9
F,EU28,2015-01-01,89.4
F,FI,2000-01-01,98.4
F,FI,2001-01-01,92.1
F,FI,2002-01-01,92.6
F,FI,2003-01-01,87.7
F,FI,2004-01-01,90.3
F,FI,2005-01-01,92.2
F,FI,2006-01-01,86.5
F,FI,2007-01-01,88.0
F,FI,2008-01-01,85.5
F,FI,2009-01-01,84.8
F,FI,2010-01-01,83.1
F,FI,2011-01-01,81.0
F,FI,2012-01-01,78.5
F,FI,2013-01-01,77.8
F,FI,2014-01-01,71.1
F,FI,2015-01-01,71.9
F,FR,2000-01-01,
F,FR,2001-01-01,88.0
F,FR,2002-01-01,86.8
F,FR,2003-01-01,86.1
F,FR,2004-01-01,85.0
F,FR,2005-01-01,82.8
F,FR,2006-01-01,82.9
F,FR,2007-01-01,80.8
F,FR,2008-01-01,80.8
F,FR,2009-01-01,79.9
F,FR,2010-01-01,77.9
F,FR,2011-01-01,76.3
F,FR,2012-01-01,76.4
F,FR,2013-01-01,74.6
F,FR,2014-01-01,75.3
F,FR,2015-01-01,74.4
F,HR,2000-01-01,
F,HR,2001-01-01,
F,HR,2002-01-01,134.1
F,HR,2003-01-01,134.0
F,HR,2004-01-01,129.3
F,HR,2005-01-01,124.3
F,HR,2006-01-01,120.5
F,HR,2007-01-01,122.3
F,HR,2008-01-01,125.8
F,HR,2009-01-01,116.0
F,HR,2010-01-01,122.3
F,HR,2011-01-01,120.4
F,HR,2012-01-01,115.2
F,HR,2013-01-01,117.5
F,HR,2014-01-01,114.4
F,HR,2015-01-01,114.3
F,HU,2000-01-01,219.4
F,HU,2001-01-01,217.1
F,HU,2002-01-01,210.2
F,HU,2003-01-01,213.3
F,HU,2004-01-01,208.5
F,HU,2005-01-01,198.1
F,HU,2006-01-01,194.5
F,HU,2007-01-01,198.3
F,HU,2008-01-01,193.7
F,HU,2009-01-01,191.4
F,HU,2010-01-01,183.6
F,HU,2011-01-01,181.1
F,HU,2012-01-01,175.8
F,HU,2013-01-01,170.2
F,HU,2014-01-01,171.2
F,HU,2015-01-01,173.4
F,IE,2000-01-01,127.4
F,IE,2001-01-01,117.2
F,IE,2002-01-01,107.0
F,IE,2003-01-01,114.9
F,IE,2004-01-01,107.4
F,IE,2005-01-01,105.9
F,IE,2006-01-01,104.6
F,IE,2007-01-01,99.7
F,IE,2008-01-01,104.3
F,IE,2009-01-01,98.9
F,IE,2010-01-01,89.0
F,IE,2011-01-01,94.7
F,IE,2012-01-01,93.0
F,IE,2013-01-01,87.8
F,IE,2014-01-01,85.6
F,IE,2015-01-01,85.0
F,IS,2000-01-01,124.7
F,IS,2001-01-01,94.9
F,IS,2002-01-01,106.7
F,IS,2003-01-01,101.5
F,IS,2004-01-01,89.7
F,IS,2005-01-01,77.7
F,IS,2006-01-01,91.8
F,IS,2007-01-01,91.2
F,IS,2008-01-01,77.6
F,IS,2009-01-01,67.2
F,IS,2010-01-01,
F,IS,2011-01-01,89.1
F,IS,2012-01-01,74.2
F,IS,2013-01-01,67.9
F,IS,2014-01-01,77.0
F,IS,2015-01-01,76.3
F,IT,2000-01-01,90.9
F,IT,2001-01-01,87.9
F,IT,2002-01-01,88.0
F,IT,2003-01-01,87.0
F,IT,2004-01-01,
F,IT,2005-01-01,
F,IT,2006-01-01,79.8
F,IT,2007-01-01,79.7
F,IT,2008-01-01,78.2
F,IT,2009-01-01,77.9
F,IT,2010-01-01,75.0
F,IT,2011-01-01,75.0
F,IT,2012-01-01,74.4
F,IT,2013-01-01,71.5
F,IT,2014-01-01,69.4
F,IT,2015-01-01,69.7
F,LI,2000-01-01,
F,LI,2001-01-01,
F,LI,2002-01-01,
F,LI,2003-01-01,
F,LI,2004-01-01,
F,LI,2005-01-01,
F,LI,2006-01-01,
F,LI,2007-01-01,
F,LI,2008-01-01,
F,LI,2009-01-01,
F,LI,2010-01-01,
F,LI,2011-01-01,
F,LI,2012-01-01,81.3
F,LI,2013-01-01,
F,LI,2014-01-01,80.0
F,LI,2015-01-01,
F,LT,2000-01-01,155.3
F,LT,2001-01-01,159.0
F,LT,2002-01-01,159.8
F,LT,2003-01-01,160.5
F,LT,2004-01-01,161.0
F,LT,2005-01-01,163.4
F,LT,2006-01-01,173.0
F,LT,2007-01-01,180.0
F,LT,2008-01-01,178.3
F,LT,2009-01-01,158.5
F,LT,2010-01-01,153.3
F,LT,2011-01-01,152.6
F,LT,2012-01-01,142.6
F,LT,2013-01-01,141.4
F,LT,2014-01-01,131.1
F,LT,2015-01-01,138.1
F,LU,2000-01-01,118.4
F,LU,2001-01-01,106.8
F,LU,2002-01-01,106.1
F,LU,2003-01-01,88.0
F,LU,2004-01-01,80.6
F,LU,2005-01-01,83.6
F,LU,2006-01-01,102.6
F,LU,2007-01-01,105.5
F,LU,2008-01-01,75.7
F,LU,2009-01-01,81.3
F,LU,2010-01-01,81.5
F,LU,2011-01-01,92.5
F,LU,2012-01-01,82.1
F,LU,2013-01-01,86.3
F,LU,2014-01-01,66.1
F,LU,2015-01-01,66.7
F,LV,2000-01-01,176.1
F,LV,2001-01-01,188.6
F,LV,2002-01-01,180.2
F,LV,2003-01-01,179.0
F,LV,2004-01-01,177.3
F,LV,2005-01-01,173.8
F,LV,2006-01-01,192.1
F,LV,2007-01-01,173.1
F,LV,2008-01-01,168.7
F,LV,2009-01-01,167.8
F,LV,2010-01-01,164.3
F,LV,2011-01-01,157.2
F,LV,2012-01-01,145.1
F,LV,2013-01-01,140.1
F,LV,2014-01-01,139.1
F,LV,2015-01-01,141.8
F,MK,2000-01-01,167.7
F,MK,2001-01-01,156.3
F,MK,2002-01-01,146.6
F,MK,2003-01-01,158.1
F,MK,2004-01-01,152.8
F,MK,2005-01-01,141.7
F,MK,2006-01-01,156.4
F,MK,2007-01-01,149.4
F,MK,2008-01-01,143.7
F,MK,2009-01-01,140.9
F,MK,2010-01-01,139.4
F,MK,2011-01-01,
F,MK,2012-01-01,
F,MK,2013-01-01,
F,MK,2014-01-01,
F,MK,2015-01-01,
F,MT,2000-01-01,114.1
F,MT,2001-01-01,100.1
F,MT,2002-01-01,108.2
F,MT,2003-01-01,111.1
F,MT,2004-01-01,89.2
F,MT,2005-01-01,103.2
F,MT,2006-01-01,95.3
F,MT,2007-01-01,96.5
F,MT,2008-01-01,85.4
F,MT,2009-01-01,86.8
F,MT,2010-01-01,84.4
F,MT,2011-01-01,85.6
F,MT,2012-01-01,92.2
F,MT,2013-01-01,71.2
F,MT,2014-01-01,73.5
F,MT,2015-01-01,76.1
F,NL,2000-01-01,118.3
F,NL,2001-01-01,117.1
F,NL,2002-01-01,117.3
F,NL,2003-01-01,113.6
F,NL,2004-01-01,112.1
F,NL,2005-01-01,112.7
F,NL,2006-01-01,106.7
F,NL,2007-01-01,105.8
F,NL,2008-01-01,107.2
F,NL,2009-01-01,103.7
F,NL,2010-01-01,101.0
F,NL,2011-01-01,103.3
F,NL,2012-01-01,99.9
F,NL,2013-01-01,94.9
F,NL,2014-01-01,91.2
F,NL,2015-01-01,92.7
F,NO,2000-01-01,111.7
F,NO,2001-01-01,108.2
F,NO,2002-01-01,105.7
F,NO,2003-01-01,101.7
F,NO,2004-01-01,96.8
F,NO,2005-01-01,96.9
F,NO,2006-01-01,93.4
F,NO,2007-01-01,91.6
F,NO,2008-01-01,89.4
F,NO,2009-01-01,85.0
F,NO,2010-01-01,85.2
F,NO,2011-01-01,84.6
F,NO,2012-01-01,79.2
F,NO,2013-01-01,78.2
F,NO,2014-01-01,74.5
F,NO,2015-01-01,70.1
F,PL,2000-01-01,150.3
F,PL,2001-01-01,145.5
F,PL,2002-01-01,139.9
F,PL,2003-01-01,138.4
F,PL,2004-01-01,137.7
F,PL,2005-01-01,135.8
F,PL,2006-01-01,136.2
F,PL,2007-01-01,135.7
F,PL,2008-01-01,131.6
F,PL,2009-01-01,129.1
F,PL,2010-01-01,122.7
F,PL,2011-01-01,121.1
F,PL,2012-01-01,121.3
F,PL,2013-01-01,118.2
F,PL,2014-01-01,114.5
F,PL,2015-01-01,112.5
F,PT,2000-01-01,101.8
F,PT,2001-01-01,103.0
F,PT,2002-01-01,101.4
F,PT,2003-01-01,97.0
F,PT,2004-01-01,90.4
F,PT,2005-01-01,87.0
F,PT,2006-01-01,79.6
F,PT,2007-01-01,80.7
F,PT,2008-01-01,79.3
F,PT,2009-01-01,80.9
F,PT,2010-01-01,75.9
F,PT,2011-01-01,77.9
F,PT,2012-01-01,74.1
F,PT,2013-01-01,71.2
F,PT,2014-01-01,71.5
F,PT,2015-01-01,71.7
F,RO,2000-01-01,200.8
F,RO,2001-01-01,206.8
F,RO,2002-01-01,205.1
F,RO,2003-01-01,197.6
F,RO,2004-01-01,188.5
F,RO,2005-01-01,185.1
F,RO,2006-01-01,179.0
F,RO,2007-01-01,174.8
F,RO,2008-01-01,171.3
F,RO,2009-01-01,169.3
F,RO,2010-01-01,162.1
F,RO,2011-01-01,154.9
F,RO,2012-01-01,153.2
F,RO,2013-01-01,150.3
F,RO,2014-01-01,147.5
F,RO,2015-01-01,145.3
F,RS,2000-01-01,
F,RS,2001-01-01,
F,RS,2002-01-01,
F,RS,2003-01-01,
F,RS,2004-01-01,
F,RS,2005-01-01,
F,RS,2006-01-01,
F,RS,2007-01-01,
F,RS,2008-01-01,
F,RS,2009-01-01,
F,RS,2010-01-01,
F,RS,2011-01-01,145.4
F,RS,2012-01-01,146.9
F,RS,2013-01-01,140.4
F,RS,2014-01-01,141.0
F,RS,2015-01-01,139.0
F,SE,2000-01-01,105.0
F,SE,2001-01-01,97.7
F,SE,2002-01-01,97.4
F,SE,2003-01-01,96.8
F,SE,2004-01-01,96.3
F,SE,2005-01-01,93.3
F,SE,2006-01-01,89.7
F,SE,2007-01-01,85.5
F,SE,2008-01-01,86.7
F,SE,2009-01-01,84.0
F,SE,2010-01-01,78.7
F,SE,2011-01-01,77.7
F,SE,2012-01-01,75.1
F,SE,2013-01-01,75.7
F,SE,2014-01-01,73.6
F,SE,2015-01-01,68.4
F,SI,2000-01-01,124.1
F,SI,2001-01-01,125.1
F,SI,2002-01-01,114.5
F,SI,2003-01-01,115.4
F,SI,2004-01-01,112.0
F,SI,2005-01-01,106.2
F,SI,2006-01-01,101.9
F,SI,2007-01-01,102.6
F,SI,2008-01-01,105.3
F,SI,2009-01-01,101.0
F,SI,2010-01-01,94.1
F,SI,2011-01-01,95.9
F,SI,2012-01-01,101.0
F,SI,2013-01-01,94.9
F,SI,2014-01-01,87.1
F,SI,2015-01-01,90.9
F,SK,2000-01-01,148.1
F,SK,2001-01-01,148.6
F,SK,2002-01-01,143.0
F,SK,2003-01-01,139.2
F,SK,2004-01-01,138.1
F,SK,2005-01-01,135.4
F,SK,2006-01-01,132.8
F,SK,2007-01-01,138.2
F,SK,2008-01-01,136.0
F,SK,2009-01-01,137.1
F,SK,2010-01-01,129.3
F,SK,2011-01-01,126.5
F,SK,2012-01-01,129.0
F,SK,2013-01-01,123.9
F,SK,2014-01-01,122.6
F,SK,2015-01-01,123.4
F,TR,2000-01-01,
F,TR,2001-01-01,
F,TR,2002-01-01,
F,TR,2003-01-01,
F,TR,2004-01-01,
F,TR,2005-01-01,
F,TR,2006-01-01,
F,TR,2007-01-01,
F,TR,2008-01-01,
F,TR,2009-01-01,
F,TR,2010-01-01,
F,TR,2011-01-01,83.0
F,TR,2012-01-01,77.0
F,TR,2013-01-01,83.7
F,TR,2014-01-01,84.1
F,TR,2015-01-01,81.1
F,UK,2000-01-01,127.8
F,UK,2001-01-01,125.7
F,UK,2002-01-01,123.7
F,UK,2003-01-01,120.7
F,UK,2004-01-01,115.3
F,UK,2005-01-01,113.5
F,UK,2006-01-01,110.8
F,UK,2007-01-01,109.8
F,UK,2008-01-01,107.5
F,UK,2009-01-01,102.5
F,UK,2010-01-01,100.9
F,UK,2011-01-01,99.2
F,UK,2012-01-01,98.7
F,UK,2013-01-01,95.4
F,UK,2014-01-01,94.7
F,UK,2015-01-01,93.5
M,AL,2000-01-01,
M,AL,2001-01-01,
M,AL,2002-01-01,
M,AL,2003-01-01,
M,AL,2004-01-01,161.4
M,AL,2005-01-01,
M,AL,2006-01-01,
M,AL,2007-01-01,
M,AL,2008-01-01,
M,AL,2009-01-01,
M,AL,2010-01-01,
M,AL,2011-01-01,
M,AL,2012-01-01,
M,AL,2013-01-01,
M,AL,2014-01-01,
M,AL,2015-01-01,
M,AT,2000-01-01,206.9
M,AT,2001-01-01,195.9
M,AT,2002-01-01,192.7
M,AT,2003-01-01,191.7
M,AT,2004-01-01,188.1
M,AT,2005-01-01,181.4
M,AT,2006-01-01,175.1
M,AT,2007-01-01,169.4
M,AT,2008-01-01,165.1
M,AT,2009-01-01,166.5
M,AT,2010-01-01,160.5
M,AT,2011-01-01,156.7
M,AT,2012-01-01,149.2
M,AT,2013-01-01,147.0
M,AT,2014-01-01,140.3
M,AT,2015-01-01,136.8
M,BE,2000-01-01,
M,BE,2001-01-01,
M,BE,2002-01-01,
M,BE,2003-01-01,178.6
M,BE,2004-01-01,170.4
M,BE,2005-01-01,170.7
M,BE,2006-01-01,160.7
M,BE,2007-01-01,158.0
M,BE,2008-01-01,162.8
M,BE,2009-01-01,152.3
M,BE,2010-01-01,144.2
M,BE,2011-01-01,137.9
M,BE,2012-01-01,138.0
M,BE,2013-01-01,132.2
M,BE,2014-01-01,127.1
M,BE,2015-01-01,125.1
M,BG,2000-01-01,343.0
M,BG,2001-01-01,340.7
M,BG,2002-01-01,343.8
M,BG,2003-01-01,334.8
M,BG,2004-01-01,335.6
M,BG,2005-01-01,351.8
M,BG,2006-01-01,341.6
M,BG,2007-01-01,329.5
M,BG,2008-01-01,321.9
M,BG,2009-01-01,306.2
M,BG,2010-01-01,290.5
M,BG,2011-01-01,278.7
M,BG,2012-01-01,294.5
M,BG,2013-01-01,280.9
M,BG,2014-01-01,284.2
M,BG,2015-01-01,279.9
M,CH,2000-01-01,144.1
M,CH,2001-01-01,135.0
M,CH,2002-01-01,130.1
M,CH,2003-01-01,129.0
M,CH,2004-01-01,124.8
M,CH,2005-01-01,122.9
M,CH,2006-01-01,117.0
M,CH,2007-01-01,119.2
M,CH,2008-01-01,113.1
M,CH,2009-01-01,109.6
M,CH,2010-01-01,105.8
M,CH,2011-01-01,100.6
M,CH,2012-01-01,99.5
M,CH,2013-01-01,96.3
M,CH,2014-01-01,92.0
M,CH,2015-01-01,90.1
M,CY,2000-01-01,
M,CY,2001-01-01,
M,CY,2002-01-01,
M,CY,2003-01-01,
M,CY,2004-01-01,135.0
M,CY,2005-01-01,123.6
M,CY,2006-01-01,122.5
M,CY,2007-01-01,129.9
M,CY,2008-01-01,130.4
M,CY,2009-01-01,129.4
M,CY,2010-01-01,118.4
M,CY,2011-01-01,105.4
M,CY,2012-01-01,111.6
M,CY,2013-01-01,113.2
M,CY,2014-01-01,112.7
M,CY,2015-01-01,116.0
M,CZ,2000-01-01,316.4
M,CZ,2001-01-01,298.9
M,CZ,2002-01-01,291.1
M,CZ,2003-01-01,284.3
M,CZ,2004-01-01,273.5
M,CZ,2005-01-01,263.2
M,CZ,2006-01-01,253.9
M,CZ,2007-01-01,250.9
M,CZ,2008-01-01,243.4
M,CZ,2009-01-01,233.5
M,CZ,2010-01-01,228.3
M,CZ,2011-01-01,221.3
M,CZ,2012-01-01,210.8
M,CZ,2013-01-01,208.1
M,CZ,2014-01-01,196.0
M,CZ,2015-01-01,188.0
M,DE,2000-01-01,200.5
M,DE,2001-01-01,193.8
M,DE,2002-01-01,190.8
M,DE,2003-01-01,187.2
M,DE,2004-01-01,179.0
M,DE,2005-01-01,174.6
M,DE,2006-01-01,170.2
M,DE,2007-01-01,164.7
M,DE,2008-01-01,160.8
M,DE,2009-01-01,157.2
M,DE,2010-01-01,153.9
M,DE,2011-01-01,150.4
M,DE,2012-01-01,147.0
M,DE,2013-01-01,146.9
M,DE,2014-01-01,141.9
M,DE,2015-01-01,142.7
M,DK,2000-01-01,197.2
M,DK,2001-01-01,186.8
M,DK,2002-01-01,182.5
M,DK,2003-01-01,181.8
M,DK,2004-01-01,177.2
M,DK,2005-01-01,163.6
M,DK,2006-01-01,169.9
M,DK,2007-01-01,160.6
M,DK,2008-01-01,152.9
M,DK,2009-01-01,148.7
M,DK,2010-01-01,
M,DK,2011-01-01,141.2
M,DK,2012-01-01,135.6
M,DK,2013-01-01,129.7
M,DK,2014-01-01,131.1
M,DK,2015-01-01,124.1
M,EE,2000-01-01,422.0
M,EE,2001-01-01,415.2
M,EE,2002-01-01,403.5
M,EE,2003-01-01,392.7
M,EE,2004-01-01,384.3
M,EE,2005-01-01,358.6
M,EE,2006-01-01,354.0
M,EE,2007-01-01,333.2
M,EE,2008-01-01,312.6
M,EE,2009-01-01,277.3
M,EE,2010-01-01,267.9
M,EE,2011-01-01,255.6
M,EE,2012-01-01,250.5
M,EE,2013-01-01,233.0
M,EE,2014-01-01,233.6
M,EE,2015-01-01,223.7
M,EL,2000-01-01,190.6
M,EL,2001-01-01,191.6
M,EL,2002-01-01,182.2
M,EL,2003-01-01,185.8
M,EL,2004-01-01,190.6
M,EL,2005-01-01,181.3
M,EL,2006-01-01,177.8
M,EL,2007-01-01,177.4
M,EL,2008-01-01,172.5
M,EL,2009-01-01,174.7
M,EL,2010-01-01,171.6
M,EL,2011-01-01,174.2
M,EL,2012-01-01,178.2
M,EL,2013-01-01,172.4
M,EL,2014-01-01,168.8
M,EL,2015-01-01,170.1
M,ES,2000-01-01,192.0
M,ES,2001-01-01,188.8
M,ES,2002-01-01,185.1
M,ES,2003-01-01,181.8
M,ES,2004-01-01,174.4
M,ES,2005-01-01,169.8
M,ES,2006-01-01,166.4
M,ES,2007-01-01,162.8
M,ES,2008-01-01,157.0
M,ES,2009-01-01,152.3
M,ES,2010-01-01,147.2
M,ES,2011-01-01,141.9
M,ES,2012-01-01,140.6
M,ES,2013-01-01,135.6
M,ES,2014-01-01,131.1
M,ES,2015-01-01,128.4
M,EU28,2000-01-01,
M,EU28,2001-01-01,
M,EU28,2002-01-01,218.3
M,EU28,2003-01-01,213.9
M,EU28,2004-01-01,207.3
M,EU28,2005-01-01,202.6
M,EU28,2006-01-01,196.8
M,EU28,2007-01-01,192.1
M,EU28,2008-01-01,187.9
M,EU28,2009-01-01,182.5
M,EU28,2010-01-01,176.9
M,EU28,2011-01-01,171.4
M,EU28,2012-01-01,167.8
M,EU28,2013-01-01,163.1
M,EU28,2014-01-01,158.4
M,EU28,2015-01-01,156.5
M,FI,2000-01-01,195.8
M,FI,2001-01-01,184.7
M,FI,2002-01-01,182.2
M,FI,2003-01-01,184.3
M,FI,2004-01-01,186.6
M,FI,2005-01-01,183.5
M,FI,2006-01-01,175.6
M,FI,2007-01-01,175.7
M,FI,2008-01-01,171.9
M,FI,2009-01-01,162.5
M,FI,2010-01-01,163.4
M,FI,2011-01-01,155.5
M,FI,2012-01-01,147.2
M,FI,2013-01-01,142.3
M,FI,2014-01-01,139.0
M,FI,2015-01-01,131.9
M,FR,2000-01-01,
M,FR,2001-01-01,192.0
M,FR,2002-01-01,188.5
M,FR,2003-01-01,185.0
M,FR,2004-01-01,176.7
M,FR,2005-01-01,174.8
M,FR,2006-01-01,170.7
M,FR,2007-01-01,166.8
M,FR,2008-01-01,161.5
M,FR,2009-01-01,159.9
M,FR,2010-01-01,154.2
M,FR,2011-01-01,149.5
M,FR,2012-01-01,145.1
M,FR,2013-01-01,139.8
M,FR,2014-01-01,137.5
M,FR,2015-01-01,136.1
M,HR,2000-01-01,
M,HR,2001-01-01,
M,HR,2002-01-01,323.9
M,HR,2003-01-01,313.7
M,HR,2004-01-01,297.0
M,HR,2005-01-01,305.0
M,HR,2006-01-01,294.1
M,HR,2007-01-01,289.1
M,HR,2008-01-01,293.5
M,HR,2009-01-01,281.9
M,HR,2010-01-01,271.4
M,HR,2011-01-01,277.5
M,HR,2012-01-01,264.3
M,HR,2013-01-01,256.5
M,HR,2014-01-01,252.5
M,HR,2015-01-01,250.9
M,HU,2000-01-01,533.6
M,HU,2001-01-01,505.6
M,HU,2002-01-01,503.0
M,HU,2003-01-01,502.9
M,HU,2004-01-01,494.0
M,HU,2005-01-01,480.6
M,HU,2006-01-01,471.5
M,HU,2007-01-01,462.6
M,HU,2008-01-01,449.9
M,HU,2009-01-01,442.7
M,HU,2010-01-01,424.4
M,HU,2011-01-01,403.4
M,HU,2012-01-01,383.8
M,HU,2013-01-01,363.3
M,HU,2014-01-01,357.2
M,HU,2015-01-01,349.3
M,IE,2000-01-01,198.1
M,IE,2001-01-01,180.5
M,IE,2002-01-01,178.1
M,IE,2003-01-01,166.0
M,IE,2004-01-01,160.2
M,IE,2005-01-01,149.3
M,IE,2006-01-01,146.1
M,IE,2007-01-01,151.0
M,IE,2008-01-01,141.4
M,IE,2009-01-01,143.9
M,IE,2010-01-01,127.0
M,IE,2011-01-01,132.7
M,IE,2012-01-01,128.2
M,IE,2013-01-01,126.3
M,IE,2014-01-01,122.3
M,IE,2015-01-01,114.9
M,IS,2000-01-01,118.4
M,IS,2001-01-01,
M,IS,2002-01-01,
M,IS,2003-01-01,107.6
M,IS,2004-01-01,123.4
M,IS,2005-01-01,127.6
M,IS,2006-01-01,115.0
M,IS,2007-01-01,106.7
M,IS,2008-01-01,94.5
M,IS,2009-01-01,112.1
M,IS,2010-01-01,
M,IS,2011-01-01,98.9
M,IS,2012-01-01,99.9
M,IS,2013-01-01,85.1
M,IS,2014-01-01,107.1
M,IS,2015-01-01,81.4
M,IT,2000-01-01,169.0
M,IT,2001-01-01,163.6
M,IT,2002-01-01,158.8
M,IT,2003-01-01,156.6
M,IT,2004-01-01,
M,IT,2005-01-01,
