na_item,s_adj,unit,nace_r2,geotime,date,value
D1,SCA,CP_MEUR,F,LT,2017-04-01,386.4 
D1,SCA,CP_MEUR,F,LT,2017-07-01,381.5 
D1,SCA,CP_MEUR,F,LT,2017-10-01,404.4 
D1,SCA,CP_MEUR,F,LT,2018-01-01,407.9 
D1,SCA,CP_MEUR,F,LT,2018-04-01,404.1 
D1,SCA,CP_MEUR,F,LU,2015-07-01,471.6 
D1,SCA,CP_MEUR,F,LU,2015-10-01,478.8 
D1,SCA,CP_MEUR,F,LU,2016-01-01,474.9 
D1,SCA,CP_MEUR,F,LU,2016-04-01,479.7 
D1,SCA,CP_MEUR,F,LU,2016-07-01,488.4 
D1,SCA,CP_MEUR,F,LU,2016-10-01,493.2 
D1,SCA,CP_MEUR,F,LU,2017-01-01,507.8 
D1,SCA,CP_MEUR,F,LU,2017-04-01,510.9 
D1,SCA,CP_MEUR,F,LU,2017-07-01,514.6 
D1,SCA,CP_MEUR,F,LU,2017-10-01,522.0 
D1,SCA,CP_MEUR,F,LU,2018-01-01,521.3 
D1,SCA,CP_MEUR,F,LU,2018-04-01,534.2 
D1,SCA,CP_MEUR,F,LV,2015-07-01,216.5 
D1,SCA,CP_MEUR,F,LV,2015-10-01,214.4 
D1,SCA,CP_MEUR,F,LV,2016-01-01,211.9 
D1,SCA,CP_MEUR,F,LV,2016-04-01,212.0 
D1,SCA,CP_MEUR,F,LV,2016-07-01,212.0 
D1,SCA,CP_MEUR,F,LV,2016-10-01,216.8 
D1,SCA,CP_MEUR,F,LV,2017-01-01,219.4 
D1,SCA,CP_MEUR,F,LV,2017-04-01,232.6 
D1,SCA,CP_MEUR,F,LV,2017-07-01,242.2 
D1,SCA,CP_MEUR,F,LV,2017-10-01,252.2 
D1,SCA,CP_MEUR,F,LV,2018-01-01,266.3 
D1,SCA,CP_MEUR,F,LV,2018-04-01,272.5 
D1,SCA,CP_MEUR,F,MT,2015-07-01,34.1 
D1,SCA,CP_MEUR,F,MT,2015-10-01,34.6 
D1,SCA,CP_MEUR,F,MT,2016-01-01,33.9 
D1,SCA,CP_MEUR,F,MT,2016-04-01,34.2 
D1,SCA,CP_MEUR,F,MT,2016-07-01,34.8 
D1,SCA,CP_MEUR,F,MT,2016-10-01,35.2 
D1,SCA,CP_MEUR,F,MT,2017-01-01,35.2 
D1,SCA,CP_MEUR,F,MT,2017-04-01,35.9 
D1,SCA,CP_MEUR,F,MT,2017-07-01,36.7 
D1,SCA,CP_MEUR,F,MT,2017-10-01,36.4 
D1,SCA,CP_MEUR,F,MT,2018-01-01,37.2 
D1,SCA,CP_MEUR,F,MT,2018-04-01,37.8 
D1,SCA,CP_MEUR,F,NL,2015-07-01,4011.1 
D1,SCA,CP_MEUR,F,NL,2015-10-01,3989.6 
D1,SCA,CP_MEUR,F,NL,2016-01-01,4055.0 p
D1,SCA,CP_MEUR,F,NL,2016-04-01,4062.7 p
D1,SCA,CP_MEUR,F,NL,2016-07-01,4096.5 p
D1,SCA,CP_MEUR,F,NL,2016-10-01,4105.7 p
D1,SCA,CP_MEUR,F,NL,2017-01-01,4142.6 p
D1,SCA,CP_MEUR,F,NL,2017-04-01,4194.3 p
D1,SCA,CP_MEUR,F,NL,2017-07-01,4252.4 p
D1,SCA,CP_MEUR,F,NL,2017-10-01,4325.7 p
D1,SCA,CP_MEUR,F,NL,2018-01-01,4370.4 p
D1,SCA,CP_MEUR,F,NL,2018-04-01,4440.8 p
D1,SCA,CP_MEUR,F,NO,2015-07-01,3206.6 
D1,SCA,CP_MEUR,F,NO,2015-10-01,3192.8 
D1,SCA,CP_MEUR,F,NO,2016-01-01,3100.5 
D1,SCA,CP_MEUR,F,NO,2016-04-01,3270.7 
D1,SCA,CP_MEUR,F,NO,2016-07-01,3330.6 
D1,SCA,CP_MEUR,F,NO,2016-10-01,3482.5 
D1,SCA,CP_MEUR,F,NO,2017-01-01,3583.4 
D1,SCA,CP_MEUR,F,NO,2017-04-01,3470.1 
D1,SCA,CP_MEUR,F,NO,2017-07-01,3545.4 
D1,SCA,CP_MEUR,F,NO,2017-10-01,3523.8 
D1,SCA,CP_MEUR,F,NO,2018-01-01,3554.8 
D1,SCA,CP_MEUR,F,NO,2018-04-01,3650.2 
D1,SCA,CP_MEUR,F,PL,2015-07-01,2584.1 
D1,SCA,CP_MEUR,F,PL,2015-10-01,2561.5 
D1,SCA,CP_MEUR,F,PL,2016-01-01,2562.8 
D1,SCA,CP_MEUR,F,PL,2016-04-01,2547.0 
D1,SCA,CP_MEUR,F,PL,2016-07-01,2587.4 
D1,SCA,CP_MEUR,F,PL,2016-10-01,2600.1 
D1,SCA,CP_MEUR,F,PL,2017-01-01,2642.0 p
D1,SCA,CP_MEUR,F,PL,2017-04-01,2798.7 p
D1,SCA,CP_MEUR,F,PL,2017-07-01,2859.3 p
D1,SCA,CP_MEUR,F,PL,2017-10-01,2975.1 p
D1,SCA,CP_MEUR,F,PL,2018-01-01,3084.6 p
D1,SCA,CP_MEUR,F,PL,2018-04-01,3150.1 p
D1,SCA,CP_MEUR,F,PT,2015-07-01,1005.0 
D1,SCA,CP_MEUR,F,PT,2015-10-01,1014.7 
D1,SCA,CP_MEUR,F,PT,2016-01-01,1022.4 
D1,SCA,CP_MEUR,F,PT,2016-04-01,1030.8 
D1,SCA,CP_MEUR,F,PT,2016-07-01,1039.5 
D1,SCA,CP_MEUR,F,PT,2016-10-01,1053.6 
D1,SCA,CP_MEUR,F,PT,2017-01-01,1081.4 
D1,SCA,CP_MEUR,F,PT,2017-04-01,1094.4 
D1,SCA,CP_MEUR,F,PT,2017-07-01,1115.6 
D1,SCA,CP_MEUR,F,PT,2017-10-01,1138.1 
D1,SCA,CP_MEUR,F,PT,2018-01-01,1155.5 
D1,SCA,CP_MEUR,F,PT,2018-04-01,1178.0 
D1,SCA,CP_MEUR,F,RO,2015-07-01,720.9 
D1,SCA,CP_MEUR,F,RO,2015-10-01,781.9 
D1,SCA,CP_MEUR,F,RO,2016-01-01,746.0 p
D1,SCA,CP_MEUR,F,RO,2016-04-01,807.9 p
D1,SCA,CP_MEUR,F,RO,2016-07-01,835.6 p
D1,SCA,CP_MEUR,F,RO,2016-10-01,778.8 p
D1,SCA,CP_MEUR,F,RO,2017-01-01,853.5 p
D1,SCA,CP_MEUR,F,RO,2017-04-01,900.0 p
D1,SCA,CP_MEUR,F,RO,2017-07-01,915.9 p
D1,SCA,CP_MEUR,F,RO,2017-10-01,891.0 p
D1,SCA,CP_MEUR,F,RO,2018-01-01,998.8 p
D1,SCA,CP_MEUR,F,RO,2018-04-01,1104.0 p
D1,SCA,CP_MEUR,F,SE,2015-07-01,3735.3 
D1,SCA,CP_MEUR,F,SE,2015-10-01,3850.3 
D1,SCA,CP_MEUR,F,SE,2016-01-01,3942.1 
D1,SCA,CP_MEUR,F,SE,2016-04-01,3986.8 
D1,SCA,CP_MEUR,F,SE,2016-07-01,3943.0 
D1,SCA,CP_MEUR,F,SE,2016-10-01,3924.3 
D1,SCA,CP_MEUR,F,SE,2017-01-01,4046.2 
D1,SCA,CP_MEUR,F,SE,2017-04-01,4061.3 
D1,SCA,CP_MEUR,F,SE,2017-07-01,4199.1 
D1,SCA,CP_MEUR,F,SE,2017-10-01,4171.3 
D1,SCA,CP_MEUR,F,SE,2018-01-01,4176.9 
D1,SCA,CP_MEUR,F,SE,2018-04-01,4132.4 
D1,SCA,CP_MEUR,F,SI,2015-07-01,259.0 
D1,SCA,CP_MEUR,F,SI,2015-10-01,260.7 
D1,SCA,CP_MEUR,F,SI,2016-01-01,260.8 
D1,SCA,CP_MEUR,F,SI,2016-04-01,259.1 
D1,SCA,CP_MEUR,F,SI,2016-07-01,261.8 
D1,SCA,CP_MEUR,F,SI,2016-10-01,264.9 
D1,SCA,CP_MEUR,F,SI,2017-01-01,269.5 
D1,SCA,CP_MEUR,F,SI,2017-04-01,281.1 
D1,SCA,CP_MEUR,F,SI,2017-07-01,283.6 
D1,SCA,CP_MEUR,F,SI,2017-10-01,292.3 
D1,SCA,CP_MEUR,F,SI,2018-01-01,302.6 
D1,SCA,CP_MEUR,F,SI,2018-04-01,311.0 
D1,SCA,CP_MEUR,F,UK,2015-07-01,18519.6 
D1,SCA,CP_MEUR,F,UK,2015-10-01,18015.9 
D1,SCA,CP_MEUR,F,UK,2016-01-01,16854.2 
D1,SCA,CP_MEUR,F,UK,2016-04-01,16791.2 
D1,SCA,CP_MEUR,F,UK,2016-07-01,15597.9 
D1,SCA,CP_MEUR,F,UK,2016-10-01,14897.4 
D1,SCA,CP_MEUR,F,UK,2017-01-01,15923.9 
D1,SCA,CP_MEUR,F,UK,2017-04-01,16137.1 
D1,SCA,CP_MEUR,F,UK,2017-07-01,15599.4 
D1,SCA,CP_MEUR,F,UK,2017-10-01,14621.7 
D1,SCA,CP_MEUR,F,UK,2018-01-01,16173.3 
D1,SCA,CP_MEUR,F,UK,2018-04-01,16389.7 
D1,SCA,CP_MEUR,G-I,AT,2015-07-01,9390.8 
D1,SCA,CP_MEUR,G-I,AT,2015-10-01,9459.9 
D1,SCA,CP_MEUR,G-I,AT,2016-01-01,9586.3 
D1,SCA,CP_MEUR,G-I,AT,2016-04-01,9683.2 
D1,SCA,CP_MEUR,G-I,AT,2016-07-01,9776.5 
D1,SCA,CP_MEUR,G-I,AT,2016-10-01,9877.4 
D1,SCA,CP_MEUR,G-I,AT,2017-01-01,9905.1 
D1,SCA,CP_MEUR,G-I,AT,2017-04-01,10027.2 
D1,SCA,CP_MEUR,G-I,AT,2017-07-01,10134.1 
D1,SCA,CP_MEUR,G-I,AT,2017-10-01,10242.4 
D1,SCA,CP_MEUR,G-I,AT,2018-01-01,10362.4 
D1,SCA,CP_MEUR,G-I,AT,2018-04-01,10442.6 
D1,SCA,CP_MEUR,G-I,BE,2015-07-01,10634.0 
D1,SCA,CP_MEUR,G-I,BE,2015-10-01,10695.0 
D1,SCA,CP_MEUR,G-I,BE,2016-01-01,10685.0 
D1,SCA,CP_MEUR,G-I,BE,2016-04-01,10554.0 
D1,SCA,CP_MEUR,G-I,BE,2016-07-01,10619.0 
D1,SCA,CP_MEUR,G-I,BE,2016-10-01,10666.0 
D1,SCA,CP_MEUR,G-I,BE,2017-01-01,10724.0 
D1,SCA,CP_MEUR,G-I,BE,2017-04-01,10830.0 
D1,SCA,CP_MEUR,G-I,BE,2017-07-01,10968.0 
D1,SCA,CP_MEUR,G-I,BE,2017-10-01,11032.0 
D1,SCA,CP_MEUR,G-I,BE,2018-01-01,11097.0 
D1,SCA,CP_MEUR,G-I,BE,2018-04-01,11195.0 
D1,SCA,CP_MEUR,G-I,BG,2015-07-01,1099.5 
D1,SCA,CP_MEUR,G-I,BG,2015-10-01,1073.8 
D1,SCA,CP_MEUR,G-I,BG,2016-01-01,1146.0 
D1,SCA,CP_MEUR,G-I,BG,2016-04-01,1186.9 
D1,SCA,CP_MEUR,G-I,BG,2016-07-01,1217.5 
D1,SCA,CP_MEUR,G-I,BG,2016-10-01,1205.4 
D1,SCA,CP_MEUR,G-I,BG,2017-01-01,1274.3 
D1,SCA,CP_MEUR,G-I,BG,2017-04-01,1286.1 
D1,SCA,CP_MEUR,G-I,BG,2017-07-01,1307.1 
D1,SCA,CP_MEUR,G-I,BG,2017-10-01,1328.9 
D1,SCA,CP_MEUR,G-I,BG,2018-01-01,1254.6 p
D1,SCA,CP_MEUR,G-I,BG,2018-04-01,1264.8 p
D1,SCA,CP_MEUR,G-I,CY,2015-07-01,497.4 
D1,SCA,CP_MEUR,G-I,CY,2015-10-01,500.9 
D1,SCA,CP_MEUR,G-I,CY,2016-01-01,509.8 
D1,SCA,CP_MEUR,G-I,CY,2016-04-01,514.6 
D1,SCA,CP_MEUR,G-I,CY,2016-07-01,518.2 
D1,SCA,CP_MEUR,G-I,CY,2016-10-01,522.8 
D1,SCA,CP_MEUR,G-I,CY,2017-01-01,524.1 
D1,SCA,CP_MEUR,G-I,CY,2017-04-01,529.6 
D1,SCA,CP_MEUR,G-I,CY,2017-07-01,537.4 
D1,SCA,CP_MEUR,G-I,CY,2017-10-01,545.7 
D1,SCA,CP_MEUR,G-I,CY,2018-01-01,553.2 
D1,SCA,CP_MEUR,G-I,CY,2018-04-01,561.2 
D1,SCA,CP_MEUR,G-I,CZ,2015-07-01,3376.7 
D1,SCA,CP_MEUR,G-I,CZ,2015-10-01,3465.2 
D1,SCA,CP_MEUR,G-I,CZ,2016-01-01,3500.6 
D1,SCA,CP_MEUR,G-I,CZ,2016-04-01,3514.6 
D1,SCA,CP_MEUR,G-I,CZ,2016-07-01,3583.6 
D1,SCA,CP_MEUR,G-I,CZ,2016-10-01,3642.3 
D1,SCA,CP_MEUR,G-I,CZ,2017-01-01,3751.1 
D1,SCA,CP_MEUR,G-I,CZ,2017-04-01,3939.7 
D1,SCA,CP_MEUR,G-I,CZ,2017-07-01,4089.9 
D1,SCA,CP_MEUR,G-I,CZ,2017-10-01,4222.3 
D1,SCA,CP_MEUR,G-I,CZ,2018-01-01,4409.8 
D1,SCA,CP_MEUR,G-I,CZ,2018-04-01,4463.3 
D1,SCA,CP_MEUR,G-I,DK,2015-07-01,7496.8 
D1,SCA,CP_MEUR,G-I,DK,2015-10-01,7560.9 
D1,SCA,CP_MEUR,G-I,DK,2016-01-01,7690.4 
D1,SCA,CP_MEUR,G-I,DK,2016-04-01,7781.7 
D1,SCA,CP_MEUR,G-I,DK,2016-07-01,7829.1 
D1,SCA,CP_MEUR,G-I,DK,2016-10-01,7889.0 
D1,SCA,CP_MEUR,G-I,DK,2017-01-01,7974.1 
D1,SCA,CP_MEUR,G-I,DK,2017-04-01,8004.3 
D1,SCA,CP_MEUR,G-I,DK,2017-07-01,8081.3 
D1,SCA,CP_MEUR,G-I,DK,2017-10-01,8180.5 
D1,SCA,CP_MEUR,G-I,DK,2018-01-01,8221.1 
D1,SCA,CP_MEUR,G-I,DK,2018-04-01,8356.0 
D1,SCA,CP_MEUR,G-I,EA,2015-07-01,250631.9 
D1,SCA,CP_MEUR,G-I,EA,2015-10-01,252841.9 
D1,SCA,CP_MEUR,G-I,EA,2016-01-01,255105.8 
D1,SCA,CP_MEUR,G-I,EA,2016-04-01,257433.1 
D1,SCA,CP_MEUR,G-I,EA,2016-07-01,258890.3 
D1,SCA,CP_MEUR,G-I,EA,2016-10-01,262263.1 
D1,SCA,CP_MEUR,G-I,EA,2017-01-01,264349.5 
D1,SCA,CP_MEUR,G-I,EA,2017-04-01,267273.9 
D1,SCA,CP_MEUR,G-I,EA,2017-07-01,270118.2 
D1,SCA,CP_MEUR,G-I,EA,2017-10-01,272540.7 
D1,SCA,CP_MEUR,G-I,EA,2018-01-01,275416.8 
D1,SCA,CP_MEUR,G-I,EA,2018-04-01,278695.6 
D1,SCA,CP_MEUR,G-I,EA19,2015-07-01,250631.9 
D1,SCA,CP_MEUR,G-I,EA19,2015-10-01,252841.9 
D1,SCA,CP_MEUR,G-I,EA19,2016-01-01,255105.8 
D1,SCA,CP_MEUR,G-I,EA19,2016-04-01,257433.1 
D1,SCA,CP_MEUR,G-I,EA19,2016-07-01,258890.3 
D1,SCA,CP_MEUR,G-I,EA19,2016-10-01,262263.1 
D1,SCA,CP_MEUR,G-I,EA19,2017-01-01,264349.5 
D1,SCA,CP_MEUR,G-I,EA19,2017-04-01,267273.9 
D1,SCA,CP_MEUR,G-I,EA19,2017-07-01,270118.2 
D1,SCA,CP_MEUR,G-I,EA19,2017-10-01,272540.7 
D1,SCA,CP_MEUR,G-I,EA19,2018-01-01,275416.8 
D1,SCA,CP_MEUR,G-I,EA19,2018-04-01,278695.6 
D1,SCA,CP_MEUR,G-I,EE,2015-07-01,569.2 
D1,SCA,CP_MEUR,G-I,EE,2015-10-01,573.6 
D1,SCA,CP_MEUR,G-I,EE,2016-01-01,581.7 
D1,SCA,CP_MEUR,G-I,EE,2016-04-01,588.6 
D1,SCA,CP_MEUR,G-I,EE,2016-07-01,599.3 
D1,SCA,CP_MEUR,G-I,EE,2016-10-01,600.9 
D1,SCA,CP_MEUR,G-I,EE,2017-01-01,625.3 
D1,SCA,CP_MEUR,G-I,EE,2017-04-01,641.2 
D1,SCA,CP_MEUR,G-I,EE,2017-07-01,641.3 
D1,SCA,CP_MEUR,G-I,EE,2017-10-01,641.6 
D1,SCA,CP_MEUR,G-I,EE,2018-01-01,663.6 
D1,SCA,CP_MEUR,G-I,EE,2018-04-01,672.1 
D1,SCA,CP_MEUR,G-I,EL,2015-07-01,3461.2 p
D1,SCA,CP_MEUR,G-I,EL,2015-10-01,3470.9 p
D1,SCA,CP_MEUR,G-I,EL,2016-01-01,3488.0 p
D1,SCA,CP_MEUR,G-I,EL,2016-04-01,3494.7 p
D1,SCA,CP_MEUR,G-I,EL,2016-07-01,3501.4 p
D1,SCA,CP_MEUR,G-I,EL,2016-10-01,3531.0 p
D1,SCA,CP_MEUR,G-I,EL,2017-01-01,3564.3 p
D1,SCA,CP_MEUR,G-I,EL,2017-04-01,3604.0 p
D1,SCA,CP_MEUR,G-I,EL,2017-07-01,3608.1 p
D1,SCA,CP_MEUR,G-I,EL,2017-10-01,3623.0 p
D1,SCA,CP_MEUR,G-I,EL,2018-01-01,3649.3 p
D1,SCA,CP_MEUR,G-I,EL,2018-04-01,3666.0 p
D1,SCA,CP_MEUR,G-I,ES,2015-07-01,32038.0 
D1,SCA,CP_MEUR,G-I,ES,2015-10-01,32542.0 
D1,SCA,CP_MEUR,G-I,ES,2016-01-01,32439.0 p
D1,SCA,CP_MEUR,G-I,ES,2016-04-01,32819.0 p
D1,SCA,CP_MEUR,G-I,ES,2016-07-01,32961.0 p
D1,SCA,CP_MEUR,G-I,ES,2016-10-01,33471.0 p
D1,SCA,CP_MEUR,G-I,ES,2017-01-01,33865.0 p
D1,SCA,CP_MEUR,G-I,ES,2017-04-01,34212.0 p
D1,SCA,CP_MEUR,G-I,ES,2017-07-01,34673.0 p
D1,SCA,CP_MEUR,G-I,ES,2017-10-01,34953.0 p
D1,SCA,CP_MEUR,G-I,ES,2018-01-01,35278.0 p
D1,SCA,CP_MEUR,G-I,ES,2018-04-01,36019.0 p
D1,SCA,CP_MEUR,G-I,EU28,2015-07-01,356751.8 
D1,SCA,CP_MEUR,G-I,EU28,2015-10-01,359197.7 
D1,SCA,CP_MEUR,G-I,EU28,2016-01-01,357427.1 
D1,SCA,CP_MEUR,G-I,EU28,2016-04-01,360848.4 
D1,SCA,CP_MEUR,G-I,EU28,2016-07-01,359330.4 
D1,SCA,CP_MEUR,G-I,EU28,2016-10-01,361043.7 
D1,SCA,CP_MEUR,G-I,EU28,2017-01-01,365470.0 
D1,SCA,CP_MEUR,G-I,EU28,2017-04-01,370261.1 
D1,SCA,CP_MEUR,G-I,EU28,2017-07-01,371928.8 
D1,SCA,CP_MEUR,G-I,EU28,2017-10-01,376636.6 
D1,SCA,CP_MEUR,G-I,EU28,2018-01-01,380392.3 
D1,SCA,CP_MEUR,G-I,EU28,2018-04-01,385223.0 
D1,SCA,CP_MEUR,G-I,FI,2015-07-01,4660.0 
D1,SCA,CP_MEUR,G-I,FI,2015-10-01,4669.0 
D1,SCA,CP_MEUR,G-I,FI,2016-01-01,4717.0 
D1,SCA,CP_MEUR,G-I,FI,2016-04-01,4723.0 
D1,SCA,CP_MEUR,G-I,FI,2016-07-01,4764.0 
D1,SCA,CP_MEUR,G-I,FI,2016-10-01,4741.0 
D1,SCA,CP_MEUR,G-I,FI,2017-01-01,4727.0 
D1,SCA,CP_MEUR,G-I,FI,2017-04-01,4752.0 
D1,SCA,CP_MEUR,G-I,FI,2017-07-01,4757.0 
D1,SCA,CP_MEUR,G-I,FI,2017-10-01,4829.0 
D1,SCA,CP_MEUR,G-I,FI,2018-01-01,4873.0 
D1,SCA,CP_MEUR,G-I,FI,2018-04-01,4937.0 
D1,SCA,CP_MEUR,G-I,HR,2015-07-01,1268.8 
D1,SCA,CP_MEUR,G-I,HR,2015-10-01,1281.6 
D1,SCA,CP_MEUR,G-I,HR,2016-01-01,1307.6 
D1,SCA,CP_MEUR,G-I,HR,2016-04-01,1339.8 
D1,SCA,CP_MEUR,G-I,HR,2016-07-01,1354.5 
D1,SCA,CP_MEUR,G-I,HR,2016-10-01,1361.8 
D1,SCA,CP_MEUR,G-I,HR,2017-01-01,1394.1 
D1,SCA,CP_MEUR,G-I,HR,2017-04-01,1414.6 
D1,SCA,CP_MEUR,G-I,HR,2017-07-01,1428.9 
D1,SCA,CP_MEUR,G-I,HR,2017-10-01,1405.7 
D1,SCA,CP_MEUR,G-I,HR,2018-01-01,1464.3 
D1,SCA,CP_MEUR,G-I,HR,2018-04-01,1502.4 
D1,SCA,CP_MEUR,G-I,HU,2015-07-01,2378.7 
D1,SCA,CP_MEUR,G-I,HU,2015-10-01,2413.9 
D1,SCA,CP_MEUR,G-I,HU,2016-01-01,2483.5 
D1,SCA,CP_MEUR,G-I,HU,2016-04-01,2494.8 
D1,SCA,CP_MEUR,G-I,HU,2016-07-01,2569.4 
D1,SCA,CP_MEUR,G-I,HU,2016-10-01,2620.5 
D1,SCA,CP_MEUR,G-I,HU,2017-01-01,2685.2 
D1,SCA,CP_MEUR,G-I,HU,2017-04-01,2774.4 
D1,SCA,CP_MEUR,G-I,HU,2017-07-01,2855.4 
D1,SCA,CP_MEUR,G-I,HU,2017-10-01,2892.9 
D1,SCA,CP_MEUR,G-I,HU,2018-01-01,3077.6 
D1,SCA,CP_MEUR,G-I,HU,2018-04-01,3058.3 
D1,SCA,CP_MEUR,G-I,IE,2015-07-01,3938.4 
D1,SCA,CP_MEUR,G-I,IE,2015-10-01,4026.5 
D1,SCA,CP_MEUR,G-I,IE,2016-01-01,4048.4 
D1,SCA,CP_MEUR,G-I,IE,2016-04-01,4085.1 
D1,SCA,CP_MEUR,G-I,IE,2016-07-01,4246.0 
D1,SCA,CP_MEUR,G-I,IE,2016-10-01,4238.2 
D1,SCA,CP_MEUR,G-I,IE,2017-01-01,4277.1 
D1,SCA,CP_MEUR,G-I,IE,2017-04-01,4338.4 
D1,SCA,CP_MEUR,G-I,IE,2017-07-01,4332.3 
D1,SCA,CP_MEUR,G-I,IE,2017-10-01,4438.3 
D1,SCA,CP_MEUR,G-I,IE,2018-01-01,4442.2 
D1,SCA,CP_MEUR,G-I,IE,2018-04-01,4470.6 
D1,SCA,CP_MEUR,G-I,IT,2015-07-01,33189.0 
D1,SCA,CP_MEUR,G-I,IT,2015-10-01,33456.3 
D1,SCA,CP_MEUR,G-I,IT,2016-01-01,33678.1 
D1,SCA,CP_MEUR,G-I,IT,2016-04-01,34351.5 
D1,SCA,CP_MEUR,G-I,IT,2016-07-01,34437.9 
D1,SCA,CP_MEUR,G-I,IT,2016-10-01,35099.7 
D1,SCA,CP_MEUR,G-I,IT,2017-01-01,35135.7 
D1,SCA,CP_MEUR,G-I,IT,2017-04-01,35685.0 
D1,SCA,CP_MEUR,G-I,IT,2017-07-01,36134.8 
D1,SCA,CP_MEUR,G-I,IT,2017-10-01,36179.6 
D1,SCA,CP_MEUR,G-I,IT,2018-01-01,36576.2 
D1,SCA,CP_MEUR,G-I,IT,2018-04-01,36764.4 
D1,SCA,CP_MEUR,G-I,LT,2015-07-01,1141.7 
D1,SCA,CP_MEUR,G-I,LT,2015-10-01,1165.7 
D1,SCA,CP_MEUR,G-I,LT,2016-01-01,1200.6 
D1,SCA,CP_MEUR,G-I,LT,2016-04-01,1218.2 
D1,SCA,CP_MEUR,G-I,LT,2016-07-01,1239.9 
D1,SCA,CP_MEUR,G-I,LT,2016-10-01,1269.8 
D1,SCA,CP_MEUR,G-I,LT,2017-01-01,1304.7 
D1,SCA,CP_MEUR,G-I,LT,2017-04-01,1332.9 
D1,SCA,CP_MEUR,G-I,LT,2017-07-01,1358.8 
D1,SCA,CP_MEUR,G-I,LT,2017-10-01,1393.3 
D1,SCA,CP_MEUR,G-I,LT,2018-01-01,1422.6 
D1,SCA,CP_MEUR,G-I,LT,2018-04-01,1444.4 
D1,SCA,CP_MEUR,G-I,LU,2015-07-01,1158.9 
D1,SCA,CP_MEUR,G-I,LU,2015-10-01,1167.4 
D1,SCA,CP_MEUR,G-I,LU,2016-01-01,1166.8 
D1,SCA,CP_MEUR,G-I,LU,2016-04-01,1171.1 
D1,SCA,CP_MEUR,G-I,LU,2016-07-01,1182.0 
D1,SCA,CP_MEUR,G-I,LU,2016-10-01,1186.9 
D1,SCA,CP_MEUR,G-I,LU,2017-01-01,1251.2 
D1,SCA,CP_MEUR,G-I,LU,2017-04-01,1252.8 
D1,SCA,CP_MEUR,G-I,LU,2017-07-01,1265.0 
D1,SCA,CP_MEUR,G-I,LU,2017-10-01,1269.4 
D1,SCA,CP_MEUR,G-I,LU,2018-01-01,1290.8 
D1,SCA,CP_MEUR,G-I,LU,2018-04-01,1312.1 
D1,SCA,CP_MEUR,G-I,LV,2015-07-01,757.4 
D1,SCA,CP_MEUR,G-I,LV,2015-10-01,770.6 
D1,SCA,CP_MEUR,G-I,LV,2016-01-01,775.1 
D1,SCA,CP_MEUR,G-I,LV,2016-04-01,786.7 
D1,SCA,CP_MEUR,G-I,LV,2016-07-01,800.5 
D1,SCA,CP_MEUR,G-I,LV,2016-10-01,814.5 
D1,SCA,CP_MEUR,G-I,LV,2017-01-01,831.6 
D1,SCA,CP_MEUR,G-I,LV,2017-04-01,845.2 
D1,SCA,CP_MEUR,G-I,LV,2017-07-01,850.4 
D1,SCA,CP_MEUR,G-I,LV,2017-10-01,867.0 
D1,SCA,CP_MEUR,G-I,LV,2018-01-01,890.8 
D1,SCA,CP_MEUR,G-I,LV,2018-04-01,913.4 
D1,SCA,CP_MEUR,G-I,MT,2015-07-01,214.2 
D1,SCA,CP_MEUR,G-I,MT,2015-10-01,220.4 
D1,SCA,CP_MEUR,G-I,MT,2016-01-01,225.7 
D1,SCA,CP_MEUR,G-I,MT,2016-04-01,226.7 
D1,SCA,CP_MEUR,G-I,MT,2016-07-01,230.2 
D1,SCA,CP_MEUR,G-I,MT,2016-10-01,231.8 
D1,SCA,CP_MEUR,G-I,MT,2017-01-01,233.9 
D1,SCA,CP_MEUR,G-I,MT,2017-04-01,235.5 
D1,SCA,CP_MEUR,G-I,MT,2017-07-01,241.3 
D1,SCA,CP_MEUR,G-I,MT,2017-10-01,243.1 
D1,SCA,CP_MEUR,G-I,MT,2018-01-01,248.1 
D1,SCA,CP_MEUR,G-I,MT,2018-04-01,249.3 
D1,SCA,CP_MEUR,G-I,NL,2015-07-01,16491.8 
D1,SCA,CP_MEUR,G-I,NL,2015-10-01,16547.3 
D1,SCA,CP_MEUR,G-I,NL,2016-01-01,16857.9 p
D1,SCA,CP_MEUR,G-I,NL,2016-04-01,16926.6 p
D1,SCA,CP_MEUR,G-I,NL,2016-07-01,17042.1 p
D1,SCA,CP_MEUR,G-I,NL,2016-10-01,17200.4 p
D1,SCA,CP_MEUR,G-I,NL,2017-01-01,17346.0 p
D1,SCA,CP_MEUR,G-I,NL,2017-04-01,17559.5 p
D1,SCA,CP_MEUR,G-I,NL,2017-07-01,17800.8 p
D1,SCA,CP_MEUR,G-I,NL,2017-10-01,18023.4 p
D1,SCA,CP_MEUR,G-I,NL,2018-01-01,18288.8 p
D1,SCA,CP_MEUR,G-I,NL,2018-04-01,18503.1 p
D1,SCA,CP_MEUR,G-I,NO,2015-07-01,7690.1 
D1,SCA,CP_MEUR,G-I,NO,2015-10-01,7658.8 
D1,SCA,CP_MEUR,G-I,NO,2016-01-01,7508.6 
D1,SCA,CP_MEUR,G-I,NO,2016-04-01,7679.7 
D1,SCA,CP_MEUR,G-I,NO,2016-07-01,7787.3 
D1,SCA,CP_MEUR,G-I,NO,2016-10-01,7966.3 
