age,sex,unit,geotime,date,value
Y_LT25,T,PC_ACT,CZ,2000-01-01,17
Y_LT25,T,PC_ACT,CZ,2001-01-01,16
Y_LT25,T,PC_ACT,CZ,2002-01-01,16
Y_LT25,T,PC_ACT,CZ,2003-01-01,17
Y_LT25,T,PC_ACT,CZ,2004-01-01,20
Y_LT25,T,PC_ACT,CZ,2005-01-01,19
Y_LT25,T,PC_ACT,CZ,2006-01-01,17
Y_LT25,T,PC_ACT,CZ,2007-01-01,
Y_LT25,T,PC_ACT,CZ,2008-01-01,9
Y_LT25,T,PC_ACT,CZ,2009-01-01,16
Y_LT25,T,PC_ACT,CZ,2010-01-01,18
Y_LT25,T,PC_ACT,CZ,2011-01-01,18
Y_LT25,T,PC_ACT,CZ,2012-01-01,
Y_LT25,T,PC_ACT,CZ,2013-01-01,
Y_LT25,T,PC_ACT,CZ,2014-01-01,
Y_LT25,T,PC_ACT,CZ,2015-01-01,
Y_LT25,T,PC_ACT,CZ,2016-01-01,
Y_LT25,T,PC_ACT,CZ,2017-01-01,7
Y_LT25,T,PC_ACT,DE,1995-01-01,8
Y_LT25,T,PC_ACT,DE,1996-01-01,10
Y_LT25,T,PC_ACT,DE,1997-01-01,10
Y_LT25,T,PC_ACT,DE,1998-01-01,9
Y_LT25,T,PC_ACT,DE,1999-01-01,9
Y_LT25,T,PC_ACT,DE,2000-01-01,8
Y_LT25,T,PC_ACT,DE,2001-01-01,8
Y_LT25,T,PC_ACT,DE,2002-01-01,9
Y_LT25,T,PC_ACT,DE,2003-01-01,11
Y_LT25,T,PC_ACT,DE,2004-01-01,13
Y_LT25,T,PC_ACT,DE,2005-01-01,15
Y_LT25,T,PC_ACT,DE,2006-01-01,13
Y_LT25,T,PC_ACT,DE,2007-01-01,
Y_LT25,T,PC_ACT,DE,2008-01-01,10
Y_LT25,T,PC_ACT,DE,2009-01-01,11
Y_LT25,T,PC_ACT,DE,2010-01-01,9
Y_LT25,T,PC_ACT,DE,2011-01-01,8
Y_LT25,T,PC_ACT,DE,2012-01-01,
Y_LT25,T,PC_ACT,DE,2013-01-01,
Y_LT25,T,PC_ACT,DE,2014-01-01,
Y_LT25,T,PC_ACT,DE,2015-01-01,
Y_LT25,T,PC_ACT,DE,2016-01-01,
Y_LT25,T,PC_ACT,DE,2017-01-01,6
Y_LT25,T,PC_ACT,DK,1995-01-01,9
Y_LT25,T,PC_ACT,DK,1996-01-01,9
Y_LT25,T,PC_ACT,DK,1997-01-01,7
Y_LT25,T,PC_ACT,DK,1998-01-01,7
Y_LT25,T,PC_ACT,DK,1999-01-01,9
Y_LT25,T,PC_ACT,DK,2000-01-01,6
Y_LT25,T,PC_ACT,DK,2001-01-01,8
Y_LT25,T,PC_ACT,DK,2002-01-01,7
Y_LT25,T,PC_ACT,DK,2003-01-01,9
Y_LT25,T,PC_ACT,DK,2004-01-01,8
Y_LT25,T,PC_ACT,DK,2005-01-01,8
Y_LT25,T,PC_ACT,DK,2006-01-01,7
Y_LT25,T,PC_ACT,DK,2007-01-01,
Y_LT25,T,PC_ACT,DK,2008-01-01,8
Y_LT25,T,PC_ACT,DK,2009-01-01,11
Y_LT25,T,PC_ACT,DK,2010-01-01,13
Y_LT25,T,PC_ACT,DK,2011-01-01,14
Y_LT25,T,PC_ACT,DK,2012-01-01,
Y_LT25,T,PC_ACT,DK,2013-01-01,
Y_LT25,T,PC_ACT,DK,2014-01-01,
Y_LT25,T,PC_ACT,DK,2015-01-01,
Y_LT25,T,PC_ACT,DK,2016-01-01,
Y_LT25,T,PC_ACT,DK,2017-01-01,11
Y_LT25,T,PC_ACT,EE,1995-01-01,
Y_LT25,T,PC_ACT,EE,1996-01-01,
Y_LT25,T,PC_ACT,EE,1997-01-01,
Y_LT25,T,PC_ACT,EE,1998-01-01,
Y_LT25,T,PC_ACT,EE,1999-01-01,
Y_LT25,T,PC_ACT,EE,2000-01-01,23
Y_LT25,T,PC_ACT,EE,2001-01-01,22
Y_LT25,T,PC_ACT,EE,2002-01-01,17
Y_LT25,T,PC_ACT,EE,2003-01-01,20
Y_LT25,T,PC_ACT,EE,2004-01-01,23
Y_LT25,T,PC_ACT,EE,2005-01-01,15
Y_LT25,T,PC_ACT,EE,2006-01-01,12
Y_LT25,T,PC_ACT,EE,2007-01-01,
Y_LT25,T,PC_ACT,EE,2008-01-01,12
Y_LT25,T,PC_ACT,EE,2009-01-01,27
Y_LT25,T,PC_ACT,EE,2010-01-01,32
Y_LT25,T,PC_ACT,EE,2011-01-01,22
Y_LT25,T,PC_ACT,EE,2012-01-01,
Y_LT25,T,PC_ACT,EE,2013-01-01,
Y_LT25,T,PC_ACT,EE,2014-01-01,
Y_LT25,T,PC_ACT,EE,2015-01-01,
Y_LT25,T,PC_ACT,EE,2016-01-01,
Y_LT25,T,PC_ACT,EE,2017-01-01,12
Y_LT25,T,PC_ACT,EL,1995-01-01,
Y_LT25,T,PC_ACT,EL,1996-01-01,
Y_LT25,T,PC_ACT,EL,1997-01-01,
Y_LT25,T,PC_ACT,EL,1998-01-01,30
Y_LT25,T,PC_ACT,EL,1999-01-01,31
Y_LT25,T,PC_ACT,EL,2000-01-01,29
Y_LT25,T,PC_ACT,EL,2001-01-01,28
Y_LT25,T,PC_ACT,EL,2002-01-01,26
Y_LT25,T,PC_ACT,EL,2003-01-01,26
Y_LT25,T,PC_ACT,EL,2004-01-01,26
Y_LT25,T,PC_ACT,EL,2005-01-01,25
Y_LT25,T,PC_ACT,EL,2006-01-01,25
Y_LT25,T,PC_ACT,EL,2007-01-01,
Y_LT25,T,PC_ACT,EL,2008-01-01,21
Y_LT25,T,PC_ACT,EL,2009-01-01,25
Y_LT25,T,PC_ACT,EL,2010-01-01,33
Y_LT25,T,PC_ACT,EL,2011-01-01,44
Y_LT25,T,PC_ACT,EL,2012-01-01,
Y_LT25,T,PC_ACT,EL,2013-01-01,
Y_LT25,T,PC_ACT,EL,2014-01-01,
Y_LT25,T,PC_ACT,EL,2015-01-01,
Y_LT25,T,PC_ACT,EL,2016-01-01,
Y_LT25,T,PC_ACT,EL,2017-01-01,43
Y_LT25,T,PC_ACT,ES,1995-01-01,39
Y_LT25,T,PC_ACT,ES,1996-01-01,39
Y_LT25,T,PC_ACT,ES,1997-01-01,36
Y_LT25,T,PC_ACT,ES,1998-01-01,32
Y_LT25,T,PC_ACT,ES,1999-01-01,26
Y_LT25,T,PC_ACT,ES,2000-01-01,23
Y_LT25,T,PC_ACT,ES,2001-01-01,21
Y_LT25,T,PC_ACT,ES,2002-01-01,22
Y_LT25,T,PC_ACT,ES,2003-01-01,22
Y_LT25,T,PC_ACT,ES,2004-01-01,22
Y_LT25,T,PC_ACT,ES,2005-01-01,19
Y_LT25,T,PC_ACT,ES,2006-01-01,17
Y_LT25,T,PC_ACT,ES,2007-01-01,
Y_LT25,T,PC_ACT,ES,2008-01-01,24
Y_LT25,T,PC_ACT,ES,2009-01-01,37
Y_LT25,T,PC_ACT,ES,2010-01-01,41
Y_LT25,T,PC_ACT,ES,2011-01-01,46
Y_LT25,T,PC_ACT,ES,2012-01-01,
Y_LT25,T,PC_ACT,ES,2013-01-01,
Y_LT25,T,PC_ACT,ES,2014-01-01,
Y_LT25,T,PC_ACT,ES,2015-01-01,
Y_LT25,T,PC_ACT,ES,2016-01-01,
Y_LT25,T,PC_ACT,ES,2017-01-01,38
Y_LT25,T,PC_ACT,FI,1995-01-01,29
Y_LT25,T,PC_ACT,FI,1996-01-01,28
Y_LT25,T,PC_ACT,FI,1997-01-01,25
Y_LT25,T,PC_ACT,FI,1998-01-01,23
Y_LT25,T,PC_ACT,FI,1999-01-01,21
Y_LT25,T,PC_ACT,FI,2000-01-01,21
Y_LT25,T,PC_ACT,FI,2001-01-01,19
Y_LT25,T,PC_ACT,FI,2002-01-01,21
Y_LT25,T,PC_ACT,FI,2003-01-01,21
Y_LT25,T,PC_ACT,FI,2004-01-01,20
Y_LT25,T,PC_ACT,FI,2005-01-01,20
Y_LT25,T,PC_ACT,FI,2006-01-01,18
Y_LT25,T,PC_ACT,FI,2007-01-01,
Y_LT25,T,PC_ACT,FI,2008-01-01,16
Y_LT25,T,PC_ACT,FI,2009-01-01,21
Y_LT25,T,PC_ACT,FI,2010-01-01,21
Y_LT25,T,PC_ACT,FI,2011-01-01,20
Y_LT25,T,PC_ACT,FI,2012-01-01,
Y_LT25,T,PC_ACT,FI,2013-01-01,
Y_LT25,T,PC_ACT,FI,2014-01-01,
Y_LT25,T,PC_ACT,FI,2015-01-01,
Y_LT25,T,PC_ACT,FI,2016-01-01,
Y_LT25,T,PC_ACT,FI,2017-01-01,20
Y_LT25,T,PC_ACT,FR,1995-01-01,34
Y_LT25,T,PC_ACT,FR,1996-01-01,37
Y_LT25,T,PC_ACT,FR,1997-01-01,39
Y_LT25,T,PC_ACT,FR,1998-01-01,37
Y_LT25,T,PC_ACT,FR,1999-01-01,37
Y_LT25,T,PC_ACT,FR,2000-01-01,31
Y_LT25,T,PC_ACT,FR,2001-01-01,29
Y_LT25,T,PC_ACT,FR,2002-01-01,30
Y_LT25,T,PC_ACT,FR,2003-01-01,18
Y_LT25,T,PC_ACT,FR,2004-01-01,20
Y_LT25,T,PC_ACT,FR,2005-01-01,21
Y_LT25,T,PC_ACT,FR,2006-01-01,22
Y_LT25,T,PC_ACT,FR,2007-01-01,
Y_LT25,T,PC_ACT,FR,2008-01-01,19
Y_LT25,T,PC_ACT,FR,2009-01-01,23
Y_LT25,T,PC_ACT,FR,2010-01-01,23
Y_LT25,T,PC_ACT,FR,2011-01-01,22
Y_LT25,T,PC_ACT,FR,2012-01-01,
Y_LT25,T,PC_ACT,FR,2013-01-01,
Y_LT25,T,PC_ACT,FR,2014-01-01,
Y_LT25,T,PC_ACT,FR,2015-01-01,
Y_LT25,T,PC_ACT,FR,2016-01-01,
Y_LT25,T,PC_ACT,FR,2017-01-01,22
Y_LT25,T,PC_ACT,HR,1995-01-01,
Y_LT25,T,PC_ACT,HR,1996-01-01,
Y_LT25,T,PC_ACT,HR,1997-01-01,
Y_LT25,T,PC_ACT,HR,1998-01-01,
Y_LT25,T,PC_ACT,HR,1999-01-01,
Y_LT25,T,PC_ACT,HR,2000-01-01,37
Y_LT25,T,PC_ACT,HR,2001-01-01,39
Y_LT25,T,PC_ACT,HR,2002-01-01,36
Y_LT25,T,PC_ACT,HR,2003-01-01,34
Y_LT25,T,PC_ACT,HR,2004-01-01,32
Y_LT25,T,PC_ACT,HR,2005-01-01,31
Y_LT25,T,PC_ACT,HR,2006-01-01,28
Y_LT25,T,PC_ACT,HR,2007-01-01,
Y_LT25,T,PC_ACT,HR,2008-01-01,23
Y_LT25,T,PC_ACT,HR,2009-01-01,25
Y_LT25,T,PC_ACT,HR,2010-01-01,32
Y_LT25,T,PC_ACT,HR,2011-01-01,36
Y_LT25,T,PC_ACT,HR,2012-01-01,
Y_LT25,T,PC_ACT,HR,2013-01-01,
Y_LT25,T,PC_ACT,HR,2014-01-01,
Y_LT25,T,PC_ACT,HR,2015-01-01,
Y_LT25,T,PC_ACT,HR,2016-01-01,
Y_LT25,T,PC_ACT,HR,2017-01-01,27
Y_LT25,T,PC_ACT,HU,1995-01-01,
Y_LT25,T,PC_ACT,HU,1996-01-01,19
Y_LT25,T,PC_ACT,HU,1997-01-01,17
Y_LT25,T,PC_ACT,HU,1998-01-01,15
Y_LT25,T,PC_ACT,HU,1999-01-01,12
Y_LT25,T,PC_ACT,HU,2000-01-01,11
Y_LT25,T,PC_ACT,HU,2001-01-01,11
Y_LT25,T,PC_ACT,HU,2002-01-01,11
Y_LT25,T,PC_ACT,HU,2003-01-01,13
Y_LT25,T,PC_ACT,HU,2004-01-01,15
Y_LT25,T,PC_ACT,HU,2005-01-01,19
Y_LT25,T,PC_ACT,HU,2006-01-01,19
Y_LT25,T,PC_ACT,HU,2007-01-01,
Y_LT25,T,PC_ACT,HU,2008-01-01,19
Y_LT25,T,PC_ACT,HU,2009-01-01,26
Y_LT25,T,PC_ACT,HU,2010-01-01,26
Y_LT25,T,PC_ACT,HU,2011-01-01,26
Y_LT25,T,PC_ACT,HU,2012-01-01,
Y_LT25,T,PC_ACT,HU,2013-01-01,
Y_LT25,T,PC_ACT,HU,2014-01-01,
Y_LT25,T,PC_ACT,HU,2015-01-01,
Y_LT25,T,PC_ACT,HU,2016-01-01,
Y_LT25,T,PC_ACT,HU,2017-01-01,10
Y_LT25,T,PC_ACT,IE,1995-01-01,19
Y_LT25,T,PC_ACT,IE,1996-01-01,18
Y_LT25,T,PC_ACT,IE,1997-01-01,15
Y_LT25,T,PC_ACT,IE,1998-01-01,11
Y_LT25,T,PC_ACT,IE,1999-01-01,9
Y_LT25,T,PC_ACT,IE,2000-01-01,6
Y_LT25,T,PC_ACT,IE,2001-01-01,7
Y_LT25,T,PC_ACT,IE,2002-01-01,8
Y_LT25,T,PC_ACT,IE,2003-01-01,8
Y_LT25,T,PC_ACT,IE,2004-01-01,8
Y_LT25,T,PC_ACT,IE,2005-01-01,8
Y_LT25,T,PC_ACT,IE,2006-01-01,8
Y_LT25,T,PC_ACT,IE,2007-01-01,
Y_LT25,T,PC_ACT,IE,2008-01-01,13
Y_LT25,T,PC_ACT,IE,2009-01-01,24
Y_LT25,T,PC_ACT,IE,2010-01-01,28
Y_LT25,T,PC_ACT,IE,2011-01-01,29
Y_LT25,T,PC_ACT,IE,2012-01-01,
Y_LT25,T,PC_ACT,IE,2013-01-01,
Y_LT25,T,PC_ACT,IE,2014-01-01,
Y_LT25,T,PC_ACT,IE,2015-01-01,
Y_LT25,T,PC_ACT,IE,2016-01-01,
Y_LT25,T,PC_ACT,IE,2017-01-01,14
Y_LT25,T,PC_ACT,IT,1995-01-01,29
Y_LT25,T,PC_ACT,IT,1996-01-01,29
Y_LT25,T,PC_ACT,IT,1997-01-01,29
Y_LT25,T,PC_ACT,IT,1998-01-01,29
Y_LT25,T,PC_ACT,IT,1999-01-01,28
Y_LT25,T,PC_ACT,IT,2000-01-01,26
Y_LT25,T,PC_ACT,IT,2001-01-01,23
Y_LT25,T,PC_ACT,IT,2002-01-01,22
Y_LT25,T,PC_ACT,IT,2003-01-01,23
Y_LT25,T,PC_ACT,IT,2004-01-01,23
Y_LT25,T,PC_ACT,IT,2005-01-01,24
Y_LT25,T,PC_ACT,IT,2006-01-01,21
Y_LT25,T,PC_ACT,IT,2007-01-01,
Y_LT25,T,PC_ACT,IT,2008-01-01,21
Y_LT25,T,PC_ACT,IT,2009-01-01,25
Y_LT25,T,PC_ACT,IT,2010-01-01,27
Y_LT25,T,PC_ACT,IT,2011-01-01,29
Y_LT25,T,PC_ACT,IT,2012-01-01,
Y_LT25,T,PC_ACT,IT,2013-01-01,
Y_LT25,T,PC_ACT,IT,2014-01-01,
Y_LT25,T,PC_ACT,IT,2015-01-01,
Y_LT25,T,PC_ACT,IT,2016-01-01,
Y_LT25,T,PC_ACT,IT,2017-01-01,34
Y_LT25,T,PC_ACT,LT,1995-01-01,
Y_LT25,T,PC_ACT,LT,1996-01-01,
Y_LT25,T,PC_ACT,LT,1997-01-01,
Y_LT25,T,PC_ACT,LT,1998-01-01,22
Y_LT25,T,PC_ACT,LT,1999-01-01,27
Y_LT25,T,PC_ACT,LT,2000-01-01,30
Y_LT25,T,PC_ACT,LT,2001-01-01,31
Y_LT25,T,PC_ACT,LT,2002-01-01,23
Y_LT25,T,PC_ACT,LT,2003-01-01,24
Y_LT25,T,PC_ACT,LT,2004-01-01,21
Y_LT25,T,PC_ACT,LT,2005-01-01,15
Y_LT25,T,PC_ACT,LT,2006-01-01,10
Y_LT25,T,PC_ACT,LT,2007-01-01,
Y_LT25,T,PC_ACT,LT,2008-01-01,13
Y_LT25,T,PC_ACT,LT,2009-01-01,29
Y_LT25,T,PC_ACT,LT,2010-01-01,35
Y_LT25,T,PC_ACT,LT,2011-01-01,32
Y_LT25,T,PC_ACT,LT,2012-01-01,
Y_LT25,T,PC_ACT,LT,2013-01-01,
Y_LT25,T,PC_ACT,LT,2014-01-01,
Y_LT25,T,PC_ACT,LT,2015-01-01,
Y_LT25,T,PC_ACT,LT,2016-01-01,
Y_LT25,T,PC_ACT,LT,2017-01-01,13
Y_LT25,T,PC_ACT,LU,1995-01-01,7
Y_LT25,T,PC_ACT,LU,1996-01-01,8
Y_LT25,T,PC_ACT,LU,1997-01-01,7
Y_LT25,T,PC_ACT,LU,1998-01-01,6
Y_LT25,T,PC_ACT,LU,1999-01-01,6
Y_LT25,T,PC_ACT,LU,2000-01-01,6
Y_LT25,T,PC_ACT,LU,2001-01-01,6
Y_LT25,T,PC_ACT,LU,2002-01-01,7
Y_LT25,T,PC_ACT,LU,2003-01-01,11
Y_LT25,T,PC_ACT,LU,2004-01-01,16
Y_LT25,T,PC_ACT,LU,2005-01-01,14
Y_LT25,T,PC_ACT,LU,2006-01-01,15
Y_LT25,T,PC_ACT,LU,2007-01-01,
Y_LT25,T,PC_ACT,LU,2008-01-01,17
Y_LT25,T,PC_ACT,LU,2009-01-01,16
Y_LT25,T,PC_ACT,LU,2010-01-01,15
Y_LT25,T,PC_ACT,LU,2011-01-01,16
Y_LT25,T,PC_ACT,LU,2012-01-01,
Y_LT25,T,PC_ACT,LU,2013-01-01,
Y_LT25,T,PC_ACT,LU,2014-01-01,
Y_LT25,T,PC_ACT,LU,2015-01-01,
Y_LT25,T,PC_ACT,LU,2016-01-01,
Y_LT25,T,PC_ACT,LU,2017-01-01,15
Y_LT25,T,PC_ACT,LV,1995-01-01,
Y_LT25,T,PC_ACT,LV,1996-01-01,
Y_LT25,T,PC_ACT,LV,1997-01-01,
Y_LT25,T,PC_ACT,LV,1998-01-01,
Y_LT25,T,PC_ACT,LV,1999-01-01,24
Y_LT25,T,PC_ACT,LV,2000-01-01,22
Y_LT25,T,PC_ACT,LV,2001-01-01,22
Y_LT25,T,PC_ACT,LV,2002-01-01,20
Y_LT25,T,PC_ACT,LV,2003-01-01,19
Y_LT25,T,PC_ACT,LV,2004-01-01,20
Y_LT25,T,PC_ACT,LV,2005-01-01,15
Y_LT25,T,PC_ACT,LV,2006-01-01,13
Y_LT25,T,PC_ACT,LV,2007-01-01,
Y_LT25,T,PC_ACT,LV,2008-01-01,13
Y_LT25,T,PC_ACT,LV,2009-01-01,33
Y_LT25,T,PC_ACT,LV,2010-01-01,36
Y_LT25,T,PC_ACT,LV,2011-01-01,31
Y_LT25,T,PC_ACT,LV,2012-01-01,
Y_LT25,T,PC_ACT,LV,2013-01-01,
Y_LT25,T,PC_ACT,LV,2014-01-01,
Y_LT25,T,PC_ACT,LV,2015-01-01,
Y_LT25,T,PC_ACT,LV,2016-01-01,
Y_LT25,T,PC_ACT,LV,2017-01-01,17
Y_LT25,T,PC_ACT,MT,1995-01-01,
Y_LT25,T,PC_ACT,MT,1996-01-01,
Y_LT25,T,PC_ACT,MT,1997-01-01,
Y_LT25,T,PC_ACT,MT,1998-01-01,
Y_LT25,T,PC_ACT,MT,1999-01-01,
Y_LT25,T,PC_ACT,MT,2000-01-01,14
Y_LT25,T,PC_ACT,MT,2001-01-01,19
Y_LT25,T,PC_ACT,MT,2002-01-01,15
Y_LT25,T,PC_ACT,MT,2003-01-01,17
Y_LT25,T,PC_ACT,MT,2004-01-01,17
Y_LT25,T,PC_ACT,MT,2005-01-01,16
Y_LT25,T,PC_ACT,MT,2006-01-01,16
Y_LT25,T,PC_ACT,MT,2007-01-01,
Y_LT25,T,PC_ACT,MT,2008-01-01,12
Y_LT25,T,PC_ACT,MT,2009-01-01,15
Y_LT25,T,PC_ACT,MT,2010-01-01,14
Y_LT25,T,PC_ACT,MT,2011-01-01,14
Y_LT25,T,PC_ACT,MT,2012-01-01,
Y_LT25,T,PC_ACT,MT,2013-01-01,
Y_LT25,T,PC_ACT,MT,2014-01-01,
Y_LT25,T,PC_ACT,MT,2015-01-01,
Y_LT25,T,PC_ACT,MT,2016-01-01,
Y_LT25,T,PC_ACT,MT,2017-01-01,11
Y_LT25,T,PC_ACT,NL,1995-01-01,16
Y_LT25,T,PC_ACT,NL,1996-01-01,15
Y_LT25,T,PC_ACT,NL,1997-01-01,12
Y_LT25,T,PC_ACT,NL,1998-01-01,10
Y_LT25,T,PC_ACT,NL,1999-01-01,9
Y_LT25,T,PC_ACT,NL,2000-01-01,8
Y_LT25,T,PC_ACT,NL,2001-01-01,6
Y_LT25,T,PC_ACT,NL,2002-01-01,7
Y_LT25,T,PC_ACT,NL,2003-01-01,9
Y_LT25,T,PC_ACT,NL,2004-01-01,11
Y_LT25,T,PC_ACT,NL,2005-01-01,11
Y_LT25,T,PC_ACT,NL,2006-01-01,10
Y_LT25,T,PC_ACT,NL,2007-01-01,
Y_LT25,T,PC_ACT,NL,2008-01-01,8
Y_LT25,T,PC_ACT,NL,2009-01-01,10
Y_LT25,T,PC_ACT,NL,2010-01-01,11
Y_LT25,T,PC_ACT,NL,2011-01-01,10
Y_LT25,T,PC_ACT,NL,2012-01-01,
Y_LT25,T,PC_ACT,NL,2013-01-01,
Y_LT25,T,PC_ACT,NL,2014-01-01,
Y_LT25,T,PC_ACT,NL,2015-01-01,
Y_LT25,T,PC_ACT,NL,2016-01-01,
Y_LT25,T,PC_ACT,NL,2017-01-01,8
Y_LT25,T,PC_ACT,PL,1995-01-01,
Y_LT25,T,PC_ACT,PL,1996-01-01,
Y_LT25,T,PC_ACT,PL,1997-01-01,23
Y_LT25,T,PC_ACT,PL,1998-01-01,22
Y_LT25,T,PC_ACT,PL,1999-01-01,30
Y_LT25,T,PC_ACT,PL,2000-01-01,34
Y_LT25,T,PC_ACT,PL,2001-01-01,39
Y_LT25,T,PC_ACT,PL,2002-01-01,42
Y_LT25,T,PC_ACT,PL,2003-01-01,41
Y_LT25,T,PC_ACT,PL,2004-01-01,39
Y_LT25,T,PC_ACT,PL,2005-01-01,36
Y_LT25,T,PC_ACT,PL,2006-01-01,29
Y_LT25,T,PC_ACT,PL,2007-01-01,
Y_LT25,T,PC_ACT,PL,2008-01-01,17
Y_LT25,T,PC_ACT,PL,2009-01-01,20
Y_LT25,T,PC_ACT,PL,2010-01-01,23
Y_LT25,T,PC_ACT,PL,2011-01-01,25
Y_LT25,T,PC_ACT,PL,2012-01-01,
Y_LT25,T,PC_ACT,PL,2013-01-01,
Y_LT25,T,PC_ACT,PL,2014-01-01,
Y_LT25,T,PC_ACT,PL,2015-01-01,
