nace_r2,unit,indic_bt,geo\time,date,value
F,I2015_SCA,WAGE,AL,2017-04-01,115.3 s
F,I2015_SCA,WAGE,AL,2017-07-01,123.0 s
F,I2015_SCA,WAGE,AL,2017-10-01,126.8 s
F,I2015_SCA,WAGE,AL,2018-01-01,125.3 s
F,I2015_SCA,WAGE,AL,2018-04-01,125.7 s
F,I2015_SCA,WAGE,AT,2015-07-01,100.2 s
F,I2015_SCA,WAGE,AT,2015-10-01,100.4 s
F,I2015_SCA,WAGE,AT,2016-01-01,100.8 s
F,I2015_SCA,WAGE,AT,2016-04-01,101.2 s
F,I2015_SCA,WAGE,AT,2016-07-01,101.5 s
F,I2015_SCA,WAGE,AT,2016-10-01,103.6 s
F,I2015_SCA,WAGE,AT,2017-01-01,103.8 s
F,I2015_SCA,WAGE,AT,2017-04-01,105.2 s
F,I2015_SCA,WAGE,AT,2017-07-01,105.6 s
F,I2015_SCA,WAGE,AT,2017-10-01,106.9 s
F,I2015_SCA,WAGE,AT,2018-01-01,110.5 s
F,I2015_SCA,WAGE,AT,2018-04-01,112.2 s
F,I2015_SCA,WAGE,BE,2015-07-01,: c
F,I2015_SCA,WAGE,BE,2015-10-01,: c
F,I2015_SCA,WAGE,BE,2016-01-01,: c
F,I2015_SCA,WAGE,BE,2016-04-01,: c
F,I2015_SCA,WAGE,BE,2016-07-01,: c
F,I2015_SCA,WAGE,BE,2016-10-01,: c
F,I2015_SCA,WAGE,BE,2017-01-01,: c
F,I2015_SCA,WAGE,BE,2017-04-01,: c
F,I2015_SCA,WAGE,BE,2017-07-01,: c
F,I2015_SCA,WAGE,BE,2017-10-01,: c
F,I2015_SCA,WAGE,BE,2018-01-01,: c
F,I2015_SCA,WAGE,BE,2018-04-01,: 
F,I2015_SCA,WAGE,BG,2015-07-01,100.8 s
F,I2015_SCA,WAGE,BG,2015-10-01,102.1 s
F,I2015_SCA,WAGE,BG,2016-01-01,98.6 s
F,I2015_SCA,WAGE,BG,2016-04-01,96.7 s
F,I2015_SCA,WAGE,BG,2016-07-01,95.5 s
F,I2015_SCA,WAGE,BG,2016-10-01,95.3 s
F,I2015_SCA,WAGE,BG,2017-01-01,90.9 ps
F,I2015_SCA,WAGE,BG,2017-04-01,91.4 ps
F,I2015_SCA,WAGE,BG,2017-07-01,93.2 ps
F,I2015_SCA,WAGE,BG,2017-10-01,97.0 ps
F,I2015_SCA,WAGE,BG,2018-01-01,104.4 ps
F,I2015_SCA,WAGE,BG,2018-04-01,107.3 ps
F,I2015_SCA,WAGE,CY,2015-07-01,99.7 s
F,I2015_SCA,WAGE,CY,2015-10-01,101.3 s
F,I2015_SCA,WAGE,CY,2016-01-01,103.5 s
F,I2015_SCA,WAGE,CY,2016-04-01,105.2 s
F,I2015_SCA,WAGE,CY,2016-07-01,108.5 s
F,I2015_SCA,WAGE,CY,2016-10-01,111.3 s
F,I2015_SCA,WAGE,CY,2017-01-01,114.7 ps
F,I2015_SCA,WAGE,CY,2017-04-01,118.6 ps
F,I2015_SCA,WAGE,CY,2017-07-01,122.1 ps
F,I2015_SCA,WAGE,CY,2017-10-01,126.4 ps
F,I2015_SCA,WAGE,CY,2018-01-01,130.7 ps
F,I2015_SCA,WAGE,CY,2018-04-01,134.5 ps
F,I2015_SCA,WAGE,CZ,2015-07-01,100.6 s
F,I2015_SCA,WAGE,CZ,2015-10-01,101.9 s
F,I2015_SCA,WAGE,CZ,2016-01-01,101.9 s
F,I2015_SCA,WAGE,CZ,2016-04-01,102.0 s
F,I2015_SCA,WAGE,CZ,2016-07-01,103.2 s
F,I2015_SCA,WAGE,CZ,2016-10-01,102.7 s
F,I2015_SCA,WAGE,CZ,2017-01-01,104.0 s
F,I2015_SCA,WAGE,CZ,2017-04-01,105.8 s
F,I2015_SCA,WAGE,CZ,2017-07-01,106.9 s
F,I2015_SCA,WAGE,CZ,2017-10-01,109.5 s
F,I2015_SCA,WAGE,CZ,2018-01-01,112.1 s
F,I2015_SCA,WAGE,CZ,2018-04-01,114.0 s
F,I2015_SCA,WAGE,DE,2015-07-01,100.7 s
F,I2015_SCA,WAGE,DE,2015-10-01,101.9 s
F,I2015_SCA,WAGE,DE,2016-01-01,101.7 s
F,I2015_SCA,WAGE,DE,2016-04-01,102.4 s
F,I2015_SCA,WAGE,DE,2016-07-01,103.9 s
F,I2015_SCA,WAGE,DE,2016-10-01,104.9 s
F,I2015_SCA,WAGE,DE,2017-01-01,105.8 s
F,I2015_SCA,WAGE,DE,2017-04-01,106.4 s
F,I2015_SCA,WAGE,DE,2017-07-01,107.1 s
F,I2015_SCA,WAGE,DE,2017-10-01,108.9 ps
F,I2015_SCA,WAGE,DE,2018-01-01,110.2 ps
F,I2015_SCA,WAGE,DE,2018-04-01,112.6 ps
F,I2015_SCA,WAGE,DK,2015-07-01,100.3 
F,I2015_SCA,WAGE,DK,2015-10-01,102.6 
F,I2015_SCA,WAGE,DK,2016-01-01,104.2 
F,I2015_SCA,WAGE,DK,2016-04-01,106.0 
F,I2015_SCA,WAGE,DK,2016-07-01,106.9 
F,I2015_SCA,WAGE,DK,2016-10-01,110.0 
F,I2015_SCA,WAGE,DK,2017-01-01,111.5 
F,I2015_SCA,WAGE,DK,2017-04-01,111.9 
F,I2015_SCA,WAGE,DK,2017-07-01,113.6 
F,I2015_SCA,WAGE,DK,2017-10-01,117.8 
F,I2015_SCA,WAGE,DK,2018-01-01,118.4 p
F,I2015_SCA,WAGE,DK,2018-04-01,120.9 p
F,I2015_SCA,WAGE,EA19,2015-07-01,100.3 
F,I2015_SCA,WAGE,EA19,2015-10-01,101.3 
F,I2015_SCA,WAGE,EA19,2016-01-01,101.7 
F,I2015_SCA,WAGE,EA19,2016-04-01,101.8 
F,I2015_SCA,WAGE,EA19,2016-07-01,102.8 
F,I2015_SCA,WAGE,EA19,2016-10-01,103.7 
F,I2015_SCA,WAGE,EA19,2017-01-01,105.2 
F,I2015_SCA,WAGE,EA19,2017-04-01,105.5 
F,I2015_SCA,WAGE,EA19,2017-07-01,106.5 
F,I2015_SCA,WAGE,EA19,2017-10-01,108.2 
F,I2015_SCA,WAGE,EA19,2018-01-01,109.5 
F,I2015_SCA,WAGE,EA19,2018-04-01,111.3 s
F,I2015_SCA,WAGE,EE,2015-07-01,102.4 s
F,I2015_SCA,WAGE,EE,2015-10-01,100.1 s
F,I2015_SCA,WAGE,EE,2016-01-01,95.4 s
F,I2015_SCA,WAGE,EE,2016-04-01,99.0 s
F,I2015_SCA,WAGE,EE,2016-07-01,96.7 s
F,I2015_SCA,WAGE,EE,2016-10-01,99.0 s
F,I2015_SCA,WAGE,EE,2017-01-01,111.2 s
F,I2015_SCA,WAGE,EE,2017-04-01,109.2 s
F,I2015_SCA,WAGE,EE,2017-07-01,110.7 s
F,I2015_SCA,WAGE,EE,2017-10-01,113.1 s
F,I2015_SCA,WAGE,EE,2018-01-01,120.7 s
F,I2015_SCA,WAGE,EE,2018-04-01,123.3 s
F,I2015_SCA,WAGE,EL,2015-07-01,95.8 s
F,I2015_SCA,WAGE,EL,2015-10-01,115.9 s
F,I2015_SCA,WAGE,EL,2016-01-01,114.0 s
F,I2015_SCA,WAGE,EL,2016-04-01,118.4 s
F,I2015_SCA,WAGE,EL,2016-07-01,106.2 s
F,I2015_SCA,WAGE,EL,2016-10-01,118.6 s
F,I2015_SCA,WAGE,EL,2017-01-01,120.2 s
F,I2015_SCA,WAGE,EL,2017-04-01,126.7 s
F,I2015_SCA,WAGE,EL,2017-07-01,127.8 s
F,I2015_SCA,WAGE,EL,2017-10-01,128.0 s
F,I2015_SCA,WAGE,EL,2018-01-01,128.3 s
F,I2015_SCA,WAGE,EL,2018-04-01,127.6 s
F,I2015_SCA,WAGE,ES,2015-07-01,102.4 s
F,I2015_SCA,WAGE,ES,2015-10-01,102.9 s
F,I2015_SCA,WAGE,ES,2016-01-01,103.8 s
F,I2015_SCA,WAGE,ES,2016-04-01,102.7 s
F,I2015_SCA,WAGE,ES,2016-07-01,104.1 ps
F,I2015_SCA,WAGE,ES,2016-10-01,106.0 s
F,I2015_SCA,WAGE,ES,2017-01-01,108.9 s
F,I2015_SCA,WAGE,ES,2017-04-01,106.9 s
F,I2015_SCA,WAGE,ES,2017-07-01,108.0 s
F,I2015_SCA,WAGE,ES,2017-10-01,110.2 s
F,I2015_SCA,WAGE,ES,2018-01-01,114.8 ps
F,I2015_SCA,WAGE,ES,2018-04-01,115.8 ps
F,I2015_SCA,WAGE,EU28,2015-07-01,100.5 
F,I2015_SCA,WAGE,EU28,2015-10-01,101.4 
F,I2015_SCA,WAGE,EU28,2016-01-01,102.3 
F,I2015_SCA,WAGE,EU28,2016-04-01,103.2 
F,I2015_SCA,WAGE,EU28,2016-07-01,104.4 
F,I2015_SCA,WAGE,EU28,2016-10-01,105.6 
F,I2015_SCA,WAGE,EU28,2017-01-01,107.0 
F,I2015_SCA,WAGE,EU28,2017-04-01,107.4 
F,I2015_SCA,WAGE,EU28,2017-07-01,109.1 
F,I2015_SCA,WAGE,EU28,2017-10-01,110.8 
F,I2015_SCA,WAGE,EU28,2018-01-01,112.8 
F,I2015_SCA,WAGE,EU28,2018-04-01,114.8 s
F,I2015_SCA,WAGE,FI,2015-07-01,99.8 
F,I2015_SCA,WAGE,FI,2015-10-01,102.4 
F,I2015_SCA,WAGE,FI,2016-01-01,103.3 
F,I2015_SCA,WAGE,FI,2016-04-01,104.9 
F,I2015_SCA,WAGE,FI,2016-07-01,107.7 
F,I2015_SCA,WAGE,FI,2016-10-01,108.4 
F,I2015_SCA,WAGE,FI,2017-01-01,111.1 
F,I2015_SCA,WAGE,FI,2017-04-01,112.7 
F,I2015_SCA,WAGE,FI,2017-07-01,114.0 
F,I2015_SCA,WAGE,FI,2017-10-01,116.6 
F,I2015_SCA,WAGE,FI,2018-01-01,118.7 
F,I2015_SCA,WAGE,FI,2018-04-01,120.5 
F,I2015_SCA,WAGE,FR,2015-07-01,99.4 p
F,I2015_SCA,WAGE,FR,2015-10-01,100.1 p
F,I2015_SCA,WAGE,FR,2016-01-01,100.5 p
F,I2015_SCA,WAGE,FR,2016-04-01,99.9 p
F,I2015_SCA,WAGE,FR,2016-07-01,101.1 p
F,I2015_SCA,WAGE,FR,2016-10-01,101.4 p
F,I2015_SCA,WAGE,FR,2017-01-01,102.8 p
F,I2015_SCA,WAGE,FR,2017-04-01,103.8 p
F,I2015_SCA,WAGE,FR,2017-07-01,105.0 p
F,I2015_SCA,WAGE,FR,2017-10-01,107.1 p
F,I2015_SCA,WAGE,FR,2018-01-01,106.1 p
F,I2015_SCA,WAGE,FR,2018-04-01,108.0 p
F,I2015_SCA,WAGE,HR,2015-07-01,100.5 s
F,I2015_SCA,WAGE,HR,2015-10-01,99.4 s
F,I2015_SCA,WAGE,HR,2016-01-01,101.6 s
F,I2015_SCA,WAGE,HR,2016-04-01,101.6 s
F,I2015_SCA,WAGE,HR,2016-07-01,102.3 s
F,I2015_SCA,WAGE,HR,2016-10-01,103.2 s
F,I2015_SCA,WAGE,HR,2017-01-01,106.5 s
F,I2015_SCA,WAGE,HR,2017-04-01,106.8 s
F,I2015_SCA,WAGE,HR,2017-07-01,107.6 s
F,I2015_SCA,WAGE,HR,2017-10-01,109.2 s
F,I2015_SCA,WAGE,HR,2018-01-01,114.0 s
F,I2015_SCA,WAGE,HR,2018-04-01,115.3 s
F,I2015_SCA,WAGE,HU,2015-07-01,101.2 ps
F,I2015_SCA,WAGE,HU,2015-10-01,103.0 ps
F,I2015_SCA,WAGE,HU,2016-01-01,100.3 ps
F,I2015_SCA,WAGE,HU,2016-04-01,103.3 ps
F,I2015_SCA,WAGE,HU,2016-07-01,104.9 ps
F,I2015_SCA,WAGE,HU,2016-10-01,107.6 ps
F,I2015_SCA,WAGE,HU,2017-01-01,115.3 ps
F,I2015_SCA,WAGE,HU,2017-04-01,120.7 ps
F,I2015_SCA,WAGE,HU,2017-07-01,123.4 ps
F,I2015_SCA,WAGE,HU,2017-10-01,129.9 ps
F,I2015_SCA,WAGE,HU,2018-01-01,139.6 ps
F,I2015_SCA,WAGE,HU,2018-04-01,144.3 ps
F,I2015_SCA,WAGE,IE,2015-07-01,99.7 s
F,I2015_SCA,WAGE,IE,2015-10-01,104.7 s
F,I2015_SCA,WAGE,IE,2016-01-01,108.9 s
F,I2015_SCA,WAGE,IE,2016-04-01,119.9 s
F,I2015_SCA,WAGE,IE,2016-07-01,118.6 s
F,I2015_SCA,WAGE,IE,2016-10-01,122.4 s
F,I2015_SCA,WAGE,IE,2017-01-01,133.7 s
F,I2015_SCA,WAGE,IE,2017-04-01,123.0 s
F,I2015_SCA,WAGE,IE,2017-07-01,127.9 s
F,I2015_SCA,WAGE,IE,2017-10-01,130.3 s
F,I2015_SCA,WAGE,IE,2018-01-01,141.1 s
F,I2015_SCA,WAGE,IE,2018-04-01,153.1 ps
F,I2015_SCA,WAGE,IT,2015-07-01,100.5 ps
F,I2015_SCA,WAGE,IT,2015-10-01,102.1 ps
F,I2015_SCA,WAGE,IT,2016-01-01,102.0 ps
F,I2015_SCA,WAGE,IT,2016-04-01,101.4 ps
F,I2015_SCA,WAGE,IT,2016-07-01,100.7 ps
F,I2015_SCA,WAGE,IT,2016-10-01,100.7 ps
F,I2015_SCA,WAGE,IT,2017-01-01,102.1 ps
F,I2015_SCA,WAGE,IT,2017-04-01,100.9 ps
F,I2015_SCA,WAGE,IT,2017-07-01,101.5 ps
F,I2015_SCA,WAGE,IT,2017-10-01,101.5 ps
F,I2015_SCA,WAGE,IT,2018-01-01,102.0 ps
F,I2015_SCA,WAGE,IT,2018-04-01,: 
F,I2015_SCA,WAGE,LT,2015-07-01,101.3 s
F,I2015_SCA,WAGE,LT,2015-10-01,101.9 s
F,I2015_SCA,WAGE,LT,2016-01-01,101.6 s
F,I2015_SCA,WAGE,LT,2016-04-01,102.7 s
F,I2015_SCA,WAGE,LT,2016-07-01,104.5 s
F,I2015_SCA,WAGE,LT,2016-10-01,107.2 s
F,I2015_SCA,WAGE,LT,2017-01-01,111.6 s
F,I2015_SCA,WAGE,LT,2017-04-01,118.4 s
F,I2015_SCA,WAGE,LT,2017-07-01,119.7 s
F,I2015_SCA,WAGE,LT,2017-10-01,123.8 s
F,I2015_SCA,WAGE,LT,2018-01-01,127.8 s
F,I2015_SCA,WAGE,LT,2018-04-01,129.8 s
F,I2015_SCA,WAGE,LU,2015-07-01,99.9 s
F,I2015_SCA,WAGE,LU,2015-10-01,100.5 s
F,I2015_SCA,WAGE,LU,2016-01-01,102.0 s
F,I2015_SCA,WAGE,LU,2016-04-01,102.9 s
F,I2015_SCA,WAGE,LU,2016-07-01,101.6 s
F,I2015_SCA,WAGE,LU,2016-10-01,104.9 s
F,I2015_SCA,WAGE,LU,2017-01-01,106.6 s
F,I2015_SCA,WAGE,LU,2017-04-01,110.2 s
F,I2015_SCA,WAGE,LU,2017-07-01,116.1 s
F,I2015_SCA,WAGE,LU,2017-10-01,112.0 ps
F,I2015_SCA,WAGE,LU,2018-01-01,112.0 ps
F,I2015_SCA,WAGE,LU,2018-04-01,113.2 ps
F,I2015_SCA,WAGE,LV,2015-07-01,100.2 s
F,I2015_SCA,WAGE,LV,2015-10-01,98.2 s
F,I2015_SCA,WAGE,LV,2016-01-01,95.5 s
F,I2015_SCA,WAGE,LV,2016-04-01,94.7 s
F,I2015_SCA,WAGE,LV,2016-07-01,95.0 s
F,I2015_SCA,WAGE,LV,2016-10-01,97.2 s
F,I2015_SCA,WAGE,LV,2017-01-01,97.3 s
F,I2015_SCA,WAGE,LV,2017-04-01,103.4 s
F,I2015_SCA,WAGE,LV,2017-07-01,107.8 s
F,I2015_SCA,WAGE,LV,2017-10-01,111.4 s
F,I2015_SCA,WAGE,LV,2018-01-01,117.5 ps
F,I2015_SCA,WAGE,LV,2018-04-01,118.8 ps
F,I2015_SCA,WAGE,ME,2015-07-01,97.7 s
F,I2015_SCA,WAGE,ME,2015-10-01,96.1 s
F,I2015_SCA,WAGE,ME,2016-01-01,105.7 s
F,I2015_SCA,WAGE,ME,2016-04-01,102.5 s
F,I2015_SCA,WAGE,ME,2016-07-01,101.1 s
F,I2015_SCA,WAGE,ME,2016-10-01,94.8 s
F,I2015_SCA,WAGE,ME,2017-01-01,103.6 s
F,I2015_SCA,WAGE,ME,2017-04-01,98.0 s
F,I2015_SCA,WAGE,ME,2017-07-01,99.9 s
F,I2015_SCA,WAGE,ME,2017-10-01,93.1 s
F,I2015_SCA,WAGE,ME,2018-01-01,101.3 s
F,I2015_SCA,WAGE,ME,2018-04-01,105.7 s
F,I2015_SCA,WAGE,MK,2015-07-01,100.3 s
F,I2015_SCA,WAGE,MK,2015-10-01,102.5 s
F,I2015_SCA,WAGE,MK,2016-01-01,110.1 s
F,I2015_SCA,WAGE,MK,2016-04-01,110.0 s
F,I2015_SCA,WAGE,MK,2016-07-01,110.2 s
F,I2015_SCA,WAGE,MK,2016-10-01,110.8 s
F,I2015_SCA,WAGE,MK,2017-01-01,104.9 s
F,I2015_SCA,WAGE,MK,2017-04-01,108.9 s
F,I2015_SCA,WAGE,MK,2017-07-01,108.8 s
F,I2015_SCA,WAGE,MK,2017-10-01,109.8 s
F,I2015_SCA,WAGE,MK,2018-01-01,109.6 s
F,I2015_SCA,WAGE,MK,2018-04-01,112.5 s
F,I2015_SCA,WAGE,MT,2015-07-01,98.2 
F,I2015_SCA,WAGE,MT,2015-10-01,105.3 
F,I2015_SCA,WAGE,MT,2016-01-01,103.6 p
F,I2015_SCA,WAGE,MT,2016-04-01,102.9 p
F,I2015_SCA,WAGE,MT,2016-07-01,103.7 p
F,I2015_SCA,WAGE,MT,2016-10-01,106.7 p
F,I2015_SCA,WAGE,MT,2017-01-01,102.4 p
F,I2015_SCA,WAGE,MT,2017-04-01,106.2 p
F,I2015_SCA,WAGE,MT,2017-07-01,105.9 p
F,I2015_SCA,WAGE,MT,2017-10-01,109.3 p
F,I2015_SCA,WAGE,MT,2018-01-01,104.9 p
F,I2015_SCA,WAGE,MT,2018-04-01,106.7 p
F,I2015_SCA,WAGE,NL,2015-07-01,100.1 s
F,I2015_SCA,WAGE,NL,2015-10-01,100.4 s
F,I2015_SCA,WAGE,NL,2016-01-01,101.3 ps
F,I2015_SCA,WAGE,NL,2016-04-01,102.0 ps
F,I2015_SCA,WAGE,NL,2016-07-01,102.9 ps
F,I2015_SCA,WAGE,NL,2016-10-01,103.7 ps
F,I2015_SCA,WAGE,NL,2017-01-01,104.6 ps
F,I2015_SCA,WAGE,NL,2017-04-01,105.8 ps
F,I2015_SCA,WAGE,NL,2017-07-01,107.2 ps
F,I2015_SCA,WAGE,NL,2017-10-01,108.7 ps
F,I2015_SCA,WAGE,NL,2018-01-01,110.0 ps
F,I2015_SCA,WAGE,NL,2018-04-01,: c
F,I2015_SCA,WAGE,NO,2015-07-01,100.1 ps
F,I2015_SCA,WAGE,NO,2015-10-01,100.7 ps
F,I2015_SCA,WAGE,NO,2016-01-01,101.6 ps
F,I2015_SCA,WAGE,NO,2016-04-01,102.0 ps
F,I2015_SCA,WAGE,NO,2016-07-01,102.7 ps
F,I2015_SCA,WAGE,NO,2016-10-01,103.7 ps
F,I2015_SCA,WAGE,NO,2017-01-01,103.7 ps
F,I2015_SCA,WAGE,NO,2017-04-01,104.3 ps
F,I2015_SCA,WAGE,NO,2017-07-01,105.9 ps
F,I2015_SCA,WAGE,NO,2017-10-01,105.9 ps
F,I2015_SCA,WAGE,NO,2018-01-01,107.1 ps
F,I2015_SCA,WAGE,NO,2018-04-01,107.7 ps
F,I2015_SCA,WAGE,PL,2015-07-01,100.2 s
F,I2015_SCA,WAGE,PL,2015-10-01,101.0 s
F,I2015_SCA,WAGE,PL,2016-01-01,102.4 s
F,I2015_SCA,WAGE,PL,2016-04-01,103.8 s
F,I2015_SCA,WAGE,PL,2016-07-01,103.1 s
F,I2015_SCA,WAGE,PL,2016-10-01,104.5 s
F,I2015_SCA,WAGE,PL,2017-01-01,107.7 s
F,I2015_SCA,WAGE,PL,2017-04-01,108.9 s
F,I2015_SCA,WAGE,PL,2017-07-01,112.6 s
F,I2015_SCA,WAGE,PL,2017-10-01,116.0 s
F,I2015_SCA,WAGE,PL,2018-01-01,120.8 s
F,I2015_SCA,WAGE,PL,2018-04-01,124.9 s
F,I2015_SCA,WAGE,PT,2015-07-01,100.2 s
F,I2015_SCA,WAGE,PT,2015-10-01,97.8 s
F,I2015_SCA,WAGE,PT,2016-01-01,96.1 s
F,I2015_SCA,WAGE,PT,2016-04-01,95.2 s
F,I2015_SCA,WAGE,PT,2016-07-01,94.8 s
F,I2015_SCA,WAGE,PT,2016-10-01,95.3 s
F,I2015_SCA,WAGE,PT,2017-01-01,96.2 s
F,I2015_SCA,WAGE,PT,2017-04-01,96.0 s
F,I2015_SCA,WAGE,PT,2017-07-01,97.0 s
F,I2015_SCA,WAGE,PT,2017-10-01,98.1 s
F,I2015_SCA,WAGE,PT,2018-01-01,98.9 s
F,I2015_SCA,WAGE,PT,2018-04-01,100.5 s
F,I2015_SCA,WAGE,RO,2015-07-01,102.4 s
F,I2015_SCA,WAGE,RO,2015-10-01,108.5 s
F,I2015_SCA,WAGE,RO,2016-01-01,112.3 s
F,I2015_SCA,WAGE,RO,2016-04-01,117.2 s
F,I2015_SCA,WAGE,RO,2016-07-01,122.0 s
F,I2015_SCA,WAGE,RO,2016-10-01,127.8 s
F,I2015_SCA,WAGE,RO,2017-01-01,123.0 s
F,I2015_SCA,WAGE,RO,2017-04-01,128.2 s
F,I2015_SCA,WAGE,RO,2017-07-01,133.1 s
F,I2015_SCA,WAGE,RO,2017-10-01,138.9 s
F,I2015_SCA,WAGE,RO,2018-01-01,189.9 s
F,I2015_SCA,WAGE,RO,2018-04-01,191.4 s
F,I2015_SCA,WAGE,RS,2015-07-01,99.8 s
F,I2015_SCA,WAGE,RS,2015-10-01,99.2 s
F,I2015_SCA,WAGE,RS,2016-01-01,98.0 s
F,I2015_SCA,WAGE,RS,2016-04-01,94.5 s
F,I2015_SCA,WAGE,RS,2016-07-01,96.1 s
F,I2015_SCA,WAGE,RS,2016-10-01,96.4 s
F,I2015_SCA,WAGE,RS,2017-01-01,95.7 s
F,I2015_SCA,WAGE,RS,2017-04-01,98.3 s
F,I2015_SCA,WAGE,RS,2017-07-01,98.9 s
F,I2015_SCA,WAGE,RS,2017-10-01,100.1 s
F,I2015_SCA,WAGE,RS,2018-01-01,103.1 bs
F,I2015_SCA,WAGE,RS,2018-04-01,103.8 s
F,I2015_SCA,WAGE,SE,2015-07-01,100.6 s
F,I2015_SCA,WAGE,SE,2015-10-01,103.0 s
F,I2015_SCA,WAGE,SE,2016-01-01,103.5 s
F,I2015_SCA,WAGE,SE,2016-04-01,108.7 s
F,I2015_SCA,WAGE,SE,2016-07-01,109.1 s
F,I2015_SCA,WAGE,SE,2016-10-01,111.7 s
F,I2015_SCA,WAGE,SE,2017-01-01,113.2 s
F,I2015_SCA,WAGE,SE,2017-04-01,111.2 s
F,I2015_SCA,WAGE,SE,2017-07-01,113.3 s
F,I2015_SCA,WAGE,SE,2017-10-01,114.1 s
F,I2015_SCA,WAGE,SE,2018-01-01,116.5 s
F,I2015_SCA,WAGE,SE,2018-04-01,118.8 s
F,I2015_SCA,WAGE,SI,2015-07-01,99.9 s
F,I2015_SCA,WAGE,SI,2015-10-01,100.9 s
F,I2015_SCA,WAGE,SI,2016-01-01,101.3 s
F,I2015_SCA,WAGE,SI,2016-04-01,101.1 s
F,I2015_SCA,WAGE,SI,2016-07-01,101.9 s
F,I2015_SCA,WAGE,SI,2016-10-01,101.4 s
F,I2015_SCA,WAGE,SI,2017-01-01,102.3 s
F,I2015_SCA,WAGE,SI,2017-04-01,103.7 s
F,I2015_SCA,WAGE,SI,2017-07-01,104.2 s
F,I2015_SCA,WAGE,SI,2017-10-01,105.8 s
F,I2015_SCA,WAGE,SI,2018-01-01,107.2 s
F,I2015_SCA,WAGE,SI,2018-04-01,108.1 s
F,I2015_SCA,WAGE,SK,2015-07-01,100.3 s
F,I2015_SCA,WAGE,SK,2015-10-01,105.3 s
F,I2015_SCA,WAGE,SK,2016-01-01,104.5 s
F,I2015_SCA,WAGE,SK,2016-04-01,105.2 s
F,I2015_SCA,WAGE,SK,2016-07-01,104.8 s
F,I2015_SCA,WAGE,SK,2016-10-01,105.2 s
F,I2015_SCA,WAGE,SK,2017-01-01,107.6 s
F,I2015_SCA,WAGE,SK,2017-04-01,110.1 s
F,I2015_SCA,WAGE,SK,2017-07-01,113.0 ps
F,I2015_SCA,WAGE,SK,2017-10-01,113.5 s
F,I2015_SCA,WAGE,SK,2018-01-01,118.3 s
F,I2015_SCA,WAGE,SK,2018-04-01,121.7 s
F,I2015_SCA,WAGE,TR,2015-07-01,102.7 
F,I2015_SCA,WAGE,TR,2015-10-01,107.2 
F,I2015_SCA,WAGE,TR,2016-01-01,123.5 
F,I2015_SCA,WAGE,TR,2016-04-01,128.6 
F,I2015_SCA,WAGE,TR,2016-07-01,127.7 
F,I2015_SCA,WAGE,TR,2016-10-01,133.7 
F,I2015_SCA,WAGE,TR,2017-01-01,135.9 
F,I2015_SCA,WAGE,TR,2017-04-01,144.5 
F,I2015_SCA,WAGE,TR,2017-07-01,151.4 
F,I2015_SCA,WAGE,TR,2017-10-01,158.0 
F,I2015_SCA,WAGE,TR,2018-01-01,168.0 
F,I2015_SCA,WAGE,TR,2018-04-01,171.8 
F,I2015_SCA,WAGE,UK,2015-07-01,101.4 s
F,I2015_SCA,WAGE,UK,2015-10-01,101.0 s
F,I2015_SCA,WAGE,UK,2016-01-01,104.0 s
F,I2015_SCA,WAGE,UK,2016-04-01,106.3 s
F,I2015_SCA,WAGE,UK,2016-07-01,108.8 s
F,I2015_SCA,WAGE,UK,2016-10-01,110.8 s
F,I2015_SCA,WAGE,UK,2017-01-01,111.6 s
F,I2015_SCA,WAGE,UK,2017-04-01,112.4 s
F,I2015_SCA,WAGE,UK,2017-07-01,116.3 s
F,I2015_SCA,WAGE,UK,2017-10-01,117.0 s
F,I2015_SCA,WAGE,UK,2018-01-01,119.7 s
F,I2015_SCA,WAGE,UK,2018-04-01,122.1 ps
