worktime,age,unit,sex,geo\time,date,value
PT,Y20-64,PC_EMP,T,PT,2010-01-01,8.4 
PT,Y20-64,PC_EMP,T,PT,2011-01-01,10.1 b
PT,Y20-64,PC_EMP,T,PT,2012-01-01,11.0 
PT,Y20-64,PC_EMP,T,PT,2013-01-01,10.8 
PT,Y20-64,PC_EMP,T,PT,2014-01-01,9.9 
PT,Y20-64,PC_EMP,T,PT,2015-01-01,9.6 
PT,Y20-64,PC_EMP,T,PT,2016-01-01,9.2 
PT,Y20-64,PC_EMP,T,PT,2017-01-01,8.6 
PT,Y20-64,PC_EMP,T,RO,2005-01-01,8.7 
PT,Y20-64,PC_EMP,T,RO,2006-01-01,8.2 
PT,Y20-64,PC_EMP,T,RO,2007-01-01,8.2 
PT,Y20-64,PC_EMP,T,RO,2008-01-01,8.2 
PT,Y20-64,PC_EMP,T,RO,2009-01-01,8.2 
PT,Y20-64,PC_EMP,T,RO,2010-01-01,9.6 b
PT,Y20-64,PC_EMP,T,RO,2011-01-01,9.1 
PT,Y20-64,PC_EMP,T,RO,2012-01-01,9.0 
PT,Y20-64,PC_EMP,T,RO,2013-01-01,8.8 
PT,Y20-64,PC_EMP,T,RO,2014-01-01,8.5 
PT,Y20-64,PC_EMP,T,RO,2015-01-01,8.4 
PT,Y20-64,PC_EMP,T,RO,2016-01-01,7.2 
PT,Y20-64,PC_EMP,T,RO,2017-01-01,6.5 
PT,Y20-64,PC_EMP,T,SE,2005-01-01,22.4 b
PT,Y20-64,PC_EMP,T,SE,2006-01-01,22.7 
PT,Y20-64,PC_EMP,T,SE,2007-01-01,22.7 
PT,Y20-64,PC_EMP,T,SE,2008-01-01,24.3 
PT,Y20-64,PC_EMP,T,SE,2009-01-01,24.5 
PT,Y20-64,PC_EMP,T,SE,2010-01-01,24.4 
PT,Y20-64,PC_EMP,T,SE,2011-01-01,23.9 
PT,Y20-64,PC_EMP,T,SE,2012-01-01,23.7 
PT,Y20-64,PC_EMP,T,SE,2013-01-01,23.4 
PT,Y20-64,PC_EMP,T,SE,2014-01-01,23.3 
PT,Y20-64,PC_EMP,T,SE,2015-01-01,23.0 
PT,Y20-64,PC_EMP,T,SE,2016-01-01,22.6 
PT,Y20-64,PC_EMP,T,SE,2017-01-01,21.9 
PT,Y20-64,PC_EMP,T,SI,2005-01-01,6.8 
PT,Y20-64,PC_EMP,T,SI,2006-01-01,7.1 
PT,Y20-64,PC_EMP,T,SI,2007-01-01,7.0 
PT,Y20-64,PC_EMP,T,SI,2008-01-01,7.2 
PT,Y20-64,PC_EMP,T,SI,2009-01-01,8.6 
PT,Y20-64,PC_EMP,T,SI,2010-01-01,9.2 
PT,Y20-64,PC_EMP,T,SI,2011-01-01,8.6 
PT,Y20-64,PC_EMP,T,SI,2012-01-01,8.5 
PT,Y20-64,PC_EMP,T,SI,2013-01-01,8.5 
PT,Y20-64,PC_EMP,T,SI,2014-01-01,9.2 
PT,Y20-64,PC_EMP,T,SI,2015-01-01,9.3 
PT,Y20-64,PC_EMP,T,SI,2016-01-01,8.9 
PT,Y20-64,PC_EMP,T,SI,2017-01-01,9.6 
PT,Y20-64,PC_EMP,T,SK,2005-01-01,2.4 
PT,Y20-64,PC_EMP,T,SK,2006-01-01,2.6 
PT,Y20-64,PC_EMP,T,SK,2007-01-01,2.4 
PT,Y20-64,PC_EMP,T,SK,2008-01-01,2.5 
PT,Y20-64,PC_EMP,T,SK,2009-01-01,3.4 
PT,Y20-64,PC_EMP,T,SK,2010-01-01,3.7 
PT,Y20-64,PC_EMP,T,SK,2011-01-01,3.9 b
PT,Y20-64,PC_EMP,T,SK,2012-01-01,3.9 
PT,Y20-64,PC_EMP,T,SK,2013-01-01,4.5 
PT,Y20-64,PC_EMP,T,SK,2014-01-01,5.0 
PT,Y20-64,PC_EMP,T,SK,2015-01-01,5.7 
PT,Y20-64,PC_EMP,T,SK,2016-01-01,5.7 
PT,Y20-64,PC_EMP,T,SK,2017-01-01,5.7 
PT,Y20-64,PC_EMP,T,TR,2005-01-01,: 
PT,Y20-64,PC_EMP,T,TR,2006-01-01,7.0 
PT,Y20-64,PC_EMP,T,TR,2007-01-01,7.8 
PT,Y20-64,PC_EMP,T,TR,2008-01-01,8.5 
PT,Y20-64,PC_EMP,T,TR,2009-01-01,10.3 
PT,Y20-64,PC_EMP,T,TR,2010-01-01,10.7 
PT,Y20-64,PC_EMP,T,TR,2011-01-01,10.9 
PT,Y20-64,PC_EMP,T,TR,2012-01-01,11.0 
PT,Y20-64,PC_EMP,T,TR,2013-01-01,11.3 
PT,Y20-64,PC_EMP,T,TR,2014-01-01,10.4 b
PT,Y20-64,PC_EMP,T,TR,2015-01-01,9.6 
PT,Y20-64,PC_EMP,T,TR,2016-01-01,8.9 
PT,Y20-64,PC_EMP,T,TR,2017-01-01,9.1 
PT,Y20-64,PC_EMP,T,UK,2005-01-01,22.5 
PT,Y20-64,PC_EMP,T,UK,2006-01-01,22.4 
PT,Y20-64,PC_EMP,T,UK,2007-01-01,22.4 b
PT,Y20-64,PC_EMP,T,UK,2008-01-01,22.5 b
PT,Y20-64,PC_EMP,T,UK,2009-01-01,23.3 
PT,Y20-64,PC_EMP,T,UK,2010-01-01,24.0 
PT,Y20-64,PC_EMP,T,UK,2011-01-01,24.1 
PT,Y20-64,PC_EMP,T,UK,2012-01-01,24.4 
PT,Y20-64,PC_EMP,T,UK,2013-01-01,24.2 
PT,Y20-64,PC_EMP,T,UK,2014-01-01,24.0 
PT,Y20-64,PC_EMP,T,UK,2015-01-01,23.7 
PT,Y20-64,PC_EMP,T,UK,2016-01-01,23.7 
PT,Y20-64,PC_EMP,T,UK,2017-01-01,23.5 
