indic_he,geo\time,date,value
F_65_DFLE,IS,2012-01-01,14.3 
F_65_DFLE,IS,2013-01-01,15.1 
F_65_DFLE,IS,2014-01-01,15.1 
F_65_DFLE,IS,2015-01-01,15.1 
F_65_DFLE,IS,2016-01-01,: 
F_65_DFLE,IT,2005-01-01,10.2 
F_65_DFLE,IT,2006-01-01,8.8 bd
F_65_DFLE,IT,2007-01-01,7.6 b
F_65_DFLE,IT,2008-01-01,7.1 
F_65_DFLE,IT,2009-01-01,7.2 
F_65_DFLE,IT,2010-01-01,: 
F_65_DFLE,IT,2011-01-01,7.0 
F_65_DFLE,IT,2012-01-01,7.1 
F_65_DFLE,IT,2013-01-01,7.1 
F_65_DFLE,IT,2014-01-01,7.3 
F_65_DFLE,IT,2015-01-01,7.5 
F_65_DFLE,IT,2016-01-01,10.1 b
F_65_DFLE,LT,2005-01-01,4.3 d
F_65_DFLE,LT,2006-01-01,5.3 bd
F_65_DFLE,LT,2007-01-01,5.6 
F_65_DFLE,LT,2008-01-01,6.6 
F_65_DFLE,LT,2009-01-01,6.8 
F_65_DFLE,LT,2010-01-01,6.7 
F_65_DFLE,LT,2011-01-01,6.7 
F_65_DFLE,LT,2012-01-01,6.1 
F_65_DFLE,LT,2013-01-01,6.3 
F_65_DFLE,LT,2014-01-01,6.1 
F_65_DFLE,LT,2015-01-01,5.5 
F_65_DFLE,LT,2016-01-01,5.6 
F_65_DFLE,LU,2005-01-01,9.3 
F_65_DFLE,LU,2006-01-01,9.4 
F_65_DFLE,LU,2007-01-01,10.7 
F_65_DFLE,LU,2008-01-01,11.6 
F_65_DFLE,LU,2009-01-01,11.5 
F_65_DFLE,LU,2010-01-01,12.4 
F_65_DFLE,LU,2011-01-01,11.8 
F_65_DFLE,LU,2012-01-01,11.9 
F_65_DFLE,LU,2013-01-01,10.6 
F_65_DFLE,LU,2014-01-01,10.8 
F_65_DFLE,LU,2015-01-01,8.7 
F_65_DFLE,LU,2016-01-01,8.0 b
F_65_DFLE,LV,2005-01-01,5.5 d
F_65_DFLE,LV,2006-01-01,4.4 bd
F_65_DFLE,LV,2007-01-01,4.6 
F_65_DFLE,LV,2008-01-01,4.9 
F_65_DFLE,LV,2009-01-01,5.7 
F_65_DFLE,LV,2010-01-01,5.5 
F_65_DFLE,LV,2011-01-01,5.0 
F_65_DFLE,LV,2012-01-01,6.4 
F_65_DFLE,LV,2013-01-01,4.2 b
F_65_DFLE,LV,2014-01-01,4.6 
F_65_DFLE,LV,2015-01-01,4.0 
F_65_DFLE,LV,2016-01-01,4.5 
F_65_DFLE,MT,2005-01-01,11.1 d
F_65_DFLE,MT,2006-01-01,9.9 
F_65_DFLE,MT,2007-01-01,11.5 
F_65_DFLE,MT,2008-01-01,11.6 
F_65_DFLE,MT,2009-01-01,11.7 
F_65_DFLE,MT,2010-01-01,11.7 
F_65_DFLE,MT,2011-01-01,11.0 
F_65_DFLE,MT,2012-01-01,12.3 
F_65_DFLE,MT,2013-01-01,12.7 
F_65_DFLE,MT,2014-01-01,13.7 
F_65_DFLE,MT,2015-01-01,14.0 
F_65_DFLE,MT,2016-01-01,12.9 
F_65_DFLE,NL,2005-01-01,11.1 d
F_65_DFLE,NL,2006-01-01,11.4 
F_65_DFLE,NL,2007-01-01,12.2 
F_65_DFLE,NL,2008-01-01,9.7 b
F_65_DFLE,NL,2009-01-01,10.4 
F_65_DFLE,NL,2010-01-01,9.5 
F_65_DFLE,NL,2011-01-01,9.9 
F_65_DFLE,NL,2012-01-01,10.1 
F_65_DFLE,NL,2013-01-01,9.2 
F_65_DFLE,NL,2014-01-01,10.2 
F_65_DFLE,NL,2015-01-01,9.4 
F_65_DFLE,NL,2016-01-01,9.9 b
F_65_DFLE,NO,2005-01-01,12.3 d
F_65_DFLE,NO,2006-01-01,: 
F_65_DFLE,NO,2007-01-01,13.1 
F_65_DFLE,NO,2008-01-01,14.9 b
F_65_DFLE,NO,2009-01-01,14.0 
F_65_DFLE,NO,2010-01-01,15.7 
F_65_DFLE,NO,2011-01-01,: 
F_65_DFLE,NO,2012-01-01,16.0 
F_65_DFLE,NO,2013-01-01,14.8 
F_65_DFLE,NO,2014-01-01,15.9 
F_65_DFLE,NO,2015-01-01,15.3 
F_65_DFLE,NO,2016-01-01,15.2 
F_65_DFLE,PL,2005-01-01,10.2 d
F_65_DFLE,PL,2006-01-01,8.2 bd
F_65_DFLE,PL,2007-01-01,7.1 
F_65_DFLE,PL,2008-01-01,7.7 
F_65_DFLE,PL,2009-01-01,7.7 
F_65_DFLE,PL,2010-01-01,7.5 
F_65_DFLE,PL,2011-01-01,8.3 
F_65_DFLE,PL,2012-01-01,7.8 
F_65_DFLE,PL,2013-01-01,7.8 
F_65_DFLE,PL,2014-01-01,8.1 
F_65_DFLE,PL,2015-01-01,8.4 
F_65_DFLE,PL,2016-01-01,8.9 
F_65_DFLE,PT,2005-01-01,5.2 bd
F_65_DFLE,PT,2006-01-01,6 
F_65_DFLE,PT,2007-01-01,5.4 
F_65_DFLE,PT,2008-01-01,5.6 
F_65_DFLE,PT,2009-01-01,5.5 
F_65_DFLE,PT,2010-01-01,5.8 
F_65_DFLE,PT,2011-01-01,6.3 
F_65_DFLE,PT,2012-01-01,9.0 b
F_65_DFLE,PT,2013-01-01,9.3 
F_65_DFLE,PT,2014-01-01,5.6 b
F_65_DFLE,PT,2015-01-01,5.4 
F_65_DFLE,PT,2016-01-01,6.4 
F_65_DFLE,RO,2005-01-01,: 
F_65_DFLE,RO,2006-01-01,: 
F_65_DFLE,RO,2007-01-01,7.8 
F_65_DFLE,RO,2008-01-01,8.0 
F_65_DFLE,RO,2009-01-01,7.1 
F_65_DFLE,RO,2010-01-01,5.1 b
F_65_DFLE,RO,2011-01-01,4.7 
F_65_DFLE,RO,2012-01-01,5.1 
F_65_DFLE,RO,2013-01-01,5.2 
F_65_DFLE,RO,2014-01-01,5.7 
F_65_DFLE,RO,2015-01-01,5.7 
F_65_DFLE,RO,2016-01-01,5.6 
F_65_DFLE,SE,2005-01-01,11.1 
F_65_DFLE,SE,2006-01-01,14.2 bd
F_65_DFLE,SE,2007-01-01,13.9 
F_65_DFLE,SE,2008-01-01,14.0 b
F_65_DFLE,SE,2009-01-01,14.7 
F_65_DFLE,SE,2010-01-01,13.7 b
F_65_DFLE,SE,2011-01-01,13.2 
F_65_DFLE,SE,2012-01-01,: 
F_65_DFLE,SE,2013-01-01,13.8 
F_65_DFLE,SE,2014-01-01,16.7 b
F_65_DFLE,SE,2015-01-01,16.8 
F_65_DFLE,SE,2016-01-01,16.6 
F_65_DFLE,SI,2005-01-01,8.6 d
F_65_DFLE,SI,2006-01-01,9.6 
F_65_DFLE,SI,2007-01-01,10.0 
F_65_DFLE,SI,2008-01-01,9.4 
F_65_DFLE,SI,2009-01-01,9.9 
F_65_DFLE,SI,2010-01-01,7.2 b
F_65_DFLE,SI,2011-01-01,6.9 
F_65_DFLE,SI,2012-01-01,6.9 
F_65_DFLE,SI,2013-01-01,7.6 
F_65_DFLE,SI,2014-01-01,8.6 
F_65_DFLE,SI,2015-01-01,7.6 
F_65_DFLE,SI,2016-01-01,8.2 
F_65_DFLE,SK,2005-01-01,5.4 d
F_65_DFLE,SK,2006-01-01,3.8 bd
F_65_DFLE,SK,2007-01-01,4.2 
F_65_DFLE,SK,2008-01-01,2.7 b
F_65_DFLE,SK,2009-01-01,2.9 
F_65_DFLE,SK,2010-01-01,2.8 
F_65_DFLE,SK,2011-01-01,2.9 
F_65_DFLE,SK,2012-01-01,3.1 
F_65_DFLE,SK,2013-01-01,3.7 
F_65_DFLE,SK,2014-01-01,3.6 
F_65_DFLE,SK,2015-01-01,3.8 
F_65_DFLE,SK,2016-01-01,4.2 
F_65_DFLE,UK,2005-01-01,11.4 d
F_65_DFLE,UK,2006-01-01,11.1 
F_65_DFLE,UK,2007-01-01,11.7 
F_65_DFLE,UK,2008-01-01,11.7 
F_65_DFLE,UK,2009-01-01,11.4 
F_65_DFLE,UK,2010-01-01,11.8 
F_65_DFLE,UK,2011-01-01,11.9 
F_65_DFLE,UK,2012-01-01,10.5 
F_65_DFLE,UK,2013-01-01,10.7 
F_65_DFLE,UK,2014-01-01,10.6 
F_65_DFLE,UK,2015-01-01,10.4 
F_65_DFLE,UK,2016-01-01,11.1 
