age,indic_il,sex,indic_eu,unit,geotime,date,value
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2005-01-01,701
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2006-01-01,678
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2007-01-01,644
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2008-01-01,672
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2009-01-01,647
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2010-01-01,645
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2011-01-01,586
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2012-01-01,559
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2013-01-01,611
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2014-01-01,564
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2015-01-01,649
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2016-01-01,632
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LT,2017-01-01,652
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2003-01-01,53
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2004-01-01,57
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2005-01-01,61
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2006-01-01,64
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2007-01-01,62
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2008-01-01,62
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2009-01-01,71
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2010-01-01,71
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2011-01-01,68
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2012-01-01,78
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2013-01-01,80
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2014-01-01,83
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2015-01-01,79
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2016-01-01,95
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LU,2017-01-01,110
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2005-01-01,432
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2006-01-01,517
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2007-01-01,463
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2008-01-01,559
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2009-01-01,563
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2010-01-01,437
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2011-01-01,388
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2012-01-01,388
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2013-01-01,387
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2014-01-01,418
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2015-01-01,441
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2016-01-01,424
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,LV,2017-01-01,425
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2005-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2006-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2007-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2008-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2009-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2010-01-01,556
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2011-01-01,552
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2012-01-01,540
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2013-01-01,500
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2014-01-01,457
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2015-01-01,445
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2016-01-01,453
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MK,2017-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2005-01-01,57
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2006-01-01,57
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2007-01-01,60
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2008-01-01,61
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2009-01-01,60
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2010-01-01,63
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2011-01-01,63
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2012-01-01,62
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2013-01-01,65
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2014-01-01,66
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2015-01-01,69
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2016-01-01,70
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,MT,2017-01-01,72
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2005-01-01,1741
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2006-01-01,1582
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2007-01-01,1650
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2008-01-01,1713
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2009-01-01,1816
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2010-01-01,1694
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2011-01-01,1816
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2012-01-01,1678
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2013-01-01,1735
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2014-01-01,1937
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2015-01-01,1945
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2016-01-01,2132
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NL,2017-01-01,2230
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2003-01-01,491
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2004-01-01,495
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2005-01-01,525
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2006-01-01,557
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2007-01-01,550
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2008-01-01,534
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2009-01-01,556
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2010-01-01,538
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2011-01-01,511
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2012-01-01,496
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2013-01-01,552
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2014-01-01,554
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2015-01-01,612
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2016-01-01,629
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,NO,2017-01-01,635
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2005-01-01,7756
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2006-01-01,7215
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2007-01-01,6540
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2008-01-01,6353
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2009-01-01,6435
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2010-01-01,6588
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2011-01-01,6623
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2012-01-01,6478
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2013-01-01,6520
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2014-01-01,6424
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2015-01-01,6595
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2016-01-01,6481
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PL,2017-01-01,5609
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2004-01-01,2142
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2005-01-01,2042
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2006-01-01,1950
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2007-01-01,1918
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2008-01-01,1967
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2009-01-01,1898
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2010-01-01,1903
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2011-01-01,1919
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2012-01-01,1887
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2013-01-01,1966
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2014-01-01,2030
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2015-01-01,2019
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2016-01-01,1960
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,PT,2017-01-01,1887
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2005-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2006-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2007-01-01,5198
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2008-01-01,4860
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2009-01-01,4514
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2010-01-01,4379
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2011-01-01,4497
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2012-01-01,4604
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2013-01-01,4600
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2014-01-01,5012
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2015-01-01,5056
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2016-01-01,5006
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RO,2017-01-01,4646
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2005-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2006-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2007-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2008-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2009-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2010-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2011-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2012-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2013-01-01,1750
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2014-01-01,1807
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2015-01-01,1797
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2016-01-01,1791
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,RS,2017-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2004-01-01,1018
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2005-01-01,874
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2006-01-01,1125
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2007-01-01,959
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2008-01-01,1233
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2009-01-01,1327
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2010-01-01,1372
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2011-01-01,1442
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2012-01-01,1444
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2013-01-01,1528
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2014-01-01,1505
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2015-01-01,1588
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2016-01-01,1598
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SE,2017-01-01,1578
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2005-01-01,238
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2006-01-01,233
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2007-01-01,225
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2008-01-01,241
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2009-01-01,223
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2010-01-01,254
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2011-01-01,273
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2012-01-01,271
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2013-01-01,291
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2014-01-01,290
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2015-01-01,287
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2016-01-01,280
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SI,2017-01-01,268
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2005-01-01,718
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2006-01-01,628
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2007-01-01,569
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2008-01-01,588
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2009-01-01,594
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2010-01-01,651
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2011-01-01,700
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2012-01-01,716
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2013-01-01,694
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2014-01-01,659
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2015-01-01,643
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2016-01-01,668
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,SK,2017-01-01,650
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,1995-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,1996-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,1997-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,1998-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,1999-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2000-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2001-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2002-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2003-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2004-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2005-01-01,
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2006-01-01,18036
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2007-01-01,16930
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2008-01-01,17096
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2009-01-01,17835
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2010-01-01,17402
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2011-01-01,16973
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2012-01-01,17469
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2013-01-01,17221
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2014-01-01,17413
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2015-01-01,17153
TOTAL,LI_R_MD60,T,T2020_52,THS_PER,TR,2016-01-01,
