age,unit,sex,indic_em,geo\time,date,value
Y20-64,PC_POP,F,EMP_LFS,CH,2013-01-01,75.3
Y20-64,PC_POP,F,EMP_LFS,CH,2014-01-01,76.2 
Y20-64,PC_POP,F,EMP_LFS,CH,2015-01-01,76.8 
Y20-64,PC_POP,F,EMP_LFS,CH,2016-01-01,77.5 
Y20-64,PC_POP,F,EMP_LFS,CH,2017-01-01,77.4 
Y20-64,PC_POP,F,EMP_LFS,CY,2000-01-01,59.1 e
Y20-64,PC_POP,F,EMP_LFS,CY,2001-01-01,62.4 e
Y20-64,PC_POP,F,EMP_LFS,CY,2002-01-01,64.6 e
Y20-64,PC_POP,F,EMP_LFS,CY,2003-01-01,65.4 e
Y20-64,PC_POP,F,EMP_LFS,CY,2004-01-01,64.6 e
Y20-64,PC_POP,F,EMP_LFS,CY,2005-01-01,63.8 
Y20-64,PC_POP,F,EMP_LFS,CY,2006-01-01,65.9 
Y20-64,PC_POP,F,EMP_LFS,CY,2007-01-01,67.7 
Y20-64,PC_POP,F,EMP_LFS,CY,2008-01-01,68.2 
Y20-64,PC_POP,F,EMP_LFS,CY,2009-01-01,68.3 b
Y20-64,PC_POP,F,EMP_LFS,CY,2010-01-01,68.8 
Y20-64,PC_POP,F,EMP_LFS,CY,2011-01-01,67.7 
Y20-64,PC_POP,F,EMP_LFS,CY,2012-01-01,64.8
Y20-64,PC_POP,F,EMP_LFS,CY,2013-01-01,62.2
Y20-64,PC_POP,F,EMP_LFS,CY,2014-01-01,63.9 
Y20-64,PC_POP,F,EMP_LFS,CY,2015-01-01,64.0 
Y20-64,PC_POP,F,EMP_LFS,CY,2016-01-01,64.1 
Y20-64,PC_POP,F,EMP_LFS,CY,2017-01-01,66.2 
Y20-64,PC_POP,F,EMP_LFS,CZ,2000-01-01,61.9 
Y20-64,PC_POP,F,EMP_LFS,CZ,2001-01-01,62.2 
Y20-64,PC_POP,F,EMP_LFS,CZ,2002-01-01,62.3 
Y20-64,PC_POP,F,EMP_LFS,CZ,2003-01-01,61.4 
Y20-64,PC_POP,F,EMP_LFS,CZ,2004-01-01,61.1 
Y20-64,PC_POP,F,EMP_LFS,CZ,2005-01-01,61.3 
Y20-64,PC_POP,F,EMP_LFS,CZ,2006-01-01,61.8 
Y20-64,PC_POP,F,EMP_LFS,CZ,2007-01-01,62.4 
Y20-64,PC_POP,F,EMP_LFS,CZ,2008-01-01,62.5 
Y20-64,PC_POP,F,EMP_LFS,CZ,2009-01-01,61.4 
Y20-64,PC_POP,F,EMP_LFS,CZ,2010-01-01,60.9 
Y20-64,PC_POP,F,EMP_LFS,CZ,2011-01-01,61.7 b
Y20-64,PC_POP,F,EMP_LFS,CZ,2012-01-01,62.5
Y20-64,PC_POP,F,EMP_LFS,CZ,2013-01-01,63.8
Y20-64,PC_POP,F,EMP_LFS,CZ,2014-01-01,64.7 
Y20-64,PC_POP,F,EMP_LFS,CZ,2015-01-01,66.4 
Y20-64,PC_POP,F,EMP_LFS,CZ,2016-01-01,68.6 
Y20-64,PC_POP,F,EMP_LFS,CZ,2017-01-01,70.5 
Y20-64,PC_POP,F,EMP_LFS,DE,2000-01-01,60.8 e
Y20-64,PC_POP,F,EMP_LFS,DE,2001-01-01,61.5 e
Y20-64,PC_POP,F,EMP_LFS,DE,2002-01-01,61.8 e
Y20-64,PC_POP,F,EMP_LFS,DE,2003-01-01,61.9 e
Y20-64,PC_POP,F,EMP_LFS,DE,2004-01-01,62.0 e
Y20-64,PC_POP,F,EMP_LFS,DE,2005-01-01,63.1 b
Y20-64,PC_POP,F,EMP_LFS,DE,2006-01-01,65.0 
Y20-64,PC_POP,F,EMP_LFS,DE,2007-01-01,66.7 
Y20-64,PC_POP,F,EMP_LFS,DE,2008-01-01,67.8 
Y20-64,PC_POP,F,EMP_LFS,DE,2009-01-01,68.7 
Y20-64,PC_POP,F,EMP_LFS,DE,2010-01-01,69.7 b
Y20-64,PC_POP,F,EMP_LFS,DE,2011-01-01,71.3 b
Y20-64,PC_POP,F,EMP_LFS,DE,2012-01-01,71.6
Y20-64,PC_POP,F,EMP_LFS,DE,2013-01-01,72.5
Y20-64,PC_POP,F,EMP_LFS,DE,2014-01-01,73.1 
Y20-64,PC_POP,F,EMP_LFS,DE,2015-01-01,73.6 
Y20-64,PC_POP,F,EMP_LFS,DE,2016-01-01,74.5 
Y20-64,PC_POP,F,EMP_LFS,DE,2017-01-01,75.2 
Y20-64,PC_POP,F,EMP_LFS,DK,2000-01-01,72.9 
Y20-64,PC_POP,F,EMP_LFS,DK,2001-01-01,73.7 
Y20-64,PC_POP,F,EMP_LFS,DK,2002-01-01,73.1 
Y20-64,PC_POP,F,EMP_LFS,DK,2003-01-01,72.4 
Y20-64,PC_POP,F,EMP_LFS,DK,2004-01-01,73.0 
Y20-64,PC_POP,F,EMP_LFS,DK,2005-01-01,73.7 
Y20-64,PC_POP,F,EMP_LFS,DK,2006-01-01,74.8 
Y20-64,PC_POP,F,EMP_LFS,DK,2007-01-01,74.7 
Y20-64,PC_POP,F,EMP_LFS,DK,2008-01-01,75.5 
Y20-64,PC_POP,F,EMP_LFS,DK,2009-01-01,74.5 
Y20-64,PC_POP,F,EMP_LFS,DK,2010-01-01,73.0 
Y20-64,PC_POP,F,EMP_LFS,DK,2011-01-01,72.4 
Y20-64,PC_POP,F,EMP_LFS,DK,2012-01-01,72.2
Y20-64,PC_POP,F,EMP_LFS,DK,2013-01-01,72.4
Y20-64,PC_POP,F,EMP_LFS,DK,2014-01-01,72.2 
Y20-64,PC_POP,F,EMP_LFS,DK,2015-01-01,72.6 
Y20-64,PC_POP,F,EMP_LFS,DK,2016-01-01,74.0 b
Y20-64,PC_POP,F,EMP_LFS,DK,2017-01-01,73.7 b
Y20-64,PC_POP,F,EMP_LFS,EA18,2000-01-01,54.8 
Y20-64,PC_POP,F,EMP_LFS,EA18,2001-01-01,55.9 
Y20-64,PC_POP,F,EMP_LFS,EA18,2002-01-01,56.8 
Y20-64,PC_POP,F,EMP_LFS,EA18,2003-01-01,57.5 
Y20-64,PC_POP,F,EMP_LFS,EA18,2004-01-01,58.3 
Y20-64,PC_POP,F,EMP_LFS,EA18,2005-01-01,59.2 
Y20-64,PC_POP,F,EMP_LFS,EA18,2006-01-01,60.5 
Y20-64,PC_POP,F,EMP_LFS,EA18,2007-01-01,61.6 
Y20-64,PC_POP,F,EMP_LFS,EA18,2008-01-01,62.4 
Y20-64,PC_POP,F,EMP_LFS,EA18,2009-01-01,61.9 
Y20-64,PC_POP,F,EMP_LFS,EA18,2010-01-01,61.8 
Y20-64,PC_POP,F,EMP_LFS,EA18,2011-01-01,62.0 
Y20-64,PC_POP,F,EMP_LFS,EA18,2012-01-01,62.0
Y20-64,PC_POP,F,EMP_LFS,EA18,2013-01-01,62.0
Y20-64,PC_POP,F,EMP_LFS,EA18,2014-01-01,62.6 
Y20-64,PC_POP,F,EMP_LFS,EA18,2015-01-01,63.3 
Y20-64,PC_POP,F,EMP_LFS,EA18,2016-01-01,64.3 
Y20-64,PC_POP,F,EMP_LFS,EA18,2017-01-01,65.3 
Y20-64,PC_POP,F,EMP_LFS,EA19,2000-01-01,54.9 
Y20-64,PC_POP,F,EMP_LFS,EA19,2001-01-01,55.9 
Y20-64,PC_POP,F,EMP_LFS,EA19,2002-01-01,56.9 
Y20-64,PC_POP,F,EMP_LFS,EA19,2003-01-01,57.6 
Y20-64,PC_POP,F,EMP_LFS,EA19,2004-01-01,58.4 
Y20-64,PC_POP,F,EMP_LFS,EA19,2005-01-01,59.3 
Y20-64,PC_POP,F,EMP_LFS,EA19,2006-01-01,60.5 
Y20-64,PC_POP,F,EMP_LFS,EA19,2007-01-01,61.7 
Y20-64,PC_POP,F,EMP_LFS,EA19,2008-01-01,62.4 
Y20-64,PC_POP,F,EMP_LFS,EA19,2009-01-01,61.9 
Y20-64,PC_POP,F,EMP_LFS,EA19,2010-01-01,61.8 
Y20-64,PC_POP,F,EMP_LFS,EA19,2011-01-01,62.0 
Y20-64,PC_POP,F,EMP_LFS,EA19,2012-01-01,62.0
Y20-64,PC_POP,F,EMP_LFS,EA19,2013-01-01,62.0
Y20-64,PC_POP,F,EMP_LFS,EA19,2014-01-01,62.7 
Y20-64,PC_POP,F,EMP_LFS,EA19,2015-01-01,63.4 
Y20-64,PC_POP,F,EMP_LFS,EA19,2016-01-01,64.4 
Y20-64,PC_POP,F,EMP_LFS,EA19,2017-01-01,65.4 
Y20-64,PC_POP,F,EMP_LFS,EE,2000-01-01,62.8 b
Y20-64,PC_POP,F,EMP_LFS,EE,2001-01-01,63.5 
Y20-64,PC_POP,F,EMP_LFS,EE,2002-01-01,64.3 
Y20-64,PC_POP,F,EMP_LFS,EE,2003-01-01,66.0 
Y20-64,PC_POP,F,EMP_LFS,EE,2004-01-01,67.3 
Y20-64,PC_POP,F,EMP_LFS,EE,2005-01-01,69.7 
Y20-64,PC_POP,F,EMP_LFS,EE,2006-01-01,72.5 
Y20-64,PC_POP,F,EMP_LFS,EE,2007-01-01,72.6 
Y20-64,PC_POP,F,EMP_LFS,EE,2008-01-01,72.9 
Y20-64,PC_POP,F,EMP_LFS,EE,2009-01-01,69.0 
Y20-64,PC_POP,F,EMP_LFS,EE,2010-01-01,65.9 
Y20-64,PC_POP,F,EMP_LFS,EE,2011-01-01,67.8 
Y20-64,PC_POP,F,EMP_LFS,EE,2012-01-01,69.4
Y20-64,PC_POP,F,EMP_LFS,EE,2013-01-01,70.1
Y20-64,PC_POP,F,EMP_LFS,EE,2014-01-01,70.6 
Y20-64,PC_POP,F,EMP_LFS,EE,2015-01-01,72.6 
Y20-64,PC_POP,F,EMP_LFS,EE,2016-01-01,72.6 
Y20-64,PC_POP,F,EMP_LFS,EE,2017-01-01,75.1 
Y20-64,PC_POP,F,EMP_LFS,EL,2000-01-01,45.5 
Y20-64,PC_POP,F,EMP_LFS,EL,2001-01-01,45.2 b
Y20-64,PC_POP,F,EMP_LFS,EL,2002-01-01,46.8 
Y20-64,PC_POP,F,EMP_LFS,EL,2003-01-01,48.1 
Y20-64,PC_POP,F,EMP_LFS,EL,2004-01-01,49.0 b
Y20-64,PC_POP,F,EMP_LFS,EL,2005-01-01,49.7 
Y20-64,PC_POP,F,EMP_LFS,EL,2006-01-01,51.3 
Y20-64,PC_POP,F,EMP_LFS,EL,2007-01-01,51.7 
Y20-64,PC_POP,F,EMP_LFS,EL,2008-01-01,52.6 
Y20-64,PC_POP,F,EMP_LFS,EL,2009-01-01,52.9 b
Y20-64,PC_POP,F,EMP_LFS,EL,2010-01-01,51.8 
Y20-64,PC_POP,F,EMP_LFS,EL,2011-01-01,48.7 
Y20-64,PC_POP,F,EMP_LFS,EL,2012-01-01,45.2
Y20-64,PC_POP,F,EMP_LFS,EL,2013-01-01,43.3
Y20-64,PC_POP,F,EMP_LFS,EL,2014-01-01,44.3 
Y20-64,PC_POP,F,EMP_LFS,EL,2015-01-01,46.0 
Y20-64,PC_POP,F,EMP_LFS,EL,2016-01-01,46.8 
Y20-64,PC_POP,F,EMP_LFS,EL,2017-01-01,48.0 
Y20-64,PC_POP,F,EMP_LFS,ES,2000-01-01,44.5 
Y20-64,PC_POP,F,EMP_LFS,ES,2001-01-01,46.3 b
Y20-64,PC_POP,F,EMP_LFS,ES,2002-01-01,48.3 
Y20-64,PC_POP,F,EMP_LFS,ES,2003-01-01,50.2 
Y20-64,PC_POP,F,EMP_LFS,ES,2004-01-01,52.1 
Y20-64,PC_POP,F,EMP_LFS,ES,2005-01-01,55.1 b
Y20-64,PC_POP,F,EMP_LFS,ES,2006-01-01,57.1 
Y20-64,PC_POP,F,EMP_LFS,ES,2007-01-01,58.6 
Y20-64,PC_POP,F,EMP_LFS,ES,2008-01-01,58.9 
Y20-64,PC_POP,F,EMP_LFS,ES,2009-01-01,56.8 
Y20-64,PC_POP,F,EMP_LFS,ES,2010-01-01,56.3 
Y20-64,PC_POP,F,EMP_LFS,ES,2011-01-01,56.1 
Y20-64,PC_POP,F,EMP_LFS,ES,2012-01-01,54.6
Y20-64,PC_POP,F,EMP_LFS,ES,2013-01-01,53.8
Y20-64,PC_POP,F,EMP_LFS,ES,2014-01-01,54.8 
Y20-64,PC_POP,F,EMP_LFS,ES,2015-01-01,56.4 
Y20-64,PC_POP,F,EMP_LFS,ES,2016-01-01,58.1 
Y20-64,PC_POP,F,EMP_LFS,ES,2017-01-01,59.6 
Y20-64,PC_POP,F,EMP_LFS,EU27,2000-01-01,57.3 
Y20-64,PC_POP,F,EMP_LFS,EU27,2001-01-01,57.9 
Y20-64,PC_POP,F,EMP_LFS,EU27,2002-01-01,58.2 
Y20-64,PC_POP,F,EMP_LFS,EU27,2003-01-01,58.7 
Y20-64,PC_POP,F,EMP_LFS,EU27,2004-01-01,59.3 
Y20-64,PC_POP,F,EMP_LFS,EU27,2005-01-01,60.1 
Y20-64,PC_POP,F,EMP_LFS,EU27,2006-01-01,61.2 
Y20-64,PC_POP,F,EMP_LFS,EU27,2007-01-01,62.1 
Y20-64,PC_POP,F,EMP_LFS,EU27,2008-01-01,62.9 
Y20-64,PC_POP,F,EMP_LFS,EU27,2009-01-01,62.3 
Y20-64,PC_POP,F,EMP_LFS,EU27,2010-01-01,62.2 
Y20-64,PC_POP,F,EMP_LFS,EU27,2011-01-01,62.3 
Y20-64,PC_POP,F,EMP_LFS,EU27,2012-01-01,62.5
Y20-64,PC_POP,F,EMP_LFS,EU27,2013-01-01,62.7
Y20-64,PC_POP,F,EMP_LFS,EU27,2014-01-01,63.5 
Y20-64,PC_POP,F,EMP_LFS,EU27,2015-01-01,64.4 
Y20-64,PC_POP,F,EMP_LFS,EU27,2016-01-01,65.4 
Y20-64,PC_POP,F,EMP_LFS,EU27,2017-01-01,66.5 
Y20-64,PC_POP,F,EMP_LFS,EU28,2000-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,EU28,2001-01-01,57.9 
Y20-64,PC_POP,F,EMP_LFS,EU28,2002-01-01,58.2 
Y20-64,PC_POP,F,EMP_LFS,EU28,2003-01-01,58.7 
Y20-64,PC_POP,F,EMP_LFS,EU28,2004-01-01,59.3 
Y20-64,PC_POP,F,EMP_LFS,EU28,2005-01-01,60.0 
Y20-64,PC_POP,F,EMP_LFS,EU28,2006-01-01,61.1 
Y20-64,PC_POP,F,EMP_LFS,EU28,2007-01-01,62.1 
Y20-64,PC_POP,F,EMP_LFS,EU28,2008-01-01,62.8 
Y20-64,PC_POP,F,EMP_LFS,EU28,2009-01-01,62.3 
Y20-64,PC_POP,F,EMP_LFS,EU28,2010-01-01,62.1 
Y20-64,PC_POP,F,EMP_LFS,EU28,2011-01-01,62.2 
Y20-64,PC_POP,F,EMP_LFS,EU28,2012-01-01,62.4
Y20-64,PC_POP,F,EMP_LFS,EU28,2013-01-01,62.6
Y20-64,PC_POP,F,EMP_LFS,EU28,2014-01-01,63.5 
Y20-64,PC_POP,F,EMP_LFS,EU28,2015-01-01,64.3 
Y20-64,PC_POP,F,EMP_LFS,EU28,2016-01-01,65.3 
Y20-64,PC_POP,F,EMP_LFS,EU28,2017-01-01,66.5 
Y20-64,PC_POP,F,EMP_LFS,FI,2000-01-01,68.2 b
Y20-64,PC_POP,F,EMP_LFS,FI,2001-01-01,69.5 
Y20-64,PC_POP,F,EMP_LFS,FI,2002-01-01,70.4 
Y20-64,PC_POP,F,EMP_LFS,FI,2003-01-01,70.0 
Y20-64,PC_POP,F,EMP_LFS,FI,2004-01-01,69.7 
Y20-64,PC_POP,F,EMP_LFS,FI,2005-01-01,70.8 
Y20-64,PC_POP,F,EMP_LFS,FI,2006-01-01,71.5 
Y20-64,PC_POP,F,EMP_LFS,FI,2007-01-01,72.5 
Y20-64,PC_POP,F,EMP_LFS,FI,2008-01-01,73.1 
Y20-64,PC_POP,F,EMP_LFS,FI,2009-01-01,72.4 
Y20-64,PC_POP,F,EMP_LFS,FI,2010-01-01,71.5 
Y20-64,PC_POP,F,EMP_LFS,FI,2011-01-01,71.9 
Y20-64,PC_POP,F,EMP_LFS,FI,2012-01-01,72.5
Y20-64,PC_POP,F,EMP_LFS,FI,2013-01-01,71.9
Y20-64,PC_POP,F,EMP_LFS,FI,2014-01-01,72.1 
Y20-64,PC_POP,F,EMP_LFS,FI,2015-01-01,71.8 
Y20-64,PC_POP,F,EMP_LFS,FI,2016-01-01,71.7 
Y20-64,PC_POP,F,EMP_LFS,FI,2017-01-01,72.4 
Y20-64,PC_POP,F,EMP_LFS,FX,2000-01-01,60.5 e
Y20-64,PC_POP,F,EMP_LFS,FX,2001-01-01,61.3 e
Y20-64,PC_POP,F,EMP_LFS,FX,2002-01-01,62.6 e
Y20-64,PC_POP,F,EMP_LFS,FX,2003-01-01,63.6 b
Y20-64,PC_POP,F,EMP_LFS,FX,2004-01-01,63.6 
Y20-64,PC_POP,F,EMP_LFS,FX,2005-01-01,63.7 
Y20-64,PC_POP,F,EMP_LFS,FX,2006-01-01,63.9 
Y20-64,PC_POP,F,EMP_LFS,FX,2007-01-01,64.9 
Y20-64,PC_POP,F,EMP_LFS,FX,2008-01-01,65.5 
Y20-64,PC_POP,F,EMP_LFS,FX,2009-01-01,65.0 
Y20-64,PC_POP,F,EMP_LFS,FX,2010-01-01,64.9 
Y20-64,PC_POP,F,EMP_LFS,FX,2011-01-01,64.7 
Y20-64,PC_POP,F,EMP_LFS,FX,2012-01-01,65.1
Y20-64,PC_POP,F,EMP_LFS,FX,2013-01-01,65.5
Y20-64,PC_POP,F,EMP_LFS,FX,2014-01-01,66.1 
Y20-64,PC_POP,F,EMP_LFS,FX,2015-01-01,66.5 
Y20-64,PC_POP,F,EMP_LFS,FX,2016-01-01,66.8 
Y20-64,PC_POP,F,EMP_LFS,FX,2017-01-01,67.2 
Y20-64,PC_POP,F,EMP_LFS,HR,2000-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,HR,2001-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,HR,2002-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,HR,2003-01-01,51.1 e
Y20-64,PC_POP,F,EMP_LFS,HR,2004-01-01,52.0 e
Y20-64,PC_POP,F,EMP_LFS,HR,2005-01-01,52.8 e
Y20-64,PC_POP,F,EMP_LFS,HR,2006-01-01,53.6 e
Y20-64,PC_POP,F,EMP_LFS,HR,2007-01-01,55.9 
Y20-64,PC_POP,F,EMP_LFS,HR,2008-01-01,57.0 
Y20-64,PC_POP,F,EMP_LFS,HR,2009-01-01,58.0 
Y20-64,PC_POP,F,EMP_LFS,HR,2010-01-01,56.4 
Y20-64,PC_POP,F,EMP_LFS,HR,2011-01-01,53.6 
Y20-64,PC_POP,F,EMP_LFS,HR,2012-01-01,52.6
Y20-64,PC_POP,F,EMP_LFS,HR,2013-01-01,52.8
Y20-64,PC_POP,F,EMP_LFS,HR,2014-01-01,54.2 
Y20-64,PC_POP,F,EMP_LFS,HR,2015-01-01,55.9 
Y20-64,PC_POP,F,EMP_LFS,HR,2016-01-01,56.6 
Y20-64,PC_POP,F,EMP_LFS,HR,2017-01-01,58.3 
Y20-64,PC_POP,F,EMP_LFS,HU,2000-01-01,53.9 
Y20-64,PC_POP,F,EMP_LFS,HU,2001-01-01,54.1 b
Y20-64,PC_POP,F,EMP_LFS,HU,2002-01-01,54.3 
Y20-64,PC_POP,F,EMP_LFS,HU,2003-01-01,55.5 
Y20-64,PC_POP,F,EMP_LFS,HU,2004-01-01,55.3 
Y20-64,PC_POP,F,EMP_LFS,HU,2005-01-01,55.6 
Y20-64,PC_POP,F,EMP_LFS,HU,2006-01-01,55.6 
Y20-64,PC_POP,F,EMP_LFS,HU,2007-01-01,55.2 
Y20-64,PC_POP,F,EMP_LFS,HU,2008-01-01,54.8 
Y20-64,PC_POP,F,EMP_LFS,HU,2009-01-01,54.0 
Y20-64,PC_POP,F,EMP_LFS,HU,2010-01-01,54.6 
Y20-64,PC_POP,F,EMP_LFS,HU,2011-01-01,54.7 
Y20-64,PC_POP,F,EMP_LFS,HU,2012-01-01,56.2
Y20-64,PC_POP,F,EMP_LFS,HU,2013-01-01,56.9
Y20-64,PC_POP,F,EMP_LFS,HU,2014-01-01,60.2 
Y20-64,PC_POP,F,EMP_LFS,HU,2015-01-01,62.1 
Y20-64,PC_POP,F,EMP_LFS,HU,2016-01-01,64.6 
Y20-64,PC_POP,F,EMP_LFS,HU,2017-01-01,65.7 
Y20-64,PC_POP,F,EMP_LFS,IE,2000-01-01,59.2 
Y20-64,PC_POP,F,EMP_LFS,IE,2001-01-01,60.4 
Y20-64,PC_POP,F,EMP_LFS,IE,2002-01-01,61.0 
Y20-64,PC_POP,F,EMP_LFS,IE,2003-01-01,61.1 
Y20-64,PC_POP,F,EMP_LFS,IE,2004-01-01,62.2 
Y20-64,PC_POP,F,EMP_LFS,IE,2005-01-01,63.7 
Y20-64,PC_POP,F,EMP_LFS,IE,2006-01-01,64.6 
Y20-64,PC_POP,F,EMP_LFS,IE,2007-01-01,65.8 b
Y20-64,PC_POP,F,EMP_LFS,IE,2008-01-01,65.4 
Y20-64,PC_POP,F,EMP_LFS,IE,2009-01-01,62.9 
Y20-64,PC_POP,F,EMP_LFS,IE,2010-01-01,61.1 
Y20-64,PC_POP,F,EMP_LFS,IE,2011-01-01,60.2 
Y20-64,PC_POP,F,EMP_LFS,IE,2012-01-01,60.2
Y20-64,PC_POP,F,EMP_LFS,IE,2013-01-01,61.3
Y20-64,PC_POP,F,EMP_LFS,IE,2014-01-01,62.3 
Y20-64,PC_POP,F,EMP_LFS,IE,2015-01-01,63.8 
Y20-64,PC_POP,F,EMP_LFS,IE,2016-01-01,65.4 
Y20-64,PC_POP,F,EMP_LFS,IE,2017-01-01,67.0 
Y20-64,PC_POP,F,EMP_LFS,IS,2000-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,IS,2001-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,IS,2002-01-01,: 
Y20-64,PC_POP,F,EMP_LFS,IS,2003-01-01,81.5 b
Y20-64,PC_POP,F,EMP_LFS,IS,2004-01-01,79.9 
Y20-64,PC_POP,F,EMP_LFS,IS,2005-01-01,81.2 
Y20-64,PC_POP,F,EMP_LFS,IS,2006-01-01,81.8 
Y20-64,PC_POP,F,EMP_LFS,IS,2007-01-01,81.4 
Y20-64,PC_POP,F,EMP_LFS,IS,2008-01-01,80.4 
Y20-64,PC_POP,F,EMP_LFS,IS,2009-01-01,77.8 
Y20-64,PC_POP,F,EMP_LFS,IS,2010-01-01,77.6 
Y20-64,PC_POP,F,EMP_LFS,IS,2011-01-01,77.9 
Y20-64,PC_POP,F,EMP_LFS,IS,2012-01-01,79.1
Y20-64,PC_POP,F,EMP_LFS,IS,2013-01-01,79.5
Y20-64,PC_POP,F,EMP_LFS,IS,2014-01-01,81.7 
