unit,crops,agprdmet,geotime,date,value
PC_UAA,UAAXK0000,TOTAL,CY,2014-01-01,3
PC_UAA,UAAXK0000,TOTAL,CY,2015-01-01,3
PC_UAA,UAAXK0000,TOTAL,CY,2016-01-01,4
PC_UAA,UAAXK0000,TOTAL,CZ,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,CZ,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,CZ,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,CZ,2003-01-01,7
PC_UAA,UAAXK0000,TOTAL,CZ,2004-01-01,7
PC_UAA,UAAXK0000,TOTAL,CZ,2005-01-01,7
PC_UAA,UAAXK0000,TOTAL,CZ,2006-01-01,7
PC_UAA,UAAXK0000,TOTAL,CZ,2007-01-01,8
PC_UAA,UAAXK0000,TOTAL,CZ,2008-01-01,9
PC_UAA,UAAXK0000,TOTAL,CZ,2009-01-01,10
PC_UAA,UAAXK0000,TOTAL,CZ,2010-01-01,12
PC_UAA,UAAXK0000,TOTAL,CZ,2011-01-01,13
PC_UAA,UAAXK0000,TOTAL,CZ,2012-01-01,13
PC_UAA,UAAXK0000,TOTAL,CZ,2013-01-01,13
PC_UAA,UAAXK0000,TOTAL,CZ,2014-01-01,13
PC_UAA,UAAXK0000,TOTAL,CZ,2015-01-01,13
PC_UAA,UAAXK0000,TOTAL,CZ,2016-01-01,14
PC_UAA,UAAXK0000,TOTAL,DE,2000-01-01,3
PC_UAA,UAAXK0000,TOTAL,DE,2001-01-01,3
PC_UAA,UAAXK0000,TOTAL,DE,2002-01-01,4
PC_UAA,UAAXK0000,TOTAL,DE,2003-01-01,4
PC_UAA,UAAXK0000,TOTAL,DE,2004-01-01,4
PC_UAA,UAAXK0000,TOTAL,DE,2005-01-01,4
PC_UAA,UAAXK0000,TOTAL,DE,2006-01-01,4
PC_UAA,UAAXK0000,TOTAL,DE,2007-01-01,5
PC_UAA,UAAXK0000,TOTAL,DE,2008-01-01,5
PC_UAA,UAAXK0000,TOTAL,DE,2009-01-01,5
PC_UAA,UAAXK0000,TOTAL,DE,2010-01-01,5
PC_UAA,UAAXK0000,TOTAL,DE,2011-01-01,6
PC_UAA,UAAXK0000,TOTAL,DE,2012-01-01,5
PC_UAA,UAAXK0000,TOTAL,DE,2013-01-01,6
PC_UAA,UAAXK0000,TOTAL,DE,2014-01-01,6
PC_UAA,UAAXK0000,TOTAL,DE,2015-01-01,6
PC_UAA,UAAXK0000,TOTAL,DE,2016-01-01,6
PC_UAA,UAAXK0000,TOTAL,DK,2000-01-01,5
PC_UAA,UAAXK0000,TOTAL,DK,2001-01-01,6
PC_UAA,UAAXK0000,TOTAL,DK,2002-01-01,6
PC_UAA,UAAXK0000,TOTAL,DK,2003-01-01,6
PC_UAA,UAAXK0000,TOTAL,DK,2004-01-01,5
PC_UAA,UAAXK0000,TOTAL,DK,2005-01-01,4
PC_UAA,UAAXK0000,TOTAL,DK,2006-01-01,5
PC_UAA,UAAXK0000,TOTAL,DK,2007-01-01,5
PC_UAA,UAAXK0000,TOTAL,DK,2008-01-01,5
PC_UAA,UAAXK0000,TOTAL,DK,2009-01-01,5
PC_UAA,UAAXK0000,TOTAL,DK,2010-01-01,6
PC_UAA,UAAXK0000,TOTAL,DK,2011-01-01,6
PC_UAA,UAAXK0000,TOTAL,DK,2012-01-01,7
PC_UAA,UAAXK0000,TOTAL,DK,2013-01-01,6
PC_UAA,UAAXK0000,TOTAL,DK,2014-01-01,6
PC_UAA,UAAXK0000,TOTAL,DK,2015-01-01,6
PC_UAA,UAAXK0000,TOTAL,DK,2016-01-01,7
PC_UAA,UAAXK0000,TOTAL,EE,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,EE,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,EE,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,EE,2003-01-01,
PC_UAA,UAAXK0000,TOTAL,EE,2004-01-01,7
PC_UAA,UAAXK0000,TOTAL,EE,2005-01-01,7
PC_UAA,UAAXK0000,TOTAL,EE,2006-01-01,9
PC_UAA,UAAXK0000,TOTAL,EE,2007-01-01,8
PC_UAA,UAAXK0000,TOTAL,EE,2008-01-01,9
PC_UAA,UAAXK0000,TOTAL,EE,2009-01-01,11
PC_UAA,UAAXK0000,TOTAL,EE,2010-01-01,12
PC_UAA,UAAXK0000,TOTAL,EE,2011-01-01,14
PC_UAA,UAAXK0000,TOTAL,EE,2012-01-01,14
PC_UAA,UAAXK0000,TOTAL,EE,2013-01-01,15
PC_UAA,UAAXK0000,TOTAL,EE,2014-01-01,15
PC_UAA,UAAXK0000,TOTAL,EE,2015-01-01,15
PC_UAA,UAAXK0000,TOTAL,EE,2016-01-01,18
PC_UAA,UAAXK0000,TOTAL,EL,2000-01-01,0
PC_UAA,UAAXK0000,TOTAL,EL,2001-01-01,0
PC_UAA,UAAXK0000,TOTAL,EL,2002-01-01,2
PC_UAA,UAAXK0000,TOTAL,EL,2003-01-01,6
PC_UAA,UAAXK0000,TOTAL,EL,2004-01-01,6
PC_UAA,UAAXK0000,TOTAL,EL,2005-01-01,7
PC_UAA,UAAXK0000,TOTAL,EL,2006-01-01,7
PC_UAA,UAAXK0000,TOTAL,EL,2007-01-01,7
PC_UAA,UAAXK0000,TOTAL,EL,2008-01-01,7
PC_UAA,UAAXK0000,TOTAL,EL,2009-01-01,8
PC_UAA,UAAXK0000,TOTAL,EL,2010-01-01,8
PC_UAA,UAAXK0000,TOTAL,EL,2011-01-01,5
PC_UAA,UAAXK0000,TOTAL,EL,2012-01-01,9
PC_UAA,UAAXK0000,TOTAL,EL,2013-01-01,7
PC_UAA,UAAXK0000,TOTAL,EL,2014-01-01,6
PC_UAA,UAAXK0000,TOTAL,EL,2015-01-01,7
PC_UAA,UAAXK0000,TOTAL,EL,2016-01-01,6
PC_UAA,UAAXK0000,TOTAL,ES,2000-01-01,1
PC_UAA,UAAXK0000,TOTAL,ES,2001-01-01,1
PC_UAA,UAAXK0000,TOTAL,ES,2002-01-01,2
PC_UAA,UAAXK0000,TOTAL,ES,2003-01-01,2
PC_UAA,UAAXK0000,TOTAL,ES,2004-01-01,2
PC_UAA,UAAXK0000,TOTAL,ES,2005-01-01,3
PC_UAA,UAAXK0000,TOTAL,ES,2006-01-01,3
PC_UAA,UAAXK0000,TOTAL,ES,2007-01-01,4
PC_UAA,UAAXK0000,TOTAL,ES,2008-01-01,5
PC_UAA,UAAXK0000,TOTAL,ES,2009-01-01,6
PC_UAA,UAAXK0000,TOTAL,ES,2010-01-01,6
PC_UAA,UAAXK0000,TOTAL,ES,2011-01-01,7
PC_UAA,UAAXK0000,TOTAL,ES,2012-01-01,7
PC_UAA,UAAXK0000,TOTAL,ES,2013-01-01,6
PC_UAA,UAAXK0000,TOTAL,ES,2014-01-01,7
PC_UAA,UAAXK0000,TOTAL,ES,2015-01-01,8
PC_UAA,UAAXK0000,TOTAL,ES,2016-01-01,8
PC_UAA,UAAXK0000,TOTAL,EU27,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,EU27,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,EU27,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,EU27,2003-01-01,
PC_UAA,UAAXK0000,TOTAL,EU27,2004-01-01,
PC_UAA,UAAXK0000,TOTAL,EU27,2005-01-01,3
PC_UAA,UAAXK0000,TOTAL,EU27,2006-01-01,3
PC_UAA,UAAXK0000,TOTAL,EU27,2007-01-01,4
PC_UAA,UAAXK0000,TOTAL,EU27,2008-01-01,4
PC_UAA,UAAXK0000,TOTAL,EU27,2009-01-01,4
PC_UAA,UAAXK0000,TOTAL,EU27,2010-01-01,5
PC_UAA,UAAXK0000,TOTAL,EU27,2011-01-01,5
PC_UAA,UAAXK0000,TOTAL,EU27,2012-01-01,
PC_UAA,UAAXK0000,TOTAL,EU27,2013-01-01,
PC_UAA,UAAXK0000,TOTAL,EU27,2014-01-01,
PC_UAA,UAAXK0000,TOTAL,EU27,2015-01-01,
PC_UAA,UAAXK0000,TOTAL,EU27,2016-01-01,
PC_UAA,UAAXK0000,TOTAL,EU28,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,EU28,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,EU28,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,EU28,2003-01-01,
PC_UAA,UAAXK0000,TOTAL,EU28,2004-01-01,
PC_UAA,UAAXK0000,TOTAL,EU28,2005-01-01,
PC_UAA,UAAXK0000,TOTAL,EU28,2006-01-01,
PC_UAA,UAAXK0000,TOTAL,EU28,2007-01-01,
PC_UAA,UAAXK0000,TOTAL,EU28,2008-01-01,
PC_UAA,UAAXK0000,TOTAL,EU28,2009-01-01,
PC_UAA,UAAXK0000,TOTAL,EU28,2010-01-01,
PC_UAA,UAAXK0000,TOTAL,EU28,2011-01-01,
PC_UAA,UAAXK0000,TOTAL,EU28,2012-01-01,5
PC_UAA,UAAXK0000,TOTAL,EU28,2013-01-01,5
PC_UAA,UAAXK0000,TOTAL,EU28,2014-01-01,5
PC_UAA,UAAXK0000,TOTAL,EU28,2015-01-01,6
PC_UAA,UAAXK0000,TOTAL,EU28,2016-01-01,6
PC_UAA,UAAXK0000,TOTAL,FI,2000-01-01,6
PC_UAA,UAAXK0000,TOTAL,FI,2001-01-01,6
PC_UAA,UAAXK0000,TOTAL,FI,2002-01-01,7
PC_UAA,UAAXK0000,TOTAL,FI,2003-01-01,7
PC_UAA,UAAXK0000,TOTAL,FI,2004-01-01,7
PC_UAA,UAAXK0000,TOTAL,FI,2005-01-01,6
PC_UAA,UAAXK0000,TOTAL,FI,2006-01-01,6
PC_UAA,UAAXK0000,TOTAL,FI,2007-01-01,6
PC_UAA,UAAXK0000,TOTAL,FI,2008-01-01,6
PC_UAA,UAAXK0000,TOTAL,FI,2009-01-01,7
PC_UAA,UAAXK0000,TOTAL,FI,2010-01-01,7
PC_UAA,UAAXK0000,TOTAL,FI,2011-01-01,8
PC_UAA,UAAXK0000,TOTAL,FI,2012-01-01,8
PC_UAA,UAAXK0000,TOTAL,FI,2013-01-01,9
PC_UAA,UAAXK0000,TOTAL,FI,2014-01-01,9
PC_UAA,UAAXK0000,TOTAL,FI,2015-01-01,9
PC_UAA,UAAXK0000,TOTAL,FI,2016-01-01,10
PC_UAA,UAAXK0000,TOTAL,FR,2000-01-01,1
PC_UAA,UAAXK0000,TOTAL,FR,2001-01-01,1
PC_UAA,UAAXK0000,TOTAL,FR,2002-01-01,1
PC_UAA,UAAXK0000,TOTAL,FR,2003-01-01,1
PC_UAA,UAAXK0000,TOTAL,FR,2004-01-01,1
PC_UAA,UAAXK0000,TOTAL,FR,2005-01-01,1
PC_UAA,UAAXK0000,TOTAL,FR,2006-01-01,1
PC_UAA,UAAXK0000,TOTAL,FR,2007-01-01,1
PC_UAA,UAAXK0000,TOTAL,FR,2008-01-01,2
PC_UAA,UAAXK0000,TOTAL,FR,2009-01-01,1
PC_UAA,UAAXK0000,TOTAL,FR,2010-01-01,2
PC_UAA,UAAXK0000,TOTAL,FR,2011-01-01,3
PC_UAA,UAAXK0000,TOTAL,FR,2012-01-01,3
PC_UAA,UAAXK0000,TOTAL,FR,2013-01-01,3
PC_UAA,UAAXK0000,TOTAL,FR,2014-01-01,3
PC_UAA,UAAXK0000,TOTAL,FR,2015-01-01,4
PC_UAA,UAAXK0000,TOTAL,FR,2016-01-01,5
PC_UAA,UAAXK0000,TOTAL,HR,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,HR,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,HR,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,HR,2003-01-01,
PC_UAA,UAAXK0000,TOTAL,HR,2004-01-01,
PC_UAA,UAAXK0000,TOTAL,HR,2005-01-01,
PC_UAA,UAAXK0000,TOTAL,HR,2006-01-01,
PC_UAA,UAAXK0000,TOTAL,HR,2007-01-01,
PC_UAA,UAAXK0000,TOTAL,HR,2008-01-01,
PC_UAA,UAAXK0000,TOTAL,HR,2009-01-01,
PC_UAA,UAAXK0000,TOTAL,HR,2010-01-01,
PC_UAA,UAAXK0000,TOTAL,HR,2011-01-01,
PC_UAA,UAAXK0000,TOTAL,HR,2012-01-01,2
PC_UAA,UAAXK0000,TOTAL,HR,2013-01-01,3
PC_UAA,UAAXK0000,TOTAL,HR,2014-01-01,4
PC_UAA,UAAXK0000,TOTAL,HR,2015-01-01,4
PC_UAA,UAAXK0000,TOTAL,HR,2016-01-01,6
PC_UAA,UAAXK0000,TOTAL,HU,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,HU,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,HU,2002-01-01,1
PC_UAA,UAAXK0000,TOTAL,HU,2003-01-01,2
PC_UAA,UAAXK0000,TOTAL,HU,2004-01-01,2
PC_UAA,UAAXK0000,TOTAL,HU,2005-01-01,2
PC_UAA,UAAXK0000,TOTAL,HU,2006-01-01,2
PC_UAA,UAAXK0000,TOTAL,HU,2007-01-01,1
PC_UAA,UAAXK0000,TOTAL,HU,2008-01-01,2
PC_UAA,UAAXK0000,TOTAL,HU,2009-01-01,2
PC_UAA,UAAXK0000,TOTAL,HU,2010-01-01,2
PC_UAA,UAAXK0000,TOTAL,HU,2011-01-01,2
PC_UAA,UAAXK0000,TOTAL,HU,2012-01-01,2
PC_UAA,UAAXK0000,TOTAL,HU,2013-01-01,2
PC_UAA,UAAXK0000,TOTAL,HU,2014-01-01,2
PC_UAA,UAAXK0000,TOTAL,HU,2015-01-01,2
PC_UAA,UAAXK0000,TOTAL,HU,2016-01-01,3
PC_UAA,UAAXK0000,TOTAL,IE,2000-01-01,0
PC_UAA,UAAXK0000,TOTAL,IE,2001-01-01,0
PC_UAA,UAAXK0000,TOTAL,IE,2002-01-01,0
PC_UAA,UAAXK0000,TOTAL,IE,2003-01-01,0
PC_UAA,UAAXK0000,TOTAL,IE,2004-01-01,0
PC_UAA,UAAXK0000,TOTAL,IE,2005-01-01,0
PC_UAA,UAAXK0000,TOTAL,IE,2006-01-01,0
PC_UAA,UAAXK0000,TOTAL,IE,2007-01-01,1
PC_UAA,UAAXK0000,TOTAL,IE,2008-01-01,1
PC_UAA,UAAXK0000,TOTAL,IE,2009-01-01,1
PC_UAA,UAAXK0000,TOTAL,IE,2010-01-01,1
PC_UAA,UAAXK0000,TOTAL,IE,2011-01-01,1
PC_UAA,UAAXK0000,TOTAL,IE,2012-01-01,1
PC_UAA,UAAXK0000,TOTAL,IE,2013-01-01,1
PC_UAA,UAAXK0000,TOTAL,IE,2014-01-01,1
PC_UAA,UAAXK0000,TOTAL,IE,2015-01-01,1
PC_UAA,UAAXK0000,TOTAL,IE,2016-01-01,1
PC_UAA,UAAXK0000,TOTAL,IS,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,IS,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,IS,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,IS,2003-01-01,
PC_UAA,UAAXK0000,TOTAL,IS,2004-01-01,
PC_UAA,UAAXK0000,TOTAL,IS,2005-01-01,
PC_UAA,UAAXK0000,TOTAL,IS,2006-01-01,
PC_UAA,UAAXK0000,TOTAL,IS,2007-01-01,
PC_UAA,UAAXK0000,TOTAL,IS,2008-01-01,
PC_UAA,UAAXK0000,TOTAL,IS,2009-01-01,
PC_UAA,UAAXK0000,TOTAL,IS,2010-01-01,
PC_UAA,UAAXK0000,TOTAL,IS,2011-01-01,
PC_UAA,UAAXK0000,TOTAL,IS,2012-01-01,
PC_UAA,UAAXK0000,TOTAL,IS,2013-01-01,0
PC_UAA,UAAXK0000,TOTAL,IS,2014-01-01,
PC_UAA,UAAXK0000,TOTAL,IS,2015-01-01,1
PC_UAA,UAAXK0000,TOTAL,IS,2016-01-01,
PC_UAA,UAAXK0000,TOTAL,IT,2000-01-01,6
PC_UAA,UAAXK0000,TOTAL,IT,2001-01-01,8
PC_UAA,UAAXK0000,TOTAL,IT,2002-01-01,7
PC_UAA,UAAXK0000,TOTAL,IT,2003-01-01,7
PC_UAA,UAAXK0000,TOTAL,IT,2004-01-01,6
PC_UAA,UAAXK0000,TOTAL,IT,2005-01-01,7
PC_UAA,UAAXK0000,TOTAL,IT,2006-01-01,7
PC_UAA,UAAXK0000,TOTAL,IT,2007-01-01,7
PC_UAA,UAAXK0000,TOTAL,IT,2008-01-01,7
PC_UAA,UAAXK0000,TOTAL,IT,2009-01-01,8
PC_UAA,UAAXK0000,TOTAL,IT,2010-01-01,8
PC_UAA,UAAXK0000,TOTAL,IT,2011-01-01,8
PC_UAA,UAAXK0000,TOTAL,IT,2012-01-01,9
PC_UAA,UAAXK0000,TOTAL,IT,2013-01-01,10
PC_UAA,UAAXK0000,TOTAL,IT,2014-01-01,10
PC_UAA,UAAXK0000,TOTAL,IT,2015-01-01,11
PC_UAA,UAAXK0000,TOTAL,IT,2016-01-01,13
PC_UAA,UAAXK0000,TOTAL,LT,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,LT,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,LT,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,LT,2003-01-01,
PC_UAA,UAAXK0000,TOTAL,LT,2004-01-01,1
PC_UAA,UAAXK0000,TOTAL,LT,2005-01-01,2
PC_UAA,UAAXK0000,TOTAL,LT,2006-01-01,3
PC_UAA,UAAXK0000,TOTAL,LT,2007-01-01,4
PC_UAA,UAAXK0000,TOTAL,LT,2008-01-01,4
PC_UAA,UAAXK0000,TOTAL,LT,2009-01-01,4
PC_UAA,UAAXK0000,TOTAL,LT,2010-01-01,5
PC_UAA,UAAXK0000,TOTAL,LT,2011-01-01,5
PC_UAA,UAAXK0000,TOTAL,LT,2012-01-01,5
PC_UAA,UAAXK0000,TOTAL,LT,2013-01-01,5
PC_UAA,UAAXK0000,TOTAL,LT,2014-01-01,5
PC_UAA,UAAXK0000,TOTAL,LT,2015-01-01,7
PC_UAA,UAAXK0000,TOTAL,LT,2016-01-01,7
PC_UAA,UAAXK0000,TOTAL,LU,2000-01-01,0
PC_UAA,UAAXK0000,TOTAL,LU,2001-01-01,1
PC_UAA,UAAXK0000,TOTAL,LU,2002-01-01,2
PC_UAA,UAAXK0000,TOTAL,LU,2003-01-01,2
PC_UAA,UAAXK0000,TOTAL,LU,2004-01-01,2
PC_UAA,UAAXK0000,TOTAL,LU,2005-01-01,2
PC_UAA,UAAXK0000,TOTAL,LU,2006-01-01,2
PC_UAA,UAAXK0000,TOTAL,LU,2007-01-01,2
PC_UAA,UAAXK0000,TOTAL,LU,2008-01-01,2
PC_UAA,UAAXK0000,TOTAL,LU,2009-01-01,2
PC_UAA,UAAXK0000,TOTAL,LU,2010-01-01,2
PC_UAA,UAAXK0000,TOTAL,LU,2011-01-01,2
PC_UAA,UAAXK0000,TOTAL,LU,2012-01-01,3
PC_UAA,UAAXK0000,TOTAL,LU,2013-01-01,3
PC_UAA,UAAXK0000,TOTAL,LU,2014-01-01,3
PC_UAA,UAAXK0000,TOTAL,LU,2015-01-01,3
PC_UAA,UAAXK0000,TOTAL,LU,2016-01-01,3
PC_UAA,UAAXK0000,TOTAL,LV,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,LV,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,LV,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,LV,2003-01-01,
PC_UAA,UAAXK0000,TOTAL,LV,2004-01-01,1
PC_UAA,UAAXK0000,TOTAL,LV,2005-01-01,6
PC_UAA,UAAXK0000,TOTAL,LV,2006-01-01,9
PC_UAA,UAAXK0000,TOTAL,LV,2007-01-01,8
PC_UAA,UAAXK0000,TOTAL,LV,2008-01-01,8
PC_UAA,UAAXK0000,TOTAL,LV,2009-01-01,8
PC_UAA,UAAXK0000,TOTAL,LV,2010-01-01,9
PC_UAA,UAAXK0000,TOTAL,LV,2011-01-01,10
PC_UAA,UAAXK0000,TOTAL,LV,2012-01-01,10
PC_UAA,UAAXK0000,TOTAL,LV,2013-01-01,9
PC_UAA,UAAXK0000,TOTAL,LV,2014-01-01,10
PC_UAA,UAAXK0000,TOTAL,LV,2015-01-01,12
PC_UAA,UAAXK0000,TOTAL,LV,2016-01-01,13
PC_UAA,UAAXK0000,TOTAL,ME,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,ME,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,ME,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,ME,2003-01-01,
PC_UAA,UAAXK0000,TOTAL,ME,2004-01-01,
PC_UAA,UAAXK0000,TOTAL,ME,2005-01-01,
PC_UAA,UAAXK0000,TOTAL,ME,2006-01-01,
PC_UAA,UAAXK0000,TOTAL,ME,2007-01-01,
PC_UAA,UAAXK0000,TOTAL,ME,2008-01-01,
PC_UAA,UAAXK0000,TOTAL,ME,2009-01-01,
PC_UAA,UAAXK0000,TOTAL,ME,2010-01-01,
PC_UAA,UAAXK0000,TOTAL,ME,2011-01-01,
PC_UAA,UAAXK0000,TOTAL,ME,2012-01-01,
PC_UAA,UAAXK0000,TOTAL,ME,2013-01-01,
PC_UAA,UAAXK0000,TOTAL,ME,2014-01-01,
PC_UAA,UAAXK0000,TOTAL,ME,2015-01-01,
PC_UAA,UAAXK0000,TOTAL,ME,2016-01-01,1
PC_UAA,UAAXK0000,TOTAL,MK,2000-01-01,
PC_UAA,UAAXK0000,TOTAL,MK,2001-01-01,
PC_UAA,UAAXK0000,TOTAL,MK,2002-01-01,
PC_UAA,UAAXK0000,TOTAL,MK,2003-01-01,
PC_UAA,UAAXK0000,TOTAL,MK,2004-01-01,
PC_UAA,UAAXK0000,TOTAL,MK,2005-01-01,
PC_UAA,UAAXK0000,TOTAL,MK,2006-01-01,
PC_UAA,UAAXK0000,TOTAL,MK,2007-01-01,
PC_UAA,UAAXK0000,TOTAL,MK,2008-01-01,
PC_UAA,UAAXK0000,TOTAL,MK,2009-01-01,
PC_UAA,UAAXK0000,TOTAL,MK,2010-01-01,
PC_UAA,UAAXK0000,TOTAL,MK,2011-01-01,
PC_UAA,UAAXK0000,TOTAL,MK,2012-01-01,
PC_UAA,UAAXK0000,TOTAL,MK,2013-01-01,0
PC_UAA,UAAXK0000,TOTAL,MK,2014-01-01,0
PC_UAA,UAAXK0000,TOTAL,MK,2015-01-01,0
