unit,bop_item,sector10,sectpart,stk_flow,partner,s_adj,geo\time,date,value
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,AT,2017-01-01,-253.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,1995-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,1996-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,1997-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,1998-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,1999-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2000-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2001-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2002-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2003-01-01,-943.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2004-01-01,-388.2 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2005-01-01,-722.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2006-01-01,-206.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2007-01-01,-1250.2 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2008-01-01,-1858.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2009-01-01,-650.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2010-01-01,-863.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2011-01-01,-416.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2012-01-01,2322.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2013-01-01,-409.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2014-01-01,-914.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2015-01-01,51.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2016-01-01,410.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BE,2017-01-01,378.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,1995-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,1996-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,1997-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,1998-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,1999-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2000-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2001-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2002-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2003-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2004-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2005-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2006-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2007-01-01,-1148.8 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2008-01-01,542.6 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2009-01-01,933.2 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2010-01-01,578.1 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2011-01-01,985.3 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2012-01-01,1067.9 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2013-01-01,917.8 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2014-01-01,1876.8 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2015-01-01,2782.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2016-01-01,2094.4
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,BG,2017-01-01,1035.9
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,1995-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,1996-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,1997-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,1998-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,1999-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2000-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2001-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2002-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2003-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2004-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2005-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2006-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2007-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2008-01-01,37.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2009-01-01,64.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2010-01-01,57.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2011-01-01,81.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2012-01-01,36.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2013-01-01,255.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2014-01-01,147.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2015-01-01,49.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2016-01-01,36.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CY,2017-01-01,103.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,1995-01-01,181.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,1996-01-01,17.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,1997-01-01,317.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,1998-01-01,67.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,1999-01-01,-73.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2000-01-01,-197.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2001-01-01,-332.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2002-01-01,-120.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2003-01-01,-83.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2004-01-01,-14180.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2005-01-01,24268.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2006-01-01,11415.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2007-01-01,21925.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2008-01-01,26024.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2009-01-01,51275.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2010-01-01,37596.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2011-01-01,12711.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2012-01-01,53010.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2013-01-01,82437.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2014-01-01,32320.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2015-01-01,101896.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2016-01-01,53509.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,CZ,2017-01-01,46457.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,1995-01-01,-2249.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,1996-01-01,-2311.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,1997-01-01,-433.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,1998-01-01,-436.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,1999-01-01,-937.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2000-01-01,5091.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2001-01-01,-3259.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2002-01-01,-4011.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2003-01-01,5921.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2004-01-01,-119.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2005-01-01,-2333.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2006-01-01,-1328.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2007-01-01,-1596.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2008-01-01,-892.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2009-01-01,-1858.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2010-01-01,1219.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2011-01-01,419.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2012-01-01,-413.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2013-01-01,-564.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2014-01-01,2938.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2015-01-01,533.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2016-01-01,3467.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DE,2017-01-01,-253.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,1995-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,1996-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,1997-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,1998-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,1999-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2000-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2001-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2002-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2003-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2004-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2005-01-01,2219.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2006-01-01,47.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2007-01-01,265.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2008-01-01,428.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2009-01-01,-278.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2010-01-01,470.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2011-01-01,5769.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2012-01-01,453.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2013-01-01,-590.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2014-01-01,-4134.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2015-01-01,-7119.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2016-01-01,167.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,DK,2017-01-01,1011.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,1995-01-01,-0.6 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,1996-01-01,-0.5 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,1997-01-01,-0.1 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,1998-01-01,1.5 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,1999-01-01,1.2 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2000-01-01,28.2 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2001-01-01,16.1 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2002-01-01,40.6 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2003-01-01,51.8 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2004-01-01,70.6 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2005-01-01,86.6 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2006-01-01,292.6 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2007-01-01,203.1 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2008-01-01,206.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2009-01-01,484.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2010-01-01,512.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2011-01-01,678.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2012-01-01,606.8 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2013-01-01,491.3 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2014-01-01,215.3 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2015-01-01,424.1
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2016-01-01,225.4
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EE,2017-01-01,230.2
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,1995-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,1996-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,1997-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,1998-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,1999-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2000-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2001-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2002-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2003-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2004-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2005-01-01,2047.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2006-01-01,3041.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2007-01-01,4332.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2008-01-01,4092.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2009-01-01,2016.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2010-01-01,2073.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2011-01-01,2671.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2012-01-01,2328.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2013-01-01,3041.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2014-01-01,2510.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2015-01-01,1988.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2016-01-01,1036.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,EL,2017-01-01,914.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,1995-01-01,4245.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,1996-01-01,4715.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,1997-01-01,4223.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,1998-01-01,5296.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,1999-01-01,6203.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2000-01-01,4681.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2001-01-01,4779.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2002-01-01,7058.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2003-01-01,8311.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2004-01-01,7752.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2005-01-01,7328.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2006-01-01,5614.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2007-01-01,4256.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2008-01-01,4669.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2009-01-01,3332.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2010-01-01,4894.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2011-01-01,4055.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2012-01-01,5178.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2013-01-01,6575.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2014-01-01,5049.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2015-01-01,7069.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2016-01-01,2542.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,ES,2017-01-01,2685.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,1995-01-01,-29.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,1996-01-01,-72.9 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,1997-01-01,75.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,1998-01-01,68.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,1999-01-01,45.9 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2000-01-01,110.9 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2001-01-01,86.7 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2002-01-01,127.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2003-01-01,130.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2004-01-01,145.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2005-01-01,260.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2006-01-01,: c
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2007-01-01,: c
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2008-01-01,: c
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2009-01-01,: c
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2010-01-01,: c
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2011-01-01,: c
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2012-01-01,: c
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2013-01-01,: c
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2014-01-01,: c
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2015-01-01,82.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2016-01-01,110.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FI,2017-01-01,180.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,1995-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,1996-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,1997-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,1998-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,1999-01-01,1137.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2000-01-01,1510.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2001-01-01,-599.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2002-01-01,130.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2003-01-01,-7790.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2004-01-01,1248.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2005-01-01,26.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2006-01-01,429.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2007-01-01,1656.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2008-01-01,360.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2009-01-01,331.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2010-01-01,145.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2011-01-01,-157.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2012-01-01,-3396.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2013-01-01,60.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2014-01-01,-1175.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2015-01-01,-1023.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2016-01-01,1431.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,FR,2017-01-01,1133.0
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,1995-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,1996-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,1997-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,1998-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,1999-01-01,: 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2000-01-01,54.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2001-01-01,1149.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2002-01-01,3847.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2003-01-01,770.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2004-01-01,234.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2005-01-01,391.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2006-01-01,-993.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2007-01-01,216.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2008-01-01,129.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2009-01-01,435.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2010-01-01,424.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2011-01-01,256.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2012-01-01,352.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2013-01-01,480.0 
MIO_NAC,KA,S1,S1,BAL,WRL_REST,NSA,HR,2014-01-01,1281.0 
