unit,product,indic_nrg,geotime,date,value
KTOE,0000,B_102010,UK,1994-01-01,40331.7
KTOE,0000,B_102010,UK,1995-01-01,39338.4
KTOE,0000,B_102010,UK,1996-01-01,44133.5
KTOE,0000,B_102010,UK,1997-01-01,41120.4
KTOE,0000,B_102010,UK,1998-01-01,42329.9
KTOE,0000,B_102010,UK,1999-01-01,42327.1
KTOE,0000,B_102010,UK,2000-01-01,43034.4
KTOE,0000,B_102010,UK,2001-01-01,44277.7
KTOE,0000,B_102010,UK,2002-01-01,43470.7
KTOE,0000,B_102010,UK,2003-01-01,44673.6
KTOE,0000,B_102010,UK,2004-01-01,45633.5
KTOE,0000,B_102010,UK,2005-01-01,44238.1
KTOE,0000,B_102010,UK,2006-01-01,43118.8
KTOE,0000,B_102010,UK,2007-01-01,41605.0
KTOE,0000,B_102010,UK,2008-01-01,42513.4
KTOE,0000,B_102010,UK,2009-01-01,41323.0
KTOE,0000,B_102010,UK,2010-01-01,45502.5
KTOE,0000,B_102010,UK,2011-01-01,37758.5
KTOE,0000,B_102010,UK,2012-01-01,40920.9
KTOE,0000,B_102010,UK,2013-01-01,41398.7
KTOE,0000,B_102010,UK,2014-01-01,35736.4
KTOE,0000,B_102010,UK,2015-01-01,36931.5
KTOE,0000,B_102010,UK,2016-01-01,38053.9
KTOE,0000,B_102010,XK,1990-01-01,0.0
KTOE,0000,B_102010,XK,1991-01-01,0.0
KTOE,0000,B_102010,XK,1992-01-01,0.0
KTOE,0000,B_102010,XK,1993-01-01,0.0
KTOE,0000,B_102010,XK,1994-01-01,0.0
KTOE,0000,B_102010,XK,1995-01-01,0.0
KTOE,0000,B_102010,XK,1996-01-01,0.0
KTOE,0000,B_102010,XK,1997-01-01,0.0
KTOE,0000,B_102010,XK,1998-01-01,0.0
KTOE,0000,B_102010,XK,1999-01-01,0.0
KTOE,0000,B_102010,XK,2000-01-01,277.1
KTOE,0000,B_102010,XK,2001-01-01,322.7
KTOE,0000,B_102010,XK,2002-01-01,322.2
KTOE,0000,B_102010,XK,2003-01-01,318.9
KTOE,0000,B_102010,XK,2004-01-01,326.8
KTOE,0000,B_102010,XK,2005-01-01,345.0
KTOE,0000,B_102010,XK,2006-01-01,352.6
KTOE,0000,B_102010,XK,2007-01-01,337.9
KTOE,0000,B_102010,XK,2008-01-01,461.4
KTOE,0000,B_102010,XK,2009-01-01,455.7
KTOE,0000,B_102010,XK,2010-01-01,461.9
KTOE,0000,B_102010,XK,2011-01-01,491.2
KTOE,0000,B_102010,XK,2012-01-01,474.3
KTOE,0000,B_102010,XK,2013-01-01,494.2
KTOE,0000,B_102010,XK,2014-01-01,479.9
KTOE,0000,B_102010,XK,2015-01-01,476.4
KTOE,0000,B_102010,XK,2016-01-01,549.4
