unit,product,indic_nrg,geotime,date,value
KTOE,0000,B_102010,BE,2005-01-01,9924.8
KTOE,0000,B_102010,BE,2006-01-01,8919.4
KTOE,0000,B_102010,BE,2007-01-01,8264.7
KTOE,0000,B_102010,BE,2008-01-01,8965.7
KTOE,0000,B_102010,BE,2009-01-01,8484.2
KTOE,0000,B_102010,BE,2010-01-01,9411.4
KTOE,0000,B_102010,BE,2011-01-01,7941.9
KTOE,0000,B_102010,BE,2012-01-01,8302.4
KTOE,0000,B_102010,BE,2013-01-01,8991.2
KTOE,0000,B_102010,BE,2014-01-01,7403.2
KTOE,0000,B_102010,BE,2015-01-01,8162.8
KTOE,0000,B_102010,BE,2016-01-01,8134.7
KTOE,0000,B_102010,BG,1990-01-01,2405.3
KTOE,0000,B_102010,BG,1991-01-01,2508.2
KTOE,0000,B_102010,BG,1992-01-01,2672.1
KTOE,0000,B_102010,BG,1993-01-01,2875.6
KTOE,0000,B_102010,BG,1994-01-01,2474.5
KTOE,0000,B_102010,BG,1995-01-01,2474.1
KTOE,0000,B_102010,BG,1996-01-01,2715.7
KTOE,0000,B_102010,BG,1997-01-01,2241.4
KTOE,0000,B_102010,BG,1998-01-01,2448.3
KTOE,0000,B_102010,BG,1999-01-01,2223.5
KTOE,0000,B_102010,BG,2000-01-01,2154.7
KTOE,0000,B_102010,BG,2001-01-01,2002.8
KTOE,0000,B_102010,BG,2002-01-01,2163.6
KTOE,0000,B_102010,BG,2003-01-01,2277.6
KTOE,0000,B_102010,BG,2004-01-01,2116.8
KTOE,0000,B_102010,BG,2005-01-01,2116.7
KTOE,0000,B_102010,BG,2006-01-01,2166.6
KTOE,0000,B_102010,BG,2007-01-01,2067.7
KTOE,0000,B_102010,BG,2008-01-01,2117.0
KTOE,0000,B_102010,BG,2009-01-01,2116.2
KTOE,0000,B_102010,BG,2010-01-01,2246.4
KTOE,0000,B_102010,BG,2011-01-01,2380.1
KTOE,0000,B_102010,BG,2012-01-01,2358.0
KTOE,0000,B_102010,BG,2013-01-01,2245.5
KTOE,0000,B_102010,BG,2014-01-01,2167.0
KTOE,0000,B_102010,BG,2015-01-01,2195.1
KTOE,0000,B_102010,BG,2016-01-01,2253.6
KTOE,0000,B_102010,CY,1990-01-01,106.5
KTOE,0000,B_102010,CY,1991-01-01,108.5
KTOE,0000,B_102010,CY,1992-01-01,130.4
KTOE,0000,B_102010,CY,1993-01-01,130.3
KTOE,0000,B_102010,CY,1994-01-01,136.6
KTOE,0000,B_102010,CY,1995-01-01,140.7
KTOE,0000,B_102010,CY,1996-01-01,147.3
KTOE,0000,B_102010,CY,1997-01-01,151.4
KTOE,0000,B_102010,CY,1998-01-01,156.2
KTOE,0000,B_102010,CY,1999-01-01,158.1
KTOE,0000,B_102010,CY,2000-01-01,175.7
KTOE,0000,B_102010,CY,2001-01-01,174.6
KTOE,0000,B_102010,CY,2002-01-01,192.9
KTOE,0000,B_102010,CY,2003-01-01,209.3
KTOE,0000,B_102010,CY,2004-01-01,201.5
KTOE,0000,B_102010,CY,2005-01-01,317.1
KTOE,0000,B_102010,CY,2006-01-01,328.3
KTOE,0000,B_102010,CY,2007-01-01,339.6
KTOE,0000,B_102010,CY,2008-01-01,333.1
KTOE,0000,B_102010,CY,2009-01-01,352.3
KTOE,0000,B_102010,CY,2010-01-01,332.5
KTOE,0000,B_102010,CY,2011-01-01,351.6
KTOE,0000,B_102010,CY,2012-01-01,345.4
KTOE,0000,B_102010,CY,2013-01-01,301.1
KTOE,0000,B_102010,CY,2014-01-01,289.7
KTOE,0000,B_102010,CY,2015-01-01,317.1
KTOE,0000,B_102010,CY,2016-01-01,326.3
KTOE,0000,B_102010,CZ,1990-01-01,7314.6
KTOE,0000,B_102010,CZ,1991-01-01,6994.2
KTOE,0000,B_102010,CZ,1992-01-01,6486.8
KTOE,0000,B_102010,CZ,1993-01-01,6387.6
KTOE,0000,B_102010,CZ,1994-01-01,6408.3
KTOE,0000,B_102010,CZ,1995-01-01,6581.4
KTOE,0000,B_102010,CZ,1996-01-01,7339.4
KTOE,0000,B_102010,CZ,1997-01-01,6982.7
KTOE,0000,B_102010,CZ,1998-01-01,6563.2
KTOE,0000,B_102010,CZ,1999-01-01,6516.9
KTOE,0000,B_102010,CZ,2000-01-01,6422.8
KTOE,0000,B_102010,CZ,2001-01-01,6996.6
KTOE,0000,B_102010,CZ,2002-01-01,6706.8
KTOE,0000,B_102010,CZ,2003-01-01,6912.6
KTOE,0000,B_102010,CZ,2004-01-01,6810.6
KTOE,0000,B_102010,CZ,2005-01-01,6649.2
KTOE,0000,B_102010,CZ,2006-01-01,6762.9
KTOE,0000,B_102010,CZ,2007-01-01,6385.4
KTOE,0000,B_102010,CZ,2008-01-01,6481.3
KTOE,0000,B_102010,CZ,2009-01-01,6615.4
KTOE,0000,B_102010,CZ,2010-01-01,7399.4
KTOE,0000,B_102010,CZ,2011-01-01,6818.9
KTOE,0000,B_102010,CZ,2012-01-01,7061.9
KTOE,0000,B_102010,CZ,2013-01-01,7206.2
KTOE,0000,B_102010,CZ,2014-01-01,6481.5
KTOE,0000,B_102010,CZ,2015-01-01,6685.1
KTOE,0000,B_102010,CZ,2016-01-01,6991.6
KTOE,0000,B_102010,DE,1990-01-01,62838.0
KTOE,0000,B_102010,DE,1991-01-01,64961.2
KTOE,0000,B_102010,DE,1992-01-01,62181.2
KTOE,0000,B_102010,DE,1993-01-01,66269.2
KTOE,0000,B_102010,DE,1994-01-01,63744.0
KTOE,0000,B_102010,DE,1995-01-01,66250.4
KTOE,0000,B_102010,DE,1996-01-01,72325.2
KTOE,0000,B_102010,DE,1997-01-01,71260.9
KTOE,0000,B_102010,DE,1998-01-01,70254.1
KTOE,0000,B_102010,DE,1999-01-01,65997.2
KTOE,0000,B_102010,DE,2000-01-01,65237.4
KTOE,0000,B_102010,DE,2001-01-01,69735.6
KTOE,0000,B_102010,DE,2002-01-01,67186.3
KTOE,0000,B_102010,DE,2003-01-01,66479.2
KTOE,0000,B_102010,DE,2004-01-01,64489.1
KTOE,0000,B_102010,DE,2005-01-01,63498.2
KTOE,0000,B_102010,DE,2006-01-01,63899.4
KTOE,0000,B_102010,DE,2007-01-01,54433.9
KTOE,0000,B_102010,DE,2008-01-01,60601.7
KTOE,0000,B_102010,DE,2009-01-01,58542.3
KTOE,0000,B_102010,DE,2010-01-01,62453.8
KTOE,0000,B_102010,DE,2011-01-01,54563.9
KTOE,0000,B_102010,DE,2012-01-01,56627.4
KTOE,0000,B_102010,DE,2013-01-01,59697.9
KTOE,0000,B_102010,DE,2014-01-01,51527.5
KTOE,0000,B_102010,DE,2015-01-01,53171.0
KTOE,0000,B_102010,DE,2016-01-01,56045.8
KTOE,0000,B_102010,DK,1990-01-01,4006.3
KTOE,0000,B_102010,DK,1991-01-01,4354.9
KTOE,0000,B_102010,DK,1992-01-01,4187.6
KTOE,0000,B_102010,DK,1993-01-01,4544.8
KTOE,0000,B_102010,DK,1994-01-01,4380.4
KTOE,0000,B_102010,DK,1995-01-01,4478.8
KTOE,0000,B_102010,DK,1996-01-01,4784.7
KTOE,0000,B_102010,DK,1997-01-01,4472.2
KTOE,0000,B_102010,DK,1998-01-01,4453.5
KTOE,0000,B_102010,DK,1999-01-01,4335.0
KTOE,0000,B_102010,DK,2000-01-01,4161.9
KTOE,0000,B_102010,DK,2001-01-01,4410.2
KTOE,0000,B_102010,DK,2002-01-01,4303.7
KTOE,0000,B_102010,DK,2003-01-01,4413.1
KTOE,0000,B_102010,DK,2004-01-01,4400.8
KTOE,0000,B_102010,DK,2005-01-01,4451.6
KTOE,0000,B_102010,DK,2006-01-01,4444.5
KTOE,0000,B_102010,DK,2007-01-01,4446.0
KTOE,0000,B_102010,DK,2008-01-01,4423.9
KTOE,0000,B_102010,DK,2009-01-01,4426.5
KTOE,0000,B_102010,DK,2010-01-01,4914.5
KTOE,0000,B_102010,DK,2011-01-01,4399.1
KTOE,0000,B_102010,DK,2012-01-01,4340.2
KTOE,0000,B_102010,DK,2013-01-01,4371.7
KTOE,0000,B_102010,DK,2014-01-01,4028.1
KTOE,0000,B_102010,DK,2015-01-01,4297.4
KTOE,0000,B_102010,DK,2016-01-01,4463.2
KTOE,0000,B_102010,EA19,1990-01-01,178954.7
KTOE,0000,B_102010,EA19,1991-01-01,191721.3
KTOE,0000,B_102010,EA19,1992-01-01,185251.1
KTOE,0000,B_102010,EA19,1993-01-01,188807.0
KTOE,0000,B_102010,EA19,1994-01-01,181434.0
KTOE,0000,B_102010,EA19,1995-01-01,187070.8
KTOE,0000,B_102010,EA19,1996-01-01,202808.0
KTOE,0000,B_102010,EA19,1997-01-01,195656.4
KTOE,0000,B_102010,EA19,1998-01-01,197403.1
KTOE,0000,B_102010,EA19,1999-01-01,194603.1
KTOE,0000,B_102010,EA19,2000-01-01,194355.0
KTOE,0000,B_102010,EA19,2001-01-01,205519.0
KTOE,0000,B_102010,EA19,2002-01-01,200708.1
KTOE,0000,B_102010,EA19,2003-01-01,207435.1
KTOE,0000,B_102010,EA19,2004-01-01,207239.9
KTOE,0000,B_102010,EA19,2005-01-01,207396.0
KTOE,0000,B_102010,EA19,2006-01-01,204889.1
KTOE,0000,B_102010,EA19,2007-01-01,190847.2
KTOE,0000,B_102010,EA19,2008-01-01,203544.0
KTOE,0000,B_102010,EA19,2009-01-01,201842.2
KTOE,0000,B_102010,EA19,2010-01-01,212468.2
KTOE,0000,B_102010,EA19,2011-01-01,188389.9
KTOE,0000,B_102010,EA19,2012-01-01,197213.7
KTOE,0000,B_102010,EA19,2013-01-01,201730.6
KTOE,0000,B_102010,EA19,2014-01-01,175601.0
KTOE,0000,B_102010,EA19,2015-01-01,184382.8
KTOE,0000,B_102010,EA19,2016-01-01,189896.2
KTOE,0000,B_102010,EE,1990-01-01,918.2
KTOE,0000,B_102010,EE,1991-01-01,814.2
KTOE,0000,B_102010,EE,1992-01-01,772.6
KTOE,0000,B_102010,EE,1993-01-01,779.6
KTOE,0000,B_102010,EE,1994-01-01,895.6
KTOE,0000,B_102010,EE,1995-01-01,962.6
KTOE,0000,B_102010,EE,1996-01-01,1195.6
KTOE,0000,B_102010,EE,1997-01-01,1203.7
KTOE,0000,B_102010,EE,1998-01-01,1043.8
KTOE,0000,B_102010,EE,1999-01-01,958.2
KTOE,0000,B_102010,EE,2000-01-01,929.4
KTOE,0000,B_102010,EE,2001-01-01,948.8
KTOE,0000,B_102010,EE,2002-01-01,917.7
KTOE,0000,B_102010,EE,2003-01-01,925.8
KTOE,0000,B_102010,EE,2004-01-01,923.3
KTOE,0000,B_102010,EE,2005-01-01,890.4
KTOE,0000,B_102010,EE,2006-01-01,882.2
KTOE,0000,B_102010,EE,2007-01-01,962.7
KTOE,0000,B_102010,EE,2008-01-01,953.5
KTOE,0000,B_102010,EE,2009-01-01,970.7
KTOE,0000,B_102010,EE,2010-01-01,1027.7
KTOE,0000,B_102010,EE,2011-01-01,936.3
KTOE,0000,B_102010,EE,2012-01-01,972.1
KTOE,0000,B_102010,EE,2013-01-01,934.8
KTOE,0000,B_102010,EE,2014-01-01,889.3
KTOE,0000,B_102010,EE,2015-01-01,858.2
KTOE,0000,B_102010,EE,2016-01-01,930.6
KTOE,0000,B_102010,EL,1990-01-01,3057.8
KTOE,0000,B_102010,EL,1991-01-01,3146.5
KTOE,0000,B_102010,EL,1992-01-01,3175.2
KTOE,0000,B_102010,EL,1993-01-01,3157.9
KTOE,0000,B_102010,EL,1994-01-01,3208.2
KTOE,0000,B_102010,EL,1995-01-01,3333.6
KTOE,0000,B_102010,EL,1996-01-01,3951.5
KTOE,0000,B_102010,EL,1997-01-01,4091.5
KTOE,0000,B_102010,EL,1998-01-01,4229.0
KTOE,0000,B_102010,EL,1999-01-01,4248.4
KTOE,0000,B_102010,EL,2000-01-01,4502.2
KTOE,0000,B_102010,EL,2001-01-01,4719.3
KTOE,0000,B_102010,EL,2002-01-01,4916.5
KTOE,0000,B_102010,EL,2003-01-01,5510.0
KTOE,0000,B_102010,EL,2004-01-01,5412.2
KTOE,0000,B_102010,EL,2005-01-01,5509.8
KTOE,0000,B_102010,EL,2006-01-01,5504.5
KTOE,0000,B_102010,EL,2007-01-01,5388.3
KTOE,0000,B_102010,EL,2008-01-01,5222.6
KTOE,0000,B_102010,EL,2009-01-01,4835.6
KTOE,0000,B_102010,EL,2010-01-01,4615.0
KTOE,0000,B_102010,EL,2011-01-01,5469.9
KTOE,0000,B_102010,EL,2012-01-01,5039.4
KTOE,0000,B_102010,EL,2013-01-01,3764.0
KTOE,0000,B_102010,EL,2014-01-01,3786.0
KTOE,0000,B_102010,EL,2015-01-01,4400.5
KTOE,0000,B_102010,EL,2016-01-01,4287.2
KTOE,0000,B_102010,ES,1990-01-01,9162.0
KTOE,0000,B_102010,ES,1991-01-01,9673.7
KTOE,0000,B_102010,ES,1992-01-01,9755.3
KTOE,0000,B_102010,ES,1993-01-01,9796.3
KTOE,0000,B_102010,ES,1994-01-01,10263.2
KTOE,0000,B_102010,ES,1995-01-01,10009.4
KTOE,0000,B_102010,ES,1996-01-01,10569.9
KTOE,0000,B_102010,ES,1997-01-01,10752.9
KTOE,0000,B_102010,ES,1998-01-01,11098.4
KTOE,0000,B_102010,ES,1999-01-01,11806.0
KTOE,0000,B_102010,ES,2000-01-01,11999.9
KTOE,0000,B_102010,ES,2001-01-01,12620.2
KTOE,0000,B_102010,ES,2002-01-01,12952.6
KTOE,0000,B_102010,ES,2003-01-01,13897.7
KTOE,0000,B_102010,ES,2004-01-01,14671.0
KTOE,0000,B_102010,ES,2005-01-01,15131.9
KTOE,0000,B_102010,ES,2006-01-01,15578.0
KTOE,0000,B_102010,ES,2007-01-01,15623.6
KTOE,0000,B_102010,ES,2008-01-01,15494.8
KTOE,0000,B_102010,ES,2009-01-01,15923.4
KTOE,0000,B_102010,ES,2010-01-01,16919.6
KTOE,0000,B_102010,ES,2011-01-01,15627.0
KTOE,0000,B_102010,ES,2012-01-01,15524.9
KTOE,0000,B_102010,ES,2013-01-01,14881.9
KTOE,0000,B_102010,ES,2014-01-01,14709.2
KTOE,0000,B_102010,ES,2015-01-01,14876.2
KTOE,0000,B_102010,ES,2016-01-01,15062.8
KTOE,0000,B_102010,EU28,1990-01-01,274039.8
KTOE,0000,B_102010,EU28,1991-01-01,290904.9
KTOE,0000,B_102010,EU28,1992-01-01,282287.0
KTOE,0000,B_102010,EU28,1993-01-01,291794.4
KTOE,0000,B_102010,EU28,1994-01-01,280838.5
KTOE,0000,B_102010,EU28,1995-01-01,285129.9
KTOE,0000,B_102010,EU28,1996-01-01,309786.4
KTOE,0000,B_102010,EU28,1997-01-01,298001.2
KTOE,0000,B_102010,EU28,1998-01-01,298160.5
KTOE,0000,B_102010,EU28,1999-01-01,293904.7
KTOE,0000,B_102010,EU28,2000-01-01,290928.9
KTOE,0000,B_102010,EU28,2001-01-01,305273.4
KTOE,0000,B_102010,EU28,2002-01-01,299086.7
KTOE,0000,B_102010,EU28,2003-01-01,309000.0
KTOE,0000,B_102010,EU28,2004-01-01,308927.0
KTOE,0000,B_102010,EU28,2005-01-01,309390.4
KTOE,0000,B_102010,EU28,2006-01-01,306063.9
KTOE,0000,B_102010,EU28,2007-01-01,287590.8
KTOE,0000,B_102010,EU28,2008-01-01,302038.1
KTOE,0000,B_102010,EU28,2009-01-01,300199.5
KTOE,0000,B_102010,EU28,2010-01-01,320040.1
KTOE,0000,B_102010,EU28,2011-01-01,284356.2
KTOE,0000,B_102010,EU28,2012-01-01,297461.9
KTOE,0000,B_102010,EU28,2013-01-01,301258.2
KTOE,0000,B_102010,EU28,2014-01-01,265084.4
KTOE,0000,B_102010,EU28,2015-01-01,276366.3
KTOE,0000,B_102010,EU28,2016-01-01,284831.9
KTOE,0000,B_102010,FI,1990-01-01,5345.3
KTOE,0000,B_102010,FI,1991-01-01,5571.1
KTOE,0000,B_102010,FI,1992-01-01,5560.5
KTOE,0000,B_102010,FI,1993-01-01,5339.2
KTOE,0000,B_102010,FI,1994-01-01,5535.2
KTOE,0000,B_102010,FI,1995-01-01,5442.7
KTOE,0000,B_102010,FI,1996-01-01,5364.5
KTOE,0000,B_102010,FI,1997-01-01,5227.5
KTOE,0000,B_102010,FI,1998-01-01,5397.8
KTOE,0000,B_102010,FI,1999-01-01,5172.0
KTOE,0000,B_102010,FI,2000-01-01,4489.8
KTOE,0000,B_102010,FI,2001-01-01,4881.8
KTOE,0000,B_102010,FI,2002-01-01,4967.6
KTOE,0000,B_102010,FI,2003-01-01,5116.5
KTOE,0000,B_102010,FI,2004-01-01,5035.7
KTOE,0000,B_102010,FI,2005-01-01,5019.7
KTOE,0000,B_102010,FI,2006-01-01,5121.6
KTOE,0000,B_102010,FI,2007-01-01,5123.6
KTOE,0000,B_102010,FI,2008-01-01,5040.6
KTOE,0000,B_102010,FI,2009-01-01,5299.3
KTOE,0000,B_102010,FI,2010-01-01,5814.0
KTOE,0000,B_102010,FI,2011-01-01,5081.7
KTOE,0000,B_102010,FI,2012-01-01,5432.2
KTOE,0000,B_102010,FI,2013-01-01,5114.7
KTOE,0000,B_102010,FI,2014-01-01,5070.3
KTOE,0000,B_102010,FI,2015-01-01,4898.0
KTOE,0000,B_102010,FI,2016-01-01,5291.7
KTOE,0000,B_102010,FR,1990-01-01,35124.1
KTOE,0000,B_102010,FR,1991-01-01,39692.7
KTOE,0000,B_102010,FR,1992-01-01,39146.6
KTOE,0000,B_102010,FR,1993-01-01,38112.0
KTOE,0000,B_102010,FR,1994-01-01,35978.4
KTOE,0000,B_102010,FR,1995-01-01,35400.4
KTOE,0000,B_102010,FR,1996-01-01,39117.4
KTOE,0000,B_102010,FR,1997-01-01,36939.7
KTOE,0000,B_102010,FR,1998-01-01,38011.5
KTOE,0000,B_102010,FR,1999-01-01,38498.2
KTOE,0000,B_102010,FR,2000-01-01,40515.4
KTOE,0000,B_102010,FR,2001-01-01,42404.7
KTOE,0000,B_102010,FR,2002-01-01,40741.1
KTOE,0000,B_102010,FR,2003-01-01,42383.6
KTOE,0000,B_102010,FR,2004-01-01,44026.1
KTOE,0000,B_102010,FR,2005-01-01,42923.0
KTOE,0000,B_102010,FR,2006-01-01,42167.9
KTOE,0000,B_102010,FR,2007-01-01,39979.8
KTOE,0000,B_102010,FR,2008-01-01,43476.9
KTOE,0000,B_102010,FR,2009-01-01,43174.5
KTOE,0000,B_102010,FR,2010-01-01,44329.2
KTOE,0000,B_102010,FR,2011-01-01,37646.9
KTOE,0000,B_102010,FR,2012-01-01,41359.7
KTOE,0000,B_102010,FR,2013-01-01,43670.9
KTOE,0000,B_102010,FR,2014-01-01,36106.6
KTOE,0000,B_102010,FR,2015-01-01,38087.5
KTOE,0000,B_102010,FR,2016-01-01,39832.6
KTOE,0000,B_102010,HR,1990-01-01,1977.3
KTOE,0000,B_102010,HR,1991-01-01,2300.8
KTOE,0000,B_102010,HR,1992-01-01,2008.6
KTOE,0000,B_102010,HR,1993-01-01,2083.9
KTOE,0000,B_102010,HR,1994-01-01,1989.3
KTOE,0000,B_102010,HR,1995-01-01,2192.2
KTOE,0000,B_102010,HR,1996-01-01,2389.2
KTOE,0000,B_102010,HR,1997-01-01,2389.3
KTOE,0000,B_102010,HR,1998-01-01,2393.2
KTOE,0000,B_102010,HR,1999-01-01,2490.8
KTOE,0000,B_102010,HR,2000-01-01,2294.5
KTOE,0000,B_102010,HR,2001-01-01,2468.9
KTOE,0000,B_102010,HR,2002-01-01,2483.8
KTOE,0000,B_102010,HR,2003-01-01,2704.5
KTOE,0000,B_102010,HR,2004-01-01,2699.5
KTOE,0000,B_102010,HR,2005-01-01,2815.0
KTOE,0000,B_102010,HR,2006-01-01,2653.7
KTOE,0000,B_102010,HR,2007-01-01,2521.6
KTOE,0000,B_102010,HR,2008-01-01,2580.3
KTOE,0000,B_102010,HR,2009-01-01,2632.1
KTOE,0000,B_102010,HR,2010-01-01,2755.5
KTOE,0000,B_102010,HR,2011-01-01,2629.4
KTOE,0000,B_102010,HR,2012-01-01,2547.0
KTOE,0000,B_102010,HR,2013-01-01,2478.0
KTOE,0000,B_102010,HR,2014-01-01,2215.9
KTOE,0000,B_102010,HR,2015-01-01,2415.0
KTOE,0000,B_102010,HR,2016-01-01,2393.1
KTOE,0000,B_102010,HU,1990-01-01,7052.7
KTOE,0000,B_102010,HU,1991-01-01,7297.3
KTOE,0000,B_102010,HU,1992-01-01,6476.5
KTOE,0000,B_102010,HU,1993-01-01,6424.9
KTOE,0000,B_102010,HU,1994-01-01,6285.3
KTOE,0000,B_102010,HU,1995-01-01,6254.7
KTOE,0000,B_102010,HU,1996-01-01,6286.0
KTOE,0000,B_102010,HU,1997-01-01,5862.2
KTOE,0000,B_102010,HU,1998-01-01,5650.8
KTOE,0000,B_102010,HU,1999-01-01,5796.2
KTOE,0000,B_102010,HU,2000-01-01,5603.2
KTOE,0000,B_102010,HU,2001-01-01,6009.5
KTOE,0000,B_102010,HU,2002-01-01,6017.5
KTOE,0000,B_102010,HU,2003-01-01,6604.5
KTOE,0000,B_102010,HU,2004-01-01,6096.0
KTOE,0000,B_102010,HU,2005-01-01,6974.3
KTOE,0000,B_102010,HU,2006-01-01,6716.8
KTOE,0000,B_102010,HU,2007-01-01,6119.1
KTOE,0000,B_102010,HU,2008-01-01,6018.5
KTOE,0000,B_102010,HU,2009-01-01,6312.0
KTOE,0000,B_102010,HU,2010-01-01,6649.3
KTOE,0000,B_102010,HU,2011-01-01,6569.4
KTOE,0000,B_102010,HU,2012-01-01,6376.4
KTOE,0000,B_102010,HU,2013-01-01,6209.9
KTOE,0000,B_102010,HU,2014-01-01,5487.6
KTOE,0000,B_102010,HU,2015-01-01,5969.9
KTOE,0000,B_102010,HU,2016-01-01,6156.7
KTOE,0000,B_102010,IE,1990-01-01,2346.3
KTOE,0000,B_102010,IE,1991-01-01,2313.6
KTOE,0000,B_102010,IE,1992-01-01,2141.9
KTOE,0000,B_102010,IE,1993-01-01,2160.9
KTOE,0000,B_102010,IE,1994-01-01,2175.9
KTOE,0000,B_102010,IE,1995-01-01,2219.8
KTOE,0000,B_102010,IE,1996-01-01,2299.7
KTOE,0000,B_102010,IE,1997-01-01,2233.3
KTOE,0000,B_102010,IE,1998-01-01,2417.6
KTOE,0000,B_102010,IE,1999-01-01,2450.8
KTOE,0000,B_102010,IE,2000-01-01,2513.0
KTOE,0000,B_102010,IE,2001-01-01,2661.6
KTOE,0000,B_102010,IE,2002-01-01,2624.2
