wstatus,indic_il,age,sex,geotime,date,value
RET,LI_R_MD60,Y_GE18,T,LU,2015-01-01,5.8
RET,LI_R_MD60,Y_GE18,T,LU,2016-01-01,8.0
RET,LI_R_MD60,Y_GE18,T,LU,2017-01-01,9.3
RET,LI_R_MD60,Y_GE18,T,LV,2006-01-01,35.4
RET,LI_R_MD60,Y_GE18,T,LV,2007-01-01,39.9
RET,LI_R_MD60,Y_GE18,T,LV,2008-01-01,56.2
RET,LI_R_MD60,Y_GE18,T,LV,2009-01-01,51.7
RET,LI_R_MD60,Y_GE18,T,LV,2010-01-01,19.6
RET,LI_R_MD60,Y_GE18,T,LV,2011-01-01,10.8
RET,LI_R_MD60,Y_GE18,T,LV,2012-01-01,15.8
RET,LI_R_MD60,Y_GE18,T,LV,2013-01-01,18.8
RET,LI_R_MD60,Y_GE18,T,LV,2014-01-01,29.4
RET,LI_R_MD60,Y_GE18,T,LV,2015-01-01,36.7
RET,LI_R_MD60,Y_GE18,T,LV,2016-01-01,41.9
RET,LI_R_MD60,Y_GE18,T,LV,2017-01-01,43.7
RET,LI_R_MD60,Y_GE18,T,MK,2006-01-01,
RET,LI_R_MD60,Y_GE18,T,MK,2007-01-01,
RET,LI_R_MD60,Y_GE18,T,MK,2008-01-01,
RET,LI_R_MD60,Y_GE18,T,MK,2009-01-01,
RET,LI_R_MD60,Y_GE18,T,MK,2010-01-01,
RET,LI_R_MD60,Y_GE18,T,MK,2011-01-01,
RET,LI_R_MD60,Y_GE18,T,MK,2012-01-01,14.1
RET,LI_R_MD60,Y_GE18,T,MK,2013-01-01,10.9
RET,LI_R_MD60,Y_GE18,T,MK,2014-01-01,8.4
RET,LI_R_MD60,Y_GE18,T,MK,2015-01-01,7.3
RET,LI_R_MD60,Y_GE18,T,MK,2016-01-01,7.1
RET,LI_R_MD60,Y_GE18,T,MK,2017-01-01,
RET,LI_R_MD60,Y_GE18,T,MT,2006-01-01,23.7
RET,LI_R_MD60,Y_GE18,T,MT,2007-01-01,23.3
RET,LI_R_MD60,Y_GE18,T,MT,2008-01-01,23.8
RET,LI_R_MD60,Y_GE18,T,MT,2009-01-01,20.3
RET,LI_R_MD60,Y_GE18,T,MT,2010-01-01,17.9
RET,LI_R_MD60,Y_GE18,T,MT,2011-01-01,17.2
RET,LI_R_MD60,Y_GE18,T,MT,2012-01-01,16.3
RET,LI_R_MD60,Y_GE18,T,MT,2013-01-01,14.3
RET,LI_R_MD60,Y_GE18,T,MT,2014-01-01,15.3
RET,LI_R_MD60,Y_GE18,T,MT,2015-01-01,18.1
RET,LI_R_MD60,Y_GE18,T,MT,2016-01-01,21.0
RET,LI_R_MD60,Y_GE18,T,MT,2017-01-01,21.8
RET,LI_R_MD60,Y_GE18,T,NL,2006-01-01,5.4
RET,LI_R_MD60,Y_GE18,T,NL,2007-01-01,8.5
RET,LI_R_MD60,Y_GE18,T,NL,2008-01-01,8.3
RET,LI_R_MD60,Y_GE18,T,NL,2009-01-01,6.7
RET,LI_R_MD60,Y_GE18,T,NL,2010-01-01,5.7
RET,LI_R_MD60,Y_GE18,T,NL,2011-01-01,6.4
RET,LI_R_MD60,Y_GE18,T,NL,2012-01-01,5.5
RET,LI_R_MD60,Y_GE18,T,NL,2013-01-01,5.9
RET,LI_R_MD60,Y_GE18,T,NL,2014-01-01,7.4
RET,LI_R_MD60,Y_GE18,T,NL,2015-01-01,6.2
RET,LI_R_MD60,Y_GE18,T,NL,2016-01-01,9.8
RET,LI_R_MD60,Y_GE18,T,NL,2017-01-01,10.8
RET,LI_R_MD60,Y_GE18,T,NO,2006-01-01,17.3
RET,LI_R_MD60,Y_GE18,T,NO,2007-01-01,13.5
RET,LI_R_MD60,Y_GE18,T,NO,2008-01-01,13.8
RET,LI_R_MD60,Y_GE18,T,NO,2009-01-01,13.0
RET,LI_R_MD60,Y_GE18,T,NO,2010-01-01,12.7
RET,LI_R_MD60,Y_GE18,T,NO,2011-01-01,11.9
RET,LI_R_MD60,Y_GE18,T,NO,2012-01-01,9.9
RET,LI_R_MD60,Y_GE18,T,NO,2013-01-01,10.7
RET,LI_R_MD60,Y_GE18,T,NO,2014-01-01,10.7
RET,LI_R_MD60,Y_GE18,T,NO,2015-01-01,10.1
RET,LI_R_MD60,Y_GE18,T,NO,2016-01-01,10.1
RET,LI_R_MD60,Y_GE18,T,NO,2017-01-01,12.7
RET,LI_R_MD60,Y_GE18,T,PL,2006-01-01,6.8
RET,LI_R_MD60,Y_GE18,T,PL,2007-01-01,6.4
RET,LI_R_MD60,Y_GE18,T,PL,2008-01-01,9.6
RET,LI_R_MD60,Y_GE18,T,PL,2009-01-01,12.3
RET,LI_R_MD60,Y_GE18,T,PL,2010-01-01,12.8
RET,LI_R_MD60,Y_GE18,T,PL,2011-01-01,13.2
RET,LI_R_MD60,Y_GE18,T,PL,2012-01-01,12.5
RET,LI_R_MD60,Y_GE18,T,PL,2013-01-01,11.1
RET,LI_R_MD60,Y_GE18,T,PL,2014-01-01,10.6
RET,LI_R_MD60,Y_GE18,T,PL,2015-01-01,11.1
RET,LI_R_MD60,Y_GE18,T,PL,2016-01-01,12.3
RET,LI_R_MD60,Y_GE18,T,PL,2017-01-01,13.3
RET,LI_R_MD60,Y_GE18,T,PT,2006-01-01,22.9
RET,LI_R_MD60,Y_GE18,T,PT,2007-01-01,23.1
RET,LI_R_MD60,Y_GE18,T,PT,2008-01-01,20.1
RET,LI_R_MD60,Y_GE18,T,PT,2009-01-01,17.4
RET,LI_R_MD60,Y_GE18,T,PT,2010-01-01,18.5
RET,LI_R_MD60,Y_GE18,T,PT,2011-01-01,17.9
RET,LI_R_MD60,Y_GE18,T,PT,2012-01-01,15.9
RET,LI_R_MD60,Y_GE18,T,PT,2013-01-01,12.8
RET,LI_R_MD60,Y_GE18,T,PT,2014-01-01,12.9
RET,LI_R_MD60,Y_GE18,T,PT,2015-01-01,14.4
RET,LI_R_MD60,Y_GE18,T,PT,2016-01-01,16.0
RET,LI_R_MD60,Y_GE18,T,PT,2017-01-01,15.1
RET,LI_R_MD60,Y_GE18,T,RO,2006-01-01,
RET,LI_R_MD60,Y_GE18,T,RO,2007-01-01,22.2
RET,LI_R_MD60,Y_GE18,T,RO,2008-01-01,19.1
RET,LI_R_MD60,Y_GE18,T,RO,2009-01-01,15.7
RET,LI_R_MD60,Y_GE18,T,RO,2010-01-01,12.9
RET,LI_R_MD60,Y_GE18,T,RO,2011-01-01,10.1
RET,LI_R_MD60,Y_GE18,T,RO,2012-01-01,10.7
RET,LI_R_MD60,Y_GE18,T,RO,2013-01-01,11.2
RET,LI_R_MD60,Y_GE18,T,RO,2014-01-01,12.7
RET,LI_R_MD60,Y_GE18,T,RO,2015-01-01,15.8
RET,LI_R_MD60,Y_GE18,T,RO,2016-01-01,15.9
RET,LI_R_MD60,Y_GE18,T,RO,2017-01-01,16.1
RET,LI_R_MD60,Y_GE18,T,RS,2006-01-01,
RET,LI_R_MD60,Y_GE18,T,RS,2007-01-01,
RET,LI_R_MD60,Y_GE18,T,RS,2008-01-01,
RET,LI_R_MD60,Y_GE18,T,RS,2009-01-01,
RET,LI_R_MD60,Y_GE18,T,RS,2010-01-01,
RET,LI_R_MD60,Y_GE18,T,RS,2011-01-01,
RET,LI_R_MD60,Y_GE18,T,RS,2012-01-01,
RET,LI_R_MD60,Y_GE18,T,RS,2013-01-01,14.4
RET,LI_R_MD60,Y_GE18,T,RS,2014-01-01,15.4
RET,LI_R_MD60,Y_GE18,T,RS,2015-01-01,15.2
RET,LI_R_MD60,Y_GE18,T,RS,2016-01-01,15.4
RET,LI_R_MD60,Y_GE18,T,RS,2017-01-01,
RET,LI_R_MD60,Y_GE18,T,SE,2006-01-01,11.3
RET,LI_R_MD60,Y_GE18,T,SE,2007-01-01,9.5
RET,LI_R_MD60,Y_GE18,T,SE,2008-01-01,15.3
RET,LI_R_MD60,Y_GE18,T,SE,2009-01-01,16.2
RET,LI_R_MD60,Y_GE18,T,SE,2010-01-01,14.3
RET,LI_R_MD60,Y_GE18,T,SE,2011-01-01,16.7
RET,LI_R_MD60,Y_GE18,T,SE,2012-01-01,16.7
RET,LI_R_MD60,Y_GE18,T,SE,2013-01-01,15.9
RET,LI_R_MD60,Y_GE18,T,SE,2014-01-01,14.4
RET,LI_R_MD60,Y_GE18,T,SE,2015-01-01,17.2
RET,LI_R_MD60,Y_GE18,T,SE,2016-01-01,17.9
RET,LI_R_MD60,Y_GE18,T,SE,2017-01-01,16.2
RET,LI_R_MD60,Y_GE18,T,SI,2006-01-01,16.8
RET,LI_R_MD60,Y_GE18,T,SI,2007-01-01,16.5
RET,LI_R_MD60,Y_GE18,T,SI,2008-01-01,17.9
RET,LI_R_MD60,Y_GE18,T,SI,2009-01-01,17.4
RET,LI_R_MD60,Y_GE18,T,SI,2010-01-01,18.3
RET,LI_R_MD60,Y_GE18,T,SI,2011-01-01,18.4
RET,LI_R_MD60,Y_GE18,T,SI,2012-01-01,17.0
RET,LI_R_MD60,Y_GE18,T,SI,2013-01-01,17.5
RET,LI_R_MD60,Y_GE18,T,SI,2014-01-01,15.0
RET,LI_R_MD60,Y_GE18,T,SI,2015-01-01,15.9
RET,LI_R_MD60,Y_GE18,T,SI,2016-01-01,16.9
RET,LI_R_MD60,Y_GE18,T,SI,2017-01-01,15.9
RET,LI_R_MD60,Y_GE18,T,SK,2006-01-01,8.1
RET,LI_R_MD60,Y_GE18,T,SK,2007-01-01,8.0
RET,LI_R_MD60,Y_GE18,T,SK,2008-01-01,9.7
RET,LI_R_MD60,Y_GE18,T,SK,2009-01-01,8.9
RET,LI_R_MD60,Y_GE18,T,SK,2010-01-01,6.7
RET,LI_R_MD60,Y_GE18,T,SK,2011-01-01,6.3
RET,LI_R_MD60,Y_GE18,T,SK,2012-01-01,7.7
RET,LI_R_MD60,Y_GE18,T,SK,2013-01-01,6.6
RET,LI_R_MD60,Y_GE18,T,SK,2014-01-01,6.7
RET,LI_R_MD60,Y_GE18,T,SK,2015-01-01,6.2
RET,LI_R_MD60,Y_GE18,T,SK,2016-01-01,6.0
RET,LI_R_MD60,Y_GE18,T,SK,2017-01-01,7.6
RET,LI_R_MD60,Y_GE18,T,TR,2006-01-01,3.9
RET,LI_R_MD60,Y_GE18,T,TR,2007-01-01,3.6
RET,LI_R_MD60,Y_GE18,T,TR,2008-01-01,3.1
RET,LI_R_MD60,Y_GE18,T,TR,2009-01-01,3.7
RET,LI_R_MD60,Y_GE18,T,TR,2010-01-01,3.1
RET,LI_R_MD60,Y_GE18,T,TR,2011-01-01,4.3
RET,LI_R_MD60,Y_GE18,T,TR,2012-01-01,3.8
RET,LI_R_MD60,Y_GE18,T,TR,2013-01-01,3.1
RET,LI_R_MD60,Y_GE18,T,TR,2014-01-01,3.6
RET,LI_R_MD60,Y_GE18,T,TR,2015-01-01,4.5
RET,LI_R_MD60,Y_GE18,T,TR,2016-01-01,
RET,LI_R_MD60,Y_GE18,T,TR,2017-01-01,
RET,LI_R_MD60,Y_GE18,T,UK,2006-01-01,26.3
RET,LI_R_MD60,Y_GE18,T,UK,2007-01-01,27.7
RET,LI_R_MD60,Y_GE18,T,UK,2008-01-01,28.4
RET,LI_R_MD60,Y_GE18,T,UK,2009-01-01,24.0
RET,LI_R_MD60,Y_GE18,T,UK,2010-01-01,22.9
RET,LI_R_MD60,Y_GE18,T,UK,2011-01-01,23.1
RET,LI_R_MD60,Y_GE18,T,UK,2012-01-01,17.6
RET,LI_R_MD60,Y_GE18,T,UK,2013-01-01,17.6
RET,LI_R_MD60,Y_GE18,T,UK,2014-01-01,18.8
RET,LI_R_MD60,Y_GE18,T,UK,2015-01-01,18.3
RET,LI_R_MD60,Y_GE18,T,UK,2016-01-01,18.4
RET,LI_R_MD60,Y_GE18,T,UK,2017-01-01,
