sex,age,unit,geo\time,date,value
T,TOTAL,PC_ACT,SE,2011-01-01,7.8 
T,TOTAL,PC_ACT,SE,2012-01-01,8.0
T,TOTAL,PC_ACT,SE,2013-01-01,8.0
T,TOTAL,PC_ACT,SE,2014-01-01,7.9
T,TOTAL,PC_ACT,SE,2015-01-01,7.4
T,TOTAL,PC_ACT,SE,2016-01-01,6.9
T,TOTAL,PC_ACT,SE,2017-01-01,6.7 
T,TOTAL,PC_ACT,SI,1995-01-01,: 
T,TOTAL,PC_ACT,SI,1996-01-01,6.9 
T,TOTAL,PC_ACT,SI,1997-01-01,6.9 
T,TOTAL,PC_ACT,SI,1998-01-01,7.4 
T,TOTAL,PC_ACT,SI,1999-01-01,7.4 
T,TOTAL,PC_ACT,SI,2000-01-01,6.7 
T,TOTAL,PC_ACT,SI,2001-01-01,6.2 
T,TOTAL,PC_ACT,SI,2002-01-01,6.3 
T,TOTAL,PC_ACT,SI,2003-01-01,6.7 
T,TOTAL,PC_ACT,SI,2004-01-01,6.3 
T,TOTAL,PC_ACT,SI,2005-01-01,6.5 
T,TOTAL,PC_ACT,SI,2006-01-01,6.0 
T,TOTAL,PC_ACT,SI,2007-01-01,4.9
T,TOTAL,PC_ACT,SI,2008-01-01,4.4 
T,TOTAL,PC_ACT,SI,2009-01-01,5.9 
T,TOTAL,PC_ACT,SI,2010-01-01,7.3 
T,TOTAL,PC_ACT,SI,2011-01-01,8.2 
T,TOTAL,PC_ACT,SI,2012-01-01,8.9
T,TOTAL,PC_ACT,SI,2013-01-01,10.1
T,TOTAL,PC_ACT,SI,2014-01-01,9.7
T,TOTAL,PC_ACT,SI,2015-01-01,9.0
T,TOTAL,PC_ACT,SI,2016-01-01,8.0
T,TOTAL,PC_ACT,SI,2017-01-01,6.6 
T,TOTAL,PC_ACT,SK,1995-01-01,: 
T,TOTAL,PC_ACT,SK,1996-01-01,: 
T,TOTAL,PC_ACT,SK,1997-01-01,: 
T,TOTAL,PC_ACT,SK,1998-01-01,12.7 
T,TOTAL,PC_ACT,SK,1999-01-01,16.5 
T,TOTAL,PC_ACT,SK,2000-01-01,18.9 
T,TOTAL,PC_ACT,SK,2001-01-01,19.5 
T,TOTAL,PC_ACT,SK,2002-01-01,18.8 
T,TOTAL,PC_ACT,SK,2003-01-01,17.7 
T,TOTAL,PC_ACT,SK,2004-01-01,18.4 
T,TOTAL,PC_ACT,SK,2005-01-01,16.4 
T,TOTAL,PC_ACT,SK,2006-01-01,13.5 
T,TOTAL,PC_ACT,SK,2007-01-01,11.2
T,TOTAL,PC_ACT,SK,2008-01-01,9.6 
T,TOTAL,PC_ACT,SK,2009-01-01,12.1 
T,TOTAL,PC_ACT,SK,2010-01-01,14.5 
T,TOTAL,PC_ACT,SK,2011-01-01,13.7 d
T,TOTAL,PC_ACT,SK,2012-01-01,14.0
T,TOTAL,PC_ACT,SK,2013-01-01,14.2
T,TOTAL,PC_ACT,SK,2014-01-01,13.2
T,TOTAL,PC_ACT,SK,2015-01-01,11.5
T,TOTAL,PC_ACT,SK,2016-01-01,9.7
T,TOTAL,PC_ACT,SK,2017-01-01,8.1 
T,TOTAL,PC_ACT,UK,1995-01-01,8.5 
T,TOTAL,PC_ACT,UK,1996-01-01,7.9 
T,TOTAL,PC_ACT,UK,1997-01-01,6.8 
T,TOTAL,PC_ACT,UK,1998-01-01,6.1 
T,TOTAL,PC_ACT,UK,1999-01-01,5.9 
T,TOTAL,PC_ACT,UK,2000-01-01,5.4 
T,TOTAL,PC_ACT,UK,2001-01-01,5.0 
T,TOTAL,PC_ACT,UK,2002-01-01,5.1 
T,TOTAL,PC_ACT,UK,2003-01-01,5.0 
T,TOTAL,PC_ACT,UK,2004-01-01,4.7 
T,TOTAL,PC_ACT,UK,2005-01-01,4.8 
T,TOTAL,PC_ACT,UK,2006-01-01,5.4 
T,TOTAL,PC_ACT,UK,2007-01-01,5.3
T,TOTAL,PC_ACT,UK,2008-01-01,5.6 
T,TOTAL,PC_ACT,UK,2009-01-01,7.6 
T,TOTAL,PC_ACT,UK,2010-01-01,7.8 
T,TOTAL,PC_ACT,UK,2011-01-01,8.1 
T,TOTAL,PC_ACT,UK,2012-01-01,7.9
T,TOTAL,PC_ACT,UK,2013-01-01,7.5
T,TOTAL,PC_ACT,UK,2014-01-01,6.1
T,TOTAL,PC_ACT,UK,2015-01-01,5.3
T,TOTAL,PC_ACT,UK,2016-01-01,4.8
T,TOTAL,PC_ACT,UK,2017-01-01,4.4 
T,Y25-74,PC_ACT,AT,1995-01-01,3.9 
T,Y25-74,PC_ACT,AT,1996-01-01,4.5 
T,Y25-74,PC_ACT,AT,1997-01-01,4.4 
T,Y25-74,PC_ACT,AT,1998-01-01,4.5 
T,Y25-74,PC_ACT,AT,1999-01-01,4.0 
T,Y25-74,PC_ACT,AT,2000-01-01,3.7 
T,Y25-74,PC_ACT,AT,2001-01-01,3.7 
T,Y25-74,PC_ACT,AT,2002-01-01,4.1 
T,Y25-74,PC_ACT,AT,2003-01-01,4.3 d
T,Y25-74,PC_ACT,AT,2004-01-01,4.7 
T,Y25-74,PC_ACT,AT,2005-01-01,4.7 
T,Y25-74,PC_ACT,AT,2006-01-01,4.5 
T,Y25-74,PC_ACT,AT,2007-01-01,4.1
T,Y25-74,PC_ACT,AT,2008-01-01,3.4 
T,Y25-74,PC_ACT,AT,2009-01-01,4.4 
T,Y25-74,PC_ACT,AT,2010-01-01,4.1 
T,Y25-74,PC_ACT,AT,2011-01-01,3.9 
T,Y25-74,PC_ACT,AT,2012-01-01,4.2
T,Y25-74,PC_ACT,AT,2013-01-01,4.7
T,Y25-74,PC_ACT,AT,2014-01-01,4.9
T,Y25-74,PC_ACT,AT,2015-01-01,5.0
T,Y25-74,PC_ACT,AT,2016-01-01,5.3
T,Y25-74,PC_ACT,AT,2017-01-01,4.9 
T,Y25-74,PC_ACT,BE,1995-01-01,8.1 
T,Y25-74,PC_ACT,BE,1996-01-01,8.1 
T,Y25-74,PC_ACT,BE,1997-01-01,7.8 
T,Y25-74,PC_ACT,BE,1998-01-01,8.0 
T,Y25-74,PC_ACT,BE,1999-01-01,7.1 
T,Y25-74,PC_ACT,BE,2000-01-01,5.8 
T,Y25-74,PC_ACT,BE,2001-01-01,5.4 
T,Y25-74,PC_ACT,BE,2002-01-01,6.4 
T,Y25-74,PC_ACT,BE,2003-01-01,6.7 
T,Y25-74,PC_ACT,BE,2004-01-01,7.0 
T,Y25-74,PC_ACT,BE,2005-01-01,7.1 
T,Y25-74,PC_ACT,BE,2006-01-01,7.0 
T,Y25-74,PC_ACT,BE,2007-01-01,6.3
T,Y25-74,PC_ACT,BE,2008-01-01,5.9 
T,Y25-74,PC_ACT,BE,2009-01-01,6.6 
