sex,age,unit,geo\time,date,value
T,Y_LT25,PC_ACT,ES,2013-01-01,55.5
T,Y_LT25,PC_ACT,ES,2014-01-01,53.2
T,Y_LT25,PC_ACT,ES,2015-01-01,48.3
T,Y_LT25,PC_ACT,ES,2016-01-01,44.4
T,Y_LT25,PC_ACT,ES,2017-01-01,38.6 
T,Y_LT25,PC_ACT,FI,1995-01-01,29.7 
T,Y_LT25,PC_ACT,FI,1996-01-01,28.0 
T,Y_LT25,PC_ACT,FI,1997-01-01,25.2 
T,Y_LT25,PC_ACT,FI,1998-01-01,23.5 
T,Y_LT25,PC_ACT,FI,1999-01-01,21.4 
T,Y_LT25,PC_ACT,FI,2000-01-01,21.4 
T,Y_LT25,PC_ACT,FI,2001-01-01,19.8 
T,Y_LT25,PC_ACT,FI,2002-01-01,21.0 
T,Y_LT25,PC_ACT,FI,2003-01-01,21.8 
T,Y_LT25,PC_ACT,FI,2004-01-01,20.7 
T,Y_LT25,PC_ACT,FI,2005-01-01,20.1 
T,Y_LT25,PC_ACT,FI,2006-01-01,18.7 
T,Y_LT25,PC_ACT,FI,2007-01-01,16.5
T,Y_LT25,PC_ACT,FI,2008-01-01,16.5 
T,Y_LT25,PC_ACT,FI,2009-01-01,21.5 
T,Y_LT25,PC_ACT,FI,2010-01-01,21.4 
T,Y_LT25,PC_ACT,FI,2011-01-01,20.1 
T,Y_LT25,PC_ACT,FI,2012-01-01,19.0
T,Y_LT25,PC_ACT,FI,2013-01-01,19.9
T,Y_LT25,PC_ACT,FI,2014-01-01,20.5
T,Y_LT25,PC_ACT,FI,2015-01-01,22.4
T,Y_LT25,PC_ACT,FI,2016-01-01,20.1
T,Y_LT25,PC_ACT,FI,2017-01-01,20.1 
T,Y_LT25,PC_ACT,FR,1995-01-01,34.7 d
T,Y_LT25,PC_ACT,FR,1996-01-01,37.2 
T,Y_LT25,PC_ACT,FR,1997-01-01,39.3 
T,Y_LT25,PC_ACT,FR,1998-01-01,37.8 
T,Y_LT25,PC_ACT,FR,1999-01-01,37.3 
T,Y_LT25,PC_ACT,FR,2000-01-01,31.5 
T,Y_LT25,PC_ACT,FR,2001-01-01,29.1 
T,Y_LT25,PC_ACT,FR,2002-01-01,30.5 
T,Y_LT25,PC_ACT,FR,2003-01-01,18.8 
T,Y_LT25,PC_ACT,FR,2004-01-01,20.4 
T,Y_LT25,PC_ACT,FR,2005-01-01,21.0 
T,Y_LT25,PC_ACT,FR,2006-01-01,22.0 
T,Y_LT25,PC_ACT,FR,2007-01-01,19.5
T,Y_LT25,PC_ACT,FR,2008-01-01,19.0 
T,Y_LT25,PC_ACT,FR,2009-01-01,23.6 
T,Y_LT25,PC_ACT,FR,2010-01-01,23.3 
T,Y_LT25,PC_ACT,FR,2011-01-01,22.6 
T,Y_LT25,PC_ACT,FR,2012-01-01,24.4
T,Y_LT25,PC_ACT,FR,2013-01-01,24.9
T,Y_LT25,PC_ACT,FR,2014-01-01,24.2
T,Y_LT25,PC_ACT,FR,2015-01-01,24.7
T,Y_LT25,PC_ACT,FR,2016-01-01,24.6
T,Y_LT25,PC_ACT,FR,2017-01-01,22.3 
T,Y_LT25,PC_ACT,HR,1995-01-01,: 
T,Y_LT25,PC_ACT,HR,1996-01-01,: 
T,Y_LT25,PC_ACT,HR,1997-01-01,: 
T,Y_LT25,PC_ACT,HR,1998-01-01,: 
T,Y_LT25,PC_ACT,HR,1999-01-01,: 
T,Y_LT25,PC_ACT,HR,2000-01-01,37.3 
T,Y_LT25,PC_ACT,HR,2001-01-01,39.9 
T,Y_LT25,PC_ACT,HR,2002-01-01,36.2 
T,Y_LT25,PC_ACT,HR,2003-01-01,34.0 
T,Y_LT25,PC_ACT,HR,2004-01-01,32.9 
T,Y_LT25,PC_ACT,HR,2005-01-01,31.7 
T,Y_LT25,PC_ACT,HR,2006-01-01,28.9 d
T,Y_LT25,PC_ACT,HR,2007-01-01,25.4
T,Y_LT25,PC_ACT,HR,2008-01-01,23.6 
T,Y_LT25,PC_ACT,HR,2009-01-01,25.4 
T,Y_LT25,PC_ACT,HR,2010-01-01,32.3 
T,Y_LT25,PC_ACT,HR,2011-01-01,36.6 
T,Y_LT25,PC_ACT,HR,2012-01-01,42.2
T,Y_LT25,PC_ACT,HR,2013-01-01,49.9
T,Y_LT25,PC_ACT,HR,2014-01-01,44.9
T,Y_LT25,PC_ACT,HR,2015-01-01,42.3
T,Y_LT25,PC_ACT,HR,2016-01-01,31.8
T,Y_LT25,PC_ACT,HR,2017-01-01,27.2 
T,Y_LT25,PC_ACT,HU,1995-01-01,: 
T,Y_LT25,PC_ACT,HU,1996-01-01,19.7 
T,Y_LT25,PC_ACT,HU,1997-01-01,17.2 
T,Y_LT25,PC_ACT,HU,1998-01-01,15.3 
T,Y_LT25,PC_ACT,HU,1999-01-01,12.5 
T,Y_LT25,PC_ACT,HU,2000-01-01,11.9 
T,Y_LT25,PC_ACT,HU,2001-01-01,11.0 
T,Y_LT25,PC_ACT,HU,2002-01-01,11.9 
T,Y_LT25,PC_ACT,HU,2003-01-01,13.2 
T,Y_LT25,PC_ACT,HU,2004-01-01,15.5 
T,Y_LT25,PC_ACT,HU,2005-01-01,19.4 
T,Y_LT25,PC_ACT,HU,2006-01-01,19.1 
T,Y_LT25,PC_ACT,HU,2007-01-01,18.1
T,Y_LT25,PC_ACT,HU,2008-01-01,19.5 d
T,Y_LT25,PC_ACT,HU,2009-01-01,26.4 
T,Y_LT25,PC_ACT,HU,2010-01-01,26.4 
T,Y_LT25,PC_ACT,HU,2011-01-01,26.0 
T,Y_LT25,PC_ACT,HU,2012-01-01,28.2
T,Y_LT25,PC_ACT,HU,2013-01-01,26.6
T,Y_LT25,PC_ACT,HU,2014-01-01,20.4
T,Y_LT25,PC_ACT,HU,2015-01-01,17.3
T,Y_LT25,PC_ACT,HU,2016-01-01,12.9
T,Y_LT25,PC_ACT,HU,2017-01-01,10.7 
T,Y_LT25,PC_ACT,IE,1995-01-01,19.5 
T,Y_LT25,PC_ACT,IE,1996-01-01,18.2 
T,Y_LT25,PC_ACT,IE,1997-01-01,15.4 
T,Y_LT25,PC_ACT,IE,1998-01-01,11.3 
T,Y_LT25,PC_ACT,IE,1999-01-01,9.4 
T,Y_LT25,PC_ACT,IE,2000-01-01,6.9 
T,Y_LT25,PC_ACT,IE,2001-01-01,7.3 
T,Y_LT25,PC_ACT,IE,2002-01-01,8.5 
T,Y_LT25,PC_ACT,IE,2003-01-01,8.9 
T,Y_LT25,PC_ACT,IE,2004-01-01,8.8 
T,Y_LT25,PC_ACT,IE,2005-01-01,8.7 
T,Y_LT25,PC_ACT,IE,2006-01-01,8.8 
T,Y_LT25,PC_ACT,IE,2007-01-01,9.2
T,Y_LT25,PC_ACT,IE,2008-01-01,13.5 
T,Y_LT25,PC_ACT,IE,2009-01-01,24.5 
T,Y_LT25,PC_ACT,IE,2010-01-01,28.1 
T,Y_LT25,PC_ACT,IE,2011-01-01,29.6 
T,Y_LT25,PC_ACT,IE,2012-01-01,30.8
T,Y_LT25,PC_ACT,IE,2013-01-01,26.7
T,Y_LT25,PC_ACT,IE,2014-01-01,23.4
T,Y_LT25,PC_ACT,IE,2015-01-01,20.2
T,Y_LT25,PC_ACT,IE,2016-01-01,16.8
T,Y_LT25,PC_ACT,IE,2017-01-01,14.4 
T,Y_LT25,PC_ACT,IT,1995-01-01,29.9 
T,Y_LT25,PC_ACT,IT,1996-01-01,29.9 
T,Y_LT25,PC_ACT,IT,1997-01-01,29.6 
T,Y_LT25,PC_ACT,IT,1998-01-01,29.2 
T,Y_LT25,PC_ACT,IT,1999-01-01,28.0 
T,Y_LT25,PC_ACT,IT,2000-01-01,26.2 
T,Y_LT25,PC_ACT,IT,2001-01-01,23.1 
T,Y_LT25,PC_ACT,IT,2002-01-01,22.0 
T,Y_LT25,PC_ACT,IT,2003-01-01,23.6 
T,Y_LT25,PC_ACT,IT,2004-01-01,23.5 
T,Y_LT25,PC_ACT,IT,2005-01-01,24.1 
T,Y_LT25,PC_ACT,IT,2006-01-01,21.8 
T,Y_LT25,PC_ACT,IT,2007-01-01,20.4
T,Y_LT25,PC_ACT,IT,2008-01-01,21.2 
T,Y_LT25,PC_ACT,IT,2009-01-01,25.3 
T,Y_LT25,PC_ACT,IT,2010-01-01,27.9 
T,Y_LT25,PC_ACT,IT,2011-01-01,29.2 
T,Y_LT25,PC_ACT,IT,2012-01-01,35.3
T,Y_LT25,PC_ACT,IT,2013-01-01,40.0
T,Y_LT25,PC_ACT,IT,2014-01-01,42.7
T,Y_LT25,PC_ACT,IT,2015-01-01,40.3
T,Y_LT25,PC_ACT,IT,2016-01-01,37.8
T,Y_LT25,PC_ACT,IT,2017-01-01,34.7 
T,Y_LT25,PC_ACT,LT,1995-01-01,: 
T,Y_LT25,PC_ACT,LT,1996-01-01,: 
T,Y_LT25,PC_ACT,LT,1997-01-01,: 
T,Y_LT25,PC_ACT,LT,1998-01-01,22.9 
T,Y_LT25,PC_ACT,LT,1999-01-01,27.2 
T,Y_LT25,PC_ACT,LT,2000-01-01,30.0 
T,Y_LT25,PC_ACT,LT,2001-01-01,31.1 
T,Y_LT25,PC_ACT,LT,2002-01-01,23.0 
T,Y_LT25,PC_ACT,LT,2003-01-01,24.8 
T,Y_LT25,PC_ACT,LT,2004-01-01,21.8 
T,Y_LT25,PC_ACT,LT,2005-01-01,15.8 
T,Y_LT25,PC_ACT,LT,2006-01-01,10.0 
T,Y_LT25,PC_ACT,LT,2007-01-01,8.4
T,Y_LT25,PC_ACT,LT,2008-01-01,13.3 
T,Y_LT25,PC_ACT,LT,2009-01-01,29.6 
T,Y_LT25,PC_ACT,LT,2010-01-01,35.7 
T,Y_LT25,PC_ACT,LT,2011-01-01,32.6 
T,Y_LT25,PC_ACT,LT,2012-01-01,26.7
T,Y_LT25,PC_ACT,LT,2013-01-01,21.9
T,Y_LT25,PC_ACT,LT,2014-01-01,19.3
T,Y_LT25,PC_ACT,LT,2015-01-01,16.3
T,Y_LT25,PC_ACT,LT,2016-01-01,14.5
T,Y_LT25,PC_ACT,LT,2017-01-01,13.3 
T,Y_LT25,PC_ACT,LU,1995-01-01,7.2 
T,Y_LT25,PC_ACT,LU,1996-01-01,8.2 
T,Y_LT25,PC_ACT,LU,1997-01-01,7.9 
T,Y_LT25,PC_ACT,LU,1998-01-01,6.9 
T,Y_LT25,PC_ACT,LU,1999-01-01,6.9 
T,Y_LT25,PC_ACT,LU,2000-01-01,6.4 
T,Y_LT25,PC_ACT,LU,2001-01-01,6.2 
T,Y_LT25,PC_ACT,LU,2002-01-01,7.0 
T,Y_LT25,PC_ACT,LU,2003-01-01,11.2 
T,Y_LT25,PC_ACT,LU,2004-01-01,16.4 
T,Y_LT25,PC_ACT,LU,2005-01-01,14.6 
T,Y_LT25,PC_ACT,LU,2006-01-01,15.5 d
T,Y_LT25,PC_ACT,LU,2007-01-01,15.6
T,Y_LT25,PC_ACT,LU,2008-01-01,17.3 
T,Y_LT25,PC_ACT,LU,2009-01-01,16.5 
T,Y_LT25,PC_ACT,LU,2010-01-01,15.8 
T,Y_LT25,PC_ACT,LU,2011-01-01,16.4 
T,Y_LT25,PC_ACT,LU,2012-01-01,18.0
T,Y_LT25,PC_ACT,LU,2013-01-01,16.9
T,Y_LT25,PC_ACT,LU,2014-01-01,22.3
T,Y_LT25,PC_ACT,LU,2015-01-01,16.6
T,Y_LT25,PC_ACT,LU,2016-01-01,19.1
T,Y_LT25,PC_ACT,LU,2017-01-01,15.4 
T,Y_LT25,PC_ACT,LV,1995-01-01,: 
T,Y_LT25,PC_ACT,LV,1996-01-01,: 
T,Y_LT25,PC_ACT,LV,1997-01-01,: 
T,Y_LT25,PC_ACT,LV,1998-01-01,: 
T,Y_LT25,PC_ACT,LV,1999-01-01,24.0 
T,Y_LT25,PC_ACT,LV,2000-01-01,22.4 
T,Y_LT25,PC_ACT,LV,2001-01-01,22.7 d
T,Y_LT25,PC_ACT,LV,2002-01-01,20.3 
T,Y_LT25,PC_ACT,LV,2003-01-01,19.6 
T,Y_LT25,PC_ACT,LV,2004-01-01,20.0 
T,Y_LT25,PC_ACT,LV,2005-01-01,15.1 
T,Y_LT25,PC_ACT,LV,2006-01-01,13.6 
T,Y_LT25,PC_ACT,LV,2007-01-01,10.6
T,Y_LT25,PC_ACT,LV,2008-01-01,13.6 
T,Y_LT25,PC_ACT,LV,2009-01-01,33.3 
T,Y_LT25,PC_ACT,LV,2010-01-01,36.2 
T,Y_LT25,PC_ACT,LV,2011-01-01,31.0 
T,Y_LT25,PC_ACT,LV,2012-01-01,28.5
T,Y_LT25,PC_ACT,LV,2013-01-01,23.2
T,Y_LT25,PC_ACT,LV,2014-01-01,19.6
T,Y_LT25,PC_ACT,LV,2015-01-01,16.3
T,Y_LT25,PC_ACT,LV,2016-01-01,17.3
T,Y_LT25,PC_ACT,LV,2017-01-01,17.0 
T,Y_LT25,PC_ACT,MT,1995-01-01,: 
T,Y_LT25,PC_ACT,MT,1996-01-01,: 
T,Y_LT25,PC_ACT,MT,1997-01-01,: 
T,Y_LT25,PC_ACT,MT,1998-01-01,: 
T,Y_LT25,PC_ACT,MT,1999-01-01,: 
T,Y_LT25,PC_ACT,MT,2000-01-01,14.2 
T,Y_LT25,PC_ACT,MT,2001-01-01,19.2 
T,Y_LT25,PC_ACT,MT,2002-01-01,15.4 
T,Y_LT25,PC_ACT,MT,2003-01-01,17.0 
T,Y_LT25,PC_ACT,MT,2004-01-01,17.1 
T,Y_LT25,PC_ACT,MT,2005-01-01,16.7 
T,Y_LT25,PC_ACT,MT,2006-01-01,16.1 
T,Y_LT25,PC_ACT,MT,2007-01-01,14.2
T,Y_LT25,PC_ACT,MT,2008-01-01,12.4 
T,Y_LT25,PC_ACT,MT,2009-01-01,15.2 
T,Y_LT25,PC_ACT,MT,2010-01-01,14.0 
T,Y_LT25,PC_ACT,MT,2011-01-01,14.0 
T,Y_LT25,PC_ACT,MT,2012-01-01,14.8
T,Y_LT25,PC_ACT,MT,2013-01-01,13.7
T,Y_LT25,PC_ACT,MT,2014-01-01,12.5
T,Y_LT25,PC_ACT,MT,2015-01-01,12.6
T,Y_LT25,PC_ACT,MT,2016-01-01,11.9
T,Y_LT25,PC_ACT,MT,2017-01-01,11.3 
T,Y_LT25,PC_ACT,NL,1995-01-01,16.8 
T,Y_LT25,PC_ACT,NL,1996-01-01,15.7 
T,Y_LT25,PC_ACT,NL,1997-01-01,12.4 
T,Y_LT25,PC_ACT,NL,1998-01-01,10.9 
T,Y_LT25,PC_ACT,NL,1999-01-01,9.4 
T,Y_LT25,PC_ACT,NL,2000-01-01,8.2 
T,Y_LT25,PC_ACT,NL,2001-01-01,6.7 
T,Y_LT25,PC_ACT,NL,2002-01-01,7.4 d
T,Y_LT25,PC_ACT,NL,2003-01-01,9.9 
T,Y_LT25,PC_ACT,NL,2004-01-01,11.4 
T,Y_LT25,PC_ACT,NL,2005-01-01,11.8 
T,Y_LT25,PC_ACT,NL,2006-01-01,10.0 
T,Y_LT25,PC_ACT,NL,2007-01-01,9.4
T,Y_LT25,PC_ACT,NL,2008-01-01,8.6 
T,Y_LT25,PC_ACT,NL,2009-01-01,10.2 
T,Y_LT25,PC_ACT,NL,2010-01-01,11.1 
T,Y_LT25,PC_ACT,NL,2011-01-01,10.0 
T,Y_LT25,PC_ACT,NL,2012-01-01,11.7
T,Y_LT25,PC_ACT,NL,2013-01-01,13.2
T,Y_LT25,PC_ACT,NL,2014-01-01,12.7
T,Y_LT25,PC_ACT,NL,2015-01-01,11.3
T,Y_LT25,PC_ACT,NL,2016-01-01,10.8
T,Y_LT25,PC_ACT,NL,2017-01-01,8.9 
T,Y_LT25,PC_ACT,PL,1995-01-01,: 
T,Y_LT25,PC_ACT,PL,1996-01-01,: 
T,Y_LT25,PC_ACT,PL,1997-01-01,23.2 
T,Y_LT25,PC_ACT,PL,1998-01-01,22.5 
T,Y_LT25,PC_ACT,PL,1999-01-01,30.1 
T,Y_LT25,PC_ACT,PL,2000-01-01,34.9 
T,Y_LT25,PC_ACT,PL,2001-01-01,39.5 
T,Y_LT25,PC_ACT,PL,2002-01-01,42.5 
T,Y_LT25,PC_ACT,PL,2003-01-01,41.9 
T,Y_LT25,PC_ACT,PL,2004-01-01,39.6 
T,Y_LT25,PC_ACT,PL,2005-01-01,36.9 
T,Y_LT25,PC_ACT,PL,2006-01-01,29.8 
T,Y_LT25,PC_ACT,PL,2007-01-01,21.6
T,Y_LT25,PC_ACT,PL,2008-01-01,17.2 
T,Y_LT25,PC_ACT,PL,2009-01-01,20.6 d
T,Y_LT25,PC_ACT,PL,2010-01-01,23.7 
T,Y_LT25,PC_ACT,PL,2011-01-01,25.8 
T,Y_LT25,PC_ACT,PL,2012-01-01,26.5
T,Y_LT25,PC_ACT,PL,2013-01-01,27.3
T,Y_LT25,PC_ACT,PL,2014-01-01,23.9
T,Y_LT25,PC_ACT,PL,2015-01-01,20.8
T,Y_LT25,PC_ACT,PL,2016-01-01,17.7
T,Y_LT25,PC_ACT,PL,2017-01-01,14.8 
T,Y_LT25,PC_ACT,PT,1995-01-01,18.3 
T,Y_LT25,PC_ACT,PT,1996-01-01,18.7 
T,Y_LT25,PC_ACT,PT,1997-01-01,17.2 d
T,Y_LT25,PC_ACT,PT,1998-01-01,14.1 
T,Y_LT25,PC_ACT,PT,1999-01-01,12.8 
T,Y_LT25,PC_ACT,PT,2000-01-01,12.5 
T,Y_LT25,PC_ACT,PT,2001-01-01,13.4 
T,Y_LT25,PC_ACT,PT,2002-01-01,15.6 
T,Y_LT25,PC_ACT,PT,2003-01-01,18.6 
T,Y_LT25,PC_ACT,PT,2004-01-01,19.7 
T,Y_LT25,PC_ACT,PT,2005-01-01,20.8 
T,Y_LT25,PC_ACT,PT,2006-01-01,21.2 
T,Y_LT25,PC_ACT,PT,2007-01-01,21.4
T,Y_LT25,PC_ACT,PT,2008-01-01,21.6 
T,Y_LT25,PC_ACT,PT,2009-01-01,25.3 
T,Y_LT25,PC_ACT,PT,2010-01-01,28.2 
T,Y_LT25,PC_ACT,PT,2011-01-01,30.2 
T,Y_LT25,PC_ACT,PT,2012-01-01,38.0
T,Y_LT25,PC_ACT,PT,2013-01-01,38.1
T,Y_LT25,PC_ACT,PT,2014-01-01,34.7
T,Y_LT25,PC_ACT,PT,2015-01-01,32.0
T,Y_LT25,PC_ACT,PT,2016-01-01,28.2
T,Y_LT25,PC_ACT,PT,2017-01-01,23.8 
T,Y_LT25,PC_ACT,RO,1995-01-01,: 
T,Y_LT25,PC_ACT,RO,1996-01-01,: 
T,Y_LT25,PC_ACT,RO,1997-01-01,15.8 
T,Y_LT25,PC_ACT,RO,1998-01-01,15.4 
T,Y_LT25,PC_ACT,RO,1999-01-01,16.5 
T,Y_LT25,PC_ACT,RO,2000-01-01,16.5 
T,Y_LT25,PC_ACT,RO,2001-01-01,17.0 
T,Y_LT25,PC_ACT,RO,2002-01-01,19.8 
T,Y_LT25,PC_ACT,RO,2003-01-01,18.5 d
T,Y_LT25,PC_ACT,RO,2004-01-01,20.5 
T,Y_LT25,PC_ACT,RO,2005-01-01,19.1 
T,Y_LT25,PC_ACT,RO,2006-01-01,20.2 
T,Y_LT25,PC_ACT,RO,2007-01-01,19.3
T,Y_LT25,PC_ACT,RO,2008-01-01,17.6 
T,Y_LT25,PC_ACT,RO,2009-01-01,20.0 
T,Y_LT25,PC_ACT,RO,2010-01-01,22.1 
T,Y_LT25,PC_ACT,RO,2011-01-01,23.9 
T,Y_LT25,PC_ACT,RO,2012-01-01,22.6
T,Y_LT25,PC_ACT,RO,2013-01-01,23.7
T,Y_LT25,PC_ACT,RO,2014-01-01,24.0
T,Y_LT25,PC_ACT,RO,2015-01-01,21.7
T,Y_LT25,PC_ACT,RO,2016-01-01,20.6
T,Y_LT25,PC_ACT,RO,2017-01-01,18.3 
T,Y_LT25,PC_ACT,SE,1995-01-01,19.1 
T,Y_LT25,PC_ACT,SE,1996-01-01,20.5 
T,Y_LT25,PC_ACT,SE,1997-01-01,20.6 
T,Y_LT25,PC_ACT,SE,1998-01-01,16.1 
T,Y_LT25,PC_ACT,SE,1999-01-01,12.3 
T,Y_LT25,PC_ACT,SE,2000-01-01,10.5 d
T,Y_LT25,PC_ACT,SE,2001-01-01,15.0 b
T,Y_LT25,PC_ACT,SE,2002-01-01,16.4 
T,Y_LT25,PC_ACT,SE,2003-01-01,17.4 
T,Y_LT25,PC_ACT,SE,2004-01-01,20.4 
T,Y_LT25,PC_ACT,SE,2005-01-01,22.6 
T,Y_LT25,PC_ACT,SE,2006-01-01,21.5 
T,Y_LT25,PC_ACT,SE,2007-01-01,19.2
T,Y_LT25,PC_ACT,SE,2008-01-01,20.2 
T,Y_LT25,PC_ACT,SE,2009-01-01,25.0 
T,Y_LT25,PC_ACT,SE,2010-01-01,24.8 
T,Y_LT25,PC_ACT,SE,2011-01-01,22.8 
T,Y_LT25,PC_ACT,SE,2012-01-01,23.7
T,Y_LT25,PC_ACT,SE,2013-01-01,23.6
T,Y_LT25,PC_ACT,SE,2014-01-01,22.9
T,Y_LT25,PC_ACT,SE,2015-01-01,20.4
T,Y_LT25,PC_ACT,SE,2016-01-01,18.9
T,Y_LT25,PC_ACT,SE,2017-01-01,17.8 
T,Y_LT25,PC_ACT,SI,1995-01-01,: 
T,Y_LT25,PC_ACT,SI,1996-01-01,17.5 
T,Y_LT25,PC_ACT,SI,1997-01-01,17.2 
T,Y_LT25,PC_ACT,SI,1998-01-01,17.8 
T,Y_LT25,PC_ACT,SI,1999-01-01,17.5 
T,Y_LT25,PC_ACT,SI,2000-01-01,16.3 
T,Y_LT25,PC_ACT,SI,2001-01-01,17.8 
T,Y_LT25,PC_ACT,SI,2002-01-01,16.5 
T,Y_LT25,PC_ACT,SI,2003-01-01,17.3 
T,Y_LT25,PC_ACT,SI,2004-01-01,16.1 
T,Y_LT25,PC_ACT,SI,2005-01-01,15.9 
T,Y_LT25,PC_ACT,SI,2006-01-01,13.9 
T,Y_LT25,PC_ACT,SI,2007-01-01,10.1
T,Y_LT25,PC_ACT,SI,2008-01-01,10.4 
T,Y_LT25,PC_ACT,SI,2009-01-01,13.6 
T,Y_LT25,PC_ACT,SI,2010-01-01,14.7 
T,Y_LT25,PC_ACT,SI,2011-01-01,15.7 
T,Y_LT25,PC_ACT,SI,2012-01-01,20.6
T,Y_LT25,PC_ACT,SI,2013-01-01,21.6
T,Y_LT25,PC_ACT,SI,2014-01-01,20.2
T,Y_LT25,PC_ACT,SI,2015-01-01,16.3
T,Y_LT25,PC_ACT,SI,2016-01-01,15.2
T,Y_LT25,PC_ACT,SI,2017-01-01,11.2 
T,Y_LT25,PC_ACT,SK,1995-01-01,: 
T,Y_LT25,PC_ACT,SK,1996-01-01,: 
T,Y_LT25,PC_ACT,SK,1997-01-01,: 
T,Y_LT25,PC_ACT,SK,1998-01-01,25.5 
T,Y_LT25,PC_ACT,SK,1999-01-01,34.2 
T,Y_LT25,PC_ACT,SK,2000-01-01,37.3 
T,Y_LT25,PC_ACT,SK,2001-01-01,39.6 
T,Y_LT25,PC_ACT,SK,2002-01-01,38.1 
T,Y_LT25,PC_ACT,SK,2003-01-01,33.8 
T,Y_LT25,PC_ACT,SK,2004-01-01,33.4 
T,Y_LT25,PC_ACT,SK,2005-01-01,30.4 
T,Y_LT25,PC_ACT,SK,2006-01-01,27.0 
T,Y_LT25,PC_ACT,SK,2007-01-01,20.6
T,Y_LT25,PC_ACT,SK,2008-01-01,19.3 
T,Y_LT25,PC_ACT,SK,2009-01-01,27.6 
T,Y_LT25,PC_ACT,SK,2010-01-01,33.9 
T,Y_LT25,PC_ACT,SK,2011-01-01,33.7 d
T,Y_LT25,PC_ACT,SK,2012-01-01,34.0
T,Y_LT25,PC_ACT,SK,2013-01-01,33.7
T,Y_LT25,PC_ACT,SK,2014-01-01,29.7
T,Y_LT25,PC_ACT,SK,2015-01-01,26.5
T,Y_LT25,PC_ACT,SK,2016-01-01,22.2
T,Y_LT25,PC_ACT,SK,2017-01-01,18.9 
T,Y_LT25,PC_ACT,UK,1995-01-01,15.3 
T,Y_LT25,PC_ACT,UK,1996-01-01,14.9 
T,Y_LT25,PC_ACT,UK,1997-01-01,13.7 
T,Y_LT25,PC_ACT,UK,1998-01-01,13.1 
T,Y_LT25,PC_ACT,UK,1999-01-01,12.7 
T,Y_LT25,PC_ACT,UK,2000-01-01,12.2 
T,Y_LT25,PC_ACT,UK,2001-01-01,11.7 
T,Y_LT25,PC_ACT,UK,2002-01-01,12.0 
T,Y_LT25,PC_ACT,UK,2003-01-01,12.2 
T,Y_LT25,PC_ACT,UK,2004-01-01,12.0 
T,Y_LT25,PC_ACT,UK,2005-01-01,12.8 
T,Y_LT25,PC_ACT,UK,2006-01-01,13.9 
T,Y_LT25,PC_ACT,UK,2007-01-01,14.3
T,Y_LT25,PC_ACT,UK,2008-01-01,15.0 
T,Y_LT25,PC_ACT,UK,2009-01-01,19.1 
T,Y_LT25,PC_ACT,UK,2010-01-01,19.9 
T,Y_LT25,PC_ACT,UK,2011-01-01,21.3 
T,Y_LT25,PC_ACT,UK,2012-01-01,21.2
T,Y_LT25,PC_ACT,UK,2013-01-01,20.7
T,Y_LT25,PC_ACT,UK,2014-01-01,17.0
T,Y_LT25,PC_ACT,UK,2015-01-01,14.6
T,Y_LT25,PC_ACT,UK,2016-01-01,13.0
T,Y_LT25,PC_ACT,UK,2017-01-01,12.1 
