unit,tenure,geo\time,date,value
PC,OWN_L,DE,2016-01-01,0.2 
PC,OWN_L,DE,2017-01-01,0.3 
PC,OWN_L,DK,2005-01-01,0.4 
PC,OWN_L,DK,2006-01-01,0.2 
PC,OWN_L,DK,2007-01-01,0.6 
PC,OWN_L,DK,2008-01-01,0.5 
PC,OWN_L,DK,2009-01-01,0.6 
PC,OWN_L,DK,2010-01-01,0.7 
PC,OWN_L,DK,2011-01-01,0.9 b
PC,OWN_L,DK,2012-01-01,1.2 
PC,OWN_L,DK,2013-01-01,0.9 
PC,OWN_L,DK,2014-01-01,1.1 
PC,OWN_L,DK,2015-01-01,1.5 
PC,OWN_L,DK,2016-01-01,0.5 
PC,OWN_L,DK,2017-01-01,0.9 
PC,OWN_L,EA,2005-01-01,: 
PC,OWN_L,EA,2006-01-01,: 
PC,OWN_L,EA,2007-01-01,: 
PC,OWN_L,EA,2008-01-01,1.6 e
PC,OWN_L,EA,2009-01-01,1.6 e
PC,OWN_L,EA,2010-01-01,1.4 e
PC,OWN_L,EA,2011-01-01,1.6 e
PC,OWN_L,EA,2012-01-01,1.6 e
PC,OWN_L,EA,2013-01-01,1.8 e
PC,OWN_L,EA,2014-01-01,1.7 e
PC,OWN_L,EA,2015-01-01,2.0 e
PC,OWN_L,EA,2016-01-01,1.6 e
PC,OWN_L,EA,2017-01-01,1.2 e
PC,OWN_L,EA18,2005-01-01,1.4 e
PC,OWN_L,EA18,2006-01-01,: 
PC,OWN_L,EA18,2007-01-01,2.0 e
PC,OWN_L,EA18,2008-01-01,1.6 e
PC,OWN_L,EA18,2009-01-01,1.7 e
PC,OWN_L,EA18,2010-01-01,1.4 
PC,OWN_L,EA18,2011-01-01,1.6 
PC,OWN_L,EA18,2012-01-01,1.6 
PC,OWN_L,EA18,2013-01-01,1.8 
PC,OWN_L,EA18,2014-01-01,1.7 
PC,OWN_L,EA18,2015-01-01,2.0 
PC,OWN_L,EA18,2016-01-01,1.6 
PC,OWN_L,EA18,2017-01-01,1.2 e
PC,OWN_L,EA19,2005-01-01,1.4 e
PC,OWN_L,EA19,2006-01-01,: 
PC,OWN_L,EA19,2007-01-01,2.0 e
PC,OWN_L,EA19,2008-01-01,1.7 e
PC,OWN_L,EA19,2009-01-01,1.7 e
PC,OWN_L,EA19,2010-01-01,1.4 
PC,OWN_L,EA19,2011-01-01,1.6 
PC,OWN_L,EA19,2012-01-01,1.6 
PC,OWN_L,EA19,2013-01-01,1.8 
PC,OWN_L,EA19,2014-01-01,1.8 
PC,OWN_L,EA19,2015-01-01,2.0 
PC,OWN_L,EA19,2016-01-01,1.6 
PC,OWN_L,EA19,2017-01-01,1.2 e
PC,OWN_L,EE,2005-01-01,: 
PC,OWN_L,EE,2006-01-01,7.0 
PC,OWN_L,EE,2007-01-01,7.5 
PC,OWN_L,EE,2008-01-01,4.2 
PC,OWN_L,EE,2009-01-01,8.7 
PC,OWN_L,EE,2010-01-01,6.8 
PC,OWN_L,EE,2011-01-01,2.0 
PC,OWN_L,EE,2012-01-01,2.3 
PC,OWN_L,EE,2013-01-01,4.4 
PC,OWN_L,EE,2014-01-01,2.2 b
PC,OWN_L,EE,2015-01-01,1.9 
PC,OWN_L,EE,2016-01-01,0.9 
PC,OWN_L,EE,2017-01-01,1.8 
PC,OWN_L,EL,2005-01-01,: 
PC,OWN_L,EL,2006-01-01,: 
PC,OWN_L,EL,2007-01-01,3.3 
PC,OWN_L,EL,2008-01-01,4.2 
PC,OWN_L,EL,2009-01-01,3.4 
PC,OWN_L,EL,2010-01-01,4.1 
PC,OWN_L,EL,2011-01-01,3.8 
PC,OWN_L,EL,2012-01-01,3.6 
PC,OWN_L,EL,2013-01-01,3.7 
PC,OWN_L,EL,2014-01-01,3.4 
PC,OWN_L,EL,2015-01-01,4.9 
PC,OWN_L,EL,2016-01-01,5.5 
PC,OWN_L,EL,2017-01-01,4.8 
PC,OWN_L,ES,2005-01-01,: 
PC,OWN_L,ES,2006-01-01,: 
PC,OWN_L,ES,2007-01-01,2.1 
PC,OWN_L,ES,2008-01-01,1.4 
PC,OWN_L,ES,2009-01-01,1.0 
PC,OWN_L,ES,2010-01-01,1.4 
PC,OWN_L,ES,2011-01-01,1.2 b
PC,OWN_L,ES,2012-01-01,1.0 
PC,OWN_L,ES,2013-01-01,1.0 
PC,OWN_L,ES,2014-01-01,0.9 
PC,OWN_L,ES,2015-01-01,1.0 
PC,OWN_L,ES,2016-01-01,0.7 
PC,OWN_L,ES,2017-01-01,0.3 
PC,OWN_L,EU,2005-01-01,: 
PC,OWN_L,EU,2006-01-01,: 
PC,OWN_L,EU,2007-01-01,: 
PC,OWN_L,EU,2008-01-01,1.9 e
PC,OWN_L,EU,2009-01-01,1.9 e
PC,OWN_L,EU,2010-01-01,1.8 e
PC,OWN_L,EU,2011-01-01,1.9 e
PC,OWN_L,EU,2012-01-01,1.7 e
PC,OWN_L,EU,2013-01-01,1.9 e
PC,OWN_L,EU,2014-01-01,1.8 e
PC,OWN_L,EU,2015-01-01,1.9 e
PC,OWN_L,EU,2016-01-01,1.6 e
PC,OWN_L,EU,2017-01-01,1.5 e
PC,OWN_L,EU27,2005-01-01,1.4 e
PC,OWN_L,EU27,2006-01-01,: 
PC,OWN_L,EU27,2007-01-01,1.8 e
PC,OWN_L,EU27,2008-01-01,1.9 e
PC,OWN_L,EU27,2009-01-01,1.9 e
PC,OWN_L,EU27,2010-01-01,1.7 
PC,OWN_L,EU27,2011-01-01,1.9 
PC,OWN_L,EU27,2012-01-01,1.7 
PC,OWN_L,EU27,2013-01-01,1.9 
PC,OWN_L,EU27,2014-01-01,1.8 
PC,OWN_L,EU27,2015-01-01,1.9 
PC,OWN_L,EU27,2016-01-01,1.6 
PC,OWN_L,EU27,2017-01-01,1.5 e
PC,OWN_L,EU28,2005-01-01,: 
PC,OWN_L,EU28,2006-01-01,: 
PC,OWN_L,EU28,2007-01-01,: 
PC,OWN_L,EU28,2008-01-01,: 
PC,OWN_L,EU28,2009-01-01,: 
PC,OWN_L,EU28,2010-01-01,1.8 
PC,OWN_L,EU28,2011-01-01,1.9 
PC,OWN_L,EU28,2012-01-01,1.7 
PC,OWN_L,EU28,2013-01-01,1.9 
PC,OWN_L,EU28,2014-01-01,1.8 
PC,OWN_L,EU28,2015-01-01,1.9 
PC,OWN_L,EU28,2016-01-01,1.6 
PC,OWN_L,EU28,2017-01-01,1.5 e
PC,OWN_L,FI,2005-01-01,0.1 
PC,OWN_L,FI,2006-01-01,0.3 
PC,OWN_L,FI,2007-01-01,0.3 
PC,OWN_L,FI,2008-01-01,0.4 
PC,OWN_L,FI,2009-01-01,0.1 
PC,OWN_L,FI,2010-01-01,0.5 
PC,OWN_L,FI,2011-01-01,0.2 
PC,OWN_L,FI,2012-01-01,0.3 
PC,OWN_L,FI,2013-01-01,0.1 
PC,OWN_L,FI,2014-01-01,0.2 
PC,OWN_L,FI,2015-01-01,0.2 
PC,OWN_L,FI,2016-01-01,0.1 
PC,OWN_L,FI,2017-01-01,0.2 
PC,OWN_L,FR,2005-01-01,0.9 
PC,OWN_L,FR,2006-01-01,0.8 
PC,OWN_L,FR,2007-01-01,1.1 
PC,OWN_L,FR,2008-01-01,0.6 
PC,OWN_L,FR,2009-01-01,0.9 
PC,OWN_L,FR,2010-01-01,0.8 
PC,OWN_L,FR,2011-01-01,0.6 
PC,OWN_L,FR,2012-01-01,1.0 
PC,OWN_L,FR,2013-01-01,0.9 
PC,OWN_L,FR,2014-01-01,1.1 
PC,OWN_L,FR,2015-01-01,1.3 
PC,OWN_L,FR,2016-01-01,1.7 
PC,OWN_L,FR,2017-01-01,0.9 
PC,OWN_L,HR,2005-01-01,: 
PC,OWN_L,HR,2006-01-01,: 
PC,OWN_L,HR,2007-01-01,: 
PC,OWN_L,HR,2008-01-01,: 
PC,OWN_L,HR,2009-01-01,: 
PC,OWN_L,HR,2010-01-01,11.4 
PC,OWN_L,HR,2011-01-01,14.1 
PC,OWN_L,HR,2012-01-01,11.6 b
PC,OWN_L,HR,2013-01-01,5.8 
PC,OWN_L,HR,2014-01-01,2.3 
PC,OWN_L,HR,2015-01-01,6.1 
PC,OWN_L,HR,2016-01-01,5.4 
PC,OWN_L,HR,2017-01-01,: 
PC,OWN_L,HU,2005-01-01,17.1 
PC,OWN_L,HU,2006-01-01,13.4 
PC,OWN_L,HU,2007-01-01,9.9 
PC,OWN_L,HU,2008-01-01,17.3 
PC,OWN_L,HU,2009-01-01,7.9 
PC,OWN_L,HU,2010-01-01,15.4 
PC,OWN_L,HU,2011-01-01,12.9 
PC,OWN_L,HU,2012-01-01,15.2 
PC,OWN_L,HU,2013-01-01,14.8 
PC,OWN_L,HU,2014-01-01,13.9 
PC,OWN_L,HU,2015-01-01,11.9 
PC,OWN_L,HU,2016-01-01,17.2 
PC,OWN_L,HU,2017-01-01,14.1 
PC,OWN_L,IE,2005-01-01,0.6 
PC,OWN_L,IE,2006-01-01,1.0 
PC,OWN_L,IE,2007-01-01,0.3 
PC,OWN_L,IE,2008-01-01,0.5 
PC,OWN_L,IE,2009-01-01,0.0 
PC,OWN_L,IE,2010-01-01,0.1 
PC,OWN_L,IE,2011-01-01,0.9 
PC,OWN_L,IE,2012-01-01,0.0 
PC,OWN_L,IE,2013-01-01,0.4 
PC,OWN_L,IE,2014-01-01,0.0 
PC,OWN_L,IE,2015-01-01,0.8 
PC,OWN_L,IE,2016-01-01,0.0 
PC,OWN_L,IE,2017-01-01,: 
PC,OWN_L,IS,2005-01-01,0.7 
PC,OWN_L,IS,2006-01-01,0.9 
PC,OWN_L,IS,2007-01-01,1.2 
PC,OWN_L,IS,2008-01-01,0.6 
PC,OWN_L,IS,2009-01-01,1.3 
PC,OWN_L,IS,2010-01-01,0.9 
PC,OWN_L,IS,2011-01-01,1.5 
PC,OWN_L,IS,2012-01-01,1.7 
PC,OWN_L,IS,2013-01-01,2.1 
PC,OWN_L,IS,2014-01-01,2.1 
PC,OWN_L,IS,2015-01-01,2.4 
PC,OWN_L,IS,2016-01-01,1.5 p
PC,OWN_L,IS,2017-01-01,: 
PC,OWN_L,IT,2005-01-01,5.8 
PC,OWN_L,IT,2006-01-01,5.9 
PC,OWN_L,IT,2007-01-01,6.1 
PC,OWN_L,IT,2008-01-01,5.0 
PC,OWN_L,IT,2009-01-01,6.5 
PC,OWN_L,IT,2010-01-01,5.9 
PC,OWN_L,IT,2011-01-01,8.0 
PC,OWN_L,IT,2012-01-01,8.3 
PC,OWN_L,IT,2013-01-01,9.1 
PC,OWN_L,IT,2014-01-01,8.4 
PC,OWN_L,IT,2015-01-01,9.7 
PC,OWN_L,IT,2016-01-01,6.5 
PC,OWN_L,IT,2017-01-01,5.2 
PC,OWN_L,LT,2005-01-01,20.7 
PC,OWN_L,LT,2006-01-01,11.6 
PC,OWN_L,LT,2007-01-01,13.6 
PC,OWN_L,LT,2008-01-01,9.5 
PC,OWN_L,LT,2009-01-01,7.1 
PC,OWN_L,LT,2010-01-01,3.1 
PC,OWN_L,LT,2011-01-01,0.0 b
PC,OWN_L,LT,2012-01-01,1.3 
PC,OWN_L,LT,2013-01-01,1.2 
PC,OWN_L,LT,2014-01-01,8.9 
PC,OWN_L,LT,2015-01-01,5.3 
PC,OWN_L,LT,2016-01-01,4.2 
PC,OWN_L,LT,2017-01-01,4.9 
PC,OWN_L,LU,2005-01-01,: 
PC,OWN_L,LU,2006-01-01,: 
PC,OWN_L,LU,2007-01-01,0.7 
PC,OWN_L,LU,2008-01-01,1.1 
PC,OWN_L,LU,2009-01-01,0.5 
PC,OWN_L,LU,2010-01-01,0.3 
PC,OWN_L,LU,2011-01-01,0.7 
PC,OWN_L,LU,2012-01-01,0.9 
PC,OWN_L,LU,2013-01-01,0.6 
PC,OWN_L,LU,2014-01-01,0.6 
PC,OWN_L,LU,2015-01-01,0.4 
PC,OWN_L,LU,2016-01-01,0.9 b
PC,OWN_L,LU,2017-01-01,1.8 
PC,OWN_L,LV,2005-01-01,: 
PC,OWN_L,LV,2006-01-01,: 
PC,OWN_L,LV,2007-01-01,13.0 
PC,OWN_L,LV,2008-01-01,18.8 
PC,OWN_L,LV,2009-01-01,12.4 
PC,OWN_L,LV,2010-01-01,11.1 
PC,OWN_L,LV,2011-01-01,7.8 
PC,OWN_L,LV,2012-01-01,7.6 
PC,OWN_L,LV,2013-01-01,8.3 
PC,OWN_L,LV,2014-01-01,10.6 
PC,OWN_L,LV,2015-01-01,6.9 
PC,OWN_L,LV,2016-01-01,6.9 
PC,OWN_L,LV,2017-01-01,7.9 
PC,OWN_L,MK,2005-01-01,: 
PC,OWN_L,MK,2006-01-01,: 
PC,OWN_L,MK,2007-01-01,: 
PC,OWN_L,MK,2008-01-01,: 
PC,OWN_L,MK,2009-01-01,: 
PC,OWN_L,MK,2010-01-01,: 
PC,OWN_L,MK,2011-01-01,: 
PC,OWN_L,MK,2012-01-01,6.9 
PC,OWN_L,MK,2013-01-01,11.2 
PC,OWN_L,MK,2014-01-01,3.9 b
PC,OWN_L,MK,2015-01-01,16.8 
PC,OWN_L,MK,2016-01-01,13.2 
PC,OWN_L,MK,2017-01-01,: 
PC,OWN_L,MT,2005-01-01,0.1 
PC,OWN_L,MT,2006-01-01,0.0 
PC,OWN_L,MT,2007-01-01,0.6 
PC,OWN_L,MT,2008-01-01,0.0 
PC,OWN_L,MT,2009-01-01,0.5 
PC,OWN_L,MT,2010-01-01,0.7 
PC,OWN_L,MT,2011-01-01,0.0 
PC,OWN_L,MT,2012-01-01,1.1 
PC,OWN_L,MT,2013-01-01,0.7 
PC,OWN_L,MT,2014-01-01,1.0 
PC,OWN_L,MT,2015-01-01,0.9 
PC,OWN_L,MT,2016-01-01,0.5 
PC,OWN_L,MT,2017-01-01,0.2 
PC,OWN_L,NL,2005-01-01,0.2 
PC,OWN_L,NL,2006-01-01,0.0 
PC,OWN_L,NL,2007-01-01,0.2 
PC,OWN_L,NL,2008-01-01,0.2 
PC,OWN_L,NL,2009-01-01,0.2 
PC,OWN_L,NL,2010-01-01,0.2 
PC,OWN_L,NL,2011-01-01,0.2 
PC,OWN_L,NL,2012-01-01,0.2 
PC,OWN_L,NL,2013-01-01,0.2 
PC,OWN_L,NL,2014-01-01,0.1 
PC,OWN_L,NL,2015-01-01,0.4 
PC,OWN_L,NL,2016-01-01,0.5 b
PC,OWN_L,NL,2017-01-01,0.5 
PC,OWN_L,NO,2005-01-01,0.5 
PC,OWN_L,NO,2006-01-01,0.3 
PC,OWN_L,NO,2007-01-01,0.5 
PC,OWN_L,NO,2008-01-01,0.4 
PC,OWN_L,NO,2009-01-01,0.4 
PC,OWN_L,NO,2010-01-01,0.4 
PC,OWN_L,NO,2011-01-01,0.4 
PC,OWN_L,NO,2012-01-01,0.4 
PC,OWN_L,NO,2013-01-01,0.4 
PC,OWN_L,NO,2014-01-01,0.2 
PC,OWN_L,NO,2015-01-01,0.4 
PC,OWN_L,NO,2016-01-01,0.4 
PC,OWN_L,NO,2017-01-01,0.1 
PC,OWN_L,PL,2005-01-01,: 
PC,OWN_L,PL,2006-01-01,: 
PC,OWN_L,PL,2007-01-01,7.8 
PC,OWN_L,PL,2008-01-01,4.1 
PC,OWN_L,PL,2009-01-01,3.6 
PC,OWN_L,PL,2010-01-01,3.5 
PC,OWN_L,PL,2011-01-01,4.8 
PC,OWN_L,PL,2012-01-01,3.6 
PC,OWN_L,PL,2013-01-01,3.4 
PC,OWN_L,PL,2014-01-01,2.5 
PC,OWN_L,PL,2015-01-01,3.0 
PC,OWN_L,PL,2016-01-01,2.8 
PC,OWN_L,PL,2017-01-01,3.4 
PC,OWN_L,PT,2005-01-01,3.7 
PC,OWN_L,PT,2006-01-01,4.4 
PC,OWN_L,PT,2007-01-01,3.4 
PC,OWN_L,PT,2008-01-01,2.9 
PC,OWN_L,PT,2009-01-01,2.2 
PC,OWN_L,PT,2010-01-01,2.2 
PC,OWN_L,PT,2011-01-01,2.2 
PC,OWN_L,PT,2012-01-01,2.5 
PC,OWN_L,PT,2013-01-01,3.5 
PC,OWN_L,PT,2014-01-01,4.0 
PC,OWN_L,PT,2015-01-01,3.2 
PC,OWN_L,PT,2016-01-01,3.4 
PC,OWN_L,PT,2017-01-01,3.1 
PC,OWN_L,RO,2005-01-01,: 
PC,OWN_L,RO,2006-01-01,: 
PC,OWN_L,RO,2007-01-01,9.8 
PC,OWN_L,RO,2008-01-01,18.1 
PC,OWN_L,RO,2009-01-01,24.2 
PC,OWN_L,RO,2010-01-01,28.6 
PC,OWN_L,RO,2011-01-01,14.7 
PC,OWN_L,RO,2012-01-01,19.9 
PC,OWN_L,RO,2013-01-01,16.1 
PC,OWN_L,RO,2014-01-01,4.9 
PC,OWN_L,RO,2015-01-01,1.6 
PC,OWN_L,RO,2016-01-01,1.4 
PC,OWN_L,RO,2017-01-01,1.2 
PC,OWN_L,RS,2005-01-01,: 
PC,OWN_L,RS,2006-01-01,: 
PC,OWN_L,RS,2007-01-01,: 
PC,OWN_L,RS,2008-01-01,: 
PC,OWN_L,RS,2009-01-01,: 
PC,OWN_L,RS,2010-01-01,: 
PC,OWN_L,RS,2011-01-01,: 
PC,OWN_L,RS,2012-01-01,: 
PC,OWN_L,RS,2013-01-01,12.8 
PC,OWN_L,RS,2014-01-01,15.9 
PC,OWN_L,RS,2015-01-01,15.8 
PC,OWN_L,RS,2016-01-01,11.8 
PC,OWN_L,RS,2017-01-01,: 
PC,OWN_L,SE,2005-01-01,0.5 
PC,OWN_L,SE,2006-01-01,0.3 
PC,OWN_L,SE,2007-01-01,0.4 
PC,OWN_L,SE,2008-01-01,0.4 b
PC,OWN_L,SE,2009-01-01,0.6 
PC,OWN_L,SE,2010-01-01,0.9 
PC,OWN_L,SE,2011-01-01,0.9 
PC,OWN_L,SE,2012-01-01,0.8 
PC,OWN_L,SE,2013-01-01,0.5 
PC,OWN_L,SE,2014-01-01,0.5 
PC,OWN_L,SE,2015-01-01,0.5 
PC,OWN_L,SE,2016-01-01,0.5 
PC,OWN_L,SE,2017-01-01,0.8 
PC,OWN_L,SI,2005-01-01,9.4 
PC,OWN_L,SI,2006-01-01,9.2 
PC,OWN_L,SI,2007-01-01,9.7 
PC,OWN_L,SI,2008-01-01,10.8 
PC,OWN_L,SI,2009-01-01,13.3 
PC,OWN_L,SI,2010-01-01,11.6 
PC,OWN_L,SI,2011-01-01,4.7 b
PC,OWN_L,SI,2012-01-01,5.6 
PC,OWN_L,SI,2013-01-01,4.5 
PC,OWN_L,SI,2014-01-01,4.7 
PC,OWN_L,SI,2015-01-01,3.5 
PC,OWN_L,SI,2016-01-01,3.3 
PC,OWN_L,SI,2017-01-01,3.0 
PC,OWN_L,SK,2005-01-01,3.5 
PC,OWN_L,SK,2006-01-01,5.1 
PC,OWN_L,SK,2007-01-01,2.9 
PC,OWN_L,SK,2008-01-01,3.6 
PC,OWN_L,SK,2009-01-01,0.6 
PC,OWN_L,SK,2010-01-01,2.1 
PC,OWN_L,SK,2011-01-01,4.0 
PC,OWN_L,SK,2012-01-01,2.9 
PC,OWN_L,SK,2013-01-01,3.9 
PC,OWN_L,SK,2014-01-01,1.6 
PC,OWN_L,SK,2015-01-01,3.2 
PC,OWN_L,SK,2016-01-01,2.0 
PC,OWN_L,SK,2017-01-01,1.5 
PC,OWN_L,TR,2005-01-01,: 
PC,OWN_L,TR,2006-01-01,23.1 
PC,OWN_L,TR,2007-01-01,10.9 
PC,OWN_L,TR,2008-01-01,6.2 
PC,OWN_L,TR,2009-01-01,8.6 
PC,OWN_L,TR,2010-01-01,12.7 
PC,OWN_L,TR,2011-01-01,8.0 
PC,OWN_L,TR,2012-01-01,12.7 
PC,OWN_L,TR,2013-01-01,9.8 
PC,OWN_L,TR,2014-01-01,8.7 
PC,OWN_L,TR,2015-01-01,11.5 
PC,OWN_L,TR,2016-01-01,: 
PC,OWN_L,TR,2017-01-01,: 
PC,OWN_L,UK,2005-01-01,0.7 
PC,OWN_L,UK,2006-01-01,0.8 
PC,OWN_L,UK,2007-01-01,0.9 
PC,OWN_L,UK,2008-01-01,1.0 
PC,OWN_L,UK,2009-01-01,1.4 
PC,OWN_L,UK,2010-01-01,1.6 
PC,OWN_L,UK,2011-01-01,1.6 
PC,OWN_L,UK,2012-01-01,0.8 b
PC,OWN_L,UK,2013-01-01,1.2 
PC,OWN_L,UK,2014-01-01,1.1 
PC,OWN_L,UK,2015-01-01,0.5 
PC,OWN_L,UK,2016-01-01,0.6 
PC,OWN_L,UK,2017-01-01,: 
PC,RENT_MKT,AT,2005-01-01,: 
PC,RENT_MKT,AT,2006-01-01,: 
PC,RENT_MKT,AT,2007-01-01,8.7 
PC,RENT_MKT,AT,2008-01-01,10.6 b
PC,RENT_MKT,AT,2009-01-01,9.7 
PC,RENT_MKT,AT,2010-01-01,10.2 
PC,RENT_MKT,AT,2011-01-01,8.1 
PC,RENT_MKT,AT,2012-01-01,9.4 
PC,RENT_MKT,AT,2013-01-01,9.5 
PC,RENT_MKT,AT,2014-01-01,10.0 
PC,RENT_MKT,AT,2015-01-01,10.0 
PC,RENT_MKT,AT,2016-01-01,9.3 
PC,RENT_MKT,AT,2017-01-01,10.8 
PC,RENT_MKT,BE,2005-01-01,6.4 
PC,RENT_MKT,BE,2006-01-01,4.5 
PC,RENT_MKT,BE,2007-01-01,3.8 
PC,RENT_MKT,BE,2008-01-01,3.3 
PC,RENT_MKT,BE,2009-01-01,5.1 
PC,RENT_MKT,BE,2010-01-01,5.5 
PC,RENT_MKT,BE,2011-01-01,3.3 
PC,RENT_MKT,BE,2012-01-01,2.2 
PC,RENT_MKT,BE,2013-01-01,3.4 
PC,RENT_MKT,BE,2014-01-01,3.0 
PC,RENT_MKT,BE,2015-01-01,3.0 
PC,RENT_MKT,BE,2016-01-01,5.5 
PC,RENT_MKT,BE,2017-01-01,9.0 
PC,RENT_MKT,BG,2005-01-01,: 
PC,RENT_MKT,BG,2006-01-01,24.2 
PC,RENT_MKT,BG,2007-01-01,24.4 
PC,RENT_MKT,BG,2008-01-01,20.4 b
PC,RENT_MKT,BG,2009-01-01,15.4 
PC,RENT_MKT,BG,2010-01-01,11.8 
PC,RENT_MKT,BG,2011-01-01,11.4 
PC,RENT_MKT,BG,2012-01-01,12.6 
PC,RENT_MKT,BG,2013-01-01,13.9 
PC,RENT_MKT,BG,2014-01-01,18.1 b
PC,RENT_MKT,BG,2015-01-01,16.9 
PC,RENT_MKT,BG,2016-01-01,14.1 b
PC,RENT_MKT,BG,2017-01-01,11.4 
PC,RENT_MKT,CH,2005-01-01,: 
PC,RENT_MKT,CH,2006-01-01,: 
PC,RENT_MKT,CH,2007-01-01,: 
PC,RENT_MKT,CH,2008-01-01,: 
PC,RENT_MKT,CH,2009-01-01,: 
PC,RENT_MKT,CH,2010-01-01,2.1 
PC,RENT_MKT,CH,2011-01-01,2.1 
PC,RENT_MKT,CH,2012-01-01,2.7 
PC,RENT_MKT,CH,2013-01-01,3.6 
PC,RENT_MKT,CH,2014-01-01,2.1 b
PC,RENT_MKT,CH,2015-01-01,2.3 
PC,RENT_MKT,CH,2016-01-01,3.3 
PC,RENT_MKT,CH,2017-01-01,: 
PC,RENT_MKT,CY,2005-01-01,: 
PC,RENT_MKT,CY,2006-01-01,: 
PC,RENT_MKT,CY,2007-01-01,2.6 
PC,RENT_MKT,CY,2008-01-01,6.7 b
PC,RENT_MKT,CY,2009-01-01,0.4 
PC,RENT_MKT,CY,2010-01-01,3.0 
