indic_nrg,unit,product,geotime,date,value
B_102010,PC,2000,CY,2004-01-01,0.0
B_102010,PC,2000,CY,2005-01-01,0.0
B_102010,PC,2000,CY,2006-01-01,0.0
B_102010,PC,2000,CY,2007-01-01,0.0
B_102010,PC,2000,CY,2008-01-01,0.0
B_102010,PC,2000,CY,2009-01-01,0.0
B_102010,PC,2000,CY,2010-01-01,0.0
B_102010,PC,2000,CY,2011-01-01,0.0
B_102010,PC,2000,CY,2012-01-01,0.0
B_102010,PC,2000,CY,2013-01-01,0.0
B_102010,PC,2000,CY,2014-01-01,0.0
B_102010,PC,2000,CY,2015-01-01,0.0
B_102010,PC,2000,CY,2016-01-01,0.0
B_102010,PC,2000,CZ,1990-01-01,41.6
B_102010,PC,2000,CZ,1991-01-01,38.9
B_102010,PC,2000,CZ,1992-01-01,35.8
B_102010,PC,2000,CZ,1993-01-01,33.3
B_102010,PC,2000,CZ,1994-01-01,30.9
B_102010,PC,2000,CZ,1995-01-01,26.9
B_102010,PC,2000,CZ,1996-01-01,25.9
B_102010,PC,2000,CZ,1997-01-01,23.9
B_102010,PC,2000,CZ,1998-01-01,17.9
B_102010,PC,2000,CZ,1999-01-01,13.8
B_102010,PC,2000,CZ,2000-01-01,13.9
B_102010,PC,2000,CZ,2001-01-01,13.0
B_102010,PC,2000,CZ,2002-01-01,12.4
B_102010,PC,2000,CZ,2003-01-01,11.9
B_102010,PC,2000,CZ,2004-01-01,11.9
B_102010,PC,2000,CZ,2005-01-01,10.3
B_102010,PC,2000,CZ,2006-01-01,11.7
B_102010,PC,2000,CZ,2007-01-01,9.9
B_102010,PC,2000,CZ,2008-01-01,9.9
B_102010,PC,2000,CZ,2009-01-01,10.8
B_102010,PC,2000,CZ,2010-01-01,12.8
B_102010,PC,2000,CZ,2011-01-01,13.1
B_102010,PC,2000,CZ,2012-01-01,13.3
B_102010,PC,2000,CZ,2013-01-01,13.6
B_102010,PC,2000,CZ,2014-01-01,12.8
B_102010,PC,2000,CZ,2015-01-01,12.4
B_102010,PC,2000,CZ,2016-01-01,11.7
B_102010,PC,2000,DE,1990-01-01,15.0
B_102010,PC,2000,DE,1991-01-01,9.8
B_102010,PC,2000,DE,1992-01-01,6.1
B_102010,PC,2000,DE,1993-01-01,5.6
B_102010,PC,2000,DE,1994-01-01,5.1
B_102010,PC,2000,DE,1995-01-01,3.6
B_102010,PC,2000,DE,1996-01-01,3.4
B_102010,PC,2000,DE,1997-01-01,2.5
B_102010,PC,2000,DE,1998-01-01,1.7
B_102010,PC,2000,DE,1999-01-01,1.5
B_102010,PC,2000,DE,2000-01-01,1.4
B_102010,PC,2000,DE,2001-01-01,1.2
B_102010,PC,2000,DE,2002-01-01,1.1
B_102010,PC,2000,DE,2003-01-01,1.1
B_102010,PC,2000,DE,2004-01-01,0.9
B_102010,PC,2000,DE,2005-01-01,0.9
B_102010,PC,2000,DE,2006-01-01,1.0
B_102010,PC,2000,DE,2007-01-01,1.3
B_102010,PC,2000,DE,2008-01-01,1.1
B_102010,PC,2000,DE,2009-01-01,1.1
B_102010,PC,2000,DE,2010-01-01,1.6
B_102010,PC,2000,DE,2011-01-01,1.6
B_102010,PC,2000,DE,2012-01-01,1.3
B_102010,PC,2000,DE,2013-01-01,1.1
B_102010,PC,2000,DE,2014-01-01,1.1
B_102010,PC,2000,DE,2015-01-01,1.1
B_102010,PC,2000,DE,2016-01-01,0.9
B_102010,PC,2000,DK,1990-01-01,0.4
B_102010,PC,2000,DK,1991-01-01,0.7
B_102010,PC,2000,DK,1992-01-01,0.6
B_102010,PC,2000,DK,1993-01-01,0.5
B_102010,PC,2000,DK,1994-01-01,0.4
B_102010,PC,2000,DK,1995-01-01,0.2
B_102010,PC,2000,DK,1996-01-01,0.1
B_102010,PC,2000,DK,1997-01-01,0.1
B_102010,PC,2000,DK,1998-01-01,0.1
B_102010,PC,2000,DK,1999-01-01,0.1
B_102010,PC,2000,DK,2000-01-01,0.0
B_102010,PC,2000,DK,2001-01-01,0.0
B_102010,PC,2000,DK,2002-01-01,0.0
B_102010,PC,2000,DK,2003-01-01,0.0
B_102010,PC,2000,DK,2004-01-01,0.0
B_102010,PC,2000,DK,2005-01-01,0.0
B_102010,PC,2000,DK,2006-01-01,0.0
B_102010,PC,2000,DK,2007-01-01,0.0
B_102010,PC,2000,DK,2008-01-01,0.0
B_102010,PC,2000,DK,2009-01-01,0.0
B_102010,PC,2000,DK,2010-01-01,0.0
B_102010,PC,2000,DK,2011-01-01,0.0
B_102010,PC,2000,DK,2012-01-01,0.0
B_102010,PC,2000,DK,2013-01-01,0.0
B_102010,PC,2000,DK,2014-01-01,0.0
B_102010,PC,2000,DK,2015-01-01,0.0
B_102010,PC,2000,DK,2016-01-01,0.0
B_102010,PC,2000,EA19,1990-01-01,8.2
B_102010,PC,2000,EA19,1991-01-01,6.1
B_102010,PC,2000,EA19,1992-01-01,4.4
B_102010,PC,2000,EA19,1993-01-01,4.0
B_102010,PC,2000,EA19,1994-01-01,3.6
B_102010,PC,2000,EA19,1995-01-01,2.8
B_102010,PC,2000,EA19,1996-01-01,2.6
B_102010,PC,2000,EA19,1997-01-01,2.2
B_102010,PC,2000,EA19,1998-01-01,1.7
B_102010,PC,2000,EA19,1999-01-01,1.5
B_102010,PC,2000,EA19,2000-01-01,1.4
B_102010,PC,2000,EA19,2001-01-01,1.3
B_102010,PC,2000,EA19,2002-01-01,1.1
B_102010,PC,2000,EA19,2003-01-01,1.0
B_102010,PC,2000,EA19,2004-01-01,1.0
B_102010,PC,2000,EA19,2005-01-01,0.9
B_102010,PC,2000,EA19,2006-01-01,0.9
B_102010,PC,2000,EA19,2007-01-01,1.0
B_102010,PC,2000,EA19,2008-01-01,1.0
B_102010,PC,2000,EA19,2009-01-01,1.0
B_102010,PC,2000,EA19,2010-01-01,1.0
B_102010,PC,2000,EA19,2011-01-01,0.9
B_102010,PC,2000,EA19,2012-01-01,0.8
B_102010,PC,2000,EA19,2013-01-01,0.8
B_102010,PC,2000,EA19,2014-01-01,0.8
B_102010,PC,2000,EA19,2015-01-01,0.7
B_102010,PC,2000,EA19,2016-01-01,0.6
B_102010,PC,2000,EE,1990-01-01,10.4
B_102010,PC,2000,EE,1991-01-01,11.0
B_102010,PC,2000,EE,1992-01-01,9.1
B_102010,PC,2000,EE,1993-01-01,7.3
B_102010,PC,2000,EE,1994-01-01,4.8
B_102010,PC,2000,EE,1995-01-01,4.2
B_102010,PC,2000,EE,1996-01-01,6.9
B_102010,PC,2000,EE,1997-01-01,4.7
B_102010,PC,2000,EE,1998-01-01,3.3
B_102010,PC,2000,EE,1999-01-01,4.1
B_102010,PC,2000,EE,2000-01-01,3.5
B_102010,PC,2000,EE,2001-01-01,2.5
B_102010,PC,2000,EE,2002-01-01,3.1
B_102010,PC,2000,EE,2003-01-01,2.1
B_102010,PC,2000,EE,2004-01-01,2.9
B_102010,PC,2000,EE,2005-01-01,2.8
B_102010,PC,2000,EE,2006-01-01,2.2
B_102010,PC,2000,EE,2007-01-01,1.2
B_102010,PC,2000,EE,2008-01-01,1.4
B_102010,PC,2000,EE,2009-01-01,0.8
B_102010,PC,2000,EE,2010-01-01,0.9
B_102010,PC,2000,EE,2011-01-01,1.3
B_102010,PC,2000,EE,2012-01-01,1.1
B_102010,PC,2000,EE,2013-01-01,1.2
B_102010,PC,2000,EE,2014-01-01,1.0
B_102010,PC,2000,EE,2015-01-01,0.7
B_102010,PC,2000,EE,2016-01-01,0.2
B_102010,PC,2000,EL,1990-01-01,0.8
B_102010,PC,2000,EL,1991-01-01,1.1
B_102010,PC,2000,EL,1992-01-01,1.0
B_102010,PC,2000,EL,1993-01-01,1.0
B_102010,PC,2000,EL,1994-01-01,1.0
B_102010,PC,2000,EL,1995-01-01,0.9
B_102010,PC,2000,EL,1996-01-01,0.8
B_102010,PC,2000,EL,1997-01-01,0.9
B_102010,PC,2000,EL,1998-01-01,0.7
B_102010,PC,2000,EL,1999-01-01,0.5
B_102010,PC,2000,EL,2000-01-01,0.5
B_102010,PC,2000,EL,2001-01-01,0.4
B_102010,PC,2000,EL,2002-01-01,0.2
B_102010,PC,2000,EL,2003-01-01,0.1
B_102010,PC,2000,EL,2004-01-01,0.1
B_102010,PC,2000,EL,2005-01-01,0.1
B_102010,PC,2000,EL,2006-01-01,0.0
B_102010,PC,2000,EL,2007-01-01,0.0
B_102010,PC,2000,EL,2008-01-01,0.1
B_102010,PC,2000,EL,2009-01-01,0.1
B_102010,PC,2000,EL,2010-01-01,0.1
B_102010,PC,2000,EL,2011-01-01,0.1
B_102010,PC,2000,EL,2012-01-01,0.0
B_102010,PC,2000,EL,2013-01-01,0.0
B_102010,PC,2000,EL,2014-01-01,0.1
B_102010,PC,2000,EL,2015-01-01,0.1
B_102010,PC,2000,EL,2016-01-01,0.0
B_102010,PC,2000,ES,1990-01-01,3.0
B_102010,PC,2000,ES,1991-01-01,3.6
B_102010,PC,2000,ES,1992-01-01,4.3
B_102010,PC,2000,ES,1993-01-01,3.3
B_102010,PC,2000,ES,1994-01-01,2.9
B_102010,PC,2000,ES,1995-01-01,2.2
B_102010,PC,2000,ES,1996-01-01,2.0
B_102010,PC,2000,ES,1997-01-01,2.0
B_102010,PC,2000,ES,1998-01-01,1.7
B_102010,PC,2000,ES,1999-01-01,1.2
B_102010,PC,2000,ES,2000-01-01,1.2
B_102010,PC,2000,ES,2001-01-01,1.4
B_102010,PC,2000,ES,2002-01-01,1.4
B_102010,PC,2000,ES,2003-01-01,1.2
B_102010,PC,2000,ES,2004-01-01,1.4
B_102010,PC,2000,ES,2005-01-01,1.4
B_102010,PC,2000,ES,2006-01-01,1.3
B_102010,PC,2000,ES,2007-01-01,1.2
B_102010,PC,2000,ES,2008-01-01,1.2
B_102010,PC,2000,ES,2009-01-01,1.2
B_102010,PC,2000,ES,2010-01-01,1.0
B_102010,PC,2000,ES,2011-01-01,0.8
B_102010,PC,2000,ES,2012-01-01,0.7
B_102010,PC,2000,ES,2013-01-01,0.6
B_102010,PC,2000,ES,2014-01-01,0.6
B_102010,PC,2000,ES,2015-01-01,0.6
B_102010,PC,2000,ES,2016-01-01,0.5
B_102010,PC,2000,EU28,1990-01-01,11.6
B_102010,PC,2000,EU28,1991-01-01,10.4
B_102010,PC,2000,EU28,1992-01-01,8.8
B_102010,PC,2000,EU28,1993-01-01,8.6
B_102010,PC,2000,EU28,1994-01-01,7.5
B_102010,PC,2000,EU28,1995-01-01,6.5
B_102010,PC,2000,EU28,1996-01-01,6.3
B_102010,PC,2000,EU28,1997-01-01,5.5
B_102010,PC,2000,EU28,1998-01-01,4.4
B_102010,PC,2000,EU28,1999-01-01,4.2
B_102010,PC,2000,EU28,2000-01-01,3.4
B_102010,PC,2000,EU28,2001-01-01,3.3
B_102010,PC,2000,EU28,2002-01-01,3.5
B_102010,PC,2000,EU28,2003-01-01,3.2
B_102010,PC,2000,EU28,2004-01-01,3.2
B_102010,PC,2000,EU28,2005-01-01,3.2
B_102010,PC,2000,EU28,2006-01-01,3.5
B_102010,PC,2000,EU28,2007-01-01,3.4
B_102010,PC,2000,EU28,2008-01-01,3.4
B_102010,PC,2000,EU28,2009-01-01,3.5
B_102010,PC,2000,EU28,2010-01-01,3.8
B_102010,PC,2000,EU28,2011-01-01,3.7
B_102010,PC,2000,EU28,2012-01-01,3.6
B_102010,PC,2000,EU28,2013-01-01,3.5
B_102010,PC,2000,EU28,2014-01-01,3.5
B_102010,PC,2000,EU28,2015-01-01,3.3
B_102010,PC,2000,EU28,2016-01-01,3.3
B_102010,PC,2000,FI,1990-01-01,0.4
B_102010,PC,2000,FI,1991-01-01,0.5
B_102010,PC,2000,FI,1992-01-01,0.4
B_102010,PC,2000,FI,1993-01-01,0.2
B_102010,PC,2000,FI,1994-01-01,0.3
B_102010,PC,2000,FI,1995-01-01,0.2
B_102010,PC,2000,FI,1996-01-01,0.2
B_102010,PC,2000,FI,1997-01-01,0.2
B_102010,PC,2000,FI,1998-01-01,0.3
B_102010,PC,2000,FI,1999-01-01,0.3
B_102010,PC,2000,FI,2000-01-01,0.3
B_102010,PC,2000,FI,2001-01-01,0.3
B_102010,PC,2000,FI,2002-01-01,0.2
B_102010,PC,2000,FI,2003-01-01,0.2
B_102010,PC,2000,FI,2004-01-01,0.2
B_102010,PC,2000,FI,2005-01-01,0.2
B_102010,PC,2000,FI,2006-01-01,0.2
B_102010,PC,2000,FI,2007-01-01,0.2
B_102010,PC,2000,FI,2008-01-01,0.1
B_102010,PC,2000,FI,2009-01-01,0.1
B_102010,PC,2000,FI,2010-01-01,0.1
B_102010,PC,2000,FI,2011-01-01,0.1
B_102010,PC,2000,FI,2012-01-01,0.1
B_102010,PC,2000,FI,2013-01-01,0.1
B_102010,PC,2000,FI,2014-01-01,0.1
B_102010,PC,2000,FI,2015-01-01,0.1
B_102010,PC,2000,FI,2016-01-01,0.1
B_102010,PC,2000,FR,1990-01-01,2.8
B_102010,PC,2000,FR,1991-01-01,2.6
B_102010,PC,2000,FR,1992-01-01,2.1
B_102010,PC,2000,FR,1993-01-01,2.0
B_102010,PC,2000,FR,1994-01-01,1.7
B_102010,PC,2000,FR,1995-01-01,1.6
B_102010,PC,2000,FR,1996-01-01,1.5
B_102010,PC,2000,FR,1997-01-01,1.4
B_102010,PC,2000,FR,1998-01-01,1.2
B_102010,PC,2000,FR,1999-01-01,1.1
B_102010,PC,2000,FR,2000-01-01,0.9
B_102010,PC,2000,FR,2001-01-01,0.8
B_102010,PC,2000,FR,2002-01-01,0.6
B_102010,PC,2000,FR,2003-01-01,0.6
B_102010,PC,2000,FR,2004-01-01,0.5
B_102010,PC,2000,FR,2005-01-01,0.5
B_102010,PC,2000,FR,2006-01-01,0.5
B_102010,PC,2000,FR,2007-01-01,0.5
B_102010,PC,2000,FR,2008-01-01,0.5
B_102010,PC,2000,FR,2009-01-01,0.5
B_102010,PC,2000,FR,2010-01-01,0.5
B_102010,PC,2000,FR,2011-01-01,0.1
B_102010,PC,2000,FR,2012-01-01,0.1
B_102010,PC,2000,FR,2013-01-01,0.1
B_102010,PC,2000,FR,2014-01-01,0.1
B_102010,PC,2000,FR,2015-01-01,0.1
B_102010,PC,2000,FR,2016-01-01,0.1
B_102010,PC,2000,HR,1990-01-01,5.2
B_102010,PC,2000,HR,1991-01-01,2.4
B_102010,PC,2000,HR,1992-01-01,0.8
B_102010,PC,2000,HR,1993-01-01,0.7
B_102010,PC,2000,HR,1994-01-01,0.5
B_102010,PC,2000,HR,1995-01-01,0.4
B_102010,PC,2000,HR,1996-01-01,0.3
B_102010,PC,2000,HR,1997-01-01,0.3
B_102010,PC,2000,HR,1998-01-01,0.4
B_102010,PC,2000,HR,1999-01-01,0.5
B_102010,PC,2000,HR,2000-01-01,0.4
B_102010,PC,2000,HR,2001-01-01,0.2
B_102010,PC,2000,HR,2002-01-01,0.3
B_102010,PC,2000,HR,2003-01-01,0.4
B_102010,PC,2000,HR,2004-01-01,0.3
B_102010,PC,2000,HR,2005-01-01,0.4
B_102010,PC,2000,HR,2006-01-01,0.3
B_102010,PC,2000,HR,2007-01-01,0.1
B_102010,PC,2000,HR,2008-01-01,0.2
B_102010,PC,2000,HR,2009-01-01,0.1
B_102010,PC,2000,HR,2010-01-01,0.2
B_102010,PC,2000,HR,2011-01-01,0.2
B_102010,PC,2000,HR,2012-01-01,0.1
B_102010,PC,2000,HR,2013-01-01,0.2
B_102010,PC,2000,HR,2014-01-01,0.2
B_102010,PC,2000,HR,2015-01-01,0.1
B_102010,PC,2000,HR,2016-01-01,0.1
B_102010,PC,2000,HU,1990-01-01,28.7
B_102010,PC,2000,HU,1991-01-01,26.7
B_102010,PC,2000,HU,1992-01-01,13.7
B_102010,PC,2000,HU,1993-01-01,13.5
B_102010,PC,2000,HU,1994-01-01,11.3
B_102010,PC,2000,HU,1995-01-01,9.4
B_102010,PC,2000,HU,1996-01-01,8.2
B_102010,PC,2000,HU,1997-01-01,6.6
B_102010,PC,2000,HU,1998-01-01,4.3
B_102010,PC,2000,HU,1999-01-01,3.8
B_102010,PC,2000,HU,2000-01-01,3.7
B_102010,PC,2000,HU,2001-01-01,3.3
B_102010,PC,2000,HU,2002-01-01,4.0
B_102010,PC,2000,HU,2003-01-01,3.9
B_102010,PC,2000,HU,2004-01-01,3.9
B_102010,PC,2000,HU,2005-01-01,3.5
B_102010,PC,2000,HU,2006-01-01,3.5
B_102010,PC,2000,HU,2007-01-01,2.2
B_102010,PC,2000,HU,2008-01-01,2.7
B_102010,PC,2000,HU,2009-01-01,2.2
B_102010,PC,2000,HU,2010-01-01,2.2
B_102010,PC,2000,HU,2011-01-01,2.6
B_102010,PC,2000,HU,2012-01-01,2.4
B_102010,PC,2000,HU,2013-01-01,2.2
B_102010,PC,2000,HU,2014-01-01,1.9
B_102010,PC,2000,HU,2015-01-01,1.6
B_102010,PC,2000,HU,2016-01-01,2.0
B_102010,PC,2000,IE,1990-01-01,61.3
B_102010,PC,2000,IE,1991-01-01,57.0
B_102010,PC,2000,IE,1992-01-01,52.5
B_102010,PC,2000,IE,1993-01-01,50.4
B_102010,PC,2000,IE,1994-01-01,43.6
B_102010,PC,2000,IE,1995-01-01,38.7
B_102010,PC,2000,IE,1996-01-01,36.5
B_102010,PC,2000,IE,1997-01-01,32.7
B_102010,PC,2000,IE,1998-01-01,32.0
B_102010,PC,2000,IE,1999-01-01,23.6
B_102010,PC,2000,IE,2000-01-01,22.4
B_102010,PC,2000,IE,2001-01-01,20.1
B_102010,PC,2000,IE,2002-01-01,20.1
B_102010,PC,2000,IE,2003-01-01,18.2
B_102010,PC,2000,IE,2004-01-01,17.1
B_102010,PC,2000,IE,2005-01-01,17.4
B_102010,PC,2000,IE,2006-01-01,16.1
B_102010,PC,2000,IE,2007-01-01,16.0
B_102010,PC,2000,IE,2008-01-01,15.7
B_102010,PC,2000,IE,2009-01-01,16.7
B_102010,PC,2000,IE,2010-01-01,14.9
B_102010,PC,2000,IE,2011-01-01,16.5
B_102010,PC,2000,IE,2012-01-01,16.3
B_102010,PC,2000,IE,2013-01-01,16.9
B_102010,PC,2000,IE,2014-01-01,15.7
B_102010,PC,2000,IE,2015-01-01,14.7
B_102010,PC,2000,IE,2016-01-01,13.7
B_102010,PC,2000,IS,1990-01-01,0.0
B_102010,PC,2000,IS,1991-01-01,0.0
B_102010,PC,2000,IS,1992-01-01,0.0
B_102010,PC,2000,IS,1993-01-01,0.0
B_102010,PC,2000,IS,1994-01-01,0.0
B_102010,PC,2000,IS,1995-01-01,0.0
B_102010,PC,2000,IS,1996-01-01,0.0
B_102010,PC,2000,IS,1997-01-01,0.0
B_102010,PC,2000,IS,1998-01-01,0.0
B_102010,PC,2000,IS,1999-01-01,0.0
B_102010,PC,2000,IS,2000-01-01,0.0
B_102010,PC,2000,IS,2001-01-01,0.0
B_102010,PC,2000,IS,2002-01-01,0.0
B_102010,PC,2000,IS,2003-01-01,0.0
B_102010,PC,2000,IS,2004-01-01,0.0
B_102010,PC,2000,IS,2005-01-01,0.0
B_102010,PC,2000,IS,2006-01-01,0.0
B_102010,PC,2000,IS,2007-01-01,0.0
B_102010,PC,2000,IS,2008-01-01,0.0
B_102010,PC,2000,IS,2009-01-01,0.0
B_102010,PC,2000,IS,2010-01-01,0.0
B_102010,PC,2000,IS,2011-01-01,0.0
B_102010,PC,2000,IS,2012-01-01,0.0
B_102010,PC,2000,IS,2013-01-01,0.0
B_102010,PC,2000,IS,2014-01-01,0.0
B_102010,PC,2000,IS,2015-01-01,0.0
B_102010,PC,2000,IS,2016-01-01,0.0
B_102010,PC,2000,IT,1990-01-01,0.4
B_102010,PC,2000,IT,1991-01-01,0.4
B_102010,PC,2000,IT,1992-01-01,0.4
B_102010,PC,2000,IT,1993-01-01,0.4
B_102010,PC,2000,IT,1994-01-01,0.4
B_102010,PC,2000,IT,1995-01-01,0.4
B_102010,PC,2000,IT,1996-01-01,0.4
B_102010,PC,2000,IT,1997-01-01,0.5
B_102010,PC,2000,IT,1998-01-01,0.2
B_102010,PC,2000,IT,1999-01-01,0.2
B_102010,PC,2000,IT,2000-01-01,0.2
B_102010,PC,2000,IT,2001-01-01,0.3
B_102010,PC,2000,IT,2002-01-01,0.1
B_102010,PC,2000,IT,2003-01-01,0.1
B_102010,PC,2000,IT,2004-01-01,0.0
B_102010,PC,2000,IT,2005-01-01,0.0
B_102010,PC,2000,IT,2006-01-01,0.0
B_102010,PC,2000,IT,2007-01-01,0.0
B_102010,PC,2000,IT,2008-01-01,0.0
