age,unit,sex,indic_em,geotime,date,value
Y55-64,PC_POP,T,EMP_LFS,BG,2012-01-01,45.7
Y55-64,PC_POP,T,EMP_LFS,BG,2013-01-01,47.4
Y55-64,PC_POP,T,EMP_LFS,BG,2014-01-01,50.0
Y55-64,PC_POP,T,EMP_LFS,BG,2015-01-01,53.0
Y55-64,PC_POP,T,EMP_LFS,BG,2016-01-01,54.5
Y55-64,PC_POP,T,EMP_LFS,BG,2017-01-01,58.2
Y55-64,PC_POP,T,EMP_LFS,CH,2005-01-01,
Y55-64,PC_POP,T,EMP_LFS,CH,2006-01-01,
Y55-64,PC_POP,T,EMP_LFS,CH,2007-01-01,
Y55-64,PC_POP,T,EMP_LFS,CH,2008-01-01,
Y55-64,PC_POP,T,EMP_LFS,CH,2009-01-01,
Y55-64,PC_POP,T,EMP_LFS,CH,2010-01-01,66.2
Y55-64,PC_POP,T,EMP_LFS,CH,2011-01-01,67.4
Y55-64,PC_POP,T,EMP_LFS,CH,2012-01-01,68.2
Y55-64,PC_POP,T,EMP_LFS,CH,2013-01-01,69.3
Y55-64,PC_POP,T,EMP_LFS,CH,2014-01-01,69.2
Y55-64,PC_POP,T,EMP_LFS,CH,2015-01-01,70.3
Y55-64,PC_POP,T,EMP_LFS,CH,2016-01-01,71.5
Y55-64,PC_POP,T,EMP_LFS,CH,2017-01-01,72.2
Y55-64,PC_POP,T,EMP_LFS,CY,2005-01-01,50.6
Y55-64,PC_POP,T,EMP_LFS,CY,2006-01-01,53.6
Y55-64,PC_POP,T,EMP_LFS,CY,2007-01-01,55.9
Y55-64,PC_POP,T,EMP_LFS,CY,2008-01-01,54.8
Y55-64,PC_POP,T,EMP_LFS,CY,2009-01-01,55.7
Y55-64,PC_POP,T,EMP_LFS,CY,2010-01-01,56.3
Y55-64,PC_POP,T,EMP_LFS,CY,2011-01-01,54.8
Y55-64,PC_POP,T,EMP_LFS,CY,2012-01-01,50.7
Y55-64,PC_POP,T,EMP_LFS,CY,2013-01-01,49.6
Y55-64,PC_POP,T,EMP_LFS,CY,2014-01-01,46.9
Y55-64,PC_POP,T,EMP_LFS,CY,2015-01-01,48.5
Y55-64,PC_POP,T,EMP_LFS,CY,2016-01-01,52.2
Y55-64,PC_POP,T,EMP_LFS,CY,2017-01-01,55.3
Y55-64,PC_POP,T,EMP_LFS,CZ,2005-01-01,44.5
Y55-64,PC_POP,T,EMP_LFS,CZ,2006-01-01,45.2
Y55-64,PC_POP,T,EMP_LFS,CZ,2007-01-01,46.0
Y55-64,PC_POP,T,EMP_LFS,CZ,2008-01-01,47.6
Y55-64,PC_POP,T,EMP_LFS,CZ,2009-01-01,46.8
Y55-64,PC_POP,T,EMP_LFS,CZ,2010-01-01,46.5
Y55-64,PC_POP,T,EMP_LFS,CZ,2011-01-01,47.7
Y55-64,PC_POP,T,EMP_LFS,CZ,2012-01-01,49.3
Y55-64,PC_POP,T,EMP_LFS,CZ,2013-01-01,51.6
Y55-64,PC_POP,T,EMP_LFS,CZ,2014-01-01,54.0
Y55-64,PC_POP,T,EMP_LFS,CZ,2015-01-01,55.5
Y55-64,PC_POP,T,EMP_LFS,CZ,2016-01-01,58.5
Y55-64,PC_POP,T,EMP_LFS,CZ,2017-01-01,62.1
Y55-64,PC_POP,T,EMP_LFS,DE,2005-01-01,45.5
Y55-64,PC_POP,T,EMP_LFS,DE,2006-01-01,48.1
Y55-64,PC_POP,T,EMP_LFS,DE,2007-01-01,51.3
Y55-64,PC_POP,T,EMP_LFS,DE,2008-01-01,53.7
Y55-64,PC_POP,T,EMP_LFS,DE,2009-01-01,56.1
Y55-64,PC_POP,T,EMP_LFS,DE,2010-01-01,57.8
Y55-64,PC_POP,T,EMP_LFS,DE,2011-01-01,60.0
Y55-64,PC_POP,T,EMP_LFS,DE,2012-01-01,61.6
Y55-64,PC_POP,T,EMP_LFS,DE,2013-01-01,63.6
Y55-64,PC_POP,T,EMP_LFS,DE,2014-01-01,65.6
Y55-64,PC_POP,T,EMP_LFS,DE,2015-01-01,66.2
Y55-64,PC_POP,T,EMP_LFS,DE,2016-01-01,68.6
Y55-64,PC_POP,T,EMP_LFS,DE,2017-01-01,70.1
Y55-64,PC_POP,T,EMP_LFS,DK,2005-01-01,59.5
Y55-64,PC_POP,T,EMP_LFS,DK,2006-01-01,60.7
Y55-64,PC_POP,T,EMP_LFS,DK,2007-01-01,58.9
Y55-64,PC_POP,T,EMP_LFS,DK,2008-01-01,58.4
Y55-64,PC_POP,T,EMP_LFS,DK,2009-01-01,58.2
Y55-64,PC_POP,T,EMP_LFS,DK,2010-01-01,58.4
Y55-64,PC_POP,T,EMP_LFS,DK,2011-01-01,59.5
Y55-64,PC_POP,T,EMP_LFS,DK,2012-01-01,60.8
Y55-64,PC_POP,T,EMP_LFS,DK,2013-01-01,61.7
Y55-64,PC_POP,T,EMP_LFS,DK,2014-01-01,63.2
Y55-64,PC_POP,T,EMP_LFS,DK,2015-01-01,64.7
Y55-64,PC_POP,T,EMP_LFS,DK,2016-01-01,67.8
Y55-64,PC_POP,T,EMP_LFS,DK,2017-01-01,68.9
Y55-64,PC_POP,T,EMP_LFS,EA18,2005-01-01,40.4
Y55-64,PC_POP,T,EMP_LFS,EA18,2006-01-01,41.7
Y55-64,PC_POP,T,EMP_LFS,EA18,2007-01-01,43.2
Y55-64,PC_POP,T,EMP_LFS,EA18,2008-01-01,44.3
Y55-64,PC_POP,T,EMP_LFS,EA18,2009-01-01,45.1
Y55-64,PC_POP,T,EMP_LFS,EA18,2010-01-01,45.7
Y55-64,PC_POP,T,EMP_LFS,EA18,2011-01-01,47.0
Y55-64,PC_POP,T,EMP_LFS,EA18,2012-01-01,48.5
Y55-64,PC_POP,T,EMP_LFS,EA18,2013-01-01,49.9
Y55-64,PC_POP,T,EMP_LFS,EA18,2014-01-01,51.7
Y55-64,PC_POP,T,EMP_LFS,EA18,2015-01-01,53.3
Y55-64,PC_POP,T,EMP_LFS,EA18,2016-01-01,55.2
Y55-64,PC_POP,T,EMP_LFS,EA18,2017-01-01,57.1
Y55-64,PC_POP,T,EMP_LFS,EA19,2005-01-01,40.5
Y55-64,PC_POP,T,EMP_LFS,EA19,2006-01-01,41.7
Y55-64,PC_POP,T,EMP_LFS,EA19,2007-01-01,43.3
Y55-64,PC_POP,T,EMP_LFS,EA19,2008-01-01,44.4
Y55-64,PC_POP,T,EMP_LFS,EA19,2009-01-01,45.1
Y55-64,PC_POP,T,EMP_LFS,EA19,2010-01-01,45.7
Y55-64,PC_POP,T,EMP_LFS,EA19,2011-01-01,47.0
Y55-64,PC_POP,T,EMP_LFS,EA19,2012-01-01,48.6
Y55-64,PC_POP,T,EMP_LFS,EA19,2013-01-01,50.0
Y55-64,PC_POP,T,EMP_LFS,EA19,2014-01-01,51.7
Y55-64,PC_POP,T,EMP_LFS,EA19,2015-01-01,53.3
Y55-64,PC_POP,T,EMP_LFS,EA19,2016-01-01,55.3
Y55-64,PC_POP,T,EMP_LFS,EA19,2017-01-01,57.2
Y55-64,PC_POP,T,EMP_LFS,EE,2005-01-01,55.7
Y55-64,PC_POP,T,EMP_LFS,EE,2006-01-01,58.4
Y55-64,PC_POP,T,EMP_LFS,EE,2007-01-01,59.9
Y55-64,PC_POP,T,EMP_LFS,EE,2008-01-01,62.3
Y55-64,PC_POP,T,EMP_LFS,EE,2009-01-01,60.3
Y55-64,PC_POP,T,EMP_LFS,EE,2010-01-01,53.8
Y55-64,PC_POP,T,EMP_LFS,EE,2011-01-01,57.5
Y55-64,PC_POP,T,EMP_LFS,EE,2012-01-01,60.5
Y55-64,PC_POP,T,EMP_LFS,EE,2013-01-01,62.6
Y55-64,PC_POP,T,EMP_LFS,EE,2014-01-01,64.0
Y55-64,PC_POP,T,EMP_LFS,EE,2015-01-01,64.5
Y55-64,PC_POP,T,EMP_LFS,EE,2016-01-01,65.2
Y55-64,PC_POP,T,EMP_LFS,EE,2017-01-01,68.1
Y55-64,PC_POP,T,EMP_LFS,EL,2005-01-01,42.0
Y55-64,PC_POP,T,EMP_LFS,EL,2006-01-01,42.5
Y55-64,PC_POP,T,EMP_LFS,EL,2007-01-01,42.7
Y55-64,PC_POP,T,EMP_LFS,EL,2008-01-01,43.0
Y55-64,PC_POP,T,EMP_LFS,EL,2009-01-01,42.4
Y55-64,PC_POP,T,EMP_LFS,EL,2010-01-01,42.4
Y55-64,PC_POP,T,EMP_LFS,EL,2011-01-01,39.5
Y55-64,PC_POP,T,EMP_LFS,EL,2012-01-01,36.5
Y55-64,PC_POP,T,EMP_LFS,EL,2013-01-01,35.6
Y55-64,PC_POP,T,EMP_LFS,EL,2014-01-01,34.0
Y55-64,PC_POP,T,EMP_LFS,EL,2015-01-01,34.3
Y55-64,PC_POP,T,EMP_LFS,EL,2016-01-01,36.3
Y55-64,PC_POP,T,EMP_LFS,EL,2017-01-01,38.3
Y55-64,PC_POP,T,EMP_LFS,ES,2005-01-01,43.1
Y55-64,PC_POP,T,EMP_LFS,ES,2006-01-01,44.1
Y55-64,PC_POP,T,EMP_LFS,ES,2007-01-01,44.5
Y55-64,PC_POP,T,EMP_LFS,ES,2008-01-01,45.5
Y55-64,PC_POP,T,EMP_LFS,ES,2009-01-01,44.0
Y55-64,PC_POP,T,EMP_LFS,ES,2010-01-01,43.5
Y55-64,PC_POP,T,EMP_LFS,ES,2011-01-01,44.5
Y55-64,PC_POP,T,EMP_LFS,ES,2012-01-01,43.9
Y55-64,PC_POP,T,EMP_LFS,ES,2013-01-01,43.2
Y55-64,PC_POP,T,EMP_LFS,ES,2014-01-01,44.3
Y55-64,PC_POP,T,EMP_LFS,ES,2015-01-01,46.9
Y55-64,PC_POP,T,EMP_LFS,ES,2016-01-01,49.1
Y55-64,PC_POP,T,EMP_LFS,ES,2017-01-01,50.5
Y55-64,PC_POP,T,EMP_LFS,EU27,2005-01-01,42.3
Y55-64,PC_POP,T,EMP_LFS,EU27,2006-01-01,43.4
Y55-64,PC_POP,T,EMP_LFS,EU27,2007-01-01,44.5
Y55-64,PC_POP,T,EMP_LFS,EU27,2008-01-01,45.5
Y55-64,PC_POP,T,EMP_LFS,EU27,2009-01-01,45.9
Y55-64,PC_POP,T,EMP_LFS,EU27,2010-01-01,46.3
Y55-64,PC_POP,T,EMP_LFS,EU27,2011-01-01,47.3
Y55-64,PC_POP,T,EMP_LFS,EU27,2012-01-01,48.8
Y55-64,PC_POP,T,EMP_LFS,EU27,2013-01-01,50.2
Y55-64,PC_POP,T,EMP_LFS,EU27,2014-01-01,51.9
Y55-64,PC_POP,T,EMP_LFS,EU27,2015-01-01,53.4
Y55-64,PC_POP,T,EMP_LFS,EU27,2016-01-01,55.4
Y55-64,PC_POP,T,EMP_LFS,EU27,2017-01-01,57.2
Y55-64,PC_POP,T,EMP_LFS,EU28,2005-01-01,42.2
Y55-64,PC_POP,T,EMP_LFS,EU28,2006-01-01,43.3
Y55-64,PC_POP,T,EMP_LFS,EU28,2007-01-01,44.5
Y55-64,PC_POP,T,EMP_LFS,EU28,2008-01-01,45.5
Y55-64,PC_POP,T,EMP_LFS,EU28,2009-01-01,45.9
Y55-64,PC_POP,T,EMP_LFS,EU28,2010-01-01,46.2
Y55-64,PC_POP,T,EMP_LFS,EU28,2011-01-01,47.2
Y55-64,PC_POP,T,EMP_LFS,EU28,2012-01-01,48.7
Y55-64,PC_POP,T,EMP_LFS,EU28,2013-01-01,50.1
Y55-64,PC_POP,T,EMP_LFS,EU28,2014-01-01,51.8
Y55-64,PC_POP,T,EMP_LFS,EU28,2015-01-01,53.3
Y55-64,PC_POP,T,EMP_LFS,EU28,2016-01-01,55.3
Y55-64,PC_POP,T,EMP_LFS,EU28,2017-01-01,57.1
Y55-64,PC_POP,T,EMP_LFS,FI,2005-01-01,52.7
Y55-64,PC_POP,T,EMP_LFS,FI,2006-01-01,54.5
Y55-64,PC_POP,T,EMP_LFS,FI,2007-01-01,55.0
Y55-64,PC_POP,T,EMP_LFS,FI,2008-01-01,56.5
Y55-64,PC_POP,T,EMP_LFS,FI,2009-01-01,55.5
Y55-64,PC_POP,T,EMP_LFS,FI,2010-01-01,56.2
Y55-64,PC_POP,T,EMP_LFS,FI,2011-01-01,57.0
Y55-64,PC_POP,T,EMP_LFS,FI,2012-01-01,58.2
Y55-64,PC_POP,T,EMP_LFS,FI,2013-01-01,58.5
Y55-64,PC_POP,T,EMP_LFS,FI,2014-01-01,59.1
Y55-64,PC_POP,T,EMP_LFS,FI,2015-01-01,60.0
Y55-64,PC_POP,T,EMP_LFS,FI,2016-01-01,61.4
Y55-64,PC_POP,T,EMP_LFS,FI,2017-01-01,62.5
Y55-64,PC_POP,T,EMP_LFS,FR,2005-01-01,
Y55-64,PC_POP,T,EMP_LFS,FR,2006-01-01,
Y55-64,PC_POP,T,EMP_LFS,FR,2007-01-01,
Y55-64,PC_POP,T,EMP_LFS,FR,2008-01-01,
Y55-64,PC_POP,T,EMP_LFS,FR,2009-01-01,
Y55-64,PC_POP,T,EMP_LFS,FR,2010-01-01,
Y55-64,PC_POP,T,EMP_LFS,FR,2011-01-01,
Y55-64,PC_POP,T,EMP_LFS,FR,2012-01-01,
Y55-64,PC_POP,T,EMP_LFS,FR,2013-01-01,
Y55-64,PC_POP,T,EMP_LFS,FR,2014-01-01,46.9
Y55-64,PC_POP,T,EMP_LFS,FR,2015-01-01,48.7
Y55-64,PC_POP,T,EMP_LFS,FR,2016-01-01,49.8
Y55-64,PC_POP,T,EMP_LFS,FR,2017-01-01,51.3
Y55-64,PC_POP,T,EMP_LFS,FX,2005-01-01,38.5
Y55-64,PC_POP,T,EMP_LFS,FX,2006-01-01,38.1
Y55-64,PC_POP,T,EMP_LFS,FX,2007-01-01,38.2
Y55-64,PC_POP,T,EMP_LFS,FX,2008-01-01,38.2
Y55-64,PC_POP,T,EMP_LFS,FX,2009-01-01,38.9
Y55-64,PC_POP,T,EMP_LFS,FX,2010-01-01,39.7
Y55-64,PC_POP,T,EMP_LFS,FX,2011-01-01,41.4
Y55-64,PC_POP,T,EMP_LFS,FX,2012-01-01,44.5
Y55-64,PC_POP,T,EMP_LFS,FX,2013-01-01,45.6
Y55-64,PC_POP,T,EMP_LFS,FX,2014-01-01,47.0
Y55-64,PC_POP,T,EMP_LFS,FX,2015-01-01,48.8
Y55-64,PC_POP,T,EMP_LFS,FX,2016-01-01,49.9
Y55-64,PC_POP,T,EMP_LFS,FX,2017-01-01,51.4
Y55-64,PC_POP,T,EMP_LFS,HR,2005-01-01,32.1
Y55-64,PC_POP,T,EMP_LFS,HR,2006-01-01,34.1
Y55-64,PC_POP,T,EMP_LFS,HR,2007-01-01,36.6
Y55-64,PC_POP,T,EMP_LFS,HR,2008-01-01,37.1
Y55-64,PC_POP,T,EMP_LFS,HR,2009-01-01,39.4
Y55-64,PC_POP,T,EMP_LFS,HR,2010-01-01,39.1
Y55-64,PC_POP,T,EMP_LFS,HR,2011-01-01,38.2
Y55-64,PC_POP,T,EMP_LFS,HR,2012-01-01,37.5
Y55-64,PC_POP,T,EMP_LFS,HR,2013-01-01,37.8
Y55-64,PC_POP,T,EMP_LFS,HR,2014-01-01,36.2
Y55-64,PC_POP,T,EMP_LFS,HR,2015-01-01,39.2
Y55-64,PC_POP,T,EMP_LFS,HR,2016-01-01,38.1
Y55-64,PC_POP,T,EMP_LFS,HR,2017-01-01,40.3
Y55-64,PC_POP,T,EMP_LFS,HU,2005-01-01,33.0
Y55-64,PC_POP,T,EMP_LFS,HU,2006-01-01,33.2
Y55-64,PC_POP,T,EMP_LFS,HU,2007-01-01,32.2
Y55-64,PC_POP,T,EMP_LFS,HU,2008-01-01,30.9
Y55-64,PC_POP,T,EMP_LFS,HU,2009-01-01,31.9
Y55-64,PC_POP,T,EMP_LFS,HU,2010-01-01,33.6
Y55-64,PC_POP,T,EMP_LFS,HU,2011-01-01,35.3
Y55-64,PC_POP,T,EMP_LFS,HU,2012-01-01,36.1
Y55-64,PC_POP,T,EMP_LFS,HU,2013-01-01,37.9
Y55-64,PC_POP,T,EMP_LFS,HU,2014-01-01,41.7
Y55-64,PC_POP,T,EMP_LFS,HU,2015-01-01,45.3
Y55-64,PC_POP,T,EMP_LFS,HU,2016-01-01,49.8
Y55-64,PC_POP,T,EMP_LFS,HU,2017-01-01,51.7
Y55-64,PC_POP,T,EMP_LFS,IE,2005-01-01,51.7
Y55-64,PC_POP,T,EMP_LFS,IE,2006-01-01,53.3
Y55-64,PC_POP,T,EMP_LFS,IE,2007-01-01,53.8
Y55-64,PC_POP,T,EMP_LFS,IE,2008-01-01,53.8
Y55-64,PC_POP,T,EMP_LFS,IE,2009-01-01,51.2
Y55-64,PC_POP,T,EMP_LFS,IE,2010-01-01,50.2
Y55-64,PC_POP,T,EMP_LFS,IE,2011-01-01,50.1
Y55-64,PC_POP,T,EMP_LFS,IE,2012-01-01,49.3
Y55-64,PC_POP,T,EMP_LFS,IE,2013-01-01,51.2
Y55-64,PC_POP,T,EMP_LFS,IE,2014-01-01,52.6
Y55-64,PC_POP,T,EMP_LFS,IE,2015-01-01,55.4
Y55-64,PC_POP,T,EMP_LFS,IE,2016-01-01,56.8
Y55-64,PC_POP,T,EMP_LFS,IE,2017-01-01,58.4
Y55-64,PC_POP,T,EMP_LFS,IS,2005-01-01,84.3
Y55-64,PC_POP,T,EMP_LFS,IS,2006-01-01,84.3
Y55-64,PC_POP,T,EMP_LFS,IS,2007-01-01,84.7
Y55-64,PC_POP,T,EMP_LFS,IS,2008-01-01,82.9
Y55-64,PC_POP,T,EMP_LFS,IS,2009-01-01,80.2
Y55-64,PC_POP,T,EMP_LFS,IS,2010-01-01,79.8
Y55-64,PC_POP,T,EMP_LFS,IS,2011-01-01,79.2
Y55-64,PC_POP,T,EMP_LFS,IS,2012-01-01,79.1
Y55-64,PC_POP,T,EMP_LFS,IS,2013-01-01,81.1
Y55-64,PC_POP,T,EMP_LFS,IS,2014-01-01,84.8
Y55-64,PC_POP,T,EMP_LFS,IS,2015-01-01,84.8
Y55-64,PC_POP,T,EMP_LFS,IS,2016-01-01,84.6
Y55-64,PC_POP,T,EMP_LFS,IS,2017-01-01,83.9
Y55-64,PC_POP,T,EMP_LFS,IT,2005-01-01,31.4
Y55-64,PC_POP,T,EMP_LFS,IT,2006-01-01,32.4
Y55-64,PC_POP,T,EMP_LFS,IT,2007-01-01,33.7
Y55-64,PC_POP,T,EMP_LFS,IT,2008-01-01,34.3
Y55-64,PC_POP,T,EMP_LFS,IT,2009-01-01,35.6
Y55-64,PC_POP,T,EMP_LFS,IT,2010-01-01,36.5
Y55-64,PC_POP,T,EMP_LFS,IT,2011-01-01,37.8
Y55-64,PC_POP,T,EMP_LFS,IT,2012-01-01,40.3
Y55-64,PC_POP,T,EMP_LFS,IT,2013-01-01,42.7
Y55-64,PC_POP,T,EMP_LFS,IT,2014-01-01,46.2
Y55-64,PC_POP,T,EMP_LFS,IT,2015-01-01,48.2
Y55-64,PC_POP,T,EMP_LFS,IT,2016-01-01,50.3
Y55-64,PC_POP,T,EMP_LFS,IT,2017-01-01,52.2
Y55-64,PC_POP,T,EMP_LFS,LT,2005-01-01,49.6
Y55-64,PC_POP,T,EMP_LFS,LT,2006-01-01,49.7
Y55-64,PC_POP,T,EMP_LFS,LT,2007-01-01,53.2
Y55-64,PC_POP,T,EMP_LFS,LT,2008-01-01,53.0
Y55-64,PC_POP,T,EMP_LFS,LT,2009-01-01,51.2
Y55-64,PC_POP,T,EMP_LFS,LT,2010-01-01,48.3
Y55-64,PC_POP,T,EMP_LFS,LT,2011-01-01,50.2
Y55-64,PC_POP,T,EMP_LFS,LT,2012-01-01,51.7
Y55-64,PC_POP,T,EMP_LFS,LT,2013-01-01,53.4
Y55-64,PC_POP,T,EMP_LFS,LT,2014-01-01,56.2
Y55-64,PC_POP,T,EMP_LFS,LT,2015-01-01,60.4
Y55-64,PC_POP,T,EMP_LFS,LT,2016-01-01,64.6
Y55-64,PC_POP,T,EMP_LFS,LT,2017-01-01,66.1
Y55-64,PC_POP,T,EMP_LFS,LU,2005-01-01,31.7
Y55-64,PC_POP,T,EMP_LFS,LU,2006-01-01,33.2
Y55-64,PC_POP,T,EMP_LFS,LU,2007-01-01,32.0
Y55-64,PC_POP,T,EMP_LFS,LU,2008-01-01,34.1
Y55-64,PC_POP,T,EMP_LFS,LU,2009-01-01,38.2
Y55-64,PC_POP,T,EMP_LFS,LU,2010-01-01,39.6
Y55-64,PC_POP,T,EMP_LFS,LU,2011-01-01,39.3
Y55-64,PC_POP,T,EMP_LFS,LU,2012-01-01,41.0
Y55-64,PC_POP,T,EMP_LFS,LU,2013-01-01,40.5
Y55-64,PC_POP,T,EMP_LFS,LU,2014-01-01,42.5
Y55-64,PC_POP,T,EMP_LFS,LU,2015-01-01,38.4
Y55-64,PC_POP,T,EMP_LFS,LU,2016-01-01,39.6
Y55-64,PC_POP,T,EMP_LFS,LU,2017-01-01,39.8
Y55-64,PC_POP,T,EMP_LFS,LV,2005-01-01,48.3
Y55-64,PC_POP,T,EMP_LFS,LV,2006-01-01,53.4
Y55-64,PC_POP,T,EMP_LFS,LV,2007-01-01,58.0
Y55-64,PC_POP,T,EMP_LFS,LV,2008-01-01,59.1
Y55-64,PC_POP,T,EMP_LFS,LV,2009-01-01,52.5
Y55-64,PC_POP,T,EMP_LFS,LV,2010-01-01,47.8
Y55-64,PC_POP,T,EMP_LFS,LV,2011-01-01,50.5
Y55-64,PC_POP,T,EMP_LFS,LV,2012-01-01,52.8
Y55-64,PC_POP,T,EMP_LFS,LV,2013-01-01,54.8
Y55-64,PC_POP,T,EMP_LFS,LV,2014-01-01,56.4
Y55-64,PC_POP,T,EMP_LFS,LV,2015-01-01,59.4
Y55-64,PC_POP,T,EMP_LFS,LV,2016-01-01,61.4
Y55-64,PC_POP,T,EMP_LFS,LV,2017-01-01,62.3
Y55-64,PC_POP,T,EMP_LFS,ME,2005-01-01,
Y55-64,PC_POP,T,EMP_LFS,ME,2006-01-01,
Y55-64,PC_POP,T,EMP_LFS,ME,2007-01-01,
Y55-64,PC_POP,T,EMP_LFS,ME,2008-01-01,
Y55-64,PC_POP,T,EMP_LFS,ME,2009-01-01,
Y55-64,PC_POP,T,EMP_LFS,ME,2010-01-01,
Y55-64,PC_POP,T,EMP_LFS,ME,2011-01-01,33.8
Y55-64,PC_POP,T,EMP_LFS,ME,2012-01-01,36.1
Y55-64,PC_POP,T,EMP_LFS,ME,2013-01-01,36.9
Y55-64,PC_POP,T,EMP_LFS,ME,2014-01-01,38.7
Y55-64,PC_POP,T,EMP_LFS,ME,2015-01-01,40.0
Y55-64,PC_POP,T,EMP_LFS,ME,2016-01-01,41.2
Y55-64,PC_POP,T,EMP_LFS,ME,2017-01-01,43.7
Y55-64,PC_POP,T,EMP_LFS,MK,2005-01-01,
Y55-64,PC_POP,T,EMP_LFS,MK,2006-01-01,27.9
Y55-64,PC_POP,T,EMP_LFS,MK,2007-01-01,28.8
Y55-64,PC_POP,T,EMP_LFS,MK,2008-01-01,31.7
Y55-64,PC_POP,T,EMP_LFS,MK,2009-01-01,34.6
Y55-64,PC_POP,T,EMP_LFS,MK,2010-01-01,34.2
Y55-64,PC_POP,T,EMP_LFS,MK,2011-01-01,35.4
Y55-64,PC_POP,T,EMP_LFS,MK,2012-01-01,35.4
Y55-64,PC_POP,T,EMP_LFS,MK,2013-01-01,37.9
Y55-64,PC_POP,T,EMP_LFS,MK,2014-01-01,38.6
Y55-64,PC_POP,T,EMP_LFS,MK,2015-01-01,40.1
Y55-64,PC_POP,T,EMP_LFS,MK,2016-01-01,40.7
Y55-64,PC_POP,T,EMP_LFS,MK,2017-01-01,41.4
Y55-64,PC_POP,T,EMP_LFS,MT,2005-01-01,31.9
Y55-64,PC_POP,T,EMP_LFS,MT,2006-01-01,30.7
Y55-64,PC_POP,T,EMP_LFS,MT,2007-01-01,29.5
Y55-64,PC_POP,T,EMP_LFS,MT,2008-01-01,30.1
Y55-64,PC_POP,T,EMP_LFS,MT,2009-01-01,29.1
Y55-64,PC_POP,T,EMP_LFS,MT,2010-01-01,31.9
Y55-64,PC_POP,T,EMP_LFS,MT,2011-01-01,33.2
Y55-64,PC_POP,T,EMP_LFS,MT,2012-01-01,34.7
Y55-64,PC_POP,T,EMP_LFS,MT,2013-01-01,37.1
Y55-64,PC_POP,T,EMP_LFS,MT,2014-01-01,39.5
Y55-64,PC_POP,T,EMP_LFS,MT,2015-01-01,42.3
Y55-64,PC_POP,T,EMP_LFS,MT,2016-01-01,45.8
Y55-64,PC_POP,T,EMP_LFS,MT,2017-01-01,47.2
Y55-64,PC_POP,T,EMP_LFS,NL,2005-01-01,46.1
Y55-64,PC_POP,T,EMP_LFS,NL,2006-01-01,47.7
Y55-64,PC_POP,T,EMP_LFS,NL,2007-01-01,50.9
Y55-64,PC_POP,T,EMP_LFS,NL,2008-01-01,53.0
Y55-64,PC_POP,T,EMP_LFS,NL,2009-01-01,55.1
Y55-64,PC_POP,T,EMP_LFS,NL,2010-01-01,53.7
Y55-64,PC_POP,T,EMP_LFS,NL,2011-01-01,55.2
Y55-64,PC_POP,T,EMP_LFS,NL,2012-01-01,57.6
Y55-64,PC_POP,T,EMP_LFS,NL,2013-01-01,59.2
Y55-64,PC_POP,T,EMP_LFS,NL,2014-01-01,59.9
