unit,co_nco,na_item,finpos,sector,geotime,date,value
MIO_NAC,CO,F3,LIAB,S11,IT,2008-01-01,63578
MIO_NAC,CO,F3,LIAB,S11,IT,2009-01-01,82260
MIO_NAC,CO,F3,LIAB,S11,IT,2010-01-01,95282
MIO_NAC,CO,F3,LIAB,S11,IT,2011-01-01,89276
MIO_NAC,CO,F3,LIAB,S11,IT,2012-01-01,
MIO_NAC,CO,F3,LIAB,S11,IT,2013-01-01,
MIO_NAC,CO,F3,LIAB,S11,IT,2014-01-01,
MIO_NAC,CO,F3,LIAB,S11,IT,2015-01-01,
MIO_NAC,CO,F3,LIAB,S11,IT,2016-01-01,140917
MIO_NAC,CO,F3,LIAB,S11,IT,2017-01-01,160584
MIO_NAC,CO,F3,LIAB,S11,LT,1995-01-01,0
MIO_NAC,CO,F3,LIAB,S11,LT,1996-01-01,0
MIO_NAC,CO,F3,LIAB,S11,LT,1997-01-01,173
MIO_NAC,CO,F3,LIAB,S11,LT,1998-01-01,61
MIO_NAC,CO,F3,LIAB,S11,LT,1999-01-01,26
MIO_NAC,CO,F3,LIAB,S11,LT,2000-01-01,33
MIO_NAC,CO,F3,LIAB,S11,LT,2001-01-01,175
MIO_NAC,CO,F3,LIAB,S11,LT,2002-01-01,147
MIO_NAC,CO,F3,LIAB,S11,LT,2003-01-01,69
MIO_NAC,CO,F3,LIAB,S11,LT,2004-01-01,12
MIO_NAC,CO,F3,LIAB,S11,LT,2005-01-01,12
MIO_NAC,CO,F3,LIAB,S11,LT,2006-01-01,30
MIO_NAC,CO,F3,LIAB,S11,LT,2007-01-01,49
MIO_NAC,CO,F3,LIAB,S11,LT,2008-01-01,55
MIO_NAC,CO,F3,LIAB,S11,LT,2009-01-01,70
MIO_NAC,CO,F3,LIAB,S11,LT,2010-01-01,77
MIO_NAC,CO,F3,LIAB,S11,LT,2011-01-01,74
MIO_NAC,CO,F3,LIAB,S11,LT,2012-01-01,
MIO_NAC,CO,F3,LIAB,S11,LT,2013-01-01,
MIO_NAC,CO,F3,LIAB,S11,LT,2014-01-01,
MIO_NAC,CO,F3,LIAB,S11,LT,2015-01-01,
MIO_NAC,CO,F3,LIAB,S11,LT,2016-01-01,136
MIO_NAC,CO,F3,LIAB,S11,LT,2017-01-01,561
MIO_NAC,CO,F3,LIAB,S11,LU,1995-01-01,
MIO_NAC,CO,F3,LIAB,S11,LU,1996-01-01,
MIO_NAC,CO,F3,LIAB,S11,LU,1997-01-01,
MIO_NAC,CO,F3,LIAB,S11,LU,1998-01-01,
MIO_NAC,CO,F3,LIAB,S11,LU,1999-01-01,923
MIO_NAC,CO,F3,LIAB,S11,LU,2000-01-01,830
MIO_NAC,CO,F3,LIAB,S11,LU,2001-01-01,836
MIO_NAC,CO,F3,LIAB,S11,LU,2002-01-01,2555
MIO_NAC,CO,F3,LIAB,S11,LU,2003-01-01,4031
MIO_NAC,CO,F3,LIAB,S11,LU,2004-01-01,4479
MIO_NAC,CO,F3,LIAB,S11,LU,2005-01-01,3291
MIO_NAC,CO,F3,LIAB,S11,LU,2006-01-01,3592
