unit,airsect,airpol,geotime,date,value
PC,SE1_RD_NRD,NOX,NL,2009-01-01,
PC,SE1_RD_NRD,NOX,NL,2010-01-01,
PC,SE1_RD_NRD,NOX,NL,2011-01-01,
PC,SE1_RD_NRD,NOX,NL,2012-01-01,
PC,SE1_RD_NRD,NOX,NL,2013-01-01,
PC,SE1_RD_NRD,NOX,NL,2014-01-01,
PC,SE1_RD_NRD,NOX,NL,2015-01-01,
PC,SE1_RD_NRD,NOX,NL,2016-01-01,
PC,SE1_RD_NRD,NOX,PL,1990-01-01,100
PC,SE1_RD_NRD,NOX,PL,1991-01-01,104
PC,SE1_RD_NRD,NOX,PL,1992-01-01,103
PC,SE1_RD_NRD,NOX,PL,1993-01-01,99
PC,SE1_RD_NRD,NOX,PL,1994-01-01,100
PC,SE1_RD_NRD,NOX,PL,1995-01-01,100
PC,SE1_RD_NRD,NOX,PL,1996-01-01,109
PC,SE1_RD_NRD,NOX,PL,1997-01-01,110
PC,SE1_RD_NRD,NOX,PL,1998-01-01,109
PC,SE1_RD_NRD,NOX,PL,1999-01-01,114
PC,SE1_RD_NRD,NOX,PL,2000-01-01,
PC,SE1_RD_NRD,NOX,PL,2001-01-01,
PC,SE1_RD_NRD,NOX,PL,2002-01-01,
PC,SE1_RD_NRD,NOX,PL,2003-01-01,
PC,SE1_RD_NRD,NOX,PL,2004-01-01,
PC,SE1_RD_NRD,NOX,PL,2005-01-01,
PC,SE1_RD_NRD,NOX,PL,2006-01-01,
PC,SE1_RD_NRD,NOX,PL,2007-01-01,
PC,SE1_RD_NRD,NOX,PL,2008-01-01,
PC,SE1_RD_NRD,NOX,PL,2009-01-01,
PC,SE1_RD_NRD,NOX,PL,2010-01-01,
PC,SE1_RD_NRD,NOX,PL,2011-01-01,
PC,SE1_RD_NRD,NOX,PL,2012-01-01,
PC,SE1_RD_NRD,NOX,PL,2013-01-01,
PC,SE1_RD_NRD,NOX,PL,2014-01-01,
PC,SE1_RD_NRD,NOX,PL,2015-01-01,
PC,SE1_RD_NRD,NOX,PL,2016-01-01,
PC,SE1_RD_NRD,NOX,PT,1990-01-01,83
PC,SE1_RD_NRD,NOX,PT,1991-01-01,87
PC,SE1_RD_NRD,NOX,PT,1992-01-01,91
PC,SE1_RD_NRD,NOX,PT,1993-01-01,88
PC,SE1_RD_NRD,NOX,PT,1994-01-01,88
PC,SE1_RD_NRD,NOX,PT,1995-01-01,87
PC,SE1_RD_NRD,NOX,PT,1996-01-01,86
PC,SE1_RD_NRD,NOX,PT,1997-01-01,87
PC,SE1_RD_NRD,NOX,PT,1998-01-01,93
PC,SE1_RD_NRD,NOX,PT,1999-01-01,94
PC,SE1_RD_NRD,NOX,PT,2000-01-01,
PC,SE1_RD_NRD,NOX,PT,2001-01-01,
PC,SE1_RD_NRD,NOX,PT,2002-01-01,
PC,SE1_RD_NRD,NOX,PT,2003-01-01,
PC,SE1_RD_NRD,NOX,PT,2004-01-01,
PC,SE1_RD_NRD,NOX,PT,2005-01-01,
PC,SE1_RD_NRD,NOX,PT,2006-01-01,
PC,SE1_RD_NRD,NOX,PT,2007-01-01,
PC,SE1_RD_NRD,NOX,PT,2008-01-01,
PC,SE1_RD_NRD,NOX,PT,2009-01-01,
PC,SE1_RD_NRD,NOX,PT,2010-01-01,
PC,SE1_RD_NRD,NOX,PT,2011-01-01,
PC,SE1_RD_NRD,NOX,PT,2012-01-01,
PC,SE1_RD_NRD,NOX,PT,2013-01-01,
PC,SE1_RD_NRD,NOX,PT,2014-01-01,
PC,SE1_RD_NRD,NOX,PT,2015-01-01,
PC,SE1_RD_NRD,NOX,PT,2016-01-01,
PC,SE1_RD_NRD,NOX,RO,1990-01-01,194
PC,SE1_RD_NRD,NOX,RO,1991-01-01,174
PC,SE1_RD_NRD,NOX,RO,1992-01-01,178
PC,SE1_RD_NRD,NOX,RO,1993-01-01,137
PC,SE1_RD_NRD,NOX,RO,1994-01-01,142
PC,SE1_RD_NRD,NOX,RO,1995-01-01,131
PC,SE1_RD_NRD,NOX,RO,1996-01-01,184
PC,SE1_RD_NRD,NOX,RO,1997-01-01,198
PC,SE1_RD_NRD,NOX,RO,1998-01-01,179
PC,SE1_RD_NRD,NOX,RO,1999-01-01,150
PC,SE1_RD_NRD,NOX,RO,2000-01-01,
PC,SE1_RD_NRD,NOX,RO,2001-01-01,
PC,SE1_RD_NRD,NOX,RO,2002-01-01,
PC,SE1_RD_NRD,NOX,RO,2003-01-01,
PC,SE1_RD_NRD,NOX,RO,2004-01-01,
PC,SE1_RD_NRD,NOX,RO,2005-01-01,
PC,SE1_RD_NRD,NOX,RO,2006-01-01,
PC,SE1_RD_NRD,NOX,RO,2007-01-01,
PC,SE1_RD_NRD,NOX,RO,2008-01-01,
PC,SE1_RD_NRD,NOX,RO,2009-01-01,
PC,SE1_RD_NRD,NOX,RO,2010-01-01,
PC,SE1_RD_NRD,NOX,RO,2011-01-01,
PC,SE1_RD_NRD,NOX,RO,2012-01-01,
PC,SE1_RD_NRD,NOX,RO,2013-01-01,
PC,SE1_RD_NRD,NOX,RO,2014-01-01,
PC,SE1_RD_NRD,NOX,RO,2015-01-01,
PC,SE1_RD_NRD,NOX,RO,2016-01-01,
PC,SE1_RD_NRD,NOX,SE,1990-01-01,128
PC,SE1_RD_NRD,NOX,SE,1991-01-01,129
PC,SE1_RD_NRD,NOX,SE,1992-01-01,124
PC,SE1_RD_NRD,NOX,SE,1993-01-01,114
PC,SE1_RD_NRD,NOX,SE,1994-01-01,117
PC,SE1_RD_NRD,NOX,SE,1995-01-01,114
PC,SE1_RD_NRD,NOX,SE,1996-01-01,109
PC,SE1_RD_NRD,NOX,SE,1997-01-01,106
PC,SE1_RD_NRD,NOX,SE,1998-01-01,102
PC,SE1_RD_NRD,NOX,SE,1999-01-01,101
PC,SE1_RD_NRD,NOX,SE,2000-01-01,
PC,SE1_RD_NRD,NOX,SE,2001-01-01,
PC,SE1_RD_NRD,NOX,SE,2002-01-01,
PC,SE1_RD_NRD,NOX,SE,2003-01-01,
PC,SE1_RD_NRD,NOX,SE,2004-01-01,
PC,SE1_RD_NRD,NOX,SE,2005-01-01,
PC,SE1_RD_NRD,NOX,SE,2006-01-01,
PC,SE1_RD_NRD,NOX,SE,2007-01-01,
PC,SE1_RD_NRD,NOX,SE,2008-01-01,
PC,SE1_RD_NRD,NOX,SE,2009-01-01,
PC,SE1_RD_NRD,NOX,SE,2010-01-01,
PC,SE1_RD_NRD,NOX,SE,2011-01-01,
PC,SE1_RD_NRD,NOX,SE,2012-01-01,
PC,SE1_RD_NRD,NOX,SE,2013-01-01,
PC,SE1_RD_NRD,NOX,SE,2014-01-01,
PC,SE1_RD_NRD,NOX,SE,2015-01-01,
PC,SE1_RD_NRD,NOX,SE,2016-01-01,
PC,SE1_RD_NRD,NOX,SI,1990-01-01,126
PC,SE1_RD_NRD,NOX,SI,1991-01-01,119
PC,SE1_RD_NRD,NOX,SI,1992-01-01,123
PC,SE1_RD_NRD,NOX,SI,1993-01-01,137
PC,SE1_RD_NRD,NOX,SI,1994-01-01,144
PC,SE1_RD_NRD,NOX,SI,1995-01-01,147
PC,SE1_RD_NRD,NOX,SI,1996-01-01,158
PC,SE1_RD_NRD,NOX,SI,1997-01-01,149
PC,SE1_RD_NRD,NOX,SI,1998-01-01,119
PC,SE1_RD_NRD,NOX,SI,1999-01-01,103
PC,SE1_RD_NRD,NOX,SI,2000-01-01,
PC,SE1_RD_NRD,NOX,SI,2001-01-01,
PC,SE1_RD_NRD,NOX,SI,2002-01-01,
PC,SE1_RD_NRD,NOX,SI,2003-01-01,
PC,SE1_RD_NRD,NOX,SI,2004-01-01,
PC,SE1_RD_NRD,NOX,SI,2005-01-01,
PC,SE1_RD_NRD,NOX,SI,2006-01-01,
PC,SE1_RD_NRD,NOX,SI,2007-01-01,
PC,SE1_RD_NRD,NOX,SI,2008-01-01,
PC,SE1_RD_NRD,NOX,SI,2009-01-01,
PC,SE1_RD_NRD,NOX,SI,2010-01-01,
PC,SE1_RD_NRD,NOX,SI,2011-01-01,
PC,SE1_RD_NRD,NOX,SI,2012-01-01,
PC,SE1_RD_NRD,NOX,SI,2013-01-01,
PC,SE1_RD_NRD,NOX,SI,2014-01-01,
PC,SE1_RD_NRD,NOX,SI,2015-01-01,
PC,SE1_RD_NRD,NOX,SI,2016-01-01,
PC,SE1_RD_NRD,NOX,SK,1990-01-01,172
PC,SE1_RD_NRD,NOX,SK,1991-01-01,145
PC,SE1_RD_NRD,NOX,SK,1992-01-01,131
PC,SE1_RD_NRD,NOX,SK,1993-01-01,126
PC,SE1_RD_NRD,NOX,SK,1994-01-01,130
PC,SE1_RD_NRD,NOX,SK,1995-01-01,133
PC,SE1_RD_NRD,NOX,SK,1996-01-01,128
PC,SE1_RD_NRD,NOX,SK,1997-01-01,124
PC,SE1_RD_NRD,NOX,SK,1998-01-01,124
PC,SE1_RD_NRD,NOX,SK,1999-01-01,114
PC,SE1_RD_NRD,NOX,SK,2000-01-01,
PC,SE1_RD_NRD,NOX,SK,2001-01-01,
PC,SE1_RD_NRD,NOX,SK,2002-01-01,
PC,SE1_RD_NRD,NOX,SK,2003-01-01,
PC,SE1_RD_NRD,NOX,SK,2004-01-01,
PC,SE1_RD_NRD,NOX,SK,2005-01-01,
PC,SE1_RD_NRD,NOX,SK,2006-01-01,
PC,SE1_RD_NRD,NOX,SK,2007-01-01,
PC,SE1_RD_NRD,NOX,SK,2008-01-01,
PC,SE1_RD_NRD,NOX,SK,2009-01-01,
PC,SE1_RD_NRD,NOX,SK,2010-01-01,
PC,SE1_RD_NRD,NOX,SK,2011-01-01,
PC,SE1_RD_NRD,NOX,SK,2012-01-01,
PC,SE1_RD_NRD,NOX,SK,2013-01-01,
PC,SE1_RD_NRD,NOX,SK,2014-01-01,
PC,SE1_RD_NRD,NOX,SK,2015-01-01,
PC,SE1_RD_NRD,NOX,SK,2016-01-01,
PC,SE1_RD_NRD,NOX,UK,1990-01-01,158
PC,SE1_RD_NRD,NOX,UK,1991-01-01,155
PC,SE1_RD_NRD,NOX,UK,1992-01-01,155
PC,SE1_RD_NRD,NOX,UK,1993-01-01,149
PC,SE1_RD_NRD,NOX,UK,1994-01-01,142
PC,SE1_RD_NRD,NOX,UK,1995-01-01,133
PC,SE1_RD_NRD,NOX,UK,1996-01-01,130
PC,SE1_RD_NRD,NOX,UK,1997-01-01,122
PC,SE1_RD_NRD,NOX,UK,1998-01-01,115
PC,SE1_RD_NRD,NOX,UK,1999-01-01,109
PC,SE1_RD_NRD,NOX,UK,2000-01-01,
PC,SE1_RD_NRD,NOX,UK,2001-01-01,
PC,SE1_RD_NRD,NOX,UK,2002-01-01,
PC,SE1_RD_NRD,NOX,UK,2003-01-01,
PC,SE1_RD_NRD,NOX,UK,2004-01-01,
PC,SE1_RD_NRD,NOX,UK,2005-01-01,
PC,SE1_RD_NRD,NOX,UK,2006-01-01,
PC,SE1_RD_NRD,NOX,UK,2007-01-01,
PC,SE1_RD_NRD,NOX,UK,2008-01-01,
PC,SE1_RD_NRD,NOX,UK,2009-01-01,
PC,SE1_RD_NRD,NOX,UK,2010-01-01,
PC,SE1_RD_NRD,NOX,UK,2011-01-01,
PC,SE1_RD_NRD,NOX,UK,2012-01-01,
PC,SE1_RD_NRD,NOX,UK,2013-01-01,
PC,SE1_RD_NRD,NOX,UK,2014-01-01,
PC,SE1_RD_NRD,NOX,UK,2015-01-01,
PC,SE1_RD_NRD,NOX,UK,2016-01-01,
PC,SE1_RD_NRD,PM10,AT,1990-01-01,
PC,SE1_RD_NRD,PM10,AT,1991-01-01,
PC,SE1_RD_NRD,PM10,AT,1992-01-01,
PC,SE1_RD_NRD,PM10,AT,1993-01-01,
PC,SE1_RD_NRD,PM10,AT,1994-01-01,
PC,SE1_RD_NRD,PM10,AT,1995-01-01,
PC,SE1_RD_NRD,PM10,AT,1996-01-01,
PC,SE1_RD_NRD,PM10,AT,1997-01-01,
PC,SE1_RD_NRD,PM10,AT,1998-01-01,
PC,SE1_RD_NRD,PM10,AT,1999-01-01,
PC,SE1_RD_NRD,PM10,AT,2000-01-01,
PC,SE1_RD_NRD,PM10,AT,2001-01-01,
PC,SE1_RD_NRD,PM10,AT,2002-01-01,
PC,SE1_RD_NRD,PM10,AT,2003-01-01,
PC,SE1_RD_NRD,PM10,AT,2004-01-01,
PC,SE1_RD_NRD,PM10,AT,2005-01-01,
PC,SE1_RD_NRD,PM10,AT,2006-01-01,
PC,SE1_RD_NRD,PM10,AT,2007-01-01,
PC,SE1_RD_NRD,PM10,AT,2008-01-01,
PC,SE1_RD_NRD,PM10,AT,2009-01-01,
PC,SE1_RD_NRD,PM10,AT,2010-01-01,
PC,SE1_RD_NRD,PM10,AT,2011-01-01,
PC,SE1_RD_NRD,PM10,AT,2012-01-01,
PC,SE1_RD_NRD,PM10,AT,2013-01-01,
PC,SE1_RD_NRD,PM10,AT,2014-01-01,
PC,SE1_RD_NRD,PM10,AT,2015-01-01,
PC,SE1_RD_NRD,PM10,AT,2016-01-01,
PC,SE1_RD_NRD,PM10,BE,1990-01-01,
PC,SE1_RD_NRD,PM10,BE,1991-01-01,
PC,SE1_RD_NRD,PM10,BE,1992-01-01,
PC,SE1_RD_NRD,PM10,BE,1993-01-01,
PC,SE1_RD_NRD,PM10,BE,1994-01-01,
PC,SE1_RD_NRD,PM10,BE,1995-01-01,
PC,SE1_RD_NRD,PM10,BE,1996-01-01,
PC,SE1_RD_NRD,PM10,BE,1997-01-01,
PC,SE1_RD_NRD,PM10,BE,1998-01-01,
PC,SE1_RD_NRD,PM10,BE,1999-01-01,
PC,SE1_RD_NRD,PM10,BE,2000-01-01,
PC,SE1_RD_NRD,PM10,BE,2001-01-01,
PC,SE1_RD_NRD,PM10,BE,2002-01-01,
PC,SE1_RD_NRD,PM10,BE,2003-01-01,
PC,SE1_RD_NRD,PM10,BE,2004-01-01,
PC,SE1_RD_NRD,PM10,BE,2005-01-01,
PC,SE1_RD_NRD,PM10,BE,2006-01-01,
PC,SE1_RD_NRD,PM10,BE,2007-01-01,
PC,SE1_RD_NRD,PM10,BE,2008-01-01,
PC,SE1_RD_NRD,PM10,BE,2009-01-01,
PC,SE1_RD_NRD,PM10,BE,2010-01-01,
PC,SE1_RD_NRD,PM10,BE,2011-01-01,
PC,SE1_RD_NRD,PM10,BE,2012-01-01,
PC,SE1_RD_NRD,PM10,BE,2013-01-01,
PC,SE1_RD_NRD,PM10,BE,2014-01-01,
PC,SE1_RD_NRD,PM10,BE,2015-01-01,
PC,SE1_RD_NRD,PM10,BE,2016-01-01,
PC,SE1_RD_NRD,PM10,BG,1990-01-01,
PC,SE1_RD_NRD,PM10,BG,1991-01-01,
PC,SE1_RD_NRD,PM10,BG,1992-01-01,
PC,SE1_RD_NRD,PM10,BG,1993-01-01,
PC,SE1_RD_NRD,PM10,BG,1994-01-01,
PC,SE1_RD_NRD,PM10,BG,1995-01-01,
PC,SE1_RD_NRD,PM10,BG,1996-01-01,
PC,SE1_RD_NRD,PM10,BG,1997-01-01,
PC,SE1_RD_NRD,PM10,BG,1998-01-01,
PC,SE1_RD_NRD,PM10,BG,1999-01-01,
PC,SE1_RD_NRD,PM10,BG,2000-01-01,
PC,SE1_RD_NRD,PM10,BG,2001-01-01,
PC,SE1_RD_NRD,PM10,BG,2002-01-01,
PC,SE1_RD_NRD,PM10,BG,2003-01-01,
PC,SE1_RD_NRD,PM10,BG,2004-01-01,
PC,SE1_RD_NRD,PM10,BG,2005-01-01,
PC,SE1_RD_NRD,PM10,BG,2006-01-01,
PC,SE1_RD_NRD,PM10,BG,2007-01-01,
PC,SE1_RD_NRD,PM10,BG,2008-01-01,
PC,SE1_RD_NRD,PM10,BG,2009-01-01,
PC,SE1_RD_NRD,PM10,BG,2010-01-01,
PC,SE1_RD_NRD,PM10,BG,2011-01-01,
PC,SE1_RD_NRD,PM10,BG,2012-01-01,
PC,SE1_RD_NRD,PM10,BG,2013-01-01,
PC,SE1_RD_NRD,PM10,BG,2014-01-01,
PC,SE1_RD_NRD,PM10,BG,2015-01-01,
PC,SE1_RD_NRD,PM10,BG,2016-01-01,
PC,SE1_RD_NRD,PM10,CY,1990-01-01,
PC,SE1_RD_NRD,PM10,CY,1991-01-01,
PC,SE1_RD_NRD,PM10,CY,1992-01-01,
PC,SE1_RD_NRD,PM10,CY,1993-01-01,
PC,SE1_RD_NRD,PM10,CY,1994-01-01,
PC,SE1_RD_NRD,PM10,CY,1995-01-01,
PC,SE1_RD_NRD,PM10,CY,1996-01-01,
PC,SE1_RD_NRD,PM10,CY,1997-01-01,
PC,SE1_RD_NRD,PM10,CY,1998-01-01,
PC,SE1_RD_NRD,PM10,CY,1999-01-01,
PC,SE1_RD_NRD,PM10,CY,2000-01-01,
PC,SE1_RD_NRD,PM10,CY,2001-01-01,
PC,SE1_RD_NRD,PM10,CY,2002-01-01,
PC,SE1_RD_NRD,PM10,CY,2003-01-01,
PC,SE1_RD_NRD,PM10,CY,2004-01-01,
PC,SE1_RD_NRD,PM10,CY,2005-01-01,
PC,SE1_RD_NRD,PM10,CY,2006-01-01,
PC,SE1_RD_NRD,PM10,CY,2007-01-01,
PC,SE1_RD_NRD,PM10,CY,2008-01-01,
PC,SE1_RD_NRD,PM10,CY,2009-01-01,
PC,SE1_RD_NRD,PM10,CY,2010-01-01,
PC,SE1_RD_NRD,PM10,CY,2011-01-01,
PC,SE1_RD_NRD,PM10,CY,2012-01-01,
PC,SE1_RD_NRD,PM10,CY,2013-01-01,
PC,SE1_RD_NRD,PM10,CY,2014-01-01,
PC,SE1_RD_NRD,PM10,CY,2015-01-01,
PC,SE1_RD_NRD,PM10,CY,2016-01-01,
PC,SE1_RD_NRD,PM10,CZ,1990-01-01,
PC,SE1_RD_NRD,PM10,CZ,1991-01-01,
PC,SE1_RD_NRD,PM10,CZ,1992-01-01,
PC,SE1_RD_NRD,PM10,CZ,1993-01-01,
PC,SE1_RD_NRD,PM10,CZ,1994-01-01,
PC,SE1_RD_NRD,PM10,CZ,1995-01-01,
PC,SE1_RD_NRD,PM10,CZ,1996-01-01,
PC,SE1_RD_NRD,PM10,CZ,1997-01-01,
PC,SE1_RD_NRD,PM10,CZ,1998-01-01,
PC,SE1_RD_NRD,PM10,CZ,1999-01-01,
PC,SE1_RD_NRD,PM10,CZ,2000-01-01,
PC,SE1_RD_NRD,PM10,CZ,2001-01-01,
PC,SE1_RD_NRD,PM10,CZ,2002-01-01,
PC,SE1_RD_NRD,PM10,CZ,2003-01-01,
PC,SE1_RD_NRD,PM10,CZ,2004-01-01,
PC,SE1_RD_NRD,PM10,CZ,2005-01-01,
PC,SE1_RD_NRD,PM10,CZ,2006-01-01,
PC,SE1_RD_NRD,PM10,CZ,2007-01-01,
PC,SE1_RD_NRD,PM10,CZ,2008-01-01,
PC,SE1_RD_NRD,PM10,CZ,2009-01-01,
PC,SE1_RD_NRD,PM10,CZ,2010-01-01,
PC,SE1_RD_NRD,PM10,CZ,2011-01-01,
PC,SE1_RD_NRD,PM10,CZ,2012-01-01,
PC,SE1_RD_NRD,PM10,CZ,2013-01-01,
PC,SE1_RD_NRD,PM10,CZ,2014-01-01,
PC,SE1_RD_NRD,PM10,CZ,2015-01-01,
PC,SE1_RD_NRD,PM10,CZ,2016-01-01,
PC,SE1_RD_NRD,PM10,DE,1990-01-01,
PC,SE1_RD_NRD,PM10,DE,1991-01-01,
PC,SE1_RD_NRD,PM10,DE,1992-01-01,
PC,SE1_RD_NRD,PM10,DE,1993-01-01,
PC,SE1_RD_NRD,PM10,DE,1994-01-01,
PC,SE1_RD_NRD,PM10,DE,1995-01-01,
PC,SE1_RD_NRD,PM10,DE,1996-01-01,
PC,SE1_RD_NRD,PM10,DE,1997-01-01,
PC,SE1_RD_NRD,PM10,DE,1998-01-01,
PC,SE1_RD_NRD,PM10,DE,1999-01-01,
PC,SE1_RD_NRD,PM10,DE,2000-01-01,
PC,SE1_RD_NRD,PM10,DE,2001-01-01,
PC,SE1_RD_NRD,PM10,DE,2002-01-01,
PC,SE1_RD_NRD,PM10,DE,2003-01-01,
PC,SE1_RD_NRD,PM10,DE,2004-01-01,
PC,SE1_RD_NRD,PM10,DE,2005-01-01,
PC,SE1_RD_NRD,PM10,DE,2006-01-01,
PC,SE1_RD_NRD,PM10,DE,2007-01-01,
PC,SE1_RD_NRD,PM10,DE,2008-01-01,
PC,SE1_RD_NRD,PM10,DE,2009-01-01,
PC,SE1_RD_NRD,PM10,DE,2010-01-01,
PC,SE1_RD_NRD,PM10,DE,2011-01-01,
PC,SE1_RD_NRD,PM10,DE,2012-01-01,
PC,SE1_RD_NRD,PM10,DE,2013-01-01,
PC,SE1_RD_NRD,PM10,DE,2014-01-01,
PC,SE1_RD_NRD,PM10,DE,2015-01-01,
PC,SE1_RD_NRD,PM10,DE,2016-01-01,
PC,SE1_RD_NRD,PM10,DK,1990-01-01,
PC,SE1_RD_NRD,PM10,DK,1991-01-01,
PC,SE1_RD_NRD,PM10,DK,1992-01-01,
PC,SE1_RD_NRD,PM10,DK,1993-01-01,
PC,SE1_RD_NRD,PM10,DK,1994-01-01,
PC,SE1_RD_NRD,PM10,DK,1995-01-01,
PC,SE1_RD_NRD,PM10,DK,1996-01-01,
PC,SE1_RD_NRD,PM10,DK,1997-01-01,
PC,SE1_RD_NRD,PM10,DK,1998-01-01,
PC,SE1_RD_NRD,PM10,DK,1999-01-01,
PC,SE1_RD_NRD,PM10,DK,2000-01-01,
PC,SE1_RD_NRD,PM10,DK,2001-01-01,
PC,SE1_RD_NRD,PM10,DK,2002-01-01,
PC,SE1_RD_NRD,PM10,DK,2003-01-01,
PC,SE1_RD_NRD,PM10,DK,2004-01-01,
PC,SE1_RD_NRD,PM10,DK,2005-01-01,
PC,SE1_RD_NRD,PM10,DK,2006-01-01,
PC,SE1_RD_NRD,PM10,DK,2007-01-01,
PC,SE1_RD_NRD,PM10,DK,2008-01-01,
PC,SE1_RD_NRD,PM10,DK,2009-01-01,
PC,SE1_RD_NRD,PM10,DK,2010-01-01,
PC,SE1_RD_NRD,PM10,DK,2011-01-01,
PC,SE1_RD_NRD,PM10,DK,2012-01-01,
PC,SE1_RD_NRD,PM10,DK,2013-01-01,
PC,SE1_RD_NRD,PM10,DK,2014-01-01,
PC,SE1_RD_NRD,PM10,DK,2015-01-01,
PC,SE1_RD_NRD,PM10,DK,2016-01-01,
PC,SE1_RD_NRD,PM10,EE,1990-01-01,
PC,SE1_RD_NRD,PM10,EE,1991-01-01,
PC,SE1_RD_NRD,PM10,EE,1992-01-01,
PC,SE1_RD_NRD,PM10,EE,1993-01-01,
PC,SE1_RD_NRD,PM10,EE,1994-01-01,
PC,SE1_RD_NRD,PM10,EE,1995-01-01,
PC,SE1_RD_NRD,PM10,EE,1996-01-01,
PC,SE1_RD_NRD,PM10,EE,1997-01-01,
PC,SE1_RD_NRD,PM10,EE,1998-01-01,
PC,SE1_RD_NRD,PM10,EE,1999-01-01,
PC,SE1_RD_NRD,PM10,EE,2000-01-01,
PC,SE1_RD_NRD,PM10,EE,2001-01-01,
PC,SE1_RD_NRD,PM10,EE,2002-01-01,
PC,SE1_RD_NRD,PM10,EE,2003-01-01,
PC,SE1_RD_NRD,PM10,EE,2004-01-01,
PC,SE1_RD_NRD,PM10,EE,2005-01-01,
PC,SE1_RD_NRD,PM10,EE,2006-01-01,
PC,SE1_RD_NRD,PM10,EE,2007-01-01,
PC,SE1_RD_NRD,PM10,EE,2008-01-01,
PC,SE1_RD_NRD,PM10,EE,2009-01-01,
PC,SE1_RD_NRD,PM10,EE,2010-01-01,
PC,SE1_RD_NRD,PM10,EE,2011-01-01,
PC,SE1_RD_NRD,PM10,EE,2012-01-01,
PC,SE1_RD_NRD,PM10,EE,2013-01-01,
PC,SE1_RD_NRD,PM10,EE,2014-01-01,
PC,SE1_RD_NRD,PM10,EE,2015-01-01,
PC,SE1_RD_NRD,PM10,EE,2016-01-01,
PC,SE1_RD_NRD,PM10,EL,1990-01-01,
PC,SE1_RD_NRD,PM10,EL,1991-01-01,
PC,SE1_RD_NRD,PM10,EL,1992-01-01,
PC,SE1_RD_NRD,PM10,EL,1993-01-01,
PC,SE1_RD_NRD,PM10,EL,1994-01-01,
PC,SE1_RD_NRD,PM10,EL,1995-01-01,
PC,SE1_RD_NRD,PM10,EL,1996-01-01,
PC,SE1_RD_NRD,PM10,EL,1997-01-01,
PC,SE1_RD_NRD,PM10,EL,1998-01-01,
PC,SE1_RD_NRD,PM10,EL,1999-01-01,
PC,SE1_RD_NRD,PM10,EL,2000-01-01,
PC,SE1_RD_NRD,PM10,EL,2001-01-01,
PC,SE1_RD_NRD,PM10,EL,2002-01-01,
PC,SE1_RD_NRD,PM10,EL,2003-01-01,
PC,SE1_RD_NRD,PM10,EL,2004-01-01,
PC,SE1_RD_NRD,PM10,EL,2005-01-01,
PC,SE1_RD_NRD,PM10,EL,2006-01-01,
PC,SE1_RD_NRD,PM10,EL,2007-01-01,
PC,SE1_RD_NRD,PM10,EL,2008-01-01,
PC,SE1_RD_NRD,PM10,EL,2009-01-01,
PC,SE1_RD_NRD,PM10,EL,2010-01-01,
PC,SE1_RD_NRD,PM10,EL,2011-01-01,
PC,SE1_RD_NRD,PM10,EL,2012-01-01,
PC,SE1_RD_NRD,PM10,EL,2013-01-01,
PC,SE1_RD_NRD,PM10,EL,2014-01-01,
PC,SE1_RD_NRD,PM10,EL,2015-01-01,
PC,SE1_RD_NRD,PM10,EL,2016-01-01,
PC,SE1_RD_NRD,PM10,ES,1990-01-01,
PC,SE1_RD_NRD,PM10,ES,1991-01-01,
PC,SE1_RD_NRD,PM10,ES,1992-01-01,
PC,SE1_RD_NRD,PM10,ES,1993-01-01,
PC,SE1_RD_NRD,PM10,ES,1994-01-01,
PC,SE1_RD_NRD,PM10,ES,1995-01-01,
PC,SE1_RD_NRD,PM10,ES,1996-01-01,
PC,SE1_RD_NRD,PM10,ES,1997-01-01,
PC,SE1_RD_NRD,PM10,ES,1998-01-01,
PC,SE1_RD_NRD,PM10,ES,1999-01-01,
PC,SE1_RD_NRD,PM10,ES,2000-01-01,
PC,SE1_RD_NRD,PM10,ES,2001-01-01,
PC,SE1_RD_NRD,PM10,ES,2002-01-01,
PC,SE1_RD_NRD,PM10,ES,2003-01-01,
PC,SE1_RD_NRD,PM10,ES,2004-01-01,
PC,SE1_RD_NRD,PM10,ES,2005-01-01,
PC,SE1_RD_NRD,PM10,ES,2006-01-01,
PC,SE1_RD_NRD,PM10,ES,2007-01-01,
PC,SE1_RD_NRD,PM10,ES,2008-01-01,
PC,SE1_RD_NRD,PM10,ES,2009-01-01,
PC,SE1_RD_NRD,PM10,ES,2010-01-01,
PC,SE1_RD_NRD,PM10,ES,2011-01-01,
PC,SE1_RD_NRD,PM10,ES,2012-01-01,
PC,SE1_RD_NRD,PM10,ES,2013-01-01,
PC,SE1_RD_NRD,PM10,ES,2014-01-01,
PC,SE1_RD_NRD,PM10,ES,2015-01-01,
PC,SE1_RD_NRD,PM10,ES,2016-01-01,
PC,SE1_RD_NRD,PM10,EU28,1990-01-01,
PC,SE1_RD_NRD,PM10,EU28,1991-01-01,
PC,SE1_RD_NRD,PM10,EU28,1992-01-01,
PC,SE1_RD_NRD,PM10,EU28,1993-01-01,
PC,SE1_RD_NRD,PM10,EU28,1994-01-01,
PC,SE1_RD_NRD,PM10,EU28,1995-01-01,
PC,SE1_RD_NRD,PM10,EU28,1996-01-01,
PC,SE1_RD_NRD,PM10,EU28,1997-01-01,
PC,SE1_RD_NRD,PM10,EU28,1998-01-01,
PC,SE1_RD_NRD,PM10,EU28,1999-01-01,
PC,SE1_RD_NRD,PM10,EU28,2000-01-01,
