sex,age,unit,geotime,date,value
T,TOTAL,PC,HR,2008-01-01,
T,TOTAL,PC,HR,2009-01-01,
T,TOTAL,PC,HR,2010-01-01,31
T,TOTAL,PC,HR,2011-01-01,32
T,TOTAL,PC,HR,2012-01-01,32
T,TOTAL,PC,HR,2013-01-01,29
T,TOTAL,PC,HR,2014-01-01,29
T,TOTAL,PC,HR,2015-01-01,
T,TOTAL,PC,HR,2016-01-01,27
T,TOTAL,PC,HR,2017-01-01,
T,TOTAL,PC,HU,2005-01-01,32
T,TOTAL,PC,HU,2006-01-01,31
T,TOTAL,PC,HU,2007-01-01,29
T,TOTAL,PC,HU,2008-01-01,28
T,TOTAL,PC,HU,2009-01-01,29
T,TOTAL,PC,HU,2010-01-01,29
T,TOTAL,PC,HU,2011-01-01,31
T,TOTAL,PC,HU,2012-01-01,33
T,TOTAL,PC,HU,2013-01-01,34
T,TOTAL,PC,HU,2014-01-01,31
T,TOTAL,PC,HU,2015-01-01,
T,TOTAL,PC,HU,2016-01-01,26
T,TOTAL,PC,HU,2017-01-01,25
T,TOTAL,PC,IE,2005-01-01,25
T,TOTAL,PC,IE,2006-01-01,23
T,TOTAL,PC,IE,2007-01-01,23
T,TOTAL,PC,IE,2008-01-01,23
T,TOTAL,PC,IE,2009-01-01,25
T,TOTAL,PC,IE,2010-01-01,27
T,TOTAL,PC,IE,2011-01-01,29
T,TOTAL,PC,IE,2012-01-01,30
T,TOTAL,PC,IE,2013-01-01,29
T,TOTAL,PC,IE,2014-01-01,27
T,TOTAL,PC,IE,2015-01-01,
T,TOTAL,PC,IE,2016-01-01,24
T,TOTAL,PC,IE,2017-01-01,
T,TOTAL,PC,IS,2005-01-01,13
T,TOTAL,PC,IS,2006-01-01,12
T,TOTAL,PC,IS,2007-01-01,13
T,TOTAL,PC,IS,2008-01-01,11
T,TOTAL,PC,IS,2009-01-01,11
T,TOTAL,PC,IS,2010-01-01,13
T,TOTAL,PC,IS,2011-01-01,13
T,TOTAL,PC,IS,2012-01-01,12
T,TOTAL,PC,IS,2013-01-01,13
T,TOTAL,PC,IS,2014-01-01,11
T,TOTAL,PC,IS,2015-01-01,
T,TOTAL,PC,IS,2016-01-01,12
T,TOTAL,PC,IS,2017-01-01,
T,TOTAL,PC,IT,2005-01-01,25
T,TOTAL,PC,IT,2006-01-01,25
T,TOTAL,PC,IT,2007-01-01,26
T,TOTAL,PC,IT,2008-01-01,25
T,TOTAL,PC,IT,2009-01-01,24
T,TOTAL,PC,IT,2010-01-01,25
T,TOTAL,PC,IT,2011-01-01,28
T,TOTAL,PC,IT,2012-01-01,29
T,TOTAL,PC,IT,2013-01-01,28
T,TOTAL,PC,IT,2014-01-01,28
T,TOTAL,PC,IT,2015-01-01,
T,TOTAL,PC,IT,2016-01-01,30
T,TOTAL,PC,IT,2017-01-01,28
T,TOTAL,PC,LT,2005-01-01,41
T,TOTAL,PC,LT,2006-01-01,35
T,TOTAL,PC,LT,2007-01-01,28
T,TOTAL,PC,LT,2008-01-01,28
T,TOTAL,PC,LT,2009-01-01,29
T,TOTAL,PC,LT,2010-01-01,34
T,TOTAL,PC,LT,2011-01-01,33
T,TOTAL,PC,LT,2012-01-01,32
T,TOTAL,PC,LT,2013-01-01,30
T,TOTAL,PC,LT,2014-01-01,27
T,TOTAL,PC,LT,2015-01-01,
T,TOTAL,PC,LT,2016-01-01,30
T,TOTAL,PC,LT,2017-01-01,29
T,TOTAL,PC,LU,2005-01-01,17
T,TOTAL,PC,LU,2006-01-01,16
T,TOTAL,PC,LU,2007-01-01,15
T,TOTAL,PC,LU,2008-01-01,15
T,TOTAL,PC,LU,2009-01-01,17
T,TOTAL,PC,LU,2010-01-01,17
T,TOTAL,PC,LU,2011-01-01,16
T,TOTAL,PC,LU,2012-01-01,18
T,TOTAL,PC,LU,2013-01-01,19
T,TOTAL,PC,LU,2014-01-01,19
T,TOTAL,PC,LU,2015-01-01,
T,TOTAL,PC,LU,2016-01-01,19
T,TOTAL,PC,LU,2017-01-01,21
T,TOTAL,PC,LV,2005-01-01,46
T,TOTAL,PC,LV,2006-01-01,42
T,TOTAL,PC,LV,2007-01-01,35
T,TOTAL,PC,LV,2008-01-01,34
T,TOTAL,PC,LV,2009-01-01,37
T,TOTAL,PC,LV,2010-01-01,38
T,TOTAL,PC,LV,2011-01-01,40
T,TOTAL,PC,LV,2012-01-01,36
T,TOTAL,PC,LV,2013-01-01,35
T,TOTAL,PC,LV,2014-01-01,32
T,TOTAL,PC,LV,2015-01-01,
T,TOTAL,PC,LV,2016-01-01,28
T,TOTAL,PC,LV,2017-01-01,28
T,TOTAL,PC,MK,2005-01-01,
T,TOTAL,PC,MK,2006-01-01,
T,TOTAL,PC,MK,2007-01-01,
T,TOTAL,PC,MK,2008-01-01,
T,TOTAL,PC,MK,2009-01-01,
T,TOTAL,PC,MK,2010-01-01,47
T,TOTAL,PC,MK,2011-01-01,50
T,TOTAL,PC,MK,2012-01-01,50
T,TOTAL,PC,MK,2013-01-01,48
T,TOTAL,PC,MK,2014-01-01,43
T,TOTAL,PC,MK,2015-01-01,
T,TOTAL,PC,MK,2016-01-01,41
T,TOTAL,PC,MK,2017-01-01,
T,TOTAL,PC,MT,2005-01-01,20
T,TOTAL,PC,MT,2006-01-01,19
T,TOTAL,PC,MT,2007-01-01,19
T,TOTAL,PC,MT,2008-01-01,20
T,TOTAL,PC,MT,2009-01-01,20
T,TOTAL,PC,MT,2010-01-01,21
T,TOTAL,PC,MT,2011-01-01,22
T,TOTAL,PC,MT,2012-01-01,23
T,TOTAL,PC,MT,2013-01-01,24
T,TOTAL,PC,MT,2014-01-01,23
T,TOTAL,PC,MT,2015-01-01,
T,TOTAL,PC,MT,2016-01-01,20
T,TOTAL,PC,MT,2017-01-01,19
T,TOTAL,PC,NL,2005-01-01,16
T,TOTAL,PC,NL,2006-01-01,16
T,TOTAL,PC,NL,2007-01-01,15
T,TOTAL,PC,NL,2008-01-01,14
T,TOTAL,PC,NL,2009-01-01,15
T,TOTAL,PC,NL,2010-01-01,15
T,TOTAL,PC,NL,2011-01-01,15
T,TOTAL,PC,NL,2012-01-01,15
T,TOTAL,PC,NL,2013-01-01,15
T,TOTAL,PC,NL,2014-01-01,16
T,TOTAL,PC,NL,2015-01-01,
T,TOTAL,PC,NL,2016-01-01,16
T,TOTAL,PC,NL,2017-01-01,17
T,TOTAL,PC,NO,2005-01-01,16
T,TOTAL,PC,NO,2006-01-01,16
T,TOTAL,PC,NO,2007-01-01,16
T,TOTAL,PC,NO,2008-01-01,15
T,TOTAL,PC,NO,2009-01-01,15
T,TOTAL,PC,NO,2010-01-01,14
T,TOTAL,PC,NO,2011-01-01,14
T,TOTAL,PC,NO,2012-01-01,13
T,TOTAL,PC,NO,2013-01-01,14
T,TOTAL,PC,NO,2014-01-01,13
T,TOTAL,PC,NO,2015-01-01,
T,TOTAL,PC,NO,2016-01-01,15
T,TOTAL,PC,NO,2017-01-01,16
T,TOTAL,PC,PL,2005-01-01,45
T,TOTAL,PC,PL,2006-01-01,39
T,TOTAL,PC,PL,2007-01-01,34
T,TOTAL,PC,PL,2008-01-01,30
T,TOTAL,PC,PL,2009-01-01,27
T,TOTAL,PC,PL,2010-01-01,27
T,TOTAL,PC,PL,2011-01-01,27
T,TOTAL,PC,PL,2012-01-01,26
T,TOTAL,PC,PL,2013-01-01,25
T,TOTAL,PC,PL,2014-01-01,24
T,TOTAL,PC,PL,2015-01-01,
T,TOTAL,PC,PL,2016-01-01,21
T,TOTAL,PC,PL,2017-01-01,19
T,TOTAL,PC,PT,2005-01-01,26
T,TOTAL,PC,PT,2006-01-01,25
T,TOTAL,PC,PT,2007-01-01,25
T,TOTAL,PC,PT,2008-01-01,26
T,TOTAL,PC,PT,2009-01-01,24
T,TOTAL,PC,PT,2010-01-01,25
T,TOTAL,PC,PT,2011-01-01,24
T,TOTAL,PC,PT,2012-01-01,25
T,TOTAL,PC,PT,2013-01-01,27
T,TOTAL,PC,PT,2014-01-01,27
T,TOTAL,PC,PT,2015-01-01,
T,TOTAL,PC,PT,2016-01-01,25
T,TOTAL,PC,PT,2017-01-01,23
T,TOTAL,PC,RO,2005-01-01,
T,TOTAL,PC,RO,2006-01-01,
T,TOTAL,PC,RO,2007-01-01,47
T,TOTAL,PC,RO,2008-01-01,44
T,TOTAL,PC,RO,2009-01-01,43
T,TOTAL,PC,RO,2010-01-01,41
T,TOTAL,PC,RO,2011-01-01,40
T,TOTAL,PC,RO,2012-01-01,43
T,TOTAL,PC,RO,2013-01-01,41
T,TOTAL,PC,RO,2014-01-01,40
T,TOTAL,PC,RO,2015-01-01,
T,TOTAL,PC,RO,2016-01-01,38
T,TOTAL,PC,RO,2017-01-01,35
T,TOTAL,PC,RS,2005-01-01,
T,TOTAL,PC,RS,2006-01-01,
T,TOTAL,PC,RS,2007-01-01,
T,TOTAL,PC,RS,2008-01-01,
T,TOTAL,PC,RS,2009-01-01,
T,TOTAL,PC,RS,2010-01-01,
T,TOTAL,PC,RS,2011-01-01,
T,TOTAL,PC,RS,2012-01-01,
T,TOTAL,PC,RS,2013-01-01,42
T,TOTAL,PC,RS,2014-01-01,43
T,TOTAL,PC,RS,2015-01-01,
T,TOTAL,PC,RS,2016-01-01,38
T,TOTAL,PC,RS,2017-01-01,
T,TOTAL,PC,SE,2005-01-01,14
T,TOTAL,PC,SE,2006-01-01,16
T,TOTAL,PC,SE,2007-01-01,13
T,TOTAL,PC,SE,2008-01-01,16
T,TOTAL,PC,SE,2009-01-01,17
T,TOTAL,PC,SE,2010-01-01,17
T,TOTAL,PC,SE,2011-01-01,18
T,TOTAL,PC,SE,2012-01-01,17
T,TOTAL,PC,SE,2013-01-01,18
T,TOTAL,PC,SE,2014-01-01,18
T,TOTAL,PC,SE,2015-01-01,
T,TOTAL,PC,SE,2016-01-01,18
T,TOTAL,PC,SE,2017-01-01,17
T,TOTAL,PC,SI,2005-01-01,18
T,TOTAL,PC,SI,2006-01-01,17
T,TOTAL,PC,SI,2007-01-01,17
T,TOTAL,PC,SI,2008-01-01,18
T,TOTAL,PC,SI,2009-01-01,17
T,TOTAL,PC,SI,2010-01-01,18
T,TOTAL,PC,SI,2011-01-01,19
T,TOTAL,PC,SI,2012-01-01,19
T,TOTAL,PC,SI,2013-01-01,20
T,TOTAL,PC,SI,2014-01-01,20
T,TOTAL,PC,SI,2015-01-01,
T,TOTAL,PC,SI,2016-01-01,18
T,TOTAL,PC,SI,2017-01-01,17
T,TOTAL,PC,SK,2005-01-01,32
T,TOTAL,PC,SK,2006-01-01,26
T,TOTAL,PC,SK,2007-01-01,21
T,TOTAL,PC,SK,2008-01-01,20
T,TOTAL,PC,SK,2009-01-01,19
T,TOTAL,PC,SK,2010-01-01,20
T,TOTAL,PC,SK,2011-01-01,20
T,TOTAL,PC,SK,2012-01-01,20
T,TOTAL,PC,SK,2013-01-01,19
T,TOTAL,PC,SK,2014-01-01,18
T,TOTAL,PC,SK,2015-01-01,
T,TOTAL,PC,SK,2016-01-01,18
T,TOTAL,PC,SK,2017-01-01,16
T,TOTAL,PC,TR,2005-01-01,
T,TOTAL,PC,TR,2006-01-01,66
T,TOTAL,PC,TR,2007-01-01,64
T,TOTAL,PC,TR,2008-01-01,63
T,TOTAL,PC,TR,2009-01-01,63
T,TOTAL,PC,TR,2010-01-01,65
T,TOTAL,PC,TR,2011-01-01,63
T,TOTAL,PC,TR,2012-01-01,61
T,TOTAL,PC,TR,2013-01-01,51
T,TOTAL,PC,TR,2014-01-01,41
T,TOTAL,PC,TR,2015-01-01,
T,TOTAL,PC,TR,2016-01-01,
T,TOTAL,PC,TR,2017-01-01,
T,TOTAL,PC,UK,2005-01-01,24
T,TOTAL,PC,UK,2006-01-01,23
T,TOTAL,PC,UK,2007-01-01,22
T,TOTAL,PC,UK,2008-01-01,23
T,TOTAL,PC,UK,2009-01-01,22
T,TOTAL,PC,UK,2010-01-01,23
T,TOTAL,PC,UK,2011-01-01,22
T,TOTAL,PC,UK,2012-01-01,24
T,TOTAL,PC,UK,2013-01-01,24
T,TOTAL,PC,UK,2014-01-01,24
T,TOTAL,PC,UK,2015-01-01,
T,TOTAL,PC,UK,2016-01-01,22
T,TOTAL,PC,UK,2017-01-01,
