s_adj,direct,sector,na_item,unit,geotime,date,value
SCA,RECV,S1,B8G,MIO_EUR_SCA,CZ,2017-10-01,13121
SCA,RECV,S1,B8G,MIO_EUR_SCA,CZ,2018-01-01,13399
SCA,RECV,S1,B8G,MIO_EUR_SCA,CZ,2018-04-01,13052
SCA,RECV,S1,B8G,MIO_EUR_SCA,DE,2015-07-01,219458
SCA,RECV,S1,B8G,MIO_EUR_SCA,DE,2015-10-01,219827
SCA,RECV,S1,B8G,MIO_EUR_SCA,DE,2016-01-01,219827
SCA,RECV,S1,B8G,MIO_EUR_SCA,DE,2016-04-01,229029
SCA,RECV,S1,B8G,MIO_EUR_SCA,DE,2016-07-01,220180
SCA,RECV,S1,B8G,MIO_EUR_SCA,DE,2016-10-01,226583
SCA,RECV,S1,B8G,MIO_EUR_SCA,DE,2017-01-01,230407
SCA,RECV,S1,B8G,MIO_EUR_SCA,DE,2017-04-01,224669
SCA,RECV,S1,B8G,MIO_EUR_SCA,DE,2017-07-01,235986
SCA,RECV,S1,B8G,MIO_EUR_SCA,DE,2017-10-01,236369
SCA,RECV,S1,B8G,MIO_EUR_SCA,DE,2018-01-01,243948
SCA,RECV,S1,B8G,MIO_EUR_SCA,DE,2018-04-01,246057
SCA,RECV,S1,B8G,MIO_EUR_SCA,DK,2015-07-01,19952
SCA,RECV,S1,B8G,MIO_EUR_SCA,DK,2015-10-01,19100
SCA,RECV,S1,B8G,MIO_EUR_SCA,DK,2016-01-01,19284
SCA,RECV,S1,B8G,MIO_EUR_SCA,DK,2016-04-01,19427
SCA,RECV,S1,B8G,MIO_EUR_SCA,DK,2016-07-01,19177
SCA,RECV,S1,B8G,MIO_EUR_SCA,DK,2016-10-01,20639
SCA,RECV,S1,B8G,MIO_EUR_SCA,DK,2017-01-01,21864
SCA,RECV,S1,B8G,MIO_EUR_SCA,DK,2017-04-01,21377
SCA,RECV,S1,B8G,MIO_EUR_SCA,DK,2017-07-01,19936
SCA,RECV,S1,B8G,MIO_EUR_SCA,DK,2017-10-01,20602
SCA,RECV,S1,B8G,MIO_EUR_SCA,DK,2018-01-01,19963
SCA,RECV,S1,B8G,MIO_EUR_SCA,DK,2018-04-01,20012
SCA,RECV,S1,B8G,MIO_EUR_SCA,EE,2015-07-01,1361
SCA,RECV,S1,B8G,MIO_EUR_SCA,EE,2015-10-01,1291
SCA,RECV,S1,B8G,MIO_EUR_SCA,EE,2016-01-01,1256
SCA,RECV,S1,B8G,MIO_EUR_SCA,EE,2016-04-01,1267
SCA,RECV,S1,B8G,MIO_EUR_SCA,EE,2016-07-01,1326
SCA,RECV,S1,B8G,MIO_EUR_SCA,EE,2016-10-01,1361
SCA,RECV,S1,B8G,MIO_EUR_SCA,EE,2017-01-01,1516
SCA,RECV,S1,B8G,MIO_EUR_SCA,EE,2017-04-01,1533
SCA,RECV,S1,B8G,MIO_EUR_SCA,EE,2017-07-01,1547
SCA,RECV,S1,B8G,MIO_EUR_SCA,EE,2017-10-01,1635
SCA,RECV,S1,B8G,MIO_EUR_SCA,EE,2018-01-01,1676
SCA,RECV,S1,B8G,MIO_EUR_SCA,EE,2018-04-01,
SCA,RECV,S1,B8G,MIO_EUR_SCA,EL,2015-07-01,4863
SCA,RECV,S1,B8G,MIO_EUR_SCA,EL,2015-10-01,4853
SCA,RECV,S1,B8G,MIO_EUR_SCA,EL,2016-01-01,4750
SCA,RECV,S1,B8G,MIO_EUR_SCA,EL,2016-04-01,4750
SCA,RECV,S1,B8G,MIO_EUR_SCA,EL,2016-07-01,3956
SCA,RECV,S1,B8G,MIO_EUR_SCA,EL,2016-10-01,4145
SCA,RECV,S1,B8G,MIO_EUR_SCA,EL,2017-01-01,4557
SCA,RECV,S1,B8G,MIO_EUR_SCA,EL,2017-04-01,4615
SCA,RECV,S1,B8G,MIO_EUR_SCA,EL,2017-07-01,4754
SCA,RECV,S1,B8G,MIO_EUR_SCA,EL,2017-10-01,4831
SCA,RECV,S1,B8G,MIO_EUR_SCA,EL,2018-01-01,
SCA,RECV,S1,B8G,MIO_EUR_SCA,EL,2018-04-01,
SCA,RECV,S1,B8G,MIO_EUR_SCA,ES,2015-07-01,57698
SCA,RECV,S1,B8G,MIO_EUR_SCA,ES,2015-10-01,59417
SCA,RECV,S1,B8G,MIO_EUR_SCA,ES,2016-01-01,61924
SCA,RECV,S1,B8G,MIO_EUR_SCA,ES,2016-04-01,63103
SCA,RECV,S1,B8G,MIO_EUR_SCA,ES,2016-07-01,63460
SCA,RECV,S1,B8G,MIO_EUR_SCA,ES,2016-10-01,64260
SCA,RECV,S1,B8G,MIO_EUR_SCA,ES,2017-01-01,64485
SCA,RECV,S1,B8G,MIO_EUR_SCA,ES,2017-04-01,66289
SCA,RECV,S1,B8G,MIO_EUR_SCA,ES,2017-07-01,67813
SCA,RECV,S1,B8G,MIO_EUR_SCA,ES,2017-10-01,69966
SCA,RECV,S1,B8G,MIO_EUR_SCA,ES,2018-01-01,67600
SCA,RECV,S1,B8G,MIO_EUR_SCA,ES,2018-04-01,68839
SCA,RECV,S1,B8G,MIO_EUR_SCA,FI,2015-07-01,11162
SCA,RECV,S1,B8G,MIO_EUR_SCA,FI,2015-10-01,12117
SCA,RECV,S1,B8G,MIO_EUR_SCA,FI,2016-01-01,11372
SCA,RECV,S1,B8G,MIO_EUR_SCA,FI,2016-04-01,11160
SCA,RECV,S1,B8G,MIO_EUR_SCA,FI,2016-07-01,11888
SCA,RECV,S1,B8G,MIO_EUR_SCA,FI,2016-10-01,11694
SCA,RECV,S1,B8G,MIO_EUR_SCA,FI,2017-01-01,12206
SCA,RECV,S1,B8G,MIO_EUR_SCA,FI,2017-04-01,12570
SCA,RECV,S1,B8G,MIO_EUR_SCA,FI,2017-07-01,12596
SCA,RECV,S1,B8G,MIO_EUR_SCA,FI,2017-10-01,13936
SCA,RECV,S1,B8G,MIO_EUR_SCA,FI,2018-01-01,13197
SCA,RECV,S1,B8G,MIO_EUR_SCA,FI,2018-04-01,13380
SCA,RECV,S1,B8G,MIO_EUR_SCA,FR,2015-07-01,122835
SCA,RECV,S1,B8G,MIO_EUR_SCA,FR,2015-10-01,125973
SCA,RECV,S1,B8G,MIO_EUR_SCA,FR,2016-01-01,123897
SCA,RECV,S1,B8G,MIO_EUR_SCA,FR,2016-04-01,120960
SCA,RECV,S1,B8G,MIO_EUR_SCA,FR,2016-07-01,120061
SCA,RECV,S1,B8G,MIO_EUR_SCA,FR,2016-10-01,119992
SCA,RECV,S1,B8G,MIO_EUR_SCA,FR,2017-01-01,126297
SCA,RECV,S1,B8G,MIO_EUR_SCA,FR,2017-04-01,128681
SCA,RECV,S1,B8G,MIO_EUR_SCA,FR,2017-07-01,131420
SCA,RECV,S1,B8G,MIO_EUR_SCA,FR,2017-10-01,134941
SCA,RECV,S1,B8G,MIO_EUR_SCA,FR,2018-01-01,133811
SCA,RECV,S1,B8G,MIO_EUR_SCA,FR,2018-04-01,132655
SCA,RECV,S1,B8G,MIO_EUR_SCA,IE,2015-07-01,17305
SCA,RECV,S1,B8G,MIO_EUR_SCA,IE,2015-10-01,21689
SCA,RECV,S1,B8G,MIO_EUR_SCA,IE,2016-01-01,23137
SCA,RECV,S1,B8G,MIO_EUR_SCA,IE,2016-04-01,22905
SCA,RECV,S1,B8G,MIO_EUR_SCA,IE,2016-07-01,19830
SCA,RECV,S1,B8G,MIO_EUR_SCA,IE,2016-10-01,29282
SCA,RECV,S1,B8G,MIO_EUR_SCA,IE,2017-01-01,21902
SCA,RECV,S1,B8G,MIO_EUR_SCA,IE,2017-04-01,22182
SCA,RECV,S1,B8G,MIO_EUR_SCA,IE,2017-07-01,26411
SCA,RECV,S1,B8G,MIO_EUR_SCA,IE,2017-10-01,29293
SCA,RECV,S1,B8G,MIO_EUR_SCA,IE,2018-01-01,28299
SCA,RECV,S1,B8G,MIO_EUR_SCA,IE,2018-04-01,29525
SCA,RECV,S1,B8G,MIO_EUR_SCA,LT,2015-07-01,1640
SCA,RECV,S1,B8G,MIO_EUR_SCA,LT,2015-10-01,1741
SCA,RECV,S1,B8G,MIO_EUR_SCA,LT,2016-01-01,1584
SCA,RECV,S1,B8G,MIO_EUR_SCA,LT,2016-04-01,1586
SCA,RECV,S1,B8G,MIO_EUR_SCA,LT,2016-07-01,1629
SCA,RECV,S1,B8G,MIO_EUR_SCA,LT,2016-10-01,1726
SCA,RECV,S1,B8G,MIO_EUR_SCA,LT,2017-01-01,1884
SCA,RECV,S1,B8G,MIO_EUR_SCA,LT,2017-04-01,1762
SCA,RECV,S1,B8G,MIO_EUR_SCA,LT,2017-07-01,2036
SCA,RECV,S1,B8G,MIO_EUR_SCA,LT,2017-10-01,2225
SCA,RECV,S1,B8G,MIO_EUR_SCA,LT,2018-01-01,2074
SCA,RECV,S1,B8G,MIO_EUR_SCA,LT,2018-04-01,1973
SCA,RECV,S1,B8G,MIO_EUR_SCA,LV,2015-07-01,1343
SCA,RECV,S1,B8G,MIO_EUR_SCA,LV,2015-10-01,1364
SCA,RECV,S1,B8G,MIO_EUR_SCA,LV,2016-01-01,1373
SCA,RECV,S1,B8G,MIO_EUR_SCA,LV,2016-04-01,1372
SCA,RECV,S1,B8G,MIO_EUR_SCA,LV,2016-07-01,1382
SCA,RECV,S1,B8G,MIO_EUR_SCA,LV,2016-10-01,1447
SCA,RECV,S1,B8G,MIO_EUR_SCA,LV,2017-01-01,1492
SCA,RECV,S1,B8G,MIO_EUR_SCA,LV,2017-04-01,1543
SCA,RECV,S1,B8G,MIO_EUR_SCA,LV,2017-07-01,1519
SCA,RECV,S1,B8G,MIO_EUR_SCA,LV,2017-10-01,1634
SCA,RECV,S1,B8G,MIO_EUR_SCA,LV,2018-01-01,1711
SCA,RECV,S1,B8G,MIO_EUR_SCA,LV,2018-04-01,1748
SCA,RECV,S1,B8G,MIO_EUR_SCA,NL,2015-07-01,49242
SCA,RECV,S1,B8G,MIO_EUR_SCA,NL,2015-10-01,49671
SCA,RECV,S1,B8G,MIO_EUR_SCA,NL,2016-01-01,48826
SCA,RECV,S1,B8G,MIO_EUR_SCA,NL,2016-04-01,48869
SCA,RECV,S1,B8G,MIO_EUR_SCA,NL,2016-07-01,50247
SCA,RECV,S1,B8G,MIO_EUR_SCA,NL,2016-10-01,53843
SCA,RECV,S1,B8G,MIO_EUR_SCA,NL,2017-01-01,55988
SCA,RECV,S1,B8G,MIO_EUR_SCA,NL,2017-04-01,54261
SCA,RECV,S1,B8G,MIO_EUR_SCA,NL,2017-07-01,59020
SCA,RECV,S1,B8G,MIO_EUR_SCA,NL,2017-10-01,60047
SCA,RECV,S1,B8G,MIO_EUR_SCA,NL,2018-01-01,58519
SCA,RECV,S1,B8G,MIO_EUR_SCA,NL,2018-04-01,59937
SCA,RECV,S1,B8G,MIO_EUR_SCA,NO,2015-07-01,30896
SCA,RECV,S1,B8G,MIO_EUR_SCA,NO,2015-10-01,27512
SCA,RECV,S1,B8G,MIO_EUR_SCA,NO,2016-01-01,26000
SCA,RECV,S1,B8G,MIO_EUR_SCA,NO,2016-04-01,26212
SCA,RECV,S1,B8G,MIO_EUR_SCA,NO,2016-07-01,26677
SCA,RECV,S1,B8G,MIO_EUR_SCA,NO,2016-10-01,30338
SCA,RECV,S1,B8G,MIO_EUR_SCA,NO,2017-01-01,30507
SCA,RECV,S1,B8G,MIO_EUR_SCA,NO,2017-04-01,29901
SCA,RECV,S1,B8G,MIO_EUR_SCA,NO,2017-07-01,29108
SCA,RECV,S1,B8G,MIO_EUR_SCA,NO,2017-10-01,29242
SCA,RECV,S1,B8G,MIO_EUR_SCA,NO,2018-01-01,30837
SCA,RECV,S1,B8G,MIO_EUR_SCA,NO,2018-04-01,33459
SCA,RECV,S1,B8G,MIO_EUR_SCA,PL,2015-07-01,21341
SCA,RECV,S1,B8G,MIO_EUR_SCA,PL,2015-10-01,21409
SCA,RECV,S1,B8G,MIO_EUR_SCA,PL,2016-01-01,21380
SCA,RECV,S1,B8G,MIO_EUR_SCA,PL,2016-04-01,22524
SCA,RECV,S1,B8G,MIO_EUR_SCA,PL,2016-07-01,19324
SCA,RECV,S1,B8G,MIO_EUR_SCA,PL,2016-10-01,21274
SCA,RECV,S1,B8G,MIO_EUR_SCA,PL,2017-01-01,22130
SCA,RECV,S1,B8G,MIO_EUR_SCA,PL,2017-04-01,22729
SCA,RECV,S1,B8G,MIO_EUR_SCA,PL,2017-07-01,24673
SCA,RECV,S1,B8G,MIO_EUR_SCA,PL,2017-10-01,23894
SCA,RECV,S1,B8G,MIO_EUR_SCA,PL,2018-01-01,26077
SCA,RECV,S1,B8G,MIO_EUR_SCA,PL,2018-04-01,
SCA,RECV,S1,B8G,MIO_EUR_SCA,PT,2015-07-01,7178
SCA,RECV,S1,B8G,MIO_EUR_SCA,PT,2015-10-01,6766
SCA,RECV,S1,B8G,MIO_EUR_SCA,PT,2016-01-01,7269
SCA,RECV,S1,B8G,MIO_EUR_SCA,PT,2016-04-01,7382
SCA,RECV,S1,B8G,MIO_EUR_SCA,PT,2016-07-01,7468
SCA,RECV,S1,B8G,MIO_EUR_SCA,PT,2016-10-01,7455
SCA,RECV,S1,B8G,MIO_EUR_SCA,PT,2017-01-01,8193
SCA,RECV,S1,B8G,MIO_EUR_SCA,PT,2017-04-01,8438
SCA,RECV,S1,B8G,MIO_EUR_SCA,PT,2017-07-01,8238
SCA,RECV,S1,B8G,MIO_EUR_SCA,PT,2017-10-01,8394
SCA,RECV,S1,B8G,MIO_EUR_SCA,PT,2018-01-01,9155
SCA,RECV,S1,B8G,MIO_EUR_SCA,PT,2018-04-01,8508
SCA,RECV,S1,B8G,MIO_EUR_SCA,RO,2015-07-01,9269
SCA,RECV,S1,B8G,MIO_EUR_SCA,RO,2015-10-01,9884
SCA,RECV,S1,B8G,MIO_EUR_SCA,RO,2016-01-01,9211
SCA,RECV,S1,B8G,MIO_EUR_SCA,RO,2016-04-01,10018
SCA,RECV,S1,B8G,MIO_EUR_SCA,RO,2016-07-01,10250
SCA,RECV,S1,B8G,MIO_EUR_SCA,RO,2016-10-01,9964
SCA,RECV,S1,B8G,MIO_EUR_SCA,RO,2017-01-01,
SCA,RECV,S1,B8G,MIO_EUR_SCA,RO,2017-04-01,
SCA,RECV,S1,B8G,MIO_EUR_SCA,RO,2017-07-01,
SCA,RECV,S1,B8G,MIO_EUR_SCA,RO,2017-10-01,
SCA,RECV,S1,B8G,MIO_EUR_SCA,RO,2018-01-01,
SCA,RECV,S1,B8G,MIO_EUR_SCA,RO,2018-04-01,
SCA,RECV,S1,B8G,MIO_EUR_SCA,SE,2015-07-01,33054
SCA,RECV,S1,B8G,MIO_EUR_SCA,SE,2015-10-01,33423
SCA,RECV,S1,B8G,MIO_EUR_SCA,SE,2016-01-01,33091
SCA,RECV,S1,B8G,MIO_EUR_SCA,SE,2016-04-01,33236
SCA,RECV,S1,B8G,MIO_EUR_SCA,SE,2016-07-01,33242
SCA,RECV,S1,B8G,MIO_EUR_SCA,SE,2016-10-01,33262
SCA,RECV,S1,B8G,MIO_EUR_SCA,SE,2017-01-01,34016
SCA,RECV,S1,B8G,MIO_EUR_SCA,SE,2017-04-01,35024
SCA,RECV,S1,B8G,MIO_EUR_SCA,SE,2017-07-01,35258
SCA,RECV,S1,B8G,MIO_EUR_SCA,SE,2017-10-01,34867
SCA,RECV,S1,B8G,MIO_EUR_SCA,SE,2018-01-01,34581
SCA,RECV,S1,B8G,MIO_EUR_SCA,SE,2018-04-01,33689
SCA,RECV,S1,B8G,MIO_EUR_SCA,SI,2015-07-01,2321
SCA,RECV,S1,B8G,MIO_EUR_SCA,SI,2015-10-01,2338
SCA,RECV,S1,B8G,MIO_EUR_SCA,SI,2016-01-01,2455
SCA,RECV,S1,B8G,MIO_EUR_SCA,SI,2016-04-01,2382
SCA,RECV,S1,B8G,MIO_EUR_SCA,SI,2016-07-01,2433
SCA,RECV,S1,B8G,MIO_EUR_SCA,SI,2016-10-01,2488
SCA,RECV,S1,B8G,MIO_EUR_SCA,SI,2017-01-01,2739
SCA,RECV,S1,B8G,MIO_EUR_SCA,SI,2017-04-01,2862
SCA,RECV,S1,B8G,MIO_EUR_SCA,SI,2017-07-01,3022
SCA,RECV,S1,B8G,MIO_EUR_SCA,SI,2017-10-01,3179
SCA,RECV,S1,B8G,MIO_EUR_SCA,SI,2018-01-01,3149
SCA,RECV,S1,B8G,MIO_EUR_SCA,SI,2018-04-01,3380
SCA,RECV,S1,B8G,MIO_EUR_SCA,SK,2015-07-01,4663
SCA,RECV,S1,B8G,MIO_EUR_SCA,SK,2015-10-01,4632
SCA,RECV,S1,B8G,MIO_EUR_SCA,SK,2016-01-01,4623
SCA,RECV,S1,B8G,MIO_EUR_SCA,SK,2016-04-01,4517
SCA,RECV,S1,B8G,MIO_EUR_SCA,SK,2016-07-01,4532
SCA,RECV,S1,B8G,MIO_EUR_SCA,SK,2016-10-01,4961
SCA,RECV,S1,B8G,MIO_EUR_SCA,SK,2017-01-01,4816
SCA,RECV,S1,B8G,MIO_EUR_SCA,SK,2017-04-01,4947
SCA,RECV,S1,B8G,MIO_EUR_SCA,SK,2017-07-01,4868
SCA,RECV,S1,B8G,MIO_EUR_SCA,SK,2017-10-01,4832
SCA,RECV,S1,B8G,MIO_EUR_SCA,SK,2018-01-01,4859
SCA,RECV,S1,B8G,MIO_EUR_SCA,SK,2018-04-01,
SCA,RECV,S1,B8G,MIO_EUR_SCA,UK,2015-07-01,85058
SCA,RECV,S1,B8G,MIO_EUR_SCA,UK,2015-10-01,66519
SCA,RECV,S1,B8G,MIO_EUR_SCA,UK,2016-01-01,73267
SCA,RECV,S1,B8G,MIO_EUR_SCA,UK,2016-04-01,73142
SCA,RECV,S1,B8G,MIO_EUR_SCA,UK,2016-07-01,69607
SCA,RECV,S1,B8G,MIO_EUR_SCA,UK,2016-10-01,73549
SCA,RECV,S1,B8G,MIO_EUR_SCA,UK,2017-01-01,81711
SCA,RECV,S1,B8G,MIO_EUR_SCA,UK,2017-04-01,74635
SCA,RECV,S1,B8G,MIO_EUR_SCA,UK,2017-07-01,78415
SCA,RECV,S1,B8G,MIO_EUR_SCA,UK,2017-10-01,78012
SCA,RECV,S1,B8G,MIO_EUR_SCA,UK,2018-01-01,78434
SCA,RECV,S1,B8G,MIO_EUR_SCA,UK,2018-04-01,79337
