indic_il,age,sex,geotime,date,value
LI_R_MD60,TOTAL,F,EA18,2008-01-01,14
LI_R_MD60,TOTAL,F,EA18,2009-01-01,14
LI_R_MD60,TOTAL,F,EA18,2010-01-01,14
LI_R_MD60,TOTAL,F,EA18,2011-01-01,16
LI_R_MD60,TOTAL,F,EA18,2012-01-01,17
LI_R_MD60,TOTAL,F,EA18,2013-01-01,17
LI_R_MD60,TOTAL,F,EA18,2014-01-01,18
LI_R_MD60,TOTAL,F,EA18,2015-01-01,17
LI_R_MD60,TOTAL,F,EA18,2016-01-01,16
LI_R_MD60,TOTAL,F,EA18,2017-01-01,16
LI_R_MD60,TOTAL,F,EA19,2006-01-01,16
LI_R_MD60,TOTAL,F,EA19,2007-01-01,15
LI_R_MD60,TOTAL,F,EA19,2008-01-01,14
LI_R_MD60,TOTAL,F,EA19,2009-01-01,13
LI_R_MD60,TOTAL,F,EA19,2010-01-01,14
LI_R_MD60,TOTAL,F,EA19,2011-01-01,16
LI_R_MD60,TOTAL,F,EA19,2012-01-01,17
LI_R_MD60,TOTAL,F,EA19,2013-01-01,17
LI_R_MD60,TOTAL,F,EA19,2014-01-01,18
LI_R_MD60,TOTAL,F,EA19,2015-01-01,17
LI_R_MD60,TOTAL,F,EA19,2016-01-01,16
LI_R_MD60,TOTAL,F,EA19,2017-01-01,16
LI_R_MD60,TOTAL,F,EE,2006-01-01,11
LI_R_MD60,TOTAL,F,EE,2007-01-01,8
LI_R_MD60,TOTAL,F,EE,2008-01-01,5
LI_R_MD60,TOTAL,F,EE,2009-01-01,3
LI_R_MD60,TOTAL,F,EE,2010-01-01,4
LI_R_MD60,TOTAL,F,EE,2011-01-01,7
LI_R_MD60,TOTAL,F,EE,2012-01-01,6
LI_R_MD60,TOTAL,F,EE,2013-01-01,5
LI_R_MD60,TOTAL,F,EE,2014-01-01,5
LI_R_MD60,TOTAL,F,EE,2015-01-01,4
LI_R_MD60,TOTAL,F,EE,2016-01-01,2
LI_R_MD60,TOTAL,F,EE,2017-01-01,2
LI_R_MD60,TOTAL,F,EL,2006-01-01,21
LI_R_MD60,TOTAL,F,EL,2007-01-01,20
LI_R_MD60,TOTAL,F,EL,2008-01-01,19
LI_R_MD60,TOTAL,F,EL,2009-01-01,16
LI_R_MD60,TOTAL,F,EL,2010-01-01,16
LI_R_MD60,TOTAL,F,EL,2011-01-01,23
LI_R_MD60,TOTAL,F,EL,2012-01-01,32
LI_R_MD60,TOTAL,F,EL,2013-01-01,41
LI_R_MD60,TOTAL,F,EL,2014-01-01,42
LI_R_MD60,TOTAL,F,EL,2015-01-01,42
LI_R_MD60,TOTAL,F,EL,2016-01-01,42
LI_R_MD60,TOTAL,F,EL,2017-01-01,
LI_R_MD60,TOTAL,F,ES,2006-01-01,20
LI_R_MD60,TOTAL,F,ES,2007-01-01,18
LI_R_MD60,TOTAL,F,ES,2008-01-01,13
LI_R_MD60,TOTAL,F,ES,2009-01-01,11
LI_R_MD60,TOTAL,F,ES,2010-01-01,13
LI_R_MD60,TOTAL,F,ES,2011-01-01,15
LI_R_MD60,TOTAL,F,ES,2012-01-01,17
LI_R_MD60,TOTAL,F,ES,2013-01-01,17
LI_R_MD60,TOTAL,F,ES,2014-01-01,20
LI_R_MD60,TOTAL,F,ES,2015-01-01,19
LI_R_MD60,TOTAL,F,ES,2016-01-01,18
LI_R_MD60,TOTAL,F,ES,2017-01-01,
LI_R_MD60,TOTAL,F,EU28,2006-01-01,
LI_R_MD60,TOTAL,F,EU28,2007-01-01,
LI_R_MD60,TOTAL,F,EU28,2008-01-01,
LI_R_MD60,TOTAL,F,EU28,2009-01-01,
LI_R_MD60,TOTAL,F,EU28,2010-01-01,13
LI_R_MD60,TOTAL,F,EU28,2011-01-01,14
LI_R_MD60,TOTAL,F,EU28,2012-01-01,15
LI_R_MD60,TOTAL,F,EU28,2013-01-01,15
LI_R_MD60,TOTAL,F,EU28,2014-01-01,16
LI_R_MD60,TOTAL,F,EU28,2015-01-01,15
LI_R_MD60,TOTAL,F,EU28,2016-01-01,14
LI_R_MD60,TOTAL,F,EU28,2017-01-01,
LI_R_MD60,TOTAL,F,FI,2006-01-01,11
LI_R_MD60,TOTAL,F,FI,2007-01-01,11
LI_R_MD60,TOTAL,F,FI,2008-01-01,11
LI_R_MD60,TOTAL,F,FI,2009-01-01,10
LI_R_MD60,TOTAL,F,FI,2010-01-01,8
LI_R_MD60,TOTAL,F,FI,2011-01-01,8
LI_R_MD60,TOTAL,F,FI,2012-01-01,9
LI_R_MD60,TOTAL,F,FI,2013-01-01,7
LI_R_MD60,TOTAL,F,FI,2014-01-01,8
LI_R_MD60,TOTAL,F,FI,2015-01-01,6
LI_R_MD60,TOTAL,F,FI,2016-01-01,6
LI_R_MD60,TOTAL,F,FI,2017-01-01,
LI_R_MD60,TOTAL,F,HU,2006-01-01,13
LI_R_MD60,TOTAL,F,HU,2007-01-01,10
LI_R_MD60,TOTAL,F,HU,2008-01-01,9
LI_R_MD60,TOTAL,F,HU,2009-01-01,8
LI_R_MD60,TOTAL,F,HU,2010-01-01,9
LI_R_MD60,TOTAL,F,HU,2011-01-01,11
LI_R_MD60,TOTAL,F,HU,2012-01-01,11
LI_R_MD60,TOTAL,F,HU,2013-01-01,13
LI_R_MD60,TOTAL,F,HU,2014-01-01,12
LI_R_MD60,TOTAL,F,HU,2015-01-01,10
LI_R_MD60,TOTAL,F,HU,2016-01-01,8
LI_R_MD60,TOTAL,F,HU,2017-01-01,
LI_R_MD60,TOTAL,F,IE,2006-01-01,18
LI_R_MD60,TOTAL,F,IE,2007-01-01,12
LI_R_MD60,TOTAL,F,IE,2008-01-01,10
LI_R_MD60,TOTAL,F,IE,2009-01-01,10
LI_R_MD60,TOTAL,F,IE,2010-01-01,13
LI_R_MD60,TOTAL,F,IE,2011-01-01,16
LI_R_MD60,TOTAL,F,IE,2012-01-01,18
LI_R_MD60,TOTAL,F,IE,2013-01-01,17
LI_R_MD60,TOTAL,F,IE,2014-01-01,17
LI_R_MD60,TOTAL,F,IE,2015-01-01,13
LI_R_MD60,TOTAL,F,IE,2016-01-01,13
LI_R_MD60,TOTAL,F,IE,2017-01-01,
LI_R_MD60,TOTAL,F,IS,2006-01-01,9
LI_R_MD60,TOTAL,F,IS,2007-01-01,6
LI_R_MD60,TOTAL,F,IS,2008-01-01,5
LI_R_MD60,TOTAL,F,IS,2009-01-01,7
LI_R_MD60,TOTAL,F,IS,2010-01-01,9
LI_R_MD60,TOTAL,F,IS,2011-01-01,12
LI_R_MD60,TOTAL,F,IS,2012-01-01,13
LI_R_MD60,TOTAL,F,IS,2013-01-01,12
LI_R_MD60,TOTAL,F,IS,2014-01-01,7
LI_R_MD60,TOTAL,F,IS,2015-01-01,7
LI_R_MD60,TOTAL,F,IS,2016-01-01,4
LI_R_MD60,TOTAL,F,IS,2017-01-01,
LI_R_MD60,TOTAL,F,IT,2006-01-01,21
LI_R_MD60,TOTAL,F,IT,2007-01-01,20
LI_R_MD60,TOTAL,F,IT,2008-01-01,19
LI_R_MD60,TOTAL,F,IT,2009-01-01,19
LI_R_MD60,TOTAL,F,IT,2010-01-01,19
LI_R_MD60,TOTAL,F,IT,2011-01-01,22
LI_R_MD60,TOTAL,F,IT,2012-01-01,23
LI_R_MD60,TOTAL,F,IT,2013-01-01,24
LI_R_MD60,TOTAL,F,IT,2014-01-01,23
LI_R_MD60,TOTAL,F,IT,2015-01-01,24
LI_R_MD60,TOTAL,F,IT,2016-01-01,23
LI_R_MD60,TOTAL,F,IT,2017-01-01,22
LI_R_MD60,TOTAL,F,LT,2006-01-01,13
LI_R_MD60,TOTAL,F,LT,2007-01-01,7
LI_R_MD60,TOTAL,F,LT,2008-01-01,5
LI_R_MD60,TOTAL,F,LT,2009-01-01,4
LI_R_MD60,TOTAL,F,LT,2010-01-01,8
LI_R_MD60,TOTAL,F,LT,2011-01-01,9
LI_R_MD60,TOTAL,F,LT,2012-01-01,6
LI_R_MD60,TOTAL,F,LT,2013-01-01,6
LI_R_MD60,TOTAL,F,LT,2014-01-01,4
LI_R_MD60,TOTAL,F,LT,2015-01-01,5
LI_R_MD60,TOTAL,F,LT,2016-01-01,4
LI_R_MD60,TOTAL,F,LT,2017-01-01,4
LI_R_MD60,TOTAL,F,LU,2006-01-01,14
LI_R_MD60,TOTAL,F,LU,2007-01-01,14
LI_R_MD60,TOTAL,F,LU,2008-01-01,14
LI_R_MD60,TOTAL,F,LU,2009-01-01,14
LI_R_MD60,TOTAL,F,LU,2010-01-01,14
LI_R_MD60,TOTAL,F,LU,2011-01-01,15
LI_R_MD60,TOTAL,F,LU,2012-01-01,17
LI_R_MD60,TOTAL,F,LU,2013-01-01,18
LI_R_MD60,TOTAL,F,LU,2014-01-01,17
LI_R_MD60,TOTAL,F,LU,2015-01-01,15
LI_R_MD60,TOTAL,F,LU,2016-01-01,19
LI_R_MD60,TOTAL,F,LU,2017-01-01,19
LI_R_MD60,TOTAL,F,LV,2006-01-01,19
LI_R_MD60,TOTAL,F,LV,2007-01-01,10
LI_R_MD60,TOTAL,F,LV,2008-01-01,7
LI_R_MD60,TOTAL,F,LV,2009-01-01,6
LI_R_MD60,TOTAL,F,LV,2010-01-01,7
LI_R_MD60,TOTAL,F,LV,2011-01-01,9
LI_R_MD60,TOTAL,F,LV,2012-01-01,8
LI_R_MD60,TOTAL,F,LV,2013-01-01,7
LI_R_MD60,TOTAL,F,LV,2014-01-01,5
LI_R_MD60,TOTAL,F,LV,2015-01-01,5
LI_R_MD60,TOTAL,F,LV,2016-01-01,4
LI_R_MD60,TOTAL,F,LV,2017-01-01,
LI_R_MD60,TOTAL,F,MT,2006-01-01,13
LI_R_MD60,TOTAL,F,MT,2007-01-01,12
LI_R_MD60,TOTAL,F,MT,2008-01-01,13
LI_R_MD60,TOTAL,F,MT,2009-01-01,10
LI_R_MD60,TOTAL,F,MT,2010-01-01,12
LI_R_MD60,TOTAL,F,MT,2011-01-01,11
LI_R_MD60,TOTAL,F,MT,2012-01-01,10
LI_R_MD60,TOTAL,F,MT,2013-01-01,10
LI_R_MD60,TOTAL,F,MT,2014-01-01,7
LI_R_MD60,TOTAL,F,MT,2015-01-01,6
LI_R_MD60,TOTAL,F,MT,2016-01-01,6
LI_R_MD60,TOTAL,F,MT,2017-01-01,5
LI_R_MD60,TOTAL,F,NL,2006-01-01,10
LI_R_MD60,TOTAL,F,NL,2007-01-01,9
LI_R_MD60,TOTAL,F,NL,2008-01-01,7
LI_R_MD60,TOTAL,F,NL,2009-01-01,8
LI_R_MD60,TOTAL,F,NL,2010-01-01,7
LI_R_MD60,TOTAL,F,NL,2011-01-01,8
LI_R_MD60,TOTAL,F,NL,2012-01-01,8
LI_R_MD60,TOTAL,F,NL,2013-01-01,8
LI_R_MD60,TOTAL,F,NL,2014-01-01,10
LI_R_MD60,TOTAL,F,NL,2015-01-01,8
LI_R_MD60,TOTAL,F,NL,2016-01-01,7
LI_R_MD60,TOTAL,F,NL,2017-01-01,7
LI_R_MD60,TOTAL,F,NO,2006-01-01,13
LI_R_MD60,TOTAL,F,NO,2007-01-01,11
LI_R_MD60,TOTAL,F,NO,2008-01-01,9
LI_R_MD60,TOTAL,F,NO,2009-01-01,7
LI_R_MD60,TOTAL,F,NO,2010-01-01,6
LI_R_MD60,TOTAL,F,NO,2011-01-01,5
LI_R_MD60,TOTAL,F,NO,2012-01-01,4
LI_R_MD60,TOTAL,F,NO,2013-01-01,4
LI_R_MD60,TOTAL,F,NO,2014-01-01,4
LI_R_MD60,TOTAL,F,NO,2015-01-01,5
LI_R_MD60,TOTAL,F,NO,2016-01-01,5
LI_R_MD60,TOTAL,F,NO,2017-01-01,
LI_R_MD60,TOTAL,F,PL,2006-01-01,15
LI_R_MD60,TOTAL,F,PL,2007-01-01,12
LI_R_MD60,TOTAL,F,PL,2008-01-01,8
LI_R_MD60,TOTAL,F,PL,2009-01-01,6
LI_R_MD60,TOTAL,F,PL,2010-01-01,6
LI_R_MD60,TOTAL,F,PL,2011-01-01,5
LI_R_MD60,TOTAL,F,PL,2012-01-01,5
LI_R_MD60,TOTAL,F,PL,2013-01-01,5
LI_R_MD60,TOTAL,F,PL,2014-01-01,4
LI_R_MD60,TOTAL,F,PL,2015-01-01,4
LI_R_MD60,TOTAL,F,PL,2016-01-01,4
LI_R_MD60,TOTAL,F,PL,2017-01-01,
LI_R_MD60,TOTAL,F,PT,2006-01-01,19
LI_R_MD60,TOTAL,F,PT,2007-01-01,19
LI_R_MD60,TOTAL,F,PT,2008-01-01,17
LI_R_MD60,TOTAL,F,PT,2009-01-01,15
LI_R_MD60,TOTAL,F,PT,2010-01-01,14
LI_R_MD60,TOTAL,F,PT,2011-01-01,16
LI_R_MD60,TOTAL,F,PT,2012-01-01,18
LI_R_MD60,TOTAL,F,PT,2013-01-01,19
LI_R_MD60,TOTAL,F,PT,2014-01-01,20
LI_R_MD60,TOTAL,F,PT,2015-01-01,19
LI_R_MD60,TOTAL,F,PT,2016-01-01,18
LI_R_MD60,TOTAL,F,PT,2017-01-01,16
LI_R_MD60,TOTAL,F,SE,2006-01-01,11
LI_R_MD60,TOTAL,F,SE,2007-01-01,8
LI_R_MD60,TOTAL,F,SE,2008-01-01,9
LI_R_MD60,TOTAL,F,SE,2009-01-01,9
LI_R_MD60,TOTAL,F,SE,2010-01-01,9
LI_R_MD60,TOTAL,F,SE,2011-01-01,10
LI_R_MD60,TOTAL,F,SE,2012-01-01,8
LI_R_MD60,TOTAL,F,SE,2013-01-01,8
LI_R_MD60,TOTAL,F,SE,2014-01-01,8
LI_R_MD60,TOTAL,F,SE,2015-01-01,7
LI_R_MD60,TOTAL,F,SE,2016-01-01,7
LI_R_MD60,TOTAL,F,SE,2017-01-01,7
LI_R_MD60,TOTAL,F,SI,2006-01-01,11
LI_R_MD60,TOTAL,F,SI,2007-01-01,10
LI_R_MD60,TOTAL,F,SI,2008-01-01,10
LI_R_MD60,TOTAL,F,SI,2009-01-01,7
LI_R_MD60,TOTAL,F,SI,2010-01-01,9
LI_R_MD60,TOTAL,F,SI,2011-01-01,10
LI_R_MD60,TOTAL,F,SI,2012-01-01,9
LI_R_MD60,TOTAL,F,SI,2013-01-01,12
LI_R_MD60,TOTAL,F,SI,2014-01-01,12
LI_R_MD60,TOTAL,F,SI,2015-01-01,10
LI_R_MD60,TOTAL,F,SI,2016-01-01,10
LI_R_MD60,TOTAL,F,SI,2017-01-01,
LI_R_MD60,TOTAL,F,SK,2006-01-01,8
LI_R_MD60,TOTAL,F,SK,2007-01-01,5
LI_R_MD60,TOTAL,F,SK,2008-01-01,4
LI_R_MD60,TOTAL,F,SK,2009-01-01,2
LI_R_MD60,TOTAL,F,SK,2010-01-01,2
LI_R_MD60,TOTAL,F,SK,2011-01-01,2
LI_R_MD60,TOTAL,F,SK,2012-01-01,2
LI_R_MD60,TOTAL,F,SK,2013-01-01,2
LI_R_MD60,TOTAL,F,SK,2014-01-01,3
LI_R_MD60,TOTAL,F,SK,2015-01-01,3
LI_R_MD60,TOTAL,F,SK,2016-01-01,2
LI_R_MD60,TOTAL,F,SK,2017-01-01,3
LI_R_MD60,TOTAL,F,UK,2006-01-01,18
LI_R_MD60,TOTAL,F,UK,2007-01-01,15
LI_R_MD60,TOTAL,F,UK,2008-01-01,15
LI_R_MD60,TOTAL,F,UK,2009-01-01,16
LI_R_MD60,TOTAL,F,UK,2010-01-01,17
LI_R_MD60,TOTAL,F,UK,2011-01-01,18
LI_R_MD60,TOTAL,F,UK,2012-01-01,16
LI_R_MD60,TOTAL,F,UK,2013-01-01,16
LI_R_MD60,TOTAL,F,UK,2014-01-01,16
LI_R_MD60,TOTAL,F,UK,2015-01-01,14
LI_R_MD60,TOTAL,F,UK,2016-01-01,14
LI_R_MD60,TOTAL,F,UK,2017-01-01,
LI_R_MD60,TOTAL,M,AT,2006-01-01,11
LI_R_MD60,TOTAL,M,AT,2007-01-01,11
LI_R_MD60,TOTAL,M,AT,2008-01-01,13
LI_R_MD60,TOTAL,M,AT,2009-01-01,11
LI_R_MD60,TOTAL,M,AT,2010-01-01,11
LI_R_MD60,TOTAL,M,AT,2011-01-01,11
LI_R_MD60,TOTAL,M,AT,2012-01-01,11
LI_R_MD60,TOTAL,M,AT,2013-01-01,11
LI_R_MD60,TOTAL,M,AT,2014-01-01,10
LI_R_MD60,TOTAL,M,AT,2015-01-01,10
LI_R_MD60,TOTAL,M,AT,2016-01-01,10
LI_R_MD60,TOTAL,M,AT,2017-01-01,
LI_R_MD60,TOTAL,M,BE,2006-01-01,13
LI_R_MD60,TOTAL,M,BE,2007-01-01,13
LI_R_MD60,TOTAL,M,BE,2008-01-01,13
LI_R_MD60,TOTAL,M,BE,2009-01-01,10
LI_R_MD60,TOTAL,M,BE,2010-01-01,11
LI_R_MD60,TOTAL,M,BE,2011-01-01,12
LI_R_MD60,TOTAL,M,BE,2012-01-01,13
LI_R_MD60,TOTAL,M,BE,2013-01-01,11
LI_R_MD60,TOTAL,M,BE,2014-01-01,11
LI_R_MD60,TOTAL,M,BE,2015-01-01,10
LI_R_MD60,TOTAL,M,BE,2016-01-01,10
LI_R_MD60,TOTAL,M,BE,2017-01-01,
LI_R_MD60,TOTAL,M,CY,2006-01-01,10
LI_R_MD60,TOTAL,M,CY,2007-01-01,8
LI_R_MD60,TOTAL,M,CY,2008-01-01,8
LI_R_MD60,TOTAL,M,CY,2009-01-01,7
LI_R_MD60,TOTAL,M,CY,2010-01-01,10
LI_R_MD60,TOTAL,M,CY,2011-01-01,8
LI_R_MD60,TOTAL,M,CY,2012-01-01,9
LI_R_MD60,TOTAL,M,CY,2013-01-01,14
LI_R_MD60,TOTAL,M,CY,2014-01-01,18
LI_R_MD60,TOTAL,M,CY,2015-01-01,22
LI_R_MD60,TOTAL,M,CY,2016-01-01,20
LI_R_MD60,TOTAL,M,CY,2017-01-01,17
LI_R_MD60,TOTAL,M,CZ,2006-01-01,8
LI_R_MD60,TOTAL,M,CZ,2007-01-01,6
LI_R_MD60,TOTAL,M,CZ,2008-01-01,5
LI_R_MD60,TOTAL,M,CZ,2009-01-01,4
LI_R_MD60,TOTAL,M,CZ,2010-01-01,5
LI_R_MD60,TOTAL,M,CZ,2011-01-01,4
LI_R_MD60,TOTAL,M,CZ,2012-01-01,5
LI_R_MD60,TOTAL,M,CZ,2013-01-01,4
LI_R_MD60,TOTAL,M,CZ,2014-01-01,4
LI_R_MD60,TOTAL,M,CZ,2015-01-01,4
LI_R_MD60,TOTAL,M,CZ,2016-01-01,4
LI_R_MD60,TOTAL,M,CZ,2017-01-01,
LI_R_MD60,TOTAL,M,DE,2006-01-01,14
LI_R_MD60,TOTAL,M,DE,2007-01-01,12
LI_R_MD60,TOTAL,M,DE,2008-01-01,12
LI_R_MD60,TOTAL,M,DE,2009-01-01,12
LI_R_MD60,TOTAL,M,DE,2010-01-01,12
LI_R_MD60,TOTAL,M,DE,2011-01-01,13
LI_R_MD60,TOTAL,M,DE,2012-01-01,13
LI_R_MD60,TOTAL,M,DE,2013-01-01,13
LI_R_MD60,TOTAL,M,DE,2014-01-01,14
LI_R_MD60,TOTAL,M,DE,2015-01-01,13
LI_R_MD60,TOTAL,M,DE,2016-01-01,11
LI_R_MD60,TOTAL,M,DE,2017-01-01,10
LI_R_MD60,TOTAL,M,DK,2006-01-01,11
LI_R_MD60,TOTAL,M,DK,2007-01-01,10
LI_R_MD60,TOTAL,M,DK,2008-01-01,11
LI_R_MD60,TOTAL,M,DK,2009-01-01,11
LI_R_MD60,TOTAL,M,DK,2010-01-01,11
LI_R_MD60,TOTAL,M,DK,2011-01-01,9
LI_R_MD60,TOTAL,M,DK,2012-01-01,10
LI_R_MD60,TOTAL,M,DK,2013-01-01,10
LI_R_MD60,TOTAL,M,DK,2014-01-01,10
LI_R_MD60,TOTAL,M,DK,2015-01-01,9
LI_R_MD60,TOTAL,M,DK,2016-01-01,8
LI_R_MD60,TOTAL,M,DK,2017-01-01,
LI_R_MD60,TOTAL,M,EA18,2006-01-01,14
LI_R_MD60,TOTAL,M,EA18,2007-01-01,14
LI_R_MD60,TOTAL,M,EA18,2008-01-01,13
LI_R_MD60,TOTAL,M,EA18,2009-01-01,12
LI_R_MD60,TOTAL,M,EA18,2010-01-01,13
LI_R_MD60,TOTAL,M,EA18,2011-01-01,14
LI_R_MD60,TOTAL,M,EA18,2012-01-01,15
LI_R_MD60,TOTAL,M,EA18,2013-01-01,16
LI_R_MD60,TOTAL,M,EA18,2014-01-01,17
LI_R_MD60,TOTAL,M,EA18,2015-01-01,17
LI_R_MD60,TOTAL,M,EA18,2016-01-01,15
LI_R_MD60,TOTAL,M,EA18,2017-01-01,15
LI_R_MD60,TOTAL,M,EA19,2006-01-01,14
LI_R_MD60,TOTAL,M,EA19,2007-01-01,14
LI_R_MD60,TOTAL,M,EA19,2008-01-01,13
LI_R_MD60,TOTAL,M,EA19,2009-01-01,12
LI_R_MD60,TOTAL,M,EA19,2010-01-01,13
LI_R_MD60,TOTAL,M,EA19,2011-01-01,14
LI_R_MD60,TOTAL,M,EA19,2012-01-01,15
LI_R_MD60,TOTAL,M,EA19,2013-01-01,16
LI_R_MD60,TOTAL,M,EA19,2014-01-01,17
LI_R_MD60,TOTAL,M,EA19,2015-01-01,16
LI_R_MD60,TOTAL,M,EA19,2016-01-01,15
LI_R_MD60,TOTAL,M,EA19,2017-01-01,15
LI_R_MD60,TOTAL,M,EE,2006-01-01,11
LI_R_MD60,TOTAL,M,EE,2007-01-01,8
LI_R_MD60,TOTAL,M,EE,2008-01-01,5
LI_R_MD60,TOTAL,M,EE,2009-01-01,4
LI_R_MD60,TOTAL,M,EE,2010-01-01,6
LI_R_MD60,TOTAL,M,EE,2011-01-01,8
LI_R_MD60,TOTAL,M,EE,2012-01-01,7
LI_R_MD60,TOTAL,M,EE,2013-01-01,7
LI_R_MD60,TOTAL,M,EE,2014-01-01,7
LI_R_MD60,TOTAL,M,EE,2015-01-01,6
LI_R_MD60,TOTAL,M,EE,2016-01-01,4
LI_R_MD60,TOTAL,M,EE,2017-01-01,3
LI_R_MD60,TOTAL,M,EL,2006-01-01,19
LI_R_MD60,TOTAL,M,EL,2007-01-01,18
LI_R_MD60,TOTAL,M,EL,2008-01-01,18
LI_R_MD60,TOTAL,M,EL,2009-01-01,15
LI_R_MD60,TOTAL,M,EL,2010-01-01,15
LI_R_MD60,TOTAL,M,EL,2011-01-01,22
LI_R_MD60,TOTAL,M,EL,2012-01-01,31
LI_R_MD60,TOTAL,M,EL,2013-01-01,39
LI_R_MD60,TOTAL,M,EL,2014-01-01,42
LI_R_MD60,TOTAL,M,EL,2015-01-01,41
LI_R_MD60,TOTAL,M,EL,2016-01-01,42
LI_R_MD60,TOTAL,M,EL,2017-01-01,
LI_R_MD60,TOTAL,M,ES,2006-01-01,17
LI_R_MD60,TOTAL,M,ES,2007-01-01,16
LI_R_MD60,TOTAL,M,ES,2008-01-01,12
LI_R_MD60,TOTAL,M,ES,2009-01-01,11
LI_R_MD60,TOTAL,M,ES,2010-01-01,12
LI_R_MD60,TOTAL,M,ES,2011-01-01,14
LI_R_MD60,TOTAL,M,ES,2012-01-01,17
LI_R_MD60,TOTAL,M,ES,2013-01-01,18
LI_R_MD60,TOTAL,M,ES,2014-01-01,20
LI_R_MD60,TOTAL,M,ES,2015-01-01,20
LI_R_MD60,TOTAL,M,ES,2016-01-01,19
