indic_nrg,unit,geotime,date,value
B_101700,I05,DE,1994-01-01,99
B_101700,I05,DE,1995-01-01,101
B_101700,I05,DE,1996-01-01,105
B_101700,I05,DE,1997-01-01,103
B_101700,I05,DE,1998-01-01,103
B_101700,I05,DE,1999-01-01,101
B_101700,I05,DE,2000-01-01,100
B_101700,I05,DE,2001-01-01,102
B_101700,I05,DE,2002-01-01,100
B_101700,I05,DE,2003-01-01,102
B_101700,I05,DE,2004-01-01,101
B_101700,I05,DE,2005-01-01,100
B_101700,I05,DE,2006-01-01,102
B_101700,I05,DE,2007-01-01,96
B_101700,I05,DE,2008-01-01,99
B_101700,I05,DE,2009-01-01,94
B_101700,I05,DE,2010-01-01,100
B_101700,I05,DE,2011-01-01,95
B_101700,I05,DE,2012-01-01,97
B_101700,I05,DE,2013-01-01,99
B_101700,I05,DE,2014-01-01,95
B_101700,I05,DE,2015-01-01,97
B_101700,I05,DE,2016-01-01,99
B_101700,I05,DK,1990-01-01,86
B_101700,I05,DK,1991-01-01,91
B_101700,I05,DK,1992-01-01,90
B_101700,I05,DK,1993-01-01,93
B_101700,I05,DK,1994-01-01,93
B_101700,I05,DK,1995-01-01,95
B_101700,I05,DK,1996-01-01,99
B_101700,I05,DK,1997-01-01,97
B_101700,I05,DK,1998-01-01,97
B_101700,I05,DK,1999-01-01,96
B_101700,I05,DK,2000-01-01,95
B_101700,I05,DK,2001-01-01,97
B_101700,I05,DK,2002-01-01,95
B_101700,I05,DK,2003-01-01,97
B_101700,I05,DK,2004-01-01,99
B_101700,I05,DK,2005-01-01,100
B_101700,I05,DK,2006-01-01,101
B_101700,I05,DK,2007-01-01,101
B_101700,I05,DK,2008-01-01,100
B_101700,I05,DK,2009-01-01,95
B_101700,I05,DK,2010-01-01,100
B_101700,I05,DK,2011-01-01,95
B_101700,I05,DK,2012-01-01,91
B_101700,I05,DK,2013-01-01,90
B_101700,I05,DK,2014-01-01,87
B_101700,I05,DK,2015-01-01,90
B_101700,I05,DK,2016-01-01,93
B_101700,I05,EA19,1990-01-01,86
B_101700,I05,EA19,1991-01-01,88
B_101700,I05,EA19,1992-01-01,86
B_101700,I05,EA19,1993-01-01,86
B_101700,I05,EA19,1994-01-01,86
B_101700,I05,EA19,1995-01-01,87
B_101700,I05,EA19,1996-01-01,91
B_101700,I05,EA19,1997-01-01,90
B_101700,I05,EA19,1998-01-01,92
B_101700,I05,EA19,1999-01-01,93
B_101700,I05,EA19,2000-01-01,94
B_101700,I05,EA19,2001-01-01,96
B_101700,I05,EA19,2002-01-01,95
B_101700,I05,EA19,2003-01-01,98
B_101700,I05,EA19,2004-01-01,99
B_101700,I05,EA19,2005-01-01,100
B_101700,I05,EA19,2006-01-01,100
B_101700,I05,EA19,2007-01-01,98
B_101700,I05,EA19,2008-01-01,98
B_101700,I05,EA19,2009-01-01,93
B_101700,I05,EA19,2010-01-01,97
B_101700,I05,EA19,2011-01-01,92
B_101700,I05,EA19,2012-01-01,92
B_101700,I05,EA19,2013-01-01,92
B_101700,I05,EA19,2014-01-01,88
B_101700,I05,EA19,2015-01-01,90
B_101700,I05,EA19,2016-01-01,92
B_101700,I05,EE,1990-01-01,190
B_101700,I05,EE,1991-01-01,180
B_101700,I05,EE,1992-01-01,119
B_101700,I05,EE,1993-01-01,102
B_101700,I05,EE,1994-01-01,99
B_101700,I05,EE,1995-01-01,89
B_101700,I05,EE,1996-01-01,104
B_101700,I05,EE,1997-01-01,101
B_101700,I05,EE,1998-01-01,92
B_101700,I05,EE,1999-01-01,84
B_101700,I05,EE,2000-01-01,84
B_101700,I05,EE,2001-01-01,92
B_101700,I05,EE,2002-01-01,91
B_101700,I05,EE,2003-01-01,95
B_101700,I05,EE,2004-01-01,97
B_101700,I05,EE,2005-01-01,100
B_101700,I05,EE,2006-01-01,100
B_101700,I05,EE,2007-01-01,107
B_101700,I05,EE,2008-01-01,106
B_101700,I05,EE,2009-01-01,96
B_101700,I05,EE,2010-01-01,101
B_101700,I05,EE,2011-01-01,98
B_101700,I05,EE,2012-01-01,99
B_101700,I05,EE,2013-01-01,99
B_101700,I05,EE,2014-01-01,97
B_101700,I05,EE,2015-01-01,96
B_101700,I05,EE,2016-01-01,97
B_101700,I05,EL,1990-01-01,70
B_101700,I05,EL,1991-01-01,71
B_101700,I05,EL,1992-01-01,71
B_101700,I05,EL,1993-01-01,72
B_101700,I05,EL,1994-01-01,73
B_101700,I05,EL,1995-01-01,75
B_101700,I05,EL,1996-01-01,80
B_101700,I05,EL,1997-01-01,83
B_101700,I05,EL,1998-01-01,87
B_101700,I05,EL,1999-01-01,87
B_101700,I05,EL,2000-01-01,89
B_101700,I05,EL,2001-01-01,92
B_101700,I05,EL,2002-01-01,93
B_101700,I05,EL,2003-01-01,98
B_101700,I05,EL,2004-01-01,97
B_101700,I05,EL,2005-01-01,100
B_101700,I05,EL,2006-01-01,102
B_101700,I05,EL,2007-01-01,105
B_101700,I05,EL,2008-01-01,102
B_101700,I05,EL,2009-01-01,97
B_101700,I05,EL,2010-01-01,90
B_101700,I05,EL,2011-01-01,90
B_101700,I05,EL,2012-01-01,81
B_101700,I05,EL,2013-01-01,72
B_101700,I05,EL,2014-01-01,74
B_101700,I05,EL,2015-01-01,78
B_101700,I05,EL,2016-01-01,79
B_101700,I05,ES,1990-01-01,58
B_101700,I05,ES,1991-01-01,61
B_101700,I05,ES,1992-01-01,62
B_101700,I05,ES,1993-01-01,61
B_101700,I05,ES,1994-01-01,64
B_101700,I05,ES,1995-01-01,65
B_101700,I05,ES,1996-01-01,67
B_101700,I05,ES,1997-01-01,70
B_101700,I05,ES,1998-01-01,73
B_101700,I05,ES,1999-01-01,76
B_101700,I05,ES,2000-01-01,81
B_101700,I05,ES,2001-01-01,85
B_101700,I05,ES,2002-01-01,87
B_101700,I05,ES,2003-01-01,92
B_101700,I05,ES,2004-01-01,96
B_101700,I05,ES,2005-01-01,100
B_101700,I05,ES,2006-01-01,97
B_101700,I05,ES,2007-01-01,100
B_101700,I05,ES,2008-01-01,96
B_101700,I05,ES,2009-01-01,89
B_101700,I05,ES,2010-01-01,91
B_101700,I05,ES,2011-01-01,88
B_101700,I05,ES,2012-01-01,85
B_101700,I05,ES,2013-01-01,82
B_101700,I05,ES,2014-01-01,81
B_101700,I05,ES,2015-01-01,82
B_101700,I05,ES,2016-01-01,84
B_101700,I05,EU28,1990-01-01,90
B_101700,I05,EU28,1991-01-01,91
B_101700,I05,EU28,1992-01-01,89
B_101700,I05,EU28,1993-01-01,89
B_101700,I05,EU28,1994-01-01,89
B_101700,I05,EU28,1995-01-01,90
B_101700,I05,EU28,1996-01-01,94
B_101700,I05,EU28,1997-01-01,93
B_101700,I05,EU28,1998-01-01,94
B_101700,I05,EU28,1999-01-01,94
B_101700,I05,EU28,2000-01-01,95
B_101700,I05,EU28,2001-01-01,97
B_101700,I05,EU28,2002-01-01,96
B_101700,I05,EU28,2003-01-01,98
B_101700,I05,EU28,2004-01-01,99
B_101700,I05,EU28,2005-01-01,100
B_101700,I05,EU28,2006-01-01,100
B_101700,I05,EU28,2007-01-01,98
B_101700,I05,EU28,2008-01-01,98
B_101700,I05,EU28,2009-01-01,93
B_101700,I05,EU28,2010-01-01,97
B_101700,I05,EU28,2011-01-01,93
B_101700,I05,EU28,2012-01-01,92
B_101700,I05,EU28,2013-01-01,92
B_101700,I05,EU28,2014-01-01,89
B_101700,I05,EU28,2015-01-01,91
B_101700,I05,EU28,2016-01-01,92
B_101700,I05,FI,1990-01-01,86
B_101700,I05,FI,1991-01-01,84
B_101700,I05,FI,1992-01-01,83
B_101700,I05,FI,1993-01-01,84
B_101700,I05,FI,1994-01-01,88
B_101700,I05,FI,1995-01-01,87
B_101700,I05,FI,1996-01-01,89
B_101700,I05,FI,1997-01-01,92
B_101700,I05,FI,1998-01-01,96
B_101700,I05,FI,1999-01-01,96
B_101700,I05,FI,2000-01-01,96
B_101700,I05,FI,2001-01-01,98
B_101700,I05,FI,2002-01-01,101
B_101700,I05,FI,2003-01-01,102
B_101700,I05,FI,2004-01-01,103
B_101700,I05,FI,2005-01-01,100
B_101700,I05,FI,2006-01-01,105
B_101700,I05,FI,2007-01-01,105
B_101700,I05,FI,2008-01-01,101
B_101700,I05,FI,2009-01-01,94
B_101700,I05,FI,2010-01-01,104
B_101700,I05,FI,2011-01-01,99
B_101700,I05,FI,2012-01-01,99
B_101700,I05,FI,2013-01-01,98
B_101700,I05,FI,2014-01-01,97
B_101700,I05,FI,2015-01-01,96
B_101700,I05,FI,2016-01-01,100
B_101700,I05,FR,1990-01-01,84
B_101700,I05,FR,1991-01-01,90
B_101700,I05,FR,1992-01-01,90
B_101700,I05,FR,1993-01-01,89
B_101700,I05,FR,1994-01-01,88
B_101700,I05,FR,1995-01-01,89
B_101700,I05,FR,1996-01-01,93
B_101700,I05,FR,1997-01-01,91
B_101700,I05,FR,1998-01-01,95
B_101700,I05,FR,1999-01-01,96
B_101700,I05,FR,2000-01-01,96
B_101700,I05,FR,2001-01-01,100
B_101700,I05,FR,2002-01-01,97
B_101700,I05,FR,2003-01-01,99
B_101700,I05,FR,2004-01-01,100
B_101700,I05,FR,2005-01-01,100
B_101700,I05,FR,2006-01-01,98
B_101700,I05,FR,2007-01-01,95
B_101700,I05,FR,2008-01-01,97
B_101700,I05,FR,2009-01-01,93
B_101700,I05,FR,2010-01-01,96
B_101700,I05,FR,2011-01-01,90
B_101700,I05,FR,2012-01-01,92
B_101700,I05,FR,2013-01-01,94
B_101700,I05,FR,2014-01-01,87
B_101700,I05,FR,2015-01-01,90
B_101700,I05,FR,2016-01-01,91
B_101700,I05,HR,1990-01-01,89
B_101700,I05,HR,1991-01-01,77
B_101700,I05,HR,1992-01-01,67
B_101700,I05,HR,1993-01-01,69
B_101700,I05,HR,1994-01-01,70
B_101700,I05,HR,1995-01-01,73
B_101700,I05,HR,1996-01-01,76
B_101700,I05,HR,1997-01-01,81
B_101700,I05,HR,1998-01-01,83
B_101700,I05,HR,1999-01-01,85
B_101700,I05,HR,2000-01-01,82
B_101700,I05,HR,2001-01-01,87
B_101700,I05,HR,2002-01-01,88
B_101700,I05,HR,2003-01-01,94
B_101700,I05,HR,2004-01-01,96
B_101700,I05,HR,2005-01-01,100
B_101700,I05,HR,2006-01-01,100
B_101700,I05,HR,2007-01-01,100
B_101700,I05,HR,2008-01-01,102
B_101700,I05,HR,2009-01-01,99
B_101700,I05,HR,2010-01-01,99
B_101700,I05,HR,2011-01-01,96
B_101700,I05,HR,2012-01-01,91
B_101700,I05,HR,2013-01-01,90
B_101700,I05,HR,2014-01-01,86
B_101700,I05,HR,2015-01-01,91
B_101700,I05,HR,2016-01-01,91
B_101700,I05,HU,1990-01-01,106
B_101700,I05,HU,1991-01-01,100
B_101700,I05,HU,1992-01-01,87
B_101700,I05,HU,1993-01-01,87
B_101700,I05,HU,1994-01-01,86
B_101700,I05,HU,1995-01-01,86
B_101700,I05,HU,1996-01-01,89
B_101700,I05,HU,1997-01-01,85
B_101700,I05,HU,1998-01-01,85
B_101700,I05,HU,1999-01-01,87
B_101700,I05,HU,2000-01-01,86
B_101700,I05,HU,2001-01-01,90
B_101700,I05,HU,2002-01-01,90
B_101700,I05,HU,2003-01-01,94
B_101700,I05,HU,2004-01-01,93
B_101700,I05,HU,2005-01-01,100
B_101700,I05,HU,2006-01-01,98
B_101700,I05,HU,2007-01-01,93
B_101700,I05,HU,2008-01-01,93
B_101700,I05,HU,2009-01-01,91
B_101700,I05,HU,2010-01-01,92
B_101700,I05,HU,2011-01-01,93
B_101700,I05,HU,2012-01-01,87
B_101700,I05,HU,2013-01-01,88
B_101700,I05,HU,2014-01-01,86
B_101700,I05,HU,2015-01-01,92
B_101700,I05,HU,2016-01-01,95
B_101700,I05,IE,1990-01-01,58
B_101700,I05,IE,1991-01-01,59
B_101700,I05,IE,1992-01-01,58
B_101700,I05,IE,1993-01-01,60
B_101700,I05,IE,1994-01-01,62
B_101700,I05,IE,1995-01-01,63
B_101700,I05,IE,1996-01-01,66
B_101700,I05,IE,1997-01-01,68
B_101700,I05,IE,1998-01-01,74
B_101700,I05,IE,1999-01-01,79
B_101700,I05,IE,2000-01-01,85
B_101700,I05,IE,2001-01-01,89
B_101700,I05,IE,2002-01-01,89
B_101700,I05,IE,2003-01-01,92
B_101700,I05,IE,2004-01-01,94
B_101700,I05,IE,2005-01-01,100
B_101700,I05,IE,2006-01-01,105
B_101700,I05,IE,2007-01-01,105
B_101700,I05,IE,2008-01-01,105
B_101700,I05,IE,2009-01-01,94
B_101700,I05,IE,2010-01-01,95
B_101700,I05,IE,2011-01-01,86
B_101700,I05,IE,2012-01-01,84
B_101700,I05,IE,2013-01-01,85
B_101700,I05,IE,2014-01-01,85
B_101700,I05,IE,2015-01-01,88
B_101700,I05,IE,2016-01-01,91
B_101700,I05,IS,1990-01-01,70
B_101700,I05,IS,1991-01-01,68
B_101700,I05,IS,1992-01-01,70
B_101700,I05,IS,1993-01-01,72
B_101700,I05,IS,1994-01-01,74
B_101700,I05,IS,1995-01-01,74
B_101700,I05,IS,1996-01-01,78
B_101700,I05,IS,1997-01-01,79
B_101700,I05,IS,1998-01-01,83
B_101700,I05,IS,1999-01-01,87
B_101700,I05,IS,2000-01-01,93
B_101700,I05,IS,2001-01-01,93
B_101700,I05,IS,2002-01-01,96
B_101700,I05,IS,2003-01-01,96
B_101700,I05,IS,2004-01-01,99
B_101700,I05,IS,2005-01-01,100
B_101700,I05,IS,2006-01-01,108
B_101700,I05,IS,2007-01-01,117
B_101700,I05,IS,2008-01-01,133
B_101700,I05,IS,2009-01-01,133
B_101700,I05,IS,2010-01-01,131
B_101700,I05,IS,2011-01-01,132
B_101700,I05,IS,2012-01-01,136
B_101700,I05,IS,2013-01-01,142
B_101700,I05,IS,2014-01-01,145
B_101700,I05,IS,2015-01-01,152
B_101700,I05,IS,2016-01-01,163
B_101700,I05,IT,1990-01-01,78
B_101700,I05,IT,1991-01-01,80
B_101700,I05,IT,1992-01-01,80
B_101700,I05,IT,1993-01-01,81
B_101700,I05,IT,1994-01-01,80
B_101700,I05,IT,1995-01-01,83
B_101700,I05,IT,1996-01-01,84
B_101700,I05,IT,1997-01-01,85
B_101700,I05,IT,1998-01-01,87
B_101700,I05,IT,1999-01-01,90
B_101700,I05,IT,2000-01-01,90
B_101700,I05,IT,2001-01-01,91
B_101700,I05,IT,2002-01-01,92
B_101700,I05,IT,2003-01-01,97
B_101700,I05,IT,2004-01-01,97
B_101700,I05,IT,2005-01-01,100
B_101700,I05,IT,2006-01-01,98
B_101700,I05,IT,2007-01-01,98
B_101700,I05,IT,2008-01-01,97
B_101700,I05,IT,2009-01-01,92
B_101700,I05,IT,2010-01-01,93
B_101700,I05,IT,2011-01-01,89
B_101700,I05,IT,2012-01-01,88
B_101700,I05,IT,2013-01-01,86
B_101700,I05,IT,2014-01-01,82
B_101700,I05,IT,2015-01-01,84
B_101700,I05,IT,2016-01-01,84
B_101700,I05,LT,1990-01-01,207
B_101700,I05,LT,1991-01-01,217
B_101700,I05,LT,1992-01-01,136
B_101700,I05,LT,1993-01-01,105
B_101700,I05,LT,1994-01-01,101
B_101700,I05,LT,1995-01-01,98
B_101700,I05,LT,1996-01-01,95
B_101700,I05,LT,1997-01-01,96
B_101700,I05,LT,1998-01-01,95
B_101700,I05,LT,1999-01-01,86
B_101700,I05,LT,2000-01-01,80
B_101700,I05,LT,2001-01-01,83
B_101700,I05,LT,2002-01-01,87
B_101700,I05,LT,2003-01-01,90
B_101700,I05,LT,2004-01-01,94
B_101700,I05,LT,2005-01-01,100
B_101700,I05,LT,2006-01-01,105
B_101700,I05,LT,2007-01-01,111
B_101700,I05,LT,2008-01-01,110
B_101700,I05,LT,2009-01-01,99
B_101700,I05,LT,2010-01-01,103
B_101700,I05,LT,2011-01-01,102
B_101700,I05,LT,2012-01-01,105
B_101700,I05,LT,2013-01-01,102
B_101700,I05,LT,2014-01-01,104
B_101700,I05,LT,2015-01-01,104
B_101700,I05,LT,2016-01-01,109
B_101700,I05,LU,1990-01-01,73
B_101700,I05,LU,1991-01-01,78
B_101700,I05,LU,1992-01-01,78
B_101700,I05,LU,1993-01-01,79
B_101700,I05,LU,1994-01-01,78
B_101700,I05,LU,1995-01-01,69
B_101700,I05,LU,1996-01-01,71
B_101700,I05,LU,1997-01-01,71
B_101700,I05,LU,1998-01-01,70
B_101700,I05,LU,1999-01-01,74
B_101700,I05,LU,2000-01-01,78
B_101700,I05,LU,2001-01-01,82
B_101700,I05,LU,2002-01-01,82
B_101700,I05,LU,2003-01-01,88
B_101700,I05,LU,2004-01-01,98
B_101700,I05,LU,2005-01-01,100
B_101700,I05,LU,2006-01-01,98
B_101700,I05,LU,2007-01-01,97
B_101700,I05,LU,2008-01-01,97
B_101700,I05,LU,2009-01-01,91
B_101700,I05,LU,2010-01-01,96
B_101700,I05,LU,2011-01-01,95
B_101700,I05,LU,2012-01-01,93
B_101700,I05,LU,2013-01-01,92
B_101700,I05,LU,2014-01-01,89
B_101700,I05,LU,2015-01-01,89
B_101700,I05,LU,2016-01-01,90
B_101700,I05,LV,1990-01-01,159
B_101700,I05,LV,1991-01-01,155
B_101700,I05,LV,1992-01-01,128
B_101700,I05,LV,1993-01-01,111
B_101700,I05,LV,1994-01-01,101
B_101700,I05,LV,1995-01-01,95
B_101700,I05,LV,1996-01-01,94
B_101700,I05,LV,1997-01-01,92
B_101700,I05,LV,1998-01-01,89
B_101700,I05,LV,1999-01-01,84
B_101700,I05,LV,2000-01-01,81
B_101700,I05,LV,2001-01-01,88
B_101700,I05,LV,2002-01-01,90
B_101700,I05,LV,2003-01-01,94
B_101700,I05,LV,2004-01-01,97
B_101700,I05,LV,2005-01-01,100
B_101700,I05,LV,2006-01-01,104
B_101700,I05,LV,2007-01-01,108
B_101700,I05,LV,2008-01-01,103
B_101700,I05,LV,2009-01-01,100
B_101700,I05,LV,2010-01-01,102
B_101700,I05,LV,2011-01-01,96
B_101700,I05,LV,2012-01-01,100
B_101700,I05,LV,2013-01-01,95
B_101700,I05,LV,2014-01-01,96
B_101700,I05,LV,2015-01-01,94
B_101700,I05,LV,2016-01-01,95
B_101700,I05,ME,1990-01-01,
B_101700,I05,ME,1991-01-01,
B_101700,I05,ME,1992-01-01,
B_101700,I05,ME,1993-01-01,
B_101700,I05,ME,1994-01-01,
B_101700,I05,ME,1995-01-01,
B_101700,I05,ME,1996-01-01,
B_101700,I05,ME,1997-01-01,
B_101700,I05,ME,1998-01-01,
B_101700,I05,ME,1999-01-01,
B_101700,I05,ME,2000-01-01,
B_101700,I05,ME,2001-01-01,
B_101700,I05,ME,2002-01-01,
B_101700,I05,ME,2003-01-01,
B_101700,I05,ME,2004-01-01,
B_101700,I05,ME,2005-01-01,100
B_101700,I05,ME,2006-01-01,103
B_101700,I05,ME,2007-01-01,112
B_101700,I05,ME,2008-01-01,113
B_101700,I05,ME,2009-01-01,95
B_101700,I05,ME,2010-01-01,94
B_101700,I05,ME,2011-01-01,96
B_101700,I05,ME,2012-01-01,93
B_101700,I05,ME,2013-01-01,86
B_101700,I05,ME,2014-01-01,85
B_101700,I05,ME,2015-01-01,89
B_101700,I05,ME,2016-01-01,93
B_101700,I05,MK,1990-01-01,82
B_101700,I05,MK,1991-01-01,77
B_101700,I05,MK,1992-01-01,90
B_101700,I05,MK,1993-01-01,96
B_101700,I05,MK,1994-01-01,86
B_101700,I05,MK,1995-01-01,84
B_101700,I05,MK,1996-01-01,104
B_101700,I05,MK,1997-01-01,95
B_101700,I05,MK,1998-01-01,92
B_101700,I05,MK,1999-01-01,93
B_101700,I05,MK,2000-01-01,91
B_101700,I05,MK,2001-01-01,81
B_101700,I05,MK,2002-01-01,84
B_101700,I05,MK,2003-01-01,94
B_101700,I05,MK,2004-01-01,92
B_101700,I05,MK,2005-01-01,100
B_101700,I05,MK,2006-01-01,100
B_101700,I05,MK,2007-01-01,106
B_101700,I05,MK,2008-01-01,103
B_101700,I05,MK,2009-01-01,96
B_101700,I05,MK,2010-01-01,103
B_101700,I05,MK,2011-01-01,109
B_101700,I05,MK,2012-01-01,106
B_101700,I05,MK,2013-01-01,104
B_101700,I05,MK,2014-01-01,103
B_101700,I05,MK,2015-01-01,106
B_101700,I05,MK,2016-01-01,106
B_101700,I05,MT,1990-01-01,72
B_101700,I05,MT,1991-01-01,84
B_101700,I05,MT,1992-01-01,86
B_101700,I05,MT,1993-01-01,91
B_101700,I05,MT,1994-01-01,90
B_101700,I05,MT,1995-01-01,97
B_101700,I05,MT,1996-01-01,84
B_101700,I05,MT,1997-01-01,121
B_101700,I05,MT,1998-01-01,93
B_101700,I05,MT,1999-01-01,92
B_101700,I05,MT,2000-01-01,95
B_101700,I05,MT,2001-01-01,86
B_101700,I05,MT,2002-01-01,78
B_101700,I05,MT,2003-01-01,85
B_101700,I05,MT,2004-01-01,95
B_101700,I05,MT,2005-01-01,100
B_101700,I05,MT,2006-01-01,100
B_101700,I05,MT,2007-01-01,103
B_101700,I05,MT,2008-01-01,107
