unit,sex,age,isced11,geotime,date,value
PC,T,Y15-24,TOTAL,DE,2015-01-01,7.2
PC,T,Y15-24,TOTAL,DE,2016-01-01,7.1
PC,T,Y15-24,TOTAL,DE,2017-01-01,6.8
PC,T,Y15-24,TOTAL,DK,2005-01-01,8.6
PC,T,Y15-24,TOTAL,DK,2006-01-01,7.7
PC,T,Y15-24,TOTAL,DK,2007-01-01,7.5
PC,T,Y15-24,TOTAL,DK,2008-01-01,8.0
PC,T,Y15-24,TOTAL,DK,2009-01-01,11.8
PC,T,Y15-24,TOTAL,DK,2010-01-01,14.0
PC,T,Y15-24,TOTAL,DK,2011-01-01,14.2
PC,T,Y15-24,TOTAL,DK,2012-01-01,14.1
PC,T,Y15-24,TOTAL,DK,2013-01-01,13.1
PC,T,Y15-24,TOTAL,DK,2014-01-01,12.6
PC,T,Y15-24,TOTAL,DK,2015-01-01,10.8
PC,T,Y15-24,TOTAL,DK,2016-01-01,12.0
PC,T,Y15-24,TOTAL,DK,2017-01-01,11.0
PC,T,Y15-24,TOTAL,EA18,2005-01-01,17.9
PC,T,Y15-24,TOTAL,EA18,2006-01-01,16.6
PC,T,Y15-24,TOTAL,EA18,2007-01-01,15.0
PC,T,Y15-24,TOTAL,EA18,2008-01-01,15.5
PC,T,Y15-24,TOTAL,EA18,2009-01-01,20.0
PC,T,Y15-24,TOTAL,EA18,2010-01-01,20.8
PC,T,Y15-24,TOTAL,EA18,2011-01-01,21.1
PC,T,Y15-24,TOTAL,EA18,2012-01-01,23.4
PC,T,Y15-24,TOTAL,EA18,2013-01-01,24.3
PC,T,Y15-24,TOTAL,EA18,2014-01-01,23.8
PC,T,Y15-24,TOTAL,EA18,2015-01-01,22.4
PC,T,Y15-24,TOTAL,EA18,2016-01-01,21.0
PC,T,Y15-24,TOTAL,EA18,2017-01-01,18.8
PC,T,Y15-24,TOTAL,EA19,2005-01-01,17.9
PC,T,Y15-24,TOTAL,EA19,2006-01-01,16.6
PC,T,Y15-24,TOTAL,EA19,2007-01-01,15.0
PC,T,Y15-24,TOTAL,EA19,2008-01-01,15.5
PC,T,Y15-24,TOTAL,EA19,2009-01-01,20.0
PC,T,Y15-24,TOTAL,EA19,2010-01-01,20.9
PC,T,Y15-24,TOTAL,EA19,2011-01-01,21.2
PC,T,Y15-24,TOTAL,EA19,2012-01-01,23.5
PC,T,Y15-24,TOTAL,EA19,2013-01-01,24.2
PC,T,Y15-24,TOTAL,EA19,2014-01-01,23.7
PC,T,Y15-24,TOTAL,EA19,2015-01-01,22.3
PC,T,Y15-24,TOTAL,EA19,2016-01-01,20.9
PC,T,Y15-24,TOTAL,EA19,2017-01-01,18.8
PC,T,Y15-24,TOTAL,EE,2005-01-01,15.1
PC,T,Y15-24,TOTAL,EE,2006-01-01,12.1
PC,T,Y15-24,TOTAL,EE,2007-01-01,10.1
PC,T,Y15-24,TOTAL,EE,2008-01-01,12.0
PC,T,Y15-24,TOTAL,EE,2009-01-01,27.4
PC,T,Y15-24,TOTAL,EE,2010-01-01,32.9
PC,T,Y15-24,TOTAL,EE,2011-01-01,22.4
PC,T,Y15-24,TOTAL,EE,2012-01-01,20.9
PC,T,Y15-24,TOTAL,EE,2013-01-01,18.7
PC,T,Y15-24,TOTAL,EE,2014-01-01,15.0
PC,T,Y15-24,TOTAL,EE,2015-01-01,13.1
PC,T,Y15-24,TOTAL,EE,2016-01-01,13.4
PC,T,Y15-24,TOTAL,EE,2017-01-01,12.1
PC,T,Y15-24,TOTAL,EL,2005-01-01,25.8
PC,T,Y15-24,TOTAL,EL,2006-01-01,25.0
PC,T,Y15-24,TOTAL,EL,2007-01-01,22.7
PC,T,Y15-24,TOTAL,EL,2008-01-01,21.9
PC,T,Y15-24,TOTAL,EL,2009-01-01,25.7
PC,T,Y15-24,TOTAL,EL,2010-01-01,33.0
PC,T,Y15-24,TOTAL,EL,2011-01-01,44.7
PC,T,Y15-24,TOTAL,EL,2012-01-01,55.3
PC,T,Y15-24,TOTAL,EL,2013-01-01,58.3
PC,T,Y15-24,TOTAL,EL,2014-01-01,52.4
PC,T,Y15-24,TOTAL,EL,2015-01-01,49.8
PC,T,Y15-24,TOTAL,EL,2016-01-01,47.3
PC,T,Y15-24,TOTAL,EL,2017-01-01,43.6
PC,T,Y15-24,TOTAL,ES,2005-01-01,19.6
PC,T,Y15-24,TOTAL,ES,2006-01-01,17.9
PC,T,Y15-24,TOTAL,ES,2007-01-01,18.1
PC,T,Y15-24,TOTAL,ES,2008-01-01,24.5
PC,T,Y15-24,TOTAL,ES,2009-01-01,37.7
PC,T,Y15-24,TOTAL,ES,2010-01-01,41.5
PC,T,Y15-24,TOTAL,ES,2011-01-01,46.2
PC,T,Y15-24,TOTAL,ES,2012-01-01,52.9
PC,T,Y15-24,TOTAL,ES,2013-01-01,55.5
PC,T,Y15-24,TOTAL,ES,2014-01-01,53.2
PC,T,Y15-24,TOTAL,ES,2015-01-01,48.3
PC,T,Y15-24,TOTAL,ES,2016-01-01,44.4
PC,T,Y15-24,TOTAL,ES,2017-01-01,38.6
PC,T,Y15-24,TOTAL,EU27,2005-01-01,18.6
PC,T,Y15-24,TOTAL,EU27,2006-01-01,17.3
PC,T,Y15-24,TOTAL,EU27,2007-01-01,15.4
PC,T,Y15-24,TOTAL,EU27,2008-01-01,15.6
PC,T,Y15-24,TOTAL,EU27,2009-01-01,19.9
PC,T,Y15-24,TOTAL,EU27,2010-01-01,21.0
PC,T,Y15-24,TOTAL,EU27,2011-01-01,21.6
PC,T,Y15-24,TOTAL,EU27,2012-01-01,23.1
PC,T,Y15-24,TOTAL,EU27,2013-01-01,23.5
PC,T,Y15-24,TOTAL,EU27,2014-01-01,22.0
PC,T,Y15-24,TOTAL,EU27,2015-01-01,20.2
PC,T,Y15-24,TOTAL,EU27,2016-01-01,18.6
PC,T,Y15-24,TOTAL,EU27,2017-01-01,16.7
PC,T,Y15-24,TOTAL,EU28,2005-01-01,18.7
PC,T,Y15-24,TOTAL,EU28,2006-01-01,17.4
PC,T,Y15-24,TOTAL,EU28,2007-01-01,15.5
PC,T,Y15-24,TOTAL,EU28,2008-01-01,15.6
PC,T,Y15-24,TOTAL,EU28,2009-01-01,19.9
PC,T,Y15-24,TOTAL,EU28,2010-01-01,21.1
PC,T,Y15-24,TOTAL,EU28,2011-01-01,21.7
PC,T,Y15-24,TOTAL,EU28,2012-01-01,23.2
PC,T,Y15-24,TOTAL,EU28,2013-01-01,23.7
PC,T,Y15-24,TOTAL,EU28,2014-01-01,22.2
PC,T,Y15-24,TOTAL,EU28,2015-01-01,20.3
PC,T,Y15-24,TOTAL,EU28,2016-01-01,18.7
PC,T,Y15-24,TOTAL,EU28,2017-01-01,16.8
PC,T,Y15-24,TOTAL,FI,2005-01-01,20.1
PC,T,Y15-24,TOTAL,FI,2006-01-01,18.7
PC,T,Y15-24,TOTAL,FI,2007-01-01,16.5
PC,T,Y15-24,TOTAL,FI,2008-01-01,16.5
PC,T,Y15-24,TOTAL,FI,2009-01-01,21.5
PC,T,Y15-24,TOTAL,FI,2010-01-01,21.4
PC,T,Y15-24,TOTAL,FI,2011-01-01,20.1
PC,T,Y15-24,TOTAL,FI,2012-01-01,19.0
PC,T,Y15-24,TOTAL,FI,2013-01-01,19.9
PC,T,Y15-24,TOTAL,FI,2014-01-01,20.5
PC,T,Y15-24,TOTAL,FI,2015-01-01,22.4
PC,T,Y15-24,TOTAL,FI,2016-01-01,20.1
PC,T,Y15-24,TOTAL,FI,2017-01-01,20.1
PC,T,Y15-24,TOTAL,FR,2005-01-01,20.3
PC,T,Y15-24,TOTAL,FR,2006-01-01,21.3
PC,T,Y15-24,TOTAL,FR,2007-01-01,18.8
PC,T,Y15-24,TOTAL,FR,2008-01-01,18.3
PC,T,Y15-24,TOTAL,FR,2009-01-01,22.9
PC,T,Y15-24,TOTAL,FR,2010-01-01,22.5
PC,T,Y15-24,TOTAL,FR,2011-01-01,21.9
PC,T,Y15-24,TOTAL,FR,2012-01-01,23.7
PC,T,Y15-24,TOTAL,FR,2013-01-01,24.1
PC,T,Y15-24,TOTAL,FR,2014-01-01,24.2
PC,T,Y15-24,TOTAL,FR,2015-01-01,24.7
PC,T,Y15-24,TOTAL,FR,2016-01-01,24.6
PC,T,Y15-24,TOTAL,FR,2017-01-01,22.3
PC,T,Y15-24,TOTAL,HR,2005-01-01,32.3
PC,T,Y15-24,TOTAL,HR,2006-01-01,28.9
PC,T,Y15-24,TOTAL,HR,2007-01-01,25.2
PC,T,Y15-24,TOTAL,HR,2008-01-01,23.7
PC,T,Y15-24,TOTAL,HR,2009-01-01,25.2
PC,T,Y15-24,TOTAL,HR,2010-01-01,32.4
PC,T,Y15-24,TOTAL,HR,2011-01-01,36.7
PC,T,Y15-24,TOTAL,HR,2012-01-01,42.1
PC,T,Y15-24,TOTAL,HR,2013-01-01,50.0
PC,T,Y15-24,TOTAL,HR,2014-01-01,45.5
PC,T,Y15-24,TOTAL,HR,2015-01-01,42.3
PC,T,Y15-24,TOTAL,HR,2016-01-01,31.3
PC,T,Y15-24,TOTAL,HR,2017-01-01,27.4
PC,T,Y15-24,TOTAL,HU,2005-01-01,19.4
PC,T,Y15-24,TOTAL,HU,2006-01-01,19.1
PC,T,Y15-24,TOTAL,HU,2007-01-01,18.0
PC,T,Y15-24,TOTAL,HU,2008-01-01,19.5
PC,T,Y15-24,TOTAL,HU,2009-01-01,26.4
PC,T,Y15-24,TOTAL,HU,2010-01-01,26.4
PC,T,Y15-24,TOTAL,HU,2011-01-01,26.0
PC,T,Y15-24,TOTAL,HU,2012-01-01,28.2
PC,T,Y15-24,TOTAL,HU,2013-01-01,26.6
PC,T,Y15-24,TOTAL,HU,2014-01-01,20.4
PC,T,Y15-24,TOTAL,HU,2015-01-01,17.3
PC,T,Y15-24,TOTAL,HU,2016-01-01,12.9
PC,T,Y15-24,TOTAL,HU,2017-01-01,10.7
PC,T,Y15-24,TOTAL,IE,2005-01-01,8.6
PC,T,Y15-24,TOTAL,IE,2006-01-01,8.6
PC,T,Y15-24,TOTAL,IE,2007-01-01,9.2
PC,T,Y15-24,TOTAL,IE,2008-01-01,13.5
PC,T,Y15-24,TOTAL,IE,2009-01-01,24.5
PC,T,Y15-24,TOTAL,IE,2010-01-01,28.1
PC,T,Y15-24,TOTAL,IE,2011-01-01,29.6
PC,T,Y15-24,TOTAL,IE,2012-01-01,30.8
PC,T,Y15-24,TOTAL,IE,2013-01-01,26.7
PC,T,Y15-24,TOTAL,IE,2014-01-01,23.4
PC,T,Y15-24,TOTAL,IE,2015-01-01,20.2
PC,T,Y15-24,TOTAL,IE,2016-01-01,16.8
PC,T,Y15-24,TOTAL,IE,2017-01-01,14.4
PC,T,Y15-24,TOTAL,IS,2005-01-01,7.4
PC,T,Y15-24,TOTAL,IS,2006-01-01,8.3
PC,T,Y15-24,TOTAL,IS,2007-01-01,7.0
PC,T,Y15-24,TOTAL,IS,2008-01-01,8.2
PC,T,Y15-24,TOTAL,IS,2009-01-01,15.9
PC,T,Y15-24,TOTAL,IS,2010-01-01,16.2
PC,T,Y15-24,TOTAL,IS,2011-01-01,14.4
PC,T,Y15-24,TOTAL,IS,2012-01-01,13.5
PC,T,Y15-24,TOTAL,IS,2013-01-01,10.6
PC,T,Y15-24,TOTAL,IS,2014-01-01,9.8
PC,T,Y15-24,TOTAL,IS,2015-01-01,8.8
PC,T,Y15-24,TOTAL,IS,2016-01-01,6.5
PC,T,Y15-24,TOTAL,IS,2017-01-01,7.9
PC,T,Y15-24,TOTAL,IT,2005-01-01,24.1
PC,T,Y15-24,TOTAL,IT,2006-01-01,21.8
PC,T,Y15-24,TOTAL,IT,2007-01-01,20.4
PC,T,Y15-24,TOTAL,IT,2008-01-01,21.2
PC,T,Y15-24,TOTAL,IT,2009-01-01,25.3
PC,T,Y15-24,TOTAL,IT,2010-01-01,27.9
PC,T,Y15-24,TOTAL,IT,2011-01-01,29.2
PC,T,Y15-24,TOTAL,IT,2012-01-01,35.3
PC,T,Y15-24,TOTAL,IT,2013-01-01,40.0
PC,T,Y15-24,TOTAL,IT,2014-01-01,42.7
PC,T,Y15-24,TOTAL,IT,2015-01-01,40.3
PC,T,Y15-24,TOTAL,IT,2016-01-01,37.8
PC,T,Y15-24,TOTAL,IT,2017-01-01,34.7
PC,T,Y15-24,TOTAL,LT,2005-01-01,15.8
PC,T,Y15-24,TOTAL,LT,2006-01-01,10.0
PC,T,Y15-24,TOTAL,LT,2007-01-01,8.4
PC,T,Y15-24,TOTAL,LT,2008-01-01,13.3
PC,T,Y15-24,TOTAL,LT,2009-01-01,29.6
PC,T,Y15-24,TOTAL,LT,2010-01-01,35.7
PC,T,Y15-24,TOTAL,LT,2011-01-01,32.6
PC,T,Y15-24,TOTAL,LT,2012-01-01,26.7
PC,T,Y15-24,TOTAL,LT,2013-01-01,21.9
PC,T,Y15-24,TOTAL,LT,2014-01-01,19.3
PC,T,Y15-24,TOTAL,LT,2015-01-01,16.3
PC,T,Y15-24,TOTAL,LT,2016-01-01,14.5
PC,T,Y15-24,TOTAL,LT,2017-01-01,13.3
PC,T,Y15-24,TOTAL,LU,2005-01-01,13.7
PC,T,Y15-24,TOTAL,LU,2006-01-01,16.2
PC,T,Y15-24,TOTAL,LU,2007-01-01,15.2
PC,T,Y15-24,TOTAL,LU,2008-01-01,17.9
PC,T,Y15-24,TOTAL,LU,2009-01-01,17.2
PC,T,Y15-24,TOTAL,LU,2010-01-01,14.2
PC,T,Y15-24,TOTAL,LU,2011-01-01,16.8
PC,T,Y15-24,TOTAL,LU,2012-01-01,18.8
PC,T,Y15-24,TOTAL,LU,2013-01-01,15.5
PC,T,Y15-24,TOTAL,LU,2014-01-01,22.6
PC,T,Y15-24,TOTAL,LU,2015-01-01,17.3
PC,T,Y15-24,TOTAL,LU,2016-01-01,18.9
PC,T,Y15-24,TOTAL,LU,2017-01-01,15.4
PC,T,Y15-24,TOTAL,LV,2005-01-01,15.1
PC,T,Y15-24,TOTAL,LV,2006-01-01,13.6
PC,T,Y15-24,TOTAL,LV,2007-01-01,10.6
PC,T,Y15-24,TOTAL,LV,2008-01-01,13.6
PC,T,Y15-24,TOTAL,LV,2009-01-01,33.3
PC,T,Y15-24,TOTAL,LV,2010-01-01,36.2
PC,T,Y15-24,TOTAL,LV,2011-01-01,31.0
PC,T,Y15-24,TOTAL,LV,2012-01-01,28.5
PC,T,Y15-24,TOTAL,LV,2013-01-01,23.2
PC,T,Y15-24,TOTAL,LV,2014-01-01,19.6
PC,T,Y15-24,TOTAL,LV,2015-01-01,16.3
PC,T,Y15-24,TOTAL,LV,2016-01-01,17.3
PC,T,Y15-24,TOTAL,LV,2017-01-01,17.0
PC,T,Y15-24,TOTAL,ME,2005-01-01,
PC,T,Y15-24,TOTAL,ME,2006-01-01,
PC,T,Y15-24,TOTAL,ME,2007-01-01,
PC,T,Y15-24,TOTAL,ME,2008-01-01,
PC,T,Y15-24,TOTAL,ME,2009-01-01,
PC,T,Y15-24,TOTAL,ME,2010-01-01,
PC,T,Y15-24,TOTAL,ME,2011-01-01,36.6
PC,T,Y15-24,TOTAL,ME,2012-01-01,42.2
PC,T,Y15-24,TOTAL,ME,2013-01-01,40.5
PC,T,Y15-24,TOTAL,ME,2014-01-01,35.8
PC,T,Y15-24,TOTAL,ME,2015-01-01,37.6
PC,T,Y15-24,TOTAL,ME,2016-01-01,35.9
PC,T,Y15-24,TOTAL,ME,2017-01-01,31.7
PC,T,Y15-24,TOTAL,MK,2005-01-01,
PC,T,Y15-24,TOTAL,MK,2006-01-01,59.7
PC,T,Y15-24,TOTAL,MK,2007-01-01,57.7
PC,T,Y15-24,TOTAL,MK,2008-01-01,56.4
PC,T,Y15-24,TOTAL,MK,2009-01-01,55.1
PC,T,Y15-24,TOTAL,MK,2010-01-01,53.7
PC,T,Y15-24,TOTAL,MK,2011-01-01,55.3
PC,T,Y15-24,TOTAL,MK,2012-01-01,53.9
PC,T,Y15-24,TOTAL,MK,2013-01-01,51.9
PC,T,Y15-24,TOTAL,MK,2014-01-01,53.1
PC,T,Y15-24,TOTAL,MK,2015-01-01,47.3
PC,T,Y15-24,TOTAL,MK,2016-01-01,48.2
PC,T,Y15-24,TOTAL,MK,2017-01-01,46.7
PC,T,Y15-24,TOTAL,MT,2005-01-01,16.1
PC,T,Y15-24,TOTAL,MT,2006-01-01,15.5
PC,T,Y15-24,TOTAL,MT,2007-01-01,13.5
PC,T,Y15-24,TOTAL,MT,2008-01-01,11.7
PC,T,Y15-24,TOTAL,MT,2009-01-01,14.5
PC,T,Y15-24,TOTAL,MT,2010-01-01,13.2
PC,T,Y15-24,TOTAL,MT,2011-01-01,13.3
PC,T,Y15-24,TOTAL,MT,2012-01-01,13.8
PC,T,Y15-24,TOTAL,MT,2013-01-01,12.7
PC,T,Y15-24,TOTAL,MT,2014-01-01,11.7
PC,T,Y15-24,TOTAL,MT,2015-01-01,11.6
PC,T,Y15-24,TOTAL,MT,2016-01-01,10.7
PC,T,Y15-24,TOTAL,MT,2017-01-01,10.6
PC,T,Y15-24,TOTAL,NL,2005-01-01,8.2
PC,T,Y15-24,TOTAL,NL,2006-01-01,6.6
PC,T,Y15-24,TOTAL,NL,2007-01-01,5.9
PC,T,Y15-24,TOTAL,NL,2008-01-01,5.3
PC,T,Y15-24,TOTAL,NL,2009-01-01,6.6
PC,T,Y15-24,TOTAL,NL,2010-01-01,8.7
PC,T,Y15-24,TOTAL,NL,2011-01-01,10.0
PC,T,Y15-24,TOTAL,NL,2012-01-01,11.7
PC,T,Y15-24,TOTAL,NL,2013-01-01,13.2
PC,T,Y15-24,TOTAL,NL,2014-01-01,12.7
PC,T,Y15-24,TOTAL,NL,2015-01-01,11.3
PC,T,Y15-24,TOTAL,NL,2016-01-01,10.8
PC,T,Y15-24,TOTAL,NL,2017-01-01,8.9
PC,T,Y15-24,TOTAL,NO,2005-01-01,11.5
PC,T,Y15-24,TOTAL,NO,2006-01-01,8.7
PC,T,Y15-24,TOTAL,NO,2007-01-01,7.4
PC,T,Y15-24,TOTAL,NO,2008-01-01,7.5
PC,T,Y15-24,TOTAL,NO,2009-01-01,9.2
PC,T,Y15-24,TOTAL,NO,2010-01-01,9.3
PC,T,Y15-24,TOTAL,NO,2011-01-01,8.7
PC,T,Y15-24,TOTAL,NO,2012-01-01,8.5
PC,T,Y15-24,TOTAL,NO,2013-01-01,9.1
PC,T,Y15-24,TOTAL,NO,2014-01-01,7.9
PC,T,Y15-24,TOTAL,NO,2015-01-01,9.9
PC,T,Y15-24,TOTAL,NO,2016-01-01,11.2
PC,T,Y15-24,TOTAL,NO,2017-01-01,10.4
PC,T,Y15-24,TOTAL,PL,2005-01-01,36.9
PC,T,Y15-24,TOTAL,PL,2006-01-01,29.8
PC,T,Y15-24,TOTAL,PL,2007-01-01,21.7
PC,T,Y15-24,TOTAL,PL,2008-01-01,17.3
PC,T,Y15-24,TOTAL,PL,2009-01-01,20.6
PC,T,Y15-24,TOTAL,PL,2010-01-01,23.7
PC,T,Y15-24,TOTAL,PL,2011-01-01,25.8
PC,T,Y15-24,TOTAL,PL,2012-01-01,26.5
PC,T,Y15-24,TOTAL,PL,2013-01-01,27.3
PC,T,Y15-24,TOTAL,PL,2014-01-01,23.9
PC,T,Y15-24,TOTAL,PL,2015-01-01,20.8
PC,T,Y15-24,TOTAL,PL,2016-01-01,17.7
PC,T,Y15-24,TOTAL,PL,2017-01-01,14.8
PC,T,Y15-24,TOTAL,PT,2005-01-01,16.2
PC,T,Y15-24,TOTAL,PT,2006-01-01,16.5
PC,T,Y15-24,TOTAL,PT,2007-01-01,16.7
PC,T,Y15-24,TOTAL,PT,2008-01-01,16.7
PC,T,Y15-24,TOTAL,PT,2009-01-01,20.3
PC,T,Y15-24,TOTAL,PT,2010-01-01,22.8
PC,T,Y15-24,TOTAL,PT,2011-01-01,30.3
PC,T,Y15-24,TOTAL,PT,2012-01-01,37.9
PC,T,Y15-24,TOTAL,PT,2013-01-01,38.1
PC,T,Y15-24,TOTAL,PT,2014-01-01,34.8
PC,T,Y15-24,TOTAL,PT,2015-01-01,32.0
PC,T,Y15-24,TOTAL,PT,2016-01-01,28.0
PC,T,Y15-24,TOTAL,PT,2017-01-01,23.9
PC,T,Y15-24,TOTAL,RO,2005-01-01,20.2
PC,T,Y15-24,TOTAL,RO,2006-01-01,21.4
PC,T,Y15-24,TOTAL,RO,2007-01-01,20.1
PC,T,Y15-24,TOTAL,RO,2008-01-01,18.6
PC,T,Y15-24,TOTAL,RO,2009-01-01,20.8
PC,T,Y15-24,TOTAL,RO,2010-01-01,22.1
PC,T,Y15-24,TOTAL,RO,2011-01-01,23.9
PC,T,Y15-24,TOTAL,RO,2012-01-01,22.6
PC,T,Y15-24,TOTAL,RO,2013-01-01,23.7
PC,T,Y15-24,TOTAL,RO,2014-01-01,24.0
PC,T,Y15-24,TOTAL,RO,2015-01-01,21.7
PC,T,Y15-24,TOTAL,RO,2016-01-01,20.6
PC,T,Y15-24,TOTAL,RO,2017-01-01,18.3
PC,T,Y15-24,TOTAL,SE,2005-01-01,22.8
PC,T,Y15-24,TOTAL,SE,2006-01-01,21.5
PC,T,Y15-24,TOTAL,SE,2007-01-01,19.3
PC,T,Y15-24,TOTAL,SE,2008-01-01,20.2
PC,T,Y15-24,TOTAL,SE,2009-01-01,25.0
PC,T,Y15-24,TOTAL,SE,2010-01-01,24.8
PC,T,Y15-24,TOTAL,SE,2011-01-01,22.8
PC,T,Y15-24,TOTAL,SE,2012-01-01,23.6
PC,T,Y15-24,TOTAL,SE,2013-01-01,23.5
PC,T,Y15-24,TOTAL,SE,2014-01-01,22.9
PC,T,Y15-24,TOTAL,SE,2015-01-01,20.4
PC,T,Y15-24,TOTAL,SE,2016-01-01,18.9
PC,T,Y15-24,TOTAL,SE,2017-01-01,17.9
PC,T,Y15-24,TOTAL,SI,2005-01-01,15.9
PC,T,Y15-24,TOTAL,SI,2006-01-01,13.9
PC,T,Y15-24,TOTAL,SI,2007-01-01,10.1
PC,T,Y15-24,TOTAL,SI,2008-01-01,10.4
PC,T,Y15-24,TOTAL,SI,2009-01-01,13.6
PC,T,Y15-24,TOTAL,SI,2010-01-01,14.7
