n_item,sex,age,unit,geotime,date,value
GE4,T,TOTAL,THS_PER,FI,2003-01-01,
GE4,T,TOTAL,THS_PER,FI,2004-01-01,194
GE4,T,TOTAL,THS_PER,FI,2005-01-01,195
GE4,T,TOTAL,THS_PER,FI,2006-01-01,172
GE4,T,TOTAL,THS_PER,FI,2007-01-01,185
GE4,T,TOTAL,THS_PER,FI,2008-01-01,181
GE4,T,TOTAL,THS_PER,FI,2009-01-01,148
GE4,T,TOTAL,THS_PER,FI,2010-01-01,150
GE4,T,TOTAL,THS_PER,FI,2011-01-01,170
GE4,T,TOTAL,THS_PER,FI,2012-01-01,156
GE4,T,TOTAL,THS_PER,FI,2013-01-01,132
GE4,T,TOTAL,THS_PER,FI,2014-01-01,151
GE4,T,TOTAL,THS_PER,FI,2015-01-01,118
GE4,T,TOTAL,THS_PER,FI,2016-01-01,120
GE4,T,TOTAL,THS_PER,FI,2017-01-01,113
GE4,T,TOTAL,THS_PER,FR,2003-01-01,
GE4,T,TOTAL,THS_PER,FR,2004-01-01,3536
GE4,T,TOTAL,THS_PER,FR,2005-01-01,3120
GE4,T,TOTAL,THS_PER,FR,2006-01-01,2946
GE4,T,TOTAL,THS_PER,FR,2007-01-01,2824
GE4,T,TOTAL,THS_PER,FR,2008-01-01,3253
GE4,T,TOTAL,THS_PER,FR,2009-01-01,3372
GE4,T,TOTAL,THS_PER,FR,2010-01-01,3530
GE4,T,TOTAL,THS_PER,FR,2011-01-01,3211
GE4,T,TOTAL,THS_PER,FR,2012-01-01,3256
GE4,T,TOTAL,THS_PER,FR,2013-01-01,3063
GE4,T,TOTAL,THS_PER,FR,2014-01-01,2985
GE4,T,TOTAL,THS_PER,FR,2015-01-01,2829
GE4,T,TOTAL,THS_PER,FR,2016-01-01,2775
GE4,T,TOTAL,THS_PER,FR,2017-01-01,2593
GE4,T,TOTAL,THS_PER,HR,2003-01-01,
GE4,T,TOTAL,THS_PER,HR,2004-01-01,
GE4,T,TOTAL,THS_PER,HR,2005-01-01,
GE4,T,TOTAL,THS_PER,HR,2006-01-01,
GE4,T,TOTAL,THS_PER,HR,2007-01-01,
GE4,T,TOTAL,THS_PER,HR,2008-01-01,
GE4,T,TOTAL,THS_PER,HR,2009-01-01,
GE4,T,TOTAL,THS_PER,HR,2010-01-01,609
GE4,T,TOTAL,THS_PER,HR,2011-01-01,646
GE4,T,TOTAL,THS_PER,HR,2012-01-01,676
GE4,T,TOTAL,THS_PER,HR,2013-01-01,624
GE4,T,TOTAL,THS_PER,HR,2014-01-01,591
GE4,T,TOTAL,THS_PER,HR,2015-01-01,575
GE4,T,TOTAL,THS_PER,HR,2016-01-01,518
GE4,T,TOTAL,THS_PER,HR,2017-01-01,
GE4,T,TOTAL,THS_PER,HU,2003-01-01,
GE4,T,TOTAL,THS_PER,HU,2004-01-01,
GE4,T,TOTAL,THS_PER,HU,2005-01-01,2272
GE4,T,TOTAL,THS_PER,HU,2006-01-01,2077
GE4,T,TOTAL,THS_PER,HU,2007-01-01,1971
GE4,T,TOTAL,THS_PER,HU,2008-01-01,1771
GE4,T,TOTAL,THS_PER,HU,2009-01-01,2009
GE4,T,TOTAL,THS_PER,HU,2010-01-01,2129
GE4,T,TOTAL,THS_PER,HU,2011-01-01,2294
GE4,T,TOTAL,THS_PER,HU,2012-01-01,2573
GE4,T,TOTAL,THS_PER,HU,2013-01-01,2709
GE4,T,TOTAL,THS_PER,HU,2014-01-01,2338
GE4,T,TOTAL,THS_PER,HU,2015-01-01,1878
GE4,T,TOTAL,THS_PER,HU,2016-01-01,1567
GE4,T,TOTAL,THS_PER,HU,2017-01-01,1400
GE4,T,TOTAL,THS_PER,IE,2003-01-01,223
GE4,T,TOTAL,THS_PER,IE,2004-01-01,195
GE4,T,TOTAL,THS_PER,IE,2005-01-01,213
GE4,T,TOTAL,THS_PER,IE,2006-01-01,205
GE4,T,TOTAL,THS_PER,IE,2007-01-01,195
GE4,T,TOTAL,THS_PER,IE,2008-01-01,243
GE4,T,TOTAL,THS_PER,IE,2009-01-01,274
GE4,T,TOTAL,THS_PER,IE,2010-01-01,256
GE4,T,TOTAL,THS_PER,IE,2011-01-01,352
GE4,T,TOTAL,THS_PER,IE,2012-01-01,450
GE4,T,TOTAL,THS_PER,IE,2013-01-01,455
GE4,T,TOTAL,THS_PER,IE,2014-01-01,385
GE4,T,TOTAL,THS_PER,IE,2015-01-01,348
GE4,T,TOTAL,THS_PER,IE,2016-01-01,305
GE4,T,TOTAL,THS_PER,IE,2017-01-01,
GE4,T,TOTAL,THS_PER,IS,2003-01-01,
GE4,T,TOTAL,THS_PER,IS,2004-01-01,7
GE4,T,TOTAL,THS_PER,IS,2005-01-01,8
GE4,T,TOTAL,THS_PER,IS,2006-01-01,6
GE4,T,TOTAL,THS_PER,IS,2007-01-01,6
GE4,T,TOTAL,THS_PER,IS,2008-01-01,3
GE4,T,TOTAL,THS_PER,IS,2009-01-01,3
GE4,T,TOTAL,THS_PER,IS,2010-01-01,5
GE4,T,TOTAL,THS_PER,IS,2011-01-01,6
GE4,T,TOTAL,THS_PER,IS,2012-01-01,7
GE4,T,TOTAL,THS_PER,IS,2013-01-01,6
GE4,T,TOTAL,THS_PER,IS,2014-01-01,4
GE4,T,TOTAL,THS_PER,IS,2015-01-01,5
GE4,T,TOTAL,THS_PER,IS,2016-01-01,6
GE4,T,TOTAL,THS_PER,IS,2017-01-01,
GE4,T,TOTAL,THS_PER,IT,2003-01-01,
GE4,T,TOTAL,THS_PER,IT,2004-01-01,4020
GE4,T,TOTAL,THS_PER,IT,2005-01-01,3951
GE4,T,TOTAL,THS_PER,IT,2006-01-01,3765
GE4,T,TOTAL,THS_PER,IT,2007-01-01,4125
GE4,T,TOTAL,THS_PER,IT,2008-01-01,4432
GE4,T,TOTAL,THS_PER,IT,2009-01-01,4345
GE4,T,TOTAL,THS_PER,IT,2010-01-01,4403
GE4,T,TOTAL,THS_PER,IT,2011-01-01,6655
GE4,T,TOTAL,THS_PER,IT,2012-01-01,8694
GE4,T,TOTAL,THS_PER,IT,2013-01-01,7464
GE4,T,TOTAL,THS_PER,IT,2014-01-01,7031
GE4,T,TOTAL,THS_PER,IT,2015-01-01,6981
GE4,T,TOTAL,THS_PER,IT,2016-01-01,7312
GE4,T,TOTAL,THS_PER,IT,2017-01-01,6117
GE4,T,TOTAL,THS_PER,LT,2003-01-01,
GE4,T,TOTAL,THS_PER,LT,2004-01-01,
GE4,T,TOTAL,THS_PER,LT,2005-01-01,1110
GE4,T,TOTAL,THS_PER,LT,2006-01-01,856
GE4,T,TOTAL,THS_PER,LT,2007-01-01,558
GE4,T,TOTAL,THS_PER,LT,2008-01-01,402
GE4,T,TOTAL,THS_PER,LT,2009-01-01,497
GE4,T,TOTAL,THS_PER,LT,2010-01-01,624
GE4,T,TOTAL,THS_PER,LT,2011-01-01,580
GE4,T,TOTAL,THS_PER,LT,2012-01-01,596
GE4,T,TOTAL,THS_PER,LT,2013-01-01,476
GE4,T,TOTAL,THS_PER,LT,2014-01-01,400
GE4,T,TOTAL,THS_PER,LT,2015-01-01,407
GE4,T,TOTAL,THS_PER,LT,2016-01-01,391
GE4,T,TOTAL,THS_PER,LT,2017-01-01,352
GE4,T,TOTAL,THS_PER,LU,2003-01-01,8
GE4,T,TOTAL,THS_PER,LU,2004-01-01,4
GE4,T,TOTAL,THS_PER,LU,2005-01-01,8
GE4,T,TOTAL,THS_PER,LU,2006-01-01,5
GE4,T,TOTAL,THS_PER,LU,2007-01-01,4
GE4,T,TOTAL,THS_PER,LU,2008-01-01,3
GE4,T,TOTAL,THS_PER,LU,2009-01-01,5
GE4,T,TOTAL,THS_PER,LU,2010-01-01,3
GE4,T,TOTAL,THS_PER,LU,2011-01-01,6
GE4,T,TOTAL,THS_PER,LU,2012-01-01,7
GE4,T,TOTAL,THS_PER,LU,2013-01-01,9
GE4,T,TOTAL,THS_PER,LU,2014-01-01,7
GE4,T,TOTAL,THS_PER,LU,2015-01-01,10
GE4,T,TOTAL,THS_PER,LU,2016-01-01,9
GE4,T,TOTAL,THS_PER,LU,2017-01-01,7
GE4,T,TOTAL,THS_PER,LV,2003-01-01,
GE4,T,TOTAL,THS_PER,LV,2004-01-01,
GE4,T,TOTAL,THS_PER,LV,2005-01-01,874
GE4,T,TOTAL,THS_PER,LV,2006-01-01,688
GE4,T,TOTAL,THS_PER,LV,2007-01-01,523
GE4,T,TOTAL,THS_PER,LV,2008-01-01,416
GE4,T,TOTAL,THS_PER,LV,2009-01-01,472
GE4,T,TOTAL,THS_PER,LV,2010-01-01,578
GE4,T,TOTAL,THS_PER,LV,2011-01-01,634
GE4,T,TOTAL,THS_PER,LV,2012-01-01,518
GE4,T,TOTAL,THS_PER,LV,2013-01-01,480
GE4,T,TOTAL,THS_PER,LV,2014-01-01,379
GE4,T,TOTAL,THS_PER,LV,2015-01-01,322
GE4,T,TOTAL,THS_PER,LV,2016-01-01,248
GE4,T,TOTAL,THS_PER,LV,2017-01-01,218
GE4,T,TOTAL,THS_PER,MK,2003-01-01,
GE4,T,TOTAL,THS_PER,MK,2004-01-01,
GE4,T,TOTAL,THS_PER,MK,2005-01-01,
GE4,T,TOTAL,THS_PER,MK,2006-01-01,
GE4,T,TOTAL,THS_PER,MK,2007-01-01,
GE4,T,TOTAL,THS_PER,MK,2008-01-01,
GE4,T,TOTAL,THS_PER,MK,2009-01-01,
GE4,T,TOTAL,THS_PER,MK,2010-01-01,
GE4,T,TOTAL,THS_PER,MK,2011-01-01,
GE4,T,TOTAL,THS_PER,MK,2012-01-01,843
GE4,T,TOTAL,THS_PER,MK,2013-01-01,777
GE4,T,TOTAL,THS_PER,MK,2014-01-01,739
GE4,T,TOTAL,THS_PER,MK,2015-01-01,630
GE4,T,TOTAL,THS_PER,MK,2016-01-01,622
GE4,T,TOTAL,THS_PER,MK,2017-01-01,
GE4,T,TOTAL,THS_PER,MT,2003-01-01,
GE4,T,TOTAL,THS_PER,MT,2004-01-01,
GE4,T,TOTAL,THS_PER,MT,2005-01-01,22
GE4,T,TOTAL,THS_PER,MT,2006-01-01,16
GE4,T,TOTAL,THS_PER,MT,2007-01-01,17
GE4,T,TOTAL,THS_PER,MT,2008-01-01,17
GE4,T,TOTAL,THS_PER,MT,2009-01-01,20
GE4,T,TOTAL,THS_PER,MT,2010-01-01,26
GE4,T,TOTAL,THS_PER,MT,2011-01-01,27
GE4,T,TOTAL,THS_PER,MT,2012-01-01,37
GE4,T,TOTAL,THS_PER,MT,2013-01-01,39
GE4,T,TOTAL,THS_PER,MT,2014-01-01,43
GE4,T,TOTAL,THS_PER,MT,2015-01-01,34
GE4,T,TOTAL,THS_PER,MT,2016-01-01,19
GE4,T,TOTAL,THS_PER,MT,2017-01-01,14
GE4,T,TOTAL,THS_PER,NL,2003-01-01,
GE4,T,TOTAL,THS_PER,NL,2004-01-01,
GE4,T,TOTAL,THS_PER,NL,2005-01-01,403
GE4,T,TOTAL,THS_PER,NL,2006-01-01,370
GE4,T,TOTAL,THS_PER,NL,2007-01-01,279
GE4,T,TOTAL,THS_PER,NL,2008-01-01,252
GE4,T,TOTAL,THS_PER,NL,2009-01-01,237
GE4,T,TOTAL,THS_PER,NL,2010-01-01,366
GE4,T,TOTAL,THS_PER,NL,2011-01-01,407
GE4,T,TOTAL,THS_PER,NL,2012-01-01,387
GE4,T,TOTAL,THS_PER,NL,2013-01-01,416
GE4,T,TOTAL,THS_PER,NL,2014-01-01,526
GE4,T,TOTAL,THS_PER,NL,2015-01-01,429
GE4,T,TOTAL,THS_PER,NL,2016-01-01,435
GE4,T,TOTAL,THS_PER,NL,2017-01-01,437
GE4,T,TOTAL,THS_PER,NO,2003-01-01,144
GE4,T,TOTAL,THS_PER,NO,2004-01-01,123
GE4,T,TOTAL,THS_PER,NO,2005-01-01,162
GE4,T,TOTAL,THS_PER,NO,2006-01-01,128
GE4,T,TOTAL,THS_PER,NO,2007-01-01,108
GE4,T,TOTAL,THS_PER,NO,2008-01-01,92
GE4,T,TOTAL,THS_PER,NO,2009-01-01,105
GE4,T,TOTAL,THS_PER,NO,2010-01-01,98
GE4,T,TOTAL,THS_PER,NO,2011-01-01,111
GE4,T,TOTAL,THS_PER,NO,2012-01-01,87
GE4,T,TOTAL,THS_PER,NO,2013-01-01,97
GE4,T,TOTAL,THS_PER,NO,2014-01-01,62
GE4,T,TOTAL,THS_PER,NO,2015-01-01,89
GE4,T,TOTAL,THS_PER,NO,2016-01-01,103
GE4,T,TOTAL,THS_PER,NO,2017-01-01,99
GE4,T,TOTAL,THS_PER,PL,2003-01-01,
GE4,T,TOTAL,THS_PER,PL,2004-01-01,
GE4,T,TOTAL,THS_PER,PL,2005-01-01,12752
GE4,T,TOTAL,THS_PER,PL,2006-01-01,10445
GE4,T,TOTAL,THS_PER,PL,2007-01-01,8415
GE4,T,TOTAL,THS_PER,PL,2008-01-01,6680
GE4,T,TOTAL,THS_PER,PL,2009-01-01,5625
GE4,T,TOTAL,THS_PER,PL,2010-01-01,5331
GE4,T,TOTAL,THS_PER,PL,2011-01-01,4885
GE4,T,TOTAL,THS_PER,PL,2012-01-01,5108
GE4,T,TOTAL,THS_PER,PL,2013-01-01,4486
GE4,T,TOTAL,THS_PER,PL,2014-01-01,3918
GE4,T,TOTAL,THS_PER,PL,2015-01-01,3032
GE4,T,TOTAL,THS_PER,PL,2016-01-01,2507
GE4,T,TOTAL,THS_PER,PL,2017-01-01,2203
GE4,T,TOTAL,THS_PER,PT,2003-01-01,
GE4,T,TOTAL,THS_PER,PT,2004-01-01,1032
GE4,T,TOTAL,THS_PER,PT,2005-01-01,979
GE4,T,TOTAL,THS_PER,PT,2006-01-01,958
GE4,T,TOTAL,THS_PER,PT,2007-01-01,1015
GE4,T,TOTAL,THS_PER,PT,2008-01-01,1029
GE4,T,TOTAL,THS_PER,PT,2009-01-01,965
GE4,T,TOTAL,THS_PER,PT,2010-01-01,958
GE4,T,TOTAL,THS_PER,PT,2011-01-01,881
GE4,T,TOTAL,THS_PER,PT,2012-01-01,910
GE4,T,TOTAL,THS_PER,PT,2013-01-01,1148
GE4,T,TOTAL,THS_PER,PT,2014-01-01,1108
GE4,T,TOTAL,THS_PER,PT,2015-01-01,997
GE4,T,TOTAL,THS_PER,PT,2016-01-01,865
GE4,T,TOTAL,THS_PER,PT,2017-01-01,708
GE4,T,TOTAL,THS_PER,RO,2003-01-01,
GE4,T,TOTAL,THS_PER,RO,2004-01-01,
GE4,T,TOTAL,THS_PER,RO,2005-01-01,
GE4,T,TOTAL,THS_PER,RO,2006-01-01,
GE4,T,TOTAL,THS_PER,RO,2007-01-01,8032
GE4,T,TOTAL,THS_PER,RO,2008-01-01,6757
GE4,T,TOTAL,THS_PER,RO,2009-01-01,6569
GE4,T,TOTAL,THS_PER,RO,2010-01-01,6186
GE4,T,TOTAL,THS_PER,RO,2011-01-01,5967
GE4,T,TOTAL,THS_PER,RO,2012-01-01,6247
GE4,T,TOTAL,THS_PER,RO,2013-01-01,5959
GE4,T,TOTAL,THS_PER,RO,2014-01-01,5167
GE4,T,TOTAL,THS_PER,RO,2015-01-01,4520
GE4,T,TOTAL,THS_PER,RO,2016-01-01,4707
GE4,T,TOTAL,THS_PER,RO,2017-01-01,3880
GE4,T,TOTAL,THS_PER,RS,2003-01-01,
GE4,T,TOTAL,THS_PER,RS,2004-01-01,
GE4,T,TOTAL,THS_PER,RS,2005-01-01,
GE4,T,TOTAL,THS_PER,RS,2006-01-01,
GE4,T,TOTAL,THS_PER,RS,2007-01-01,
GE4,T,TOTAL,THS_PER,RS,2008-01-01,
GE4,T,TOTAL,THS_PER,RS,2009-01-01,
GE4,T,TOTAL,THS_PER,RS,2010-01-01,
GE4,T,TOTAL,THS_PER,RS,2011-01-01,
GE4,T,TOTAL,THS_PER,RS,2012-01-01,
GE4,T,TOTAL,THS_PER,RS,2013-01-01,1922
GE4,T,TOTAL,THS_PER,RS,2014-01-01,1873
GE4,T,TOTAL,THS_PER,RS,2015-01-01,1701
GE4,T,TOTAL,THS_PER,RS,2016-01-01,1374
GE4,T,TOTAL,THS_PER,RS,2017-01-01,
GE4,T,TOTAL,THS_PER,SE,2003-01-01,
GE4,T,TOTAL,THS_PER,SE,2004-01-01,269
GE4,T,TOTAL,THS_PER,SE,2005-01-01,216
GE4,T,TOTAL,THS_PER,SE,2006-01-01,192
GE4,T,TOTAL,THS_PER,SE,2007-01-01,197
GE4,T,TOTAL,THS_PER,SE,2008-01-01,161
GE4,T,TOTAL,THS_PER,SE,2009-01-01,186
GE4,T,TOTAL,THS_PER,SE,2010-01-01,177
GE4,T,TOTAL,THS_PER,SE,2011-01-01,162
GE4,T,TOTAL,THS_PER,SE,2012-01-01,170
GE4,T,TOTAL,THS_PER,SE,2013-01-01,181
GE4,T,TOTAL,THS_PER,SE,2014-01-01,96
GE4,T,TOTAL,THS_PER,SE,2015-01-01,112
GE4,T,TOTAL,THS_PER,SE,2016-01-01,80
GE4,T,TOTAL,THS_PER,SE,2017-01-01,113
GE4,T,TOTAL,THS_PER,SI,2003-01-01,
GE4,T,TOTAL,THS_PER,SI,2004-01-01,
GE4,T,TOTAL,THS_PER,SI,2005-01-01,100
GE4,T,TOTAL,THS_PER,SI,2006-01-01,102
GE4,T,TOTAL,THS_PER,SI,2007-01-01,100
GE4,T,TOTAL,THS_PER,SI,2008-01-01,130
GE4,T,TOTAL,THS_PER,SI,2009-01-01,121
GE4,T,TOTAL,THS_PER,SI,2010-01-01,119
GE4,T,TOTAL,THS_PER,SI,2011-01-01,122
GE4,T,TOTAL,THS_PER,SI,2012-01-01,133
GE4,T,TOTAL,THS_PER,SI,2013-01-01,134
GE4,T,TOTAL,THS_PER,SI,2014-01-01,133
GE4,T,TOTAL,THS_PER,SI,2015-01-01,116
GE4,T,TOTAL,THS_PER,SI,2016-01-01,108
GE4,T,TOTAL,THS_PER,SI,2017-01-01,92
GE4,T,TOTAL,THS_PER,SK,2003-01-01,
GE4,T,TOTAL,THS_PER,SK,2004-01-01,
GE4,T,TOTAL,THS_PER,SK,2005-01-01,1189
GE4,T,TOTAL,THS_PER,SK,2006-01-01,980
GE4,T,TOTAL,THS_PER,SK,2007-01-01,739
GE4,T,TOTAL,THS_PER,SK,2008-01-01,636
GE4,T,TOTAL,THS_PER,SK,2009-01-01,601
GE4,T,TOTAL,THS_PER,SK,2010-01-01,621
GE4,T,TOTAL,THS_PER,SK,2011-01-01,571
GE4,T,TOTAL,THS_PER,SK,2012-01-01,565
GE4,T,TOTAL,THS_PER,SK,2013-01-01,554
GE4,T,TOTAL,THS_PER,SK,2014-01-01,514
GE4,T,TOTAL,THS_PER,SK,2015-01-01,471
GE4,T,TOTAL,THS_PER,SK,2016-01-01,432
GE4,T,TOTAL,THS_PER,SK,2017-01-01,369
GE4,T,TOTAL,THS_PER,TR,2003-01-01,
GE4,T,TOTAL,THS_PER,TR,2004-01-01,
GE4,T,TOTAL,THS_PER,TR,2005-01-01,
GE4,T,TOTAL,THS_PER,TR,2006-01-01,40827
GE4,T,TOTAL,THS_PER,TR,2007-01-01,40237
GE4,T,TOTAL,THS_PER,TR,2008-01-01,39912
GE4,T,TOTAL,THS_PER,TR,2009-01-01,40016
GE4,T,TOTAL,THS_PER,TR,2010-01-01,42342
GE4,T,TOTAL,THS_PER,TR,2011-01-01,41918
GE4,T,TOTAL,THS_PER,TR,2012-01-01,40482
GE4,T,TOTAL,THS_PER,TR,2013-01-01,32613
GE4,T,TOTAL,THS_PER,TR,2014-01-01,22215
GE4,T,TOTAL,THS_PER,TR,2015-01-01,23102
GE4,T,TOTAL,THS_PER,TR,2016-01-01,
GE4,T,TOTAL,THS_PER,TR,2017-01-01,
GE4,T,TOTAL,THS_PER,UK,2003-01-01,
GE4,T,TOTAL,THS_PER,UK,2004-01-01,
GE4,T,TOTAL,THS_PER,UK,2005-01-01,3083
GE4,T,TOTAL,THS_PER,UK,2006-01-01,2704
GE4,T,TOTAL,THS_PER,UK,2007-01-01,2491
GE4,T,TOTAL,THS_PER,UK,2008-01-01,2739
GE4,T,TOTAL,THS_PER,UK,2009-01-01,2034
GE4,T,TOTAL,THS_PER,UK,2010-01-01,2972
GE4,T,TOTAL,THS_PER,UK,2011-01-01,3137
GE4,T,TOTAL,THS_PER,UK,2012-01-01,4878
GE4,T,TOTAL,THS_PER,UK,2013-01-01,5219
GE4,T,TOTAL,THS_PER,UK,2014-01-01,4677
GE4,T,TOTAL,THS_PER,UK,2015-01-01,3904
GE4,T,TOTAL,THS_PER,UK,2016-01-01,3353
GE4,T,TOTAL,THS_PER,UK,2017-01-01,
