unit,bop_item,stk_flow,partner,geo\time,date,value
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2000-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2001-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2002-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2003-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2004-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2005-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2006-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2007-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2008-01-01,6.73 
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2009-01-01,-7.38
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2010-01-01,3.7
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2011-01-01,17.28
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2012-01-01,-5.8
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2013-01-01,8.98
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2014-01-01,-1.31
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2015-01-01,0.12
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2016-01-01,8.28
PCH_WRL_1Y,G,CRE,WRL_REST,BG,2017-01-01,7.64
PCH_WRL_1Y,G,CRE,WRL_REST,CY,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,CY,1996-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,CY,1997-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,CY,1998-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,CY,1999-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2000-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2001-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2002-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2003-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2004-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2005-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2006-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2007-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2008-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2009-01-01,29.48
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2010-01-01,-14.02
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2011-01-01,-1.66
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2012-01-01,-8.33
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2013-01-01,-9.75
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2014-01-01,3.0
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2015-01-01,-1.57
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2016-01-01,-7.26
PCH_WRL_1Y,G,CRE,WRL_REST,CY,2017-01-01,-7.08
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,1995-01-01,6.61 
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,1996-01-01,-0.27 
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,1997-01-01,-4.09 
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,1998-01-01,16.65 
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,1999-01-01,-7.78 
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2000-01-01,-3.05 
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2001-01-01,20.81 
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2002-01-01,12.68 
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2003-01-01,12.21 
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2004-01-01,30.82 
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2005-01-01,11.86 
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2006-01-01,3.21 
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2007-01-01,9.49 
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2008-01-01,3.00 
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2009-01-01,2.49
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2010-01-01,-6.33
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2011-01-01,-0.39
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2012-01-01,-3.92
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2013-01-01,-0.06
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2014-01-01,6.55
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2015-01-01,0.54
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2016-01-01,4.92
PCH_WRL_1Y,G,CRE,WRL_REST,CZ,2017-01-01,0.34
PCH_WRL_1Y,G,CRE,WRL_REST,DE,1995-01-01,-1.39 
PCH_WRL_1Y,G,CRE,WRL_REST,DE,1996-01-01,-2.64 
PCH_WRL_1Y,G,CRE,WRL_REST,DE,1997-01-01,-3.24 
PCH_WRL_1Y,G,CRE,WRL_REST,DE,1998-01-01,7.82 
PCH_WRL_1Y,G,CRE,WRL_REST,DE,1999-01-01,-4.15 
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2000-01-01,-9.90 
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2001-01-01,7.72 
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2002-01-01,2.95 
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2003-01-01,3.93 
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2004-01-01,0.25 
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2005-01-01,-5.74 
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2006-01-01,-0.83 
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2007-01-01,5.65 
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2008-01-01,-4.22 
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2009-01-01,-1.37
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2010-01-01,-6.97
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2011-01-01,-2.12
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2012-01-01,-5.06
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2013-01-01,1.88
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2014-01-01,2.82
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2015-01-01,1.53
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2016-01-01,3.86
PCH_WRL_1Y,G,CRE,WRL_REST,DE,2017-01-01,-1.69
PCH_WRL_1Y,G,CRE,WRL_REST,DK,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,DK,1996-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,DK,1997-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,DK,1998-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,DK,1999-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2000-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2001-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2002-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2003-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2004-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2005-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2006-01-01,-4.24 
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2007-01-01,-1.41 
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2008-01-01,1.42 
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2009-01-01,2.77
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2010-01-01,-12.34
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2011-01-01,-2.94
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2012-01-01,-6.9
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2013-01-01,2.73
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2014-01-01,1.65
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2015-01-01,-0.37
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2016-01-01,4.04
PCH_WRL_1Y,G,CRE,WRL_REST,DK,2017-01-01,-1.86
PCH_WRL_1Y,G,CRE,WRL_REST,EE,1995-01-01,12.14 
PCH_WRL_1Y,G,CRE,WRL_REST,EE,1996-01-01,2.80 
PCH_WRL_1Y,G,CRE,WRL_REST,EE,1997-01-01,25.45 
PCH_WRL_1Y,G,CRE,WRL_REST,EE,1998-01-01,18.61 
PCH_WRL_1Y,G,CRE,WRL_REST,EE,1999-01-01,-11.29 
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2000-01-01,-29.32 
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2001-01-01,14.10 
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2002-01-01,10.27 
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2003-01-01,17.17 
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2004-01-01,9.46 
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2005-01-01,14.82 
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2006-01-01,4.53 
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2007-01-01,18.28 
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2008-01-01,-2.06 
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2009-01-01,-10.15
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2010-01-01,10.25
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2011-01-01,21.11
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2012-01-01,-5.51
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2013-01-01,3.11
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2014-01-01,0.11
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2015-01-01,-6.9
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2016-01-01,8.55
PCH_WRL_1Y,G,CRE,WRL_REST,EE,2017-01-01,-1.77
PCH_WRL_1Y,G,CRE,WRL_REST,EL,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,EL,1996-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,EL,1997-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,EL,1998-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,EL,1999-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2000-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2001-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2002-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2003-01-01,7.53 
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2004-01-01,4.81 
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2005-01-01,-2.33 
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2006-01-01,1.85 
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2007-01-01,11.73 
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2008-01-01,-0.55 
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2009-01-01,-1.81
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2010-01-01,-7.38
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2011-01-01,-1.08
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2012-01-01,3.93
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2013-01-01,0.11
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2014-01-01,-0.83
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2015-01-01,-11.13
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2016-01-01,1.49
PCH_WRL_1Y,G,CRE,WRL_REST,EL,2017-01-01,5.25
PCH_WRL_1Y,G,CRE,WRL_REST,ES,1995-01-01,8.12 
PCH_WRL_1Y,G,CRE,WRL_REST,ES,1996-01-01,3.87 
PCH_WRL_1Y,G,CRE,WRL_REST,ES,1997-01-01,2.77 
PCH_WRL_1Y,G,CRE,WRL_REST,ES,1998-01-01,7.98 
PCH_WRL_1Y,G,CRE,WRL_REST,ES,1999-01-01,-2.19 
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2000-01-01,-8.88 
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2001-01-01,5.00 
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2002-01-01,2.67 
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2003-01-01,6.04 
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2004-01-01,-3.01 
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2005-01-01,-8.92 
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2006-01-01,-5.51 
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2007-01-01,8.45 
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2008-01-01,-5.33 
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2009-01-01,3.3
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2010-01-01,-9.15
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2011-01-01,-1.25
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2012-01-01,-5.25
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2013-01-01,6.17
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2014-01-01,1.17
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2015-01-01,0.47
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2016-01-01,5.38
PCH_WRL_1Y,G,CRE,WRL_REST,ES,2017-01-01,-0.12
PCH_WRL_1Y,G,CRE,WRL_REST,FI,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,FI,1996-01-01,-2.10 
PCH_WRL_1Y,G,CRE,WRL_REST,FI,1997-01-01,-1.62 
PCH_WRL_1Y,G,CRE,WRL_REST,FI,1998-01-01,7.82 
PCH_WRL_1Y,G,CRE,WRL_REST,FI,1999-01-01,-6.98 
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2000-01-01,-1.68 
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2001-01-01,-2.65 
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2002-01-01,-0.33 
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2003-01-01,0.68 
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2004-01-01,-4.93 
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2005-01-01,-6.34 
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2006-01-01,10.26 
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2007-01-01,5.84 
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2008-01-01,-6.99 
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2009-01-01,-12.65
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2010-01-01,-13.95
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2011-01-01,-8.13
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2012-01-01,-8.58
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2013-01-01,0.02
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2014-01-01,-4.35
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2015-01-01,-9.93
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2016-01-01,2.6
PCH_WRL_1Y,G,CRE,WRL_REST,FI,2017-01-01,3.61
PCH_WRL_1Y,G,CRE,WRL_REST,FR,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,FR,1996-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,FR,1997-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,FR,1998-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,FR,1999-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2000-01-01,-12.06 
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2001-01-01,3.25 
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2002-01-01,0.32 
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2003-01-01,0.68 
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2004-01-01,-4.52 
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2005-01-01,-7.74 
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2006-01-01,-4.72 
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2007-01-01,-1.39 
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2008-01-01,-3.57 
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2009-01-01,0.25
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2010-01-01,-11.47
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2011-01-01,-3.87
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2012-01-01,-5.62
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2013-01-01,1.52
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2014-01-01,-0.7
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2015-01-01,3.36
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2016-01-01,2.76
PCH_WRL_1Y,G,CRE,WRL_REST,FR,2017-01-01,-3.77
PCH_WRL_1Y,G,CRE,WRL_REST,HR,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,HR,1996-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,HR,1997-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,HR,1998-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,HR,1999-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2000-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2001-01-01,9.96 
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2002-01-01,13.39 
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2003-01-01,6.00 
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2004-01-01,11.37 
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2005-01-01,-0.56 
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2006-01-01,2.62 
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2007-01-01,2.87 
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2008-01-01,-2.64 
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2009-01-01,0.56
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2010-01-01,-4.7
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2011-01-01,-5.33
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2012-01-01,-9.44
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2013-01-01,3.9
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2014-01-01,5.38
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2015-01-01,3.83
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2016-01-01,5.91
PCH_WRL_1Y,G,CRE,WRL_REST,HR,2017-01-01,2.77
PCH_WRL_1Y,G,CRE,WRL_REST,HU,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,HU,1996-01-01,0.75 
PCH_WRL_1Y,G,CRE,WRL_REST,HU,1997-01-01,21.77 
PCH_WRL_1Y,G,CRE,WRL_REST,HU,1998-01-01,24.44 
PCH_WRL_1Y,G,CRE,WRL_REST,HU,1999-01-01,6.72 
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2000-01-01,3.71 
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2001-01-01,13.45 
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2002-01-01,10.78 
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2003-01-01,6.99 
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2004-01-01,11.63 
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2005-01-01,0.77 
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2006-01-01,2.97 
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2007-01-01,12.29 
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2008-01-01,2.89 
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2009-01-01,-3.78
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2010-01-01,-9.27
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2011-01-01,-5.24
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2012-01-01,-11.08
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2013-01-01,1.54
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2014-01-01,4.61
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2015-01-01,2.05
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2016-01-01,4.88
PCH_WRL_1Y,G,CRE,WRL_REST,HU,2017-01-01,-1.39
PCH_WRL_1Y,G,CRE,WRL_REST,IE,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,IE,1996-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,IE,1997-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,IE,1998-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,IE,1999-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2000-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2001-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2002-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2003-01-01,-10.00 
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2004-01-01,-3.68 
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2005-01-01,-7.21 
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2006-01-01,-9.46 
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2007-01-01,2.53 
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2008-01-01,-9.83 
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2009-01-01,22.86
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2010-01-01,-17.16
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2011-01-01,-15.0
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2012-01-01,-7.55
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2013-01-01,-2.06
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2014-01-01,15.45
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2015-01-01,68.08
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2016-01-01,-0.94
PCH_WRL_1Y,G,CRE,WRL_REST,IE,2017-01-01,-7.87
PCH_WRL_1Y,G,CRE,WRL_REST,IT,1995-01-01,: 
PCH_WRL_1Y,G,CRE,WRL_REST,IT,1996-01-01,-5.79 
PCH_WRL_1Y,G,CRE,WRL_REST,IT,1997-01-01,-9.78 
PCH_WRL_1Y,G,CRE,WRL_REST,IT,1998-01-01,4.44 
PCH_WRL_1Y,G,CRE,WRL_REST,IT,1999-01-01,-8.24 
PCH_WRL_1Y,G,CRE,WRL_REST,IT,2000-01-01,-9.50 
