unit,hhtyp,geotime,date,value
PC,A_GE3,SK,2010-01-01,33.7
PC,A_GE3,SK,2011-01-01,34.5
PC,A_GE3,SK,2012-01-01,34.2
PC,A_GE3,SK,2013-01-01,30.8
PC,A_GE3,SK,2014-01-01,34.3
PC,A_GE3,SK,2015-01-01,32.4
PC,A_GE3,SK,2016-01-01,35.0
PC,A_GE3,SK,2017-01-01,35.3
PC,A_GE3,TR,2006-01-01,34.2
PC,A_GE3,TR,2007-01-01,37.2
PC,A_GE3,TR,2008-01-01,37.3
PC,A_GE3,TR,2009-01-01,37.9
PC,A_GE3,TR,2010-01-01,36.1
PC,A_GE3,TR,2011-01-01,35.0
PC,A_GE3,TR,2012-01-01,34.1
PC,A_GE3,TR,2013-01-01,35.4
PC,A_GE3,TR,2014-01-01,34.8
PC,A_GE3,TR,2015-01-01,33.7
PC,A_GE3,TR,2016-01-01,
PC,A_GE3,TR,2017-01-01,
PC,A_GE3,UK,2006-01-01,5.9
PC,A_GE3,UK,2007-01-01,3.1
PC,A_GE3,UK,2008-01-01,6.4
PC,A_GE3,UK,2009-01-01,5.9
PC,A_GE3,UK,2010-01-01,4.2
PC,A_GE3,UK,2011-01-01,5.9
PC,A_GE3,UK,2012-01-01,6.1
PC,A_GE3,UK,2013-01-01,6.4
PC,A_GE3,UK,2014-01-01,4.2
PC,A_GE3,UK,2015-01-01,6.7
PC,A_GE3,UK,2016-01-01,3.6
PC,A_GE3,UK,2017-01-01,
