indic_il,sex,geotime,date,value
R_PN_WK,F,FI,2012-01-01,0
R_PN_WK,F,FI,2013-01-01,
R_PN_WK,F,FI,2014-01-01,0
R_PN_WK,F,FI,2015-01-01,
R_PN_WK,F,FI,2016-01-01,0
R_PN_WK,F,FI,2017-01-01,0
R_PN_WK,F,FR,2006-01-01,0
R_PN_WK,F,FR,2007-01-01,0
R_PN_WK,F,FR,2008-01-01,0
R_PN_WK,F,FR,2009-01-01,0
R_PN_WK,F,FR,2010-01-01,0
R_PN_WK,F,FR,2011-01-01,0
R_PN_WK,F,FR,2012-01-01,0
R_PN_WK,F,FR,2013-01-01,
R_PN_WK,F,FR,2014-01-01,0
R_PN_WK,F,FR,2015-01-01,
R_PN_WK,F,FR,2016-01-01,0
R_PN_WK,F,FR,2017-01-01,0
R_PN_WK,F,HR,2006-01-01,
R_PN_WK,F,HR,2007-01-01,
R_PN_WK,F,HR,2008-01-01,
R_PN_WK,F,HR,2009-01-01,
R_PN_WK,F,HR,2010-01-01,0
R_PN_WK,F,HR,2011-01-01,0
R_PN_WK,F,HR,2012-01-01,0
R_PN_WK,F,HR,2013-01-01,
R_PN_WK,F,HR,2014-01-01,0
R_PN_WK,F,HR,2015-01-01,
R_PN_WK,F,HR,2016-01-01,0
R_PN_WK,F,HR,2017-01-01,
R_PN_WK,F,HU,2006-01-01,0
R_PN_WK,F,HU,2007-01-01,0
R_PN_WK,F,HU,2008-01-01,0
R_PN_WK,F,HU,2009-01-01,0
R_PN_WK,F,HU,2010-01-01,0
R_PN_WK,F,HU,2011-01-01,0
R_PN_WK,F,HU,2012-01-01,0
R_PN_WK,F,HU,2013-01-01,
R_PN_WK,F,HU,2014-01-01,0
R_PN_WK,F,HU,2015-01-01,
R_PN_WK,F,HU,2016-01-01,0
R_PN_WK,F,HU,2017-01-01,0
R_PN_WK,F,IE,2006-01-01,0
R_PN_WK,F,IE,2007-01-01,0
R_PN_WK,F,IE,2008-01-01,0
R_PN_WK,F,IE,2009-01-01,0
R_PN_WK,F,IE,2010-01-01,0
R_PN_WK,F,IE,2011-01-01,0
R_PN_WK,F,IE,2012-01-01,0
R_PN_WK,F,IE,2013-01-01,
R_PN_WK,F,IE,2014-01-01,0
R_PN_WK,F,IE,2015-01-01,
R_PN_WK,F,IE,2016-01-01,0
R_PN_WK,F,IE,2017-01-01,
R_PN_WK,F,IS,2006-01-01,0
R_PN_WK,F,IS,2007-01-01,0
R_PN_WK,F,IS,2008-01-01,0
R_PN_WK,F,IS,2009-01-01,0
R_PN_WK,F,IS,2010-01-01,0
R_PN_WK,F,IS,2011-01-01,0
R_PN_WK,F,IS,2012-01-01,0
R_PN_WK,F,IS,2013-01-01,
R_PN_WK,F,IS,2014-01-01,0
R_PN_WK,F,IS,2015-01-01,
R_PN_WK,F,IS,2016-01-01,0
R_PN_WK,F,IS,2017-01-01,
R_PN_WK,F,IT,2006-01-01,0
R_PN_WK,F,IT,2007-01-01,0
R_PN_WK,F,IT,2008-01-01,0
R_PN_WK,F,IT,2009-01-01,0
R_PN_WK,F,IT,2010-01-01,0
R_PN_WK,F,IT,2011-01-01,0
R_PN_WK,F,IT,2012-01-01,0
R_PN_WK,F,IT,2013-01-01,
R_PN_WK,F,IT,2014-01-01,0
R_PN_WK,F,IT,2015-01-01,
R_PN_WK,F,IT,2016-01-01,0
R_PN_WK,F,IT,2017-01-01,0
R_PN_WK,F,LT,2006-01-01,0
R_PN_WK,F,LT,2007-01-01,0
R_PN_WK,F,LT,2008-01-01,0
R_PN_WK,F,LT,2009-01-01,0
R_PN_WK,F,LT,2010-01-01,0
R_PN_WK,F,LT,2011-01-01,0
R_PN_WK,F,LT,2012-01-01,0
R_PN_WK,F,LT,2013-01-01,
R_PN_WK,F,LT,2014-01-01,0
R_PN_WK,F,LT,2015-01-01,
R_PN_WK,F,LT,2016-01-01,0
R_PN_WK,F,LT,2017-01-01,0
R_PN_WK,F,LU,2006-01-01,0
R_PN_WK,F,LU,2007-01-01,0
R_PN_WK,F,LU,2008-01-01,0
R_PN_WK,F,LU,2009-01-01,0
R_PN_WK,F,LU,2010-01-01,0
R_PN_WK,F,LU,2011-01-01,0
R_PN_WK,F,LU,2012-01-01,0
R_PN_WK,F,LU,2013-01-01,
R_PN_WK,F,LU,2014-01-01,0
R_PN_WK,F,LU,2015-01-01,
R_PN_WK,F,LU,2016-01-01,0
R_PN_WK,F,LU,2017-01-01,0
R_PN_WK,F,LV,2006-01-01,0
R_PN_WK,F,LV,2007-01-01,0
R_PN_WK,F,LV,2008-01-01,0
R_PN_WK,F,LV,2009-01-01,0
R_PN_WK,F,LV,2010-01-01,0
R_PN_WK,F,LV,2011-01-01,0
R_PN_WK,F,LV,2012-01-01,0
R_PN_WK,F,LV,2013-01-01,
R_PN_WK,F,LV,2014-01-01,0
R_PN_WK,F,LV,2015-01-01,
R_PN_WK,F,LV,2016-01-01,0
R_PN_WK,F,LV,2017-01-01,0
R_PN_WK,F,MK,2006-01-01,
R_PN_WK,F,MK,2007-01-01,
R_PN_WK,F,MK,2008-01-01,
R_PN_WK,F,MK,2009-01-01,
R_PN_WK,F,MK,2010-01-01,
R_PN_WK,F,MK,2011-01-01,
R_PN_WK,F,MK,2012-01-01,0
R_PN_WK,F,MK,2013-01-01,
R_PN_WK,F,MK,2014-01-01,0
R_PN_WK,F,MK,2015-01-01,
R_PN_WK,F,MK,2016-01-01,0
R_PN_WK,F,MK,2017-01-01,
R_PN_WK,F,MT,2006-01-01,0
R_PN_WK,F,MT,2007-01-01,0
R_PN_WK,F,MT,2008-01-01,0
R_PN_WK,F,MT,2009-01-01,0
R_PN_WK,F,MT,2010-01-01,0
R_PN_WK,F,MT,2011-01-01,0
R_PN_WK,F,MT,2012-01-01,0
R_PN_WK,F,MT,2013-01-01,
R_PN_WK,F,MT,2014-01-01,0
R_PN_WK,F,MT,2015-01-01,
R_PN_WK,F,MT,2016-01-01,0
R_PN_WK,F,MT,2017-01-01,0
R_PN_WK,F,NL,2006-01-01,0
R_PN_WK,F,NL,2007-01-01,0
R_PN_WK,F,NL,2008-01-01,0
R_PN_WK,F,NL,2009-01-01,0
R_PN_WK,F,NL,2010-01-01,0
R_PN_WK,F,NL,2011-01-01,0
R_PN_WK,F,NL,2012-01-01,0
R_PN_WK,F,NL,2013-01-01,
R_PN_WK,F,NL,2014-01-01,0
R_PN_WK,F,NL,2015-01-01,
R_PN_WK,F,NL,2016-01-01,0
R_PN_WK,F,NL,2017-01-01,0
R_PN_WK,F,NO,2006-01-01,0
R_PN_WK,F,NO,2007-01-01,0
R_PN_WK,F,NO,2008-01-01,0
R_PN_WK,F,NO,2009-01-01,0
R_PN_WK,F,NO,2010-01-01,0
R_PN_WK,F,NO,2011-01-01,0
R_PN_WK,F,NO,2012-01-01,0
R_PN_WK,F,NO,2013-01-01,
R_PN_WK,F,NO,2014-01-01,0
R_PN_WK,F,NO,2015-01-01,
R_PN_WK,F,NO,2016-01-01,0
R_PN_WK,F,NO,2017-01-01,0
R_PN_WK,F,PL,2006-01-01,0
R_PN_WK,F,PL,2007-01-01,0
R_PN_WK,F,PL,2008-01-01,0
R_PN_WK,F,PL,2009-01-01,0
R_PN_WK,F,PL,2010-01-01,0
R_PN_WK,F,PL,2011-01-01,0
R_PN_WK,F,PL,2012-01-01,0
R_PN_WK,F,PL,2013-01-01,
R_PN_WK,F,PL,2014-01-01,0
R_PN_WK,F,PL,2015-01-01,
R_PN_WK,F,PL,2016-01-01,0
R_PN_WK,F,PL,2017-01-01,0
R_PN_WK,F,PT,2006-01-01,0
R_PN_WK,F,PT,2007-01-01,0
R_PN_WK,F,PT,2008-01-01,0
R_PN_WK,F,PT,2009-01-01,0
R_PN_WK,F,PT,2010-01-01,0
R_PN_WK,F,PT,2011-01-01,0
R_PN_WK,F,PT,2012-01-01,0
R_PN_WK,F,PT,2013-01-01,
R_PN_WK,F,PT,2014-01-01,0
R_PN_WK,F,PT,2015-01-01,
R_PN_WK,F,PT,2016-01-01,0
R_PN_WK,F,PT,2017-01-01,0
R_PN_WK,F,RO,2006-01-01,
R_PN_WK,F,RO,2007-01-01,0
R_PN_WK,F,RO,2008-01-01,0
R_PN_WK,F,RO,2009-01-01,0
R_PN_WK,F,RO,2010-01-01,0
R_PN_WK,F,RO,2011-01-01,0
R_PN_WK,F,RO,2012-01-01,0
R_PN_WK,F,RO,2013-01-01,
R_PN_WK,F,RO,2014-01-01,0
R_PN_WK,F,RO,2015-01-01,
R_PN_WK,F,RO,2016-01-01,0
R_PN_WK,F,RO,2017-01-01,0
R_PN_WK,F,RS,2006-01-01,
R_PN_WK,F,RS,2007-01-01,
R_PN_WK,F,RS,2008-01-01,
R_PN_WK,F,RS,2009-01-01,
R_PN_WK,F,RS,2010-01-01,
R_PN_WK,F,RS,2011-01-01,
R_PN_WK,F,RS,2012-01-01,
R_PN_WK,F,RS,2013-01-01,
R_PN_WK,F,RS,2014-01-01,0
R_PN_WK,F,RS,2015-01-01,
R_PN_WK,F,RS,2016-01-01,0
R_PN_WK,F,RS,2017-01-01,
R_PN_WK,F,SE,2006-01-01,0
R_PN_WK,F,SE,2007-01-01,0
R_PN_WK,F,SE,2008-01-01,0
R_PN_WK,F,SE,2009-01-01,0
R_PN_WK,F,SE,2010-01-01,0
R_PN_WK,F,SE,2011-01-01,0
R_PN_WK,F,SE,2012-01-01,0
R_PN_WK,F,SE,2013-01-01,
R_PN_WK,F,SE,2014-01-01,0
R_PN_WK,F,SE,2015-01-01,
R_PN_WK,F,SE,2016-01-01,0
R_PN_WK,F,SE,2017-01-01,0
R_PN_WK,F,SI,2006-01-01,0
R_PN_WK,F,SI,2007-01-01,0
R_PN_WK,F,SI,2008-01-01,0
R_PN_WK,F,SI,2009-01-01,0
R_PN_WK,F,SI,2010-01-01,0
R_PN_WK,F,SI,2011-01-01,0
R_PN_WK,F,SI,2012-01-01,0
R_PN_WK,F,SI,2013-01-01,
R_PN_WK,F,SI,2014-01-01,0
R_PN_WK,F,SI,2015-01-01,
R_PN_WK,F,SI,2016-01-01,0
R_PN_WK,F,SI,2017-01-01,0
R_PN_WK,F,SK,2006-01-01,0
R_PN_WK,F,SK,2007-01-01,0
R_PN_WK,F,SK,2008-01-01,0
R_PN_WK,F,SK,2009-01-01,0
R_PN_WK,F,SK,2010-01-01,0
R_PN_WK,F,SK,2011-01-01,0
R_PN_WK,F,SK,2012-01-01,0
R_PN_WK,F,SK,2013-01-01,
R_PN_WK,F,SK,2014-01-01,0
R_PN_WK,F,SK,2015-01-01,
R_PN_WK,F,SK,2016-01-01,0
R_PN_WK,F,SK,2017-01-01,0
R_PN_WK,F,TR,2006-01-01,0
R_PN_WK,F,TR,2007-01-01,0
R_PN_WK,F,TR,2008-01-01,0
R_PN_WK,F,TR,2009-01-01,0
R_PN_WK,F,TR,2010-01-01,0
R_PN_WK,F,TR,2011-01-01,0
R_PN_WK,F,TR,2012-01-01,0
R_PN_WK,F,TR,2013-01-01,
R_PN_WK,F,TR,2014-01-01,0
R_PN_WK,F,TR,2015-01-01,
R_PN_WK,F,TR,2016-01-01,
R_PN_WK,F,TR,2017-01-01,
R_PN_WK,F,UK,2006-01-01,0
R_PN_WK,F,UK,2007-01-01,0
R_PN_WK,F,UK,2008-01-01,0
R_PN_WK,F,UK,2009-01-01,0
R_PN_WK,F,UK,2010-01-01,0
R_PN_WK,F,UK,2011-01-01,0
R_PN_WK,F,UK,2012-01-01,0
R_PN_WK,F,UK,2013-01-01,
R_PN_WK,F,UK,2014-01-01,0
R_PN_WK,F,UK,2015-01-01,
R_PN_WK,F,UK,2016-01-01,0
R_PN_WK,F,UK,2017-01-01,
R_PN_WK,M,AT,2006-01-01,0
R_PN_WK,M,AT,2007-01-01,0
R_PN_WK,M,AT,2008-01-01,0
R_PN_WK,M,AT,2009-01-01,0
R_PN_WK,M,AT,2010-01-01,0
R_PN_WK,M,AT,2011-01-01,0
R_PN_WK,M,AT,2012-01-01,0
R_PN_WK,M,AT,2013-01-01,
R_PN_WK,M,AT,2014-01-01,0
R_PN_WK,M,AT,2015-01-01,
R_PN_WK,M,AT,2016-01-01,0
R_PN_WK,M,AT,2017-01-01,0
R_PN_WK,M,BE,2006-01-01,0
R_PN_WK,M,BE,2007-01-01,0
R_PN_WK,M,BE,2008-01-01,0
R_PN_WK,M,BE,2009-01-01,0
R_PN_WK,M,BE,2010-01-01,0
R_PN_WK,M,BE,2011-01-01,0
R_PN_WK,M,BE,2012-01-01,0
R_PN_WK,M,BE,2013-01-01,
R_PN_WK,M,BE,2014-01-01,0
R_PN_WK,M,BE,2015-01-01,
R_PN_WK,M,BE,2016-01-01,0
R_PN_WK,M,BE,2017-01-01,0
R_PN_WK,M,BG,2006-01-01,0
R_PN_WK,M,BG,2007-01-01,0
R_PN_WK,M,BG,2008-01-01,0
R_PN_WK,M,BG,2009-01-01,0
R_PN_WK,M,BG,2010-01-01,0
R_PN_WK,M,BG,2011-01-01,0
R_PN_WK,M,BG,2012-01-01,0
R_PN_WK,M,BG,2013-01-01,
R_PN_WK,M,BG,2014-01-01,0
R_PN_WK,M,BG,2015-01-01,
R_PN_WK,M,BG,2016-01-01,0
R_PN_WK,M,BG,2017-01-01,0
R_PN_WK,M,CH,2006-01-01,
R_PN_WK,M,CH,2007-01-01,0
R_PN_WK,M,CH,2008-01-01,0
R_PN_WK,M,CH,2009-01-01,0
R_PN_WK,M,CH,2010-01-01,0
R_PN_WK,M,CH,2011-01-01,0
R_PN_WK,M,CH,2012-01-01,0
R_PN_WK,M,CH,2013-01-01,
R_PN_WK,M,CH,2014-01-01,0
R_PN_WK,M,CH,2015-01-01,
R_PN_WK,M,CH,2016-01-01,0
R_PN_WK,M,CH,2017-01-01,
R_PN_WK,M,CY,2006-01-01,0
R_PN_WK,M,CY,2007-01-01,0
R_PN_WK,M,CY,2008-01-01,0
R_PN_WK,M,CY,2009-01-01,0
R_PN_WK,M,CY,2010-01-01,0
R_PN_WK,M,CY,2011-01-01,0
R_PN_WK,M,CY,2012-01-01,0
R_PN_WK,M,CY,2013-01-01,
R_PN_WK,M,CY,2014-01-01,0
R_PN_WK,M,CY,2015-01-01,
R_PN_WK,M,CY,2016-01-01,0
R_PN_WK,M,CY,2017-01-01,0
R_PN_WK,M,CZ,2006-01-01,0
R_PN_WK,M,CZ,2007-01-01,0
R_PN_WK,M,CZ,2008-01-01,0
R_PN_WK,M,CZ,2009-01-01,0
R_PN_WK,M,CZ,2010-01-01,0
R_PN_WK,M,CZ,2011-01-01,0
R_PN_WK,M,CZ,2012-01-01,0
R_PN_WK,M,CZ,2013-01-01,
R_PN_WK,M,CZ,2014-01-01,0
R_PN_WK,M,CZ,2015-01-01,
R_PN_WK,M,CZ,2016-01-01,0
R_PN_WK,M,CZ,2017-01-01,0
R_PN_WK,M,DE,2006-01-01,0
R_PN_WK,M,DE,2007-01-01,0
R_PN_WK,M,DE,2008-01-01,0
R_PN_WK,M,DE,2009-01-01,0
R_PN_WK,M,DE,2010-01-01,0
R_PN_WK,M,DE,2011-01-01,0
R_PN_WK,M,DE,2012-01-01,0
R_PN_WK,M,DE,2013-01-01,
R_PN_WK,M,DE,2014-01-01,0
R_PN_WK,M,DE,2015-01-01,
R_PN_WK,M,DE,2016-01-01,0
R_PN_WK,M,DE,2017-01-01,0
R_PN_WK,M,DK,2006-01-01,0
R_PN_WK,M,DK,2007-01-01,0
R_PN_WK,M,DK,2008-01-01,0
R_PN_WK,M,DK,2009-01-01,0
R_PN_WK,M,DK,2010-01-01,0
R_PN_WK,M,DK,2011-01-01,0
R_PN_WK,M,DK,2012-01-01,0
R_PN_WK,M,DK,2013-01-01,
R_PN_WK,M,DK,2014-01-01,0
R_PN_WK,M,DK,2015-01-01,
R_PN_WK,M,DK,2016-01-01,0
R_PN_WK,M,DK,2017-01-01,0
R_PN_WK,M,EA18,2006-01-01,0
R_PN_WK,M,EA18,2007-01-01,0
R_PN_WK,M,EA18,2008-01-01,0
R_PN_WK,M,EA18,2009-01-01,0
R_PN_WK,M,EA18,2010-01-01,0
R_PN_WK,M,EA18,2011-01-01,0
R_PN_WK,M,EA18,2012-01-01,0
R_PN_WK,M,EA18,2013-01-01,
R_PN_WK,M,EA18,2014-01-01,0
R_PN_WK,M,EA18,2015-01-01,
R_PN_WK,M,EA18,2016-01-01,0
R_PN_WK,M,EA18,2017-01-01,0
R_PN_WK,M,EA19,2006-01-01,0
R_PN_WK,M,EA19,2007-01-01,0
R_PN_WK,M,EA19,2008-01-01,0
R_PN_WK,M,EA19,2009-01-01,0
R_PN_WK,M,EA19,2010-01-01,0
R_PN_WK,M,EA19,2011-01-01,0
R_PN_WK,M,EA19,2012-01-01,0
R_PN_WK,M,EA19,2013-01-01,
R_PN_WK,M,EA19,2014-01-01,0
R_PN_WK,M,EA19,2015-01-01,
R_PN_WK,M,EA19,2016-01-01,0
R_PN_WK,M,EA19,2017-01-01,0
R_PN_WK,M,EE,2006-01-01,0
R_PN_WK,M,EE,2007-01-01,0
R_PN_WK,M,EE,2008-01-01,0
R_PN_WK,M,EE,2009-01-01,0
R_PN_WK,M,EE,2010-01-01,0
R_PN_WK,M,EE,2011-01-01,0
R_PN_WK,M,EE,2012-01-01,0
R_PN_WK,M,EE,2013-01-01,
R_PN_WK,M,EE,2014-01-01,0
R_PN_WK,M,EE,2015-01-01,
R_PN_WK,M,EE,2016-01-01,0
R_PN_WK,M,EE,2017-01-01,0
R_PN_WK,M,EL,2006-01-01,0
R_PN_WK,M,EL,2007-01-01,0
R_PN_WK,M,EL,2008-01-01,0
R_PN_WK,M,EL,2009-01-01,0
R_PN_WK,M,EL,2010-01-01,0
R_PN_WK,M,EL,2011-01-01,0
R_PN_WK,M,EL,2012-01-01,0
R_PN_WK,M,EL,2013-01-01,
R_PN_WK,M,EL,2014-01-01,0
R_PN_WK,M,EL,2015-01-01,
R_PN_WK,M,EL,2016-01-01,0
R_PN_WK,M,EL,2017-01-01,0
R_PN_WK,M,ES,2006-01-01,0
R_PN_WK,M,ES,2007-01-01,0
R_PN_WK,M,ES,2008-01-01,0
R_PN_WK,M,ES,2009-01-01,0
R_PN_WK,M,ES,2010-01-01,0
R_PN_WK,M,ES,2011-01-01,0
R_PN_WK,M,ES,2012-01-01,0
R_PN_WK,M,ES,2013-01-01,
R_PN_WK,M,ES,2014-01-01,0
R_PN_WK,M,ES,2015-01-01,
R_PN_WK,M,ES,2016-01-01,0
R_PN_WK,M,ES,2017-01-01,0
R_PN_WK,M,EU27,2006-01-01,0
R_PN_WK,M,EU27,2007-01-01,0
R_PN_WK,M,EU27,2008-01-01,0
R_PN_WK,M,EU27,2009-01-01,0
R_PN_WK,M,EU27,2010-01-01,0
R_PN_WK,M,EU27,2011-01-01,0
R_PN_WK,M,EU27,2012-01-01,0
R_PN_WK,M,EU27,2013-01-01,
R_PN_WK,M,EU27,2014-01-01,0
R_PN_WK,M,EU27,2015-01-01,
R_PN_WK,M,EU27,2016-01-01,0
R_PN_WK,M,EU27,2017-01-01,0
R_PN_WK,M,EU28,2006-01-01,
R_PN_WK,M,EU28,2007-01-01,
R_PN_WK,M,EU28,2008-01-01,
R_PN_WK,M,EU28,2009-01-01,
R_PN_WK,M,EU28,2010-01-01,0
R_PN_WK,M,EU28,2011-01-01,0
R_PN_WK,M,EU28,2012-01-01,0
R_PN_WK,M,EU28,2013-01-01,
R_PN_WK,M,EU28,2014-01-01,0
R_PN_WK,M,EU28,2015-01-01,
R_PN_WK,M,EU28,2016-01-01,0
R_PN_WK,M,EU28,2017-01-01,0
