co_nco,sector,finpos,na_item,unit,geo\time,date,value
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,BG,2009-01-01,97662.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,BG,2010-01-01,99083.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,BG,2011-01-01,100314.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,BG,2012-01-01,102533.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,BG,2013-01-01,108339.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,BG,2014-01-01,103395.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,BG,2015-01-01,97835.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,BG,2016-01-01,98673.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,BG,2017-01-01,101100.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,1995-01-01,24384.6 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,1996-01-01,25107.6 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,1997-01-01,26394.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,1998-01-01,28084.6 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,1999-01-01,29543.6 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2000-01-01,32274.5 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2001-01-01,31280.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2002-01-01,32909.4 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2003-01-01,33141.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2004-01-01,34315.6
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2005-01-01,39495.7
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2006-01-01,41475.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2007-01-01,46498.9
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2008-01-01,54165.5
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2009-01-01,57145.5
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2010-01-01,60900.5
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2011-01-01,63457.8 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2012-01-01,63941.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2013-01-01,61692.6 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2014-01-01,62054.8 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2015-01-01,62724.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2016-01-01,62459.6 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CY,2017-01-01,61908.5 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,1995-01-01,1022596.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,1996-01-01,1183645.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,1997-01-01,1425647.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,1998-01-01,1332309.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,1999-01-01,1361204.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2000-01-01,1352364.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2001-01-01,1300448.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2002-01-01,1392402.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2003-01-01,1300936.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2004-01-01,1436781.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2005-01-01,1564600.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2006-01-01,1856735.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2007-01-01,2204534.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2008-01-01,2568878.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2009-01-01,2589337.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2010-01-01,2690158.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2011-01-01,2756980.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2012-01-01,2869270.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2013-01-01,3019209.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2014-01-01,3085841.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2015-01-01,3131719.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2016-01-01,3284538.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,CZ,2017-01-01,3402876.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,1995-01-01,2005758.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,1996-01-01,2122950.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,1997-01-01,2229323.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,1998-01-01,2354874.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,1999-01-01,2471123.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2000-01-01,2603335.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2001-01-01,2683320.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2002-01-01,2697413.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2003-01-01,2728822.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2004-01-01,2699679.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2005-01-01,2690879.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2006-01-01,2729135.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2007-01-01,2785933.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2008-01-01,2809501.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2009-01-01,2780613.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2010-01-01,2753156.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2011-01-01,2771693.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2012-01-01,2806950.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2013-01-01,2903443.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2014-01-01,2898735.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2015-01-01,2995297.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2016-01-01,3111864.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DE,2017-01-01,3279545.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,1995-01-01,1431580.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,1996-01-01,1553526.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,1997-01-01,1651566.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,1998-01-01,1732530.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,1999-01-01,1836222.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2000-01-01,2097419.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2001-01-01,2318650.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2002-01-01,2356833.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2003-01-01,2489463.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2004-01-01,2604996.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2005-01-01,2977137.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2006-01-01,3363922.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2007-01-01,3624993.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2008-01-01,4004187.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2009-01-01,3998847.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2010-01-01,3995537.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2011-01-01,4081505.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2012-01-01,4244903.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2013-01-01,4170603.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2014-01-01,4239375.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2015-01-01,4319053.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2016-01-01,4405804.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,DK,2017-01-01,4385959.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,1995-01-01,802.2 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,1996-01-01,1289.2 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,1997-01-01,2336.8 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,1998-01-01,2850.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,1999-01-01,2909.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2000-01-01,3330.2 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2001-01-01,4300.8 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2002-01-01,5284.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2003-01-01,6514.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2004-01-01,8291.5
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2005-01-01,10880.3
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2006-01-01,15416.4
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2007-01-01,19988.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2008-01-01,22571.2
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2009-01-01,21673.3
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2010-01-01,20665.8
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2011-01-01,20073.4 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2012-01-01,21135.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2013-01-01,21935.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2014-01-01,23287.2 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2015-01-01,23434.9 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2016-01-01,24330.7 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EE,2017-01-01,25123.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,1995-01-01,33239.8 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,1996-01-01,37356.9 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,1997-01-01,42402.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,1998-01-01,50570.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,1999-01-01,58655.5 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2000-01-01,74655.5 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2001-01-01,91357.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2002-01-01,104233.7 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2003-01-01,121475.3 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2004-01-01,142616.2
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2005-01-01,170709.7
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2006-01-01,201602.7
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2007-01-01,236187.9
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2008-01-01,273557.6
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2009-01-01,276653.6
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2010-01-01,289539.7
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2011-01-01,269587.2 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2012-01-01,251431.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2013-01-01,235418.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2014-01-01,230866.9 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2015-01-01,224664.8 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2016-01-01,218799.4 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,EL,2017-01-01,209714.9 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,1995-01-01,344929.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,1996-01-01,367829.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,1997-01-01,407908.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,1998-01-01,471073.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,1999-01-01,559172.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2000-01-01,665415.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2001-01-01,768098.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2002-01-01,872237.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2003-01-01,1014999.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2004-01-01,1185317.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2005-01-01,1438661.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2006-01-01,1789659.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2007-01-01,2069387.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2008-01-01,2186891.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2009-01-01,2175461.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2010-01-01,2168273.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2011-01-01,2102416.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2012-01-01,1955123.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2013-01-01,1817539.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2014-01-01,1720864.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2015-01-01,1673557.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2016-01-01,1642087.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,ES,2017-01-01,1618835.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,1995-01-01,93936.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,1996-01-01,94247.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,1997-01-01,93941.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,1998-01-01,99659.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,1999-01-01,111437.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2000-01-01,126688.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2001-01-01,133763.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2002-01-01,150118.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2003-01-01,158961.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2004-01-01,170497.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2005-01-01,190571.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2006-01-01,205816.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2007-01-01,230675.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2008-01-01,257005.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2009-01-01,258486.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2010-01-01,278518.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2011-01-01,286195.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2012-01-01,296886.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2013-01-01,300393.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2014-01-01,307866.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2015-01-01,320439.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2016-01-01,320960.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FI,2017-01-01,327632.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,1995-01-01,1138671.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,1996-01-01,1165358.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,1997-01-01,1198935.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,1998-01-01,1233947.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,1999-01-01,1333689.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2000-01-01,1470564.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2001-01-01,1596743.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2002-01-01,1648789.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2003-01-01,1692397.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2004-01-01,1792139.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2005-01-01,1935184.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2006-01-01,2086482.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2007-01-01,2250037.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2008-01-01,2439214.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2009-01-01,2529293.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2010-01-01,2633056.0
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2011-01-01,2785447.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2012-01-01,2889072.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2013-01-01,2909122.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2014-01-01,3041653.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2015-01-01,3139180.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2016-01-01,3267751.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,FR,2017-01-01,3396939.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,1995-01-01,: 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,1996-01-01,: 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,1997-01-01,: 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,1998-01-01,: 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,1999-01-01,: 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2000-01-01,: 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2001-01-01,105062.0 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2002-01-01,133892.4 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2003-01-01,158270.7 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2004-01-01,182621.8
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2005-01-01,216148.6
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2006-01-01,270100.3
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2007-01-01,326497.3
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2008-01-01,385143.1
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2009-01-01,394071.1
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2010-01-01,412036.4
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2011-01-01,409278.1 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2012-01-01,397084.5 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2013-01-01,390627.9 
CO,S11_S14_S15,LIAB,F3_F4,MIO_NAC,HR,2014-01-01,391307.3 
