unit,direct,na_item,sector,geo\time,date,value
CP_MNAC,PAID,B9,S1,CY,2016-01-01,-850 p
CP_MNAC,PAID,B9,S1,CY,2017-01-01,: 
CP_MNAC,PAID,B9,S1,CZ,1995-01-01,-53529 
CP_MNAC,PAID,B9,S1,CZ,1996-01-01,-111005 
CP_MNAC,PAID,B9,S1,CZ,1997-01-01,-98555 
CP_MNAC,PAID,B9,S1,CZ,1998-01-01,-35121 
CP_MNAC,PAID,B9,S1,CZ,1999-01-01,-48914 
CP_MNAC,PAID,B9,S1,CZ,2000-01-01,-87437 
CP_MNAC,PAID,B9,S1,CZ,2001-01-01,-99920 
CP_MNAC,PAID,B9,S1,CZ,2002-01-01,-92024 
CP_MNAC,PAID,B9,S1,CZ,2003-01-01,-129949 
CP_MNAC,PAID,B9,S1,CZ,2004-01-01,-118178 
CP_MNAC,PAID,B9,S1,CZ,2005-01-01,-101321 
CP_MNAC,PAID,B9,S1,CZ,2006-01-01,-114930 
CP_MNAC,PAID,B9,S1,CZ,2007-01-01,-155593 
CP_MNAC,PAID,B9,S1,CZ,2008-01-01,-161136 
CP_MNAC,PAID,B9,S1,CZ,2009-01-01,-72349 
CP_MNAC,PAID,B9,S1,CZ,2010-01-01,-123169 
CP_MNAC,PAID,B9,S1,CZ,2011-01-01,-116092 
CP_MNAC,PAID,B9,S1,CZ,2012-01-01,-48989 
CP_MNAC,PAID,B9,S1,CZ,2013-01-01,45148 
CP_MNAC,PAID,B9,S1,CZ,2014-01-01,22250 
CP_MNAC,PAID,B9,S1,CZ,2015-01-01,58228 
CP_MNAC,PAID,B9,S1,CZ,2016-01-01,26317 
CP_MNAC,PAID,B9,S1,CZ,2017-01-01,42405 
CP_MNAC,PAID,B9,S1,DE,1995-01-01,-25175 
CP_MNAC,PAID,B9,S1,DE,1996-01-01,-15066 
CP_MNAC,PAID,B9,S1,DE,1997-01-01,-10275 
CP_MNAC,PAID,B9,S1,DE,1998-01-01,-14630 
CP_MNAC,PAID,B9,S1,DE,1999-01-01,-29257 
CP_MNAC,PAID,B9,S1,DE,2000-01-01,-31154 
CP_MNAC,PAID,B9,S1,DE,2001-01-01,-9852 
CP_MNAC,PAID,B9,S1,DE,2002-01-01,37760 
CP_MNAC,PAID,B9,S1,DE,2003-01-01,37570 
CP_MNAC,PAID,B9,S1,DE,2004-01-01,101215 
CP_MNAC,PAID,B9,S1,DE,2005-01-01,104622 
CP_MNAC,PAID,B9,S1,DE,2006-01-01,137309 
CP_MNAC,PAID,B9,S1,DE,2007-01-01,170842 
CP_MNAC,PAID,B9,S1,DE,2008-01-01,140452 
CP_MNAC,PAID,B9,S1,DE,2009-01-01,142698 
CP_MNAC,PAID,B9,S1,DE,2010-01-01,150024 
CP_MNAC,PAID,B9,S1,DE,2011-01-01,162696 
CP_MNAC,PAID,B9,S1,DE,2012-01-01,195175 
CP_MNAC,PAID,B9,S1,DE,2013-01-01,187047 
CP_MNAC,PAID,B9,S1,DE,2014-01-01,223144 
CP_MNAC,PAID,B9,S1,DE,2015-01-01,269889 
CP_MNAC,PAID,B9,S1,DE,2016-01-01,271791 
CP_MNAC,PAID,B9,S1,DE,2017-01-01,262467 
CP_MNAC,PAID,B9,S1,DK,1995-01-01,7713 
CP_MNAC,PAID,B9,S1,DK,1996-01-01,14054 
CP_MNAC,PAID,B9,S1,DK,1997-01-01,8150 
CP_MNAC,PAID,B9,S1,DK,1998-01-01,-7950 
CP_MNAC,PAID,B9,S1,DK,1999-01-01,35535 
CP_MNAC,PAID,B9,S1,DK,2000-01-01,22366 
CP_MNAC,PAID,B9,S1,DK,2001-01-01,44311 
CP_MNAC,PAID,B9,S1,DK,2002-01-01,43518 
CP_MNAC,PAID,B9,S1,DK,2003-01-01,50938 
CP_MNAC,PAID,B9,S1,DK,2004-01-01,47767 
CP_MNAC,PAID,B9,S1,DK,2005-01-01,68709 
CP_MNAC,PAID,B9,S1,DK,2006-01-01,55981 
CP_MNAC,PAID,B9,S1,DK,2007-01-01,25425 
CP_MNAC,PAID,B9,S1,DK,2008-01-01,52980 
CP_MNAC,PAID,B9,S1,DK,2009-01-01,59401 
CP_MNAC,PAID,B9,S1,DK,2010-01-01,119317 
CP_MNAC,PAID,B9,S1,DK,2011-01-01,127395 
CP_MNAC,PAID,B9,S1,DK,2012-01-01,119488 
CP_MNAC,PAID,B9,S1,DK,2013-01-01,149132 
CP_MNAC,PAID,B9,S1,DK,2014-01-01,172671 
CP_MNAC,PAID,B9,S1,DK,2015-01-01,171529 
CP_MNAC,PAID,B9,S1,DK,2016-01-01,151392 
CP_MNAC,PAID,B9,S1,DK,2017-01-01,168943 
CP_MNAC,PAID,B9,S1,EE,1995-01-01,-151 
CP_MNAC,PAID,B9,S1,EE,1996-01-01,-321 
CP_MNAC,PAID,B9,S1,EE,1997-01-01,-522 
CP_MNAC,PAID,B9,S1,EE,1998-01-01,-459 
CP_MNAC,PAID,B9,S1,EE,1999-01-01,-235 
CP_MNAC,PAID,B9,S1,EE,2000-01-01,-312 
CP_MNAC,PAID,B9,S1,EE,2001-01-01,-506 
CP_MNAC,PAID,B9,S1,EE,2002-01-01,-874 
CP_MNAC,PAID,B9,S1,EE,2003-01-01,-1037 
CP_MNAC,PAID,B9,S1,EE,2004-01-01,-1053 
CP_MNAC,PAID,B9,S1,EE,2005-01-01,-810 
CP_MNAC,PAID,B9,S1,EE,2006-01-01,-1813 
CP_MNAC,PAID,B9,S1,EE,2007-01-01,-2305 
CP_MNAC,PAID,B9,S1,EE,2008-01-01,-1242 
CP_MNAC,PAID,B9,S1,EE,2009-01-01,843 
CP_MNAC,PAID,B9,S1,EE,2010-01-01,765 
CP_MNAC,PAID,B9,S1,EE,2011-01-01,904 
CP_MNAC,PAID,B9,S1,EE,2012-01-01,260 
CP_MNAC,PAID,B9,S1,EE,2013-01-01,590 
CP_MNAC,PAID,B9,S1,EE,2014-01-01,377 
CP_MNAC,PAID,B9,S1,EE,2015-01-01,805 
CP_MNAC,PAID,B9,S1,EE,2016-01-01,608 
CP_MNAC,PAID,B9,S1,EE,2017-01-01,998 
CP_MNAC,PAID,B9,S1,EL,1995-01-01,-2104 p
CP_MNAC,PAID,B9,S1,EL,1996-01-01,-3316 p
CP_MNAC,PAID,B9,S1,EL,1997-01-01,-2267 p
CP_MNAC,PAID,B9,S1,EL,1998-01-01,-6181 p
CP_MNAC,PAID,B9,S1,EL,1999-01-01,-6409 p
CP_MNAC,PAID,B9,S1,EL,2000-01-01,-9314 p
CP_MNAC,PAID,B9,S1,EL,2001-01-01,-12224 p
CP_MNAC,PAID,B9,S1,EL,2002-01-01,-13462 p
CP_MNAC,PAID,B9,S1,EL,2003-01-01,-17681 p
CP_MNAC,PAID,B9,S1,EL,2004-01-01,-14135 p
CP_MNAC,PAID,B9,S1,EL,2005-01-01,-15858 p
CP_MNAC,PAID,B9,S1,EL,2006-01-01,-22201 p
CP_MNAC,PAID,B9,S1,EL,2007-01-01,-31260 p
CP_MNAC,PAID,B9,S1,EL,2008-01-01,-34360 p
CP_MNAC,PAID,B9,S1,EL,2009-01-01,-27365 p
CP_MNAC,PAID,B9,S1,EL,2010-01-01,-21711 p
CP_MNAC,PAID,B9,S1,EL,2011-01-01,-17258 p
CP_MNAC,PAID,B9,S1,EL,2012-01-01,-4598 p
CP_MNAC,PAID,B9,S1,EL,2013-01-01,286 p
CP_MNAC,PAID,B9,S1,EL,2014-01-01,-226 p
CP_MNAC,PAID,B9,S1,EL,2015-01-01,4239 p
CP_MNAC,PAID,B9,S1,EL,2016-01-01,1653 p
CP_MNAC,PAID,B9,S1,EL,2017-01-01,: 
CP_MNAC,PAID,B9,S1,ES,1995-01-01,: 
CP_MNAC,PAID,B9,S1,ES,1996-01-01,: 
CP_MNAC,PAID,B9,S1,ES,1997-01-01,: 
CP_MNAC,PAID,B9,S1,ES,1998-01-01,: 
CP_MNAC,PAID,B9,S1,ES,1999-01-01,-11292 
CP_MNAC,PAID,B9,S1,ES,2000-01-01,-21914 
CP_MNAC,PAID,B9,S1,ES,2001-01-01,-23626 
CP_MNAC,PAID,B9,S1,ES,2002-01-01,-20427 
CP_MNAC,PAID,B9,S1,ES,2003-01-01,-23639 
CP_MNAC,PAID,B9,S1,ES,2004-01-01,-40039 
CP_MNAC,PAID,B9,S1,ES,2005-01-01,-62973 
CP_MNAC,PAID,B9,S1,ES,2006-01-01,-85763 
CP_MNAC,PAID,B9,S1,ES,2007-01-01,-99924 
CP_MNAC,PAID,B9,S1,ES,2008-01-01,-97372 
CP_MNAC,PAID,B9,S1,ES,2009-01-01,-42019 
CP_MNAC,PAID,B9,S1,ES,2010-01-01,-36128 
CP_MNAC,PAID,B9,S1,ES,2011-01-01,-30930 
CP_MNAC,PAID,B9,S1,ES,2012-01-01,769 
CP_MNAC,PAID,B9,S1,ES,2013-01-01,21561 
CP_MNAC,PAID,B9,S1,ES,2014-01-01,15395 
CP_MNAC,PAID,B9,S1,ES,2015-01-01,18498 
CP_MNAC,PAID,B9,S1,ES,2016-01-01,26646 
CP_MNAC,PAID,B9,S1,ES,2017-01-01,25096 
CP_MNAC,PAID,B9,S1,FI,1995-01-01,3766 
CP_MNAC,PAID,B9,S1,FI,1996-01-01,3682 
CP_MNAC,PAID,B9,S1,FI,1997-01-01,5402 
CP_MNAC,PAID,B9,S1,FI,1998-01-01,5963 
CP_MNAC,PAID,B9,S1,FI,1999-01-01,8698 
CP_MNAC,PAID,B9,S1,FI,2000-01-01,10301 
CP_MNAC,PAID,B9,S1,FI,2001-01-01,11760 
CP_MNAC,PAID,B9,S1,FI,2002-01-01,12212 
CP_MNAC,PAID,B9,S1,FI,2003-01-01,7358 
CP_MNAC,PAID,B9,S1,FI,2004-01-01,9403 
CP_MNAC,PAID,B9,S1,FI,2005-01-01,5463 
CP_MNAC,PAID,B9,S1,FI,2006-01-01,7034 
CP_MNAC,PAID,B9,S1,FI,2007-01-01,7794 
CP_MNAC,PAID,B9,S1,FI,2008-01-01,5470 
CP_MNAC,PAID,B9,S1,FI,2009-01-01,3850 
CP_MNAC,PAID,B9,S1,FI,2010-01-01,2882 
CP_MNAC,PAID,B9,S1,FI,2011-01-01,-2674 
CP_MNAC,PAID,B9,S1,FI,2012-01-01,-3554 
CP_MNAC,PAID,B9,S1,FI,2013-01-01,-3571 
CP_MNAC,PAID,B9,S1,FI,2014-01-01,-2505 
CP_MNAC,PAID,B9,S1,FI,2015-01-01,-1553 
CP_MNAC,PAID,B9,S1,FI,2016-01-01,-1293 
CP_MNAC,PAID,B9,S1,FI,2017-01-01,1565 
CP_MNAC,PAID,B9,S1,FR,1995-01-01,8379 
CP_MNAC,PAID,B9,S1,FR,1996-01-01,17109 
CP_MNAC,PAID,B9,S1,FR,1997-01-01,37874 
CP_MNAC,PAID,B9,S1,FR,1998-01-01,37490 
CP_MNAC,PAID,B9,S1,FR,1999-01-01,39971 
CP_MNAC,PAID,B9,S1,FR,2000-01-01,21738 
CP_MNAC,PAID,B9,S1,FR,2001-01-01,27682 
CP_MNAC,PAID,B9,S1,FR,2002-01-01,24893 
CP_MNAC,PAID,B9,S1,FR,2003-01-01,12675 
CP_MNAC,PAID,B9,S1,FR,2004-01-01,15507 
CP_MNAC,PAID,B9,S1,FR,2005-01-01,2653 
CP_MNAC,PAID,B9,S1,FR,2006-01-01,1555 
CP_MNAC,PAID,B9,S1,FR,2007-01-01,-8825 
CP_MNAC,PAID,B9,S1,FR,2008-01-01,-13101 
CP_MNAC,PAID,B9,S1,FR,2009-01-01,-7168 
CP_MNAC,PAID,B9,S1,FR,2010-01-01,-16007 
CP_MNAC,PAID,B9,S1,FR,2011-01-01,-24468 
CP_MNAC,PAID,B9,S1,FR,2012-01-01,-27644 
CP_MNAC,PAID,B9,S1,FR,2013-01-01,-20293 
CP_MNAC,PAID,B9,S1,FR,2014-01-01,-27516 
CP_MNAC,PAID,B9,S1,FR,2015-01-01,-10773 
CP_MNAC,PAID,B9,S1,FR,2016-01-01,-17932 p
CP_MNAC,PAID,B9,S1,FR,2017-01-01,-12788 p
CP_MNAC,PAID,B9,S1,HR,1995-01-01,: 
CP_MNAC,PAID,B9,S1,HR,1996-01-01,: 
CP_MNAC,PAID,B9,S1,HR,1997-01-01,: 
CP_MNAC,PAID,B9,S1,HR,1998-01-01,: 
CP_MNAC,PAID,B9,S1,HR,1999-01-01,: 
CP_MNAC,PAID,B9,S1,HR,2000-01-01,: 
CP_MNAC,PAID,B9,S1,HR,2001-01-01,: 
CP_MNAC,PAID,B9,S1,HR,2002-01-01,-11804 
CP_MNAC,PAID,B9,S1,HR,2003-01-01,-15632 
CP_MNAC,PAID,B9,S1,HR,2004-01-01,-10405 
CP_MNAC,PAID,B9,S1,HR,2005-01-01,-14006 
CP_MNAC,PAID,B9,S1,HR,2006-01-01,-19037 
CP_MNAC,PAID,B9,S1,HR,2007-01-01,-22613 
CP_MNAC,PAID,B9,S1,HR,2008-01-01,-30143 
CP_MNAC,PAID,B9,S1,HR,2009-01-01,-16166 
CP_MNAC,PAID,B9,S1,HR,2010-01-01,-3014 
CP_MNAC,PAID,B9,S1,HR,2011-01-01,-1887 
CP_MNAC,PAID,B9,S1,HR,2012-01-01,1832 
CP_MNAC,PAID,B9,S1,HR,2013-01-01,: 
CP_MNAC,PAID,B9,S1,HR,2014-01-01,: 
CP_MNAC,PAID,B9,S1,HR,2015-01-01,: 
CP_MNAC,PAID,B9,S1,HR,2016-01-01,: 
CP_MNAC,PAID,B9,S1,HR,2017-01-01,: 
CP_MNAC,PAID,B9,S1,HU,1995-01-01,-176305 
CP_MNAC,PAID,B9,S1,HU,1996-01-01,-229855 
CP_MNAC,PAID,B9,S1,HU,1997-01-01,-342602 
CP_MNAC,PAID,B9,S1,HU,1998-01-01,-673436 
CP_MNAC,PAID,B9,S1,HU,1999-01-01,-927672 
CP_MNAC,PAID,B9,S1,HU,2000-01-01,-1013984 
CP_MNAC,PAID,B9,S1,HU,2001-01-01,-810560 
CP_MNAC,PAID,B9,S1,HU,2002-01-01,-1132561 
CP_MNAC,PAID,B9,S1,HU,2003-01-01,-1595074 
CP_MNAC,PAID,B9,S1,HU,2004-01-01,-2015371 
CP_MNAC,PAID,B9,S1,HU,2005-01-01,-1804602 
CP_MNAC,PAID,B9,S1,HU,2006-01-01,-1630270 
CP_MNAC,PAID,B9,S1,HU,2007-01-01,-1670752 
CP_MNAC,PAID,B9,S1,HU,2008-01-01,-1544824 
CP_MNAC,PAID,B9,S1,HU,2009-01-01,250993 
CP_MNAC,PAID,B9,S1,HU,2010-01-01,572127 
CP_MNAC,PAID,B9,S1,HU,2011-01-01,920958 
CP_MNAC,PAID,B9,S1,HU,2012-01-01,1233968 
CP_MNAC,PAID,B9,S1,HU,2013-01-01,2210280 
CP_MNAC,PAID,B9,S1,HU,2014-01-01,1704271 
CP_MNAC,PAID,B9,S1,HU,2015-01-01,2532040 
CP_MNAC,PAID,B9,S1,HU,2016-01-01,2189097 
CP_MNAC,PAID,B9,S1,HU,2017-01-01,1654268 
CP_MNAC,PAID,B9,S1,IE,1995-01-01,1691 
CP_MNAC,PAID,B9,S1,IE,1996-01-01,1913 
CP_MNAC,PAID,B9,S1,IE,1997-01-01,2205 
CP_MNAC,PAID,B9,S1,IE,1998-01-01,903 
CP_MNAC,PAID,B9,S1,IE,1999-01-01,526 
CP_MNAC,PAID,B9,S1,IE,2000-01-01,1849 
CP_MNAC,PAID,B9,S1,IE,2001-01-01,992 
CP_MNAC,PAID,B9,S1,IE,2002-01-01,856 
CP_MNAC,PAID,B9,S1,IE,2003-01-01,1068 
CP_MNAC,PAID,B9,S1,IE,2004-01-01,169 
CP_MNAC,PAID,B9,S1,IE,2005-01-01,-5716 
CP_MNAC,PAID,B9,S1,IE,2006-01-01,-9629 
CP_MNAC,PAID,B9,S1,IE,2007-01-01,-12613 
CP_MNAC,PAID,B9,S1,IE,2008-01-01,-11649 
CP_MNAC,PAID,B9,S1,IE,2009-01-01,-7935 
CP_MNAC,PAID,B9,S1,IE,2010-01-01,-1937 
CP_MNAC,PAID,B9,S1,IE,2011-01-01,-2476 
CP_MNAC,PAID,B9,S1,IE,2012-01-01,-4536 
CP_MNAC,PAID,B9,S1,IE,2013-01-01,2906 
CP_MNAC,PAID,B9,S1,IE,2014-01-01,-3587 
CP_MNAC,PAID,B9,S1,IE,2015-01-01,27285 
CP_MNAC,PAID,B9,S1,IE,2016-01-01,4129 
CP_MNAC,PAID,B9,S1,IE,2017-01-01,: 
CP_MNAC,PAID,B9,S1,IT,1995-01-01,20457 
CP_MNAC,PAID,B9,S1,IT,1996-01-01,29459 
CP_MNAC,PAID,B9,S1,IT,1997-01-01,31348 
CP_MNAC,PAID,B9,S1,IT,1998-01-01,21009 
CP_MNAC,PAID,B9,S1,IT,1999-01-01,12082 
CP_MNAC,PAID,B9,S1,IT,2000-01-01,-286 
CP_MNAC,PAID,B9,S1,IT,2001-01-01,2898 
CP_MNAC,PAID,B9,S1,IT,2002-01-01,-6917 
CP_MNAC,PAID,B9,S1,IT,2003-01-01,-8669 
CP_MNAC,PAID,B9,S1,IT,2004-01-01,-5338 
CP_MNAC,PAID,B9,S1,IT,2005-01-01,-12320 
CP_MNAC,PAID,B9,S1,IT,2006-01-01,-21653 
CP_MNAC,PAID,B9,S1,IT,2007-01-01,-20483 
CP_MNAC,PAID,B9,S1,IT,2008-01-01,-46085 
CP_MNAC,PAID,B9,S1,IT,2009-01-01,-29449 
CP_MNAC,PAID,B9,S1,IT,2010-01-01,-54743 
CP_MNAC,PAID,B9,S1,IT,2011-01-01,-48251 
CP_MNAC,PAID,B9,S1,IT,2012-01-01,-1874 
CP_MNAC,PAID,B9,S1,IT,2013-01-01,14613 
CP_MNAC,PAID,B9,S1,IT,2014-01-01,33124 
CP_MNAC,PAID,B9,S1,IT,2015-01-01,27530 
CP_MNAC,PAID,B9,S1,IT,2016-01-01,38311 
CP_MNAC,PAID,B9,S1,IT,2017-01-01,45820 
CP_MNAC,PAID,B9,S1,LT,1995-01-01,-757 
CP_MNAC,PAID,B9,S1,LT,1996-01-01,-831 
CP_MNAC,PAID,B9,S1,LT,1997-01-01,-1132 
CP_MNAC,PAID,B9,S1,LT,1998-01-01,-1506 
CP_MNAC,PAID,B9,S1,LT,1999-01-01,-1362 
CP_MNAC,PAID,B9,S1,LT,2000-01-01,-779 
CP_MNAC,PAID,B9,S1,LT,2001-01-01,-672 
CP_MNAC,PAID,B9,S1,LT,2002-01-01,-732 
CP_MNAC,PAID,B9,S1,LT,2003-01-01,-1071 
CP_MNAC,PAID,B9,S1,LT,2004-01-01,-1219 
CP_MNAC,PAID,B9,S1,LT,2005-01-01,-1275 
CP_MNAC,PAID,B9,S1,LT,2006-01-01,-2098 
CP_MNAC,PAID,B9,S1,LT,2007-01-01,-3722 
CP_MNAC,PAID,B9,S1,LT,2008-01-01,-3683 
CP_MNAC,PAID,B9,S1,LT,2009-01-01,1733 
CP_MNAC,PAID,B9,S1,LT,2010-01-01,969 
CP_MNAC,PAID,B9,S1,LT,2011-01-01,-194 
CP_MNAC,PAID,B9,S1,LT,2012-01-01,648 
CP_MNAC,PAID,B9,S1,LT,2013-01-01,1587 
CP_MNAC,PAID,B9,S1,LT,2014-01-01,2431 
CP_MNAC,PAID,B9,S1,LT,2015-01-01,360 
CP_MNAC,PAID,B9,S1,LT,2016-01-01,283 
CP_MNAC,PAID,B9,S1,LT,2017-01-01,878 
CP_MNAC,PAID,B9,S1,LU,1995-01-01,1760 
CP_MNAC,PAID,B9,S1,LU,1996-01-01,1667 
CP_MNAC,PAID,B9,S1,LU,1997-01-01,1454 
CP_MNAC,PAID,B9,S1,LU,1998-01-01,1469 
CP_MNAC,PAID,B9,S1,LU,1999-01-01,1011 
CP_MNAC,PAID,B9,S1,LU,2000-01-01,1168 
CP_MNAC,PAID,B9,S1,LU,2001-01-01,2290 
CP_MNAC,PAID,B9,S1,LU,2002-01-01,1766 
CP_MNAC,PAID,B9,S1,LU,2003-01-01,699 
CP_MNAC,PAID,B9,S1,LU,2004-01-01,1708 
CP_MNAC,PAID,B9,S1,LU,2005-01-01,2651 
CP_MNAC,PAID,B9,S1,LU,2006-01-01,158 
CP_MNAC,PAID,B9,S1,LU,2007-01-01,3123 
CP_MNAC,PAID,B9,S1,LU,2008-01-01,1922 
CP_MNAC,PAID,B9,S1,LU,2009-01-01,-1745 
CP_MNAC,PAID,B9,S1,LU,2010-01-01,805 
CP_MNAC,PAID,B9,S1,LU,2011-01-01,-5 
CP_MNAC,PAID,B9,S1,LU,2012-01-01,-694 
CP_MNAC,PAID,B9,S1,LU,2013-01-01,20 
CP_MNAC,PAID,B9,S1,LU,2014-01-01,-152 
CP_MNAC,PAID,B9,S1,LU,2015-01-01,599 
CP_MNAC,PAID,B9,S1,LU,2016-01-01,253 
CP_MNAC,PAID,B9,S1,LU,2017-01-01,: 
CP_MNAC,PAID,B9,S1,LV,1995-01-01,-112 
CP_MNAC,PAID,B9,S1,LV,1996-01-01,-318 
CP_MNAC,PAID,B9,S1,LV,1997-01-01,-372 
CP_MNAC,PAID,B9,S1,LV,1998-01-01,-571 
CP_MNAC,PAID,B9,S1,LV,1999-01-01,-587 
CP_MNAC,PAID,B9,S1,LV,2000-01-01,-357 
CP_MNAC,PAID,B9,S1,LV,2001-01-01,-586 
CP_MNAC,PAID,B9,S1,LV,2002-01-01,-588 
CP_MNAC,PAID,B9,S1,LV,2003-01-01,-753 
CP_MNAC,PAID,B9,S1,LV,2004-01-01,-1315 
CP_MNAC,PAID,B9,S1,LV,2005-01-01,-1531 
CP_MNAC,PAID,B9,S1,LV,2006-01-01,-3469 
CP_MNAC,PAID,B9,S1,LV,2007-01-01,-4365 
CP_MNAC,PAID,B9,S1,LV,2008-01-01,-2752 
CP_MNAC,PAID,B9,S1,LV,2009-01-01,1938 
CP_MNAC,PAID,B9,S1,LV,2010-01-01,733 
