sector,s_adj,na_item,unit,geotime,date,value
S11,NSA,B2G_B3G_RAT_S11,PC,PL,2016-01-01,48.52
S11,NSA,B2G_B3G_RAT_S11,PC,PL,2016-04-01,47.15
S11,NSA,B2G_B3G_RAT_S11,PC,PL,2016-07-01,42.78
S11,NSA,B2G_B3G_RAT_S11,PC,PL,2016-10-01,56.07
S11,NSA,B2G_B3G_RAT_S11,PC,PL,2017-01-01,48.67
S11,NSA,B2G_B3G_RAT_S11,PC,PL,2017-04-01,46.66
S11,NSA,B2G_B3G_RAT_S11,PC,PL,2017-07-01,43.25
S11,NSA,B2G_B3G_RAT_S11,PC,PL,2017-10-01,55.95
S11,NSA,B2G_B3G_RAT_S11,PC,PL,2018-01-01,46.05
S11,NSA,B2G_B3G_RAT_S11,PC,PL,2018-04-01,
S11,NSA,B2G_B3G_RAT_S11,PC,PT,2015-07-01,43.55
S11,NSA,B2G_B3G_RAT_S11,PC,PT,2015-10-01,38.29
S11,NSA,B2G_B3G_RAT_S11,PC,PT,2016-01-01,43.86
S11,NSA,B2G_B3G_RAT_S11,PC,PT,2016-04-01,42.29
S11,NSA,B2G_B3G_RAT_S11,PC,PT,2016-07-01,43.33
S11,NSA,B2G_B3G_RAT_S11,PC,PT,2016-10-01,36.94
S11,NSA,B2G_B3G_RAT_S11,PC,PT,2017-01-01,43.5
S11,NSA,B2G_B3G_RAT_S11,PC,PT,2017-04-01,41.61
S11,NSA,B2G_B3G_RAT_S11,PC,PT,2017-07-01,41.49
S11,NSA,B2G_B3G_RAT_S11,PC,PT,2017-10-01,34.71
S11,NSA,B2G_B3G_RAT_S11,PC,PT,2018-01-01,42.01
S11,NSA,B2G_B3G_RAT_S11,PC,PT,2018-04-01,39.89
S11,NSA,B2G_B3G_RAT_S11,PC,RO,2015-07-01,57.23
S11,NSA,B2G_B3G_RAT_S11,PC,RO,2015-10-01,61.62
S11,NSA,B2G_B3G_RAT_S11,PC,RO,2016-01-01,46.83
S11,NSA,B2G_B3G_RAT_S11,PC,RO,2016-04-01,51.67
S11,NSA,B2G_B3G_RAT_S11,PC,RO,2016-07-01,58.9
S11,NSA,B2G_B3G_RAT_S11,PC,RO,2016-10-01,62.53
S11,NSA,B2G_B3G_RAT_S11,PC,RO,2017-01-01,48.2
S11,NSA,B2G_B3G_RAT_S11,PC,RO,2017-04-01,51.54
S11,NSA,B2G_B3G_RAT_S11,PC,RO,2017-07-01,56.37
S11,NSA,B2G_B3G_RAT_S11,PC,RO,2017-10-01,61.8
S11,NSA,B2G_B3G_RAT_S11,PC,RO,2018-01-01,45.32
S11,NSA,B2G_B3G_RAT_S11,PC,RO,2018-04-01,
S11,NSA,B2G_B3G_RAT_S11,PC,SE,2015-07-01,34.41
S11,NSA,B2G_B3G_RAT_S11,PC,SE,2015-10-01,41.61
S11,NSA,B2G_B3G_RAT_S11,PC,SE,2016-01-01,36.57
S11,NSA,B2G_B3G_RAT_S11,PC,SE,2016-04-01,39.0
S11,NSA,B2G_B3G_RAT_S11,PC,SE,2016-07-01,32.62
S11,NSA,B2G_B3G_RAT_S11,PC,SE,2016-10-01,40.51
S11,NSA,B2G_B3G_RAT_S11,PC,SE,2017-01-01,37.35
S11,NSA,B2G_B3G_RAT_S11,PC,SE,2017-04-01,38.2
S11,NSA,B2G_B3G_RAT_S11,PC,SE,2017-07-01,32.36
S11,NSA,B2G_B3G_RAT_S11,PC,SE,2017-10-01,40.46
S11,NSA,B2G_B3G_RAT_S11,PC,SE,2018-01-01,36.85
S11,NSA,B2G_B3G_RAT_S11,PC,SE,2018-04-01,37.28
S11,NSA,B2G_B3G_RAT_S11,PC,SI,2015-07-01,38.61
S11,NSA,B2G_B3G_RAT_S11,PC,SI,2015-10-01,34.21
S11,NSA,B2G_B3G_RAT_S11,PC,SI,2016-01-01,33.03
S11,NSA,B2G_B3G_RAT_S11,PC,SI,2016-04-01,34.25
S11,NSA,B2G_B3G_RAT_S11,PC,SI,2016-07-01,38.78
S11,NSA,B2G_B3G_RAT_S11,PC,SI,2016-10-01,33.85
S11,NSA,B2G_B3G_RAT_S11,PC,SI,2017-01-01,33.96
S11,NSA,B2G_B3G_RAT_S11,PC,SI,2017-04-01,35.0
S11,NSA,B2G_B3G_RAT_S11,PC,SI,2017-07-01,39.68
S11,NSA,B2G_B3G_RAT_S11,PC,SI,2017-10-01,35.14
S11,NSA,B2G_B3G_RAT_S11,PC,SI,2018-01-01,33.54
S11,NSA,B2G_B3G_RAT_S11,PC,SI,2018-04-01,34.55
S11,NSA,B2G_B3G_RAT_S11,PC,UK,2015-07-01,37.79
S11,NSA,B2G_B3G_RAT_S11,PC,UK,2015-10-01,38.22
S11,NSA,B2G_B3G_RAT_S11,PC,UK,2016-01-01,32.57
S11,NSA,B2G_B3G_RAT_S11,PC,UK,2016-04-01,35.54
S11,NSA,B2G_B3G_RAT_S11,PC,UK,2016-07-01,36.55
S11,NSA,B2G_B3G_RAT_S11,PC,UK,2016-10-01,39.28
S11,NSA,B2G_B3G_RAT_S11,PC,UK,2017-01-01,32.84
S11,NSA,B2G_B3G_RAT_S11,PC,UK,2017-04-01,35.77
S11,NSA,B2G_B3G_RAT_S11,PC,UK,2017-07-01,37.42
S11,NSA,B2G_B3G_RAT_S11,PC,UK,2017-10-01,38.86
S11,NSA,B2G_B3G_RAT_S11,PC,UK,2018-01-01,32.72
S11,NSA,B2G_B3G_RAT_S11,PC,UK,2018-04-01,35.2
S11,SCA,B2G_B3G_RAT_S11,PC,AT,2015-07-01,42.38
S11,SCA,B2G_B3G_RAT_S11,PC,AT,2015-10-01,41.8
S11,SCA,B2G_B3G_RAT_S11,PC,AT,2016-01-01,41.86
S11,SCA,B2G_B3G_RAT_S11,PC,AT,2016-04-01,42.35
S11,SCA,B2G_B3G_RAT_S11,PC,AT,2016-07-01,42.31
S11,SCA,B2G_B3G_RAT_S11,PC,AT,2016-10-01,43.08
S11,SCA,B2G_B3G_RAT_S11,PC,AT,2017-01-01,42.7
S11,SCA,B2G_B3G_RAT_S11,PC,AT,2017-04-01,43.01
S11,SCA,B2G_B3G_RAT_S11,PC,AT,2017-07-01,43.15
S11,SCA,B2G_B3G_RAT_S11,PC,AT,2017-10-01,42.51
S11,SCA,B2G_B3G_RAT_S11,PC,AT,2018-01-01,43.49
S11,SCA,B2G_B3G_RAT_S11,PC,AT,2018-04-01,42.89
S11,SCA,B2G_B3G_RAT_S11,PC,BE,2015-07-01,42.37
S11,SCA,B2G_B3G_RAT_S11,PC,BE,2015-10-01,42.31
S11,SCA,B2G_B3G_RAT_S11,PC,BE,2016-01-01,42.26
S11,SCA,B2G_B3G_RAT_S11,PC,BE,2016-04-01,43.33
S11,SCA,B2G_B3G_RAT_S11,PC,BE,2016-07-01,43.19
S11,SCA,B2G_B3G_RAT_S11,PC,BE,2016-10-01,43.23
S11,SCA,B2G_B3G_RAT_S11,PC,BE,2017-01-01,43.6
S11,SCA,B2G_B3G_RAT_S11,PC,BE,2017-04-01,43.0
S11,SCA,B2G_B3G_RAT_S11,PC,BE,2017-07-01,42.9
S11,SCA,B2G_B3G_RAT_S11,PC,BE,2017-10-01,43.07
S11,SCA,B2G_B3G_RAT_S11,PC,BE,2018-01-01,43.33
S11,SCA,B2G_B3G_RAT_S11,PC,BE,2018-04-01,
S11,SCA,B2G_B3G_RAT_S11,PC,CZ,2015-07-01,52.04
S11,SCA,B2G_B3G_RAT_S11,PC,CZ,2015-10-01,51.52
S11,SCA,B2G_B3G_RAT_S11,PC,CZ,2016-01-01,51.33
S11,SCA,B2G_B3G_RAT_S11,PC,CZ,2016-04-01,50.91
S11,SCA,B2G_B3G_RAT_S11,PC,CZ,2016-07-01,50.1
S11,SCA,B2G_B3G_RAT_S11,PC,CZ,2016-10-01,49.68
S11,SCA,B2G_B3G_RAT_S11,PC,CZ,2017-01-01,49.36
S11,SCA,B2G_B3G_RAT_S11,PC,CZ,2017-04-01,49.48
S11,SCA,B2G_B3G_RAT_S11,PC,CZ,2017-07-01,49.74
S11,SCA,B2G_B3G_RAT_S11,PC,CZ,2017-10-01,49.08
S11,SCA,B2G_B3G_RAT_S11,PC,CZ,2018-01-01,47.96
S11,SCA,B2G_B3G_RAT_S11,PC,CZ,2018-04-01,46.93
S11,SCA,B2G_B3G_RAT_S11,PC,DE,2015-07-01,41.54
S11,SCA,B2G_B3G_RAT_S11,PC,DE,2015-10-01,41.77
S11,SCA,B2G_B3G_RAT_S11,PC,DE,2016-01-01,41.42
S11,SCA,B2G_B3G_RAT_S11,PC,DE,2016-04-01,42.68
S11,SCA,B2G_B3G_RAT_S11,PC,DE,2016-07-01,41.18
S11,SCA,B2G_B3G_RAT_S11,PC,DE,2016-10-01,40.82
S11,SCA,B2G_B3G_RAT_S11,PC,DE,2017-01-01,41.35
S11,SCA,B2G_B3G_RAT_S11,PC,DE,2017-04-01,41.24
S11,SCA,B2G_B3G_RAT_S11,PC,DE,2017-07-01,41.33
S11,SCA,B2G_B3G_RAT_S11,PC,DE,2017-10-01,41.02
S11,SCA,B2G_B3G_RAT_S11,PC,DE,2018-01-01,40.85
S11,SCA,B2G_B3G_RAT_S11,PC,DE,2018-04-01,
S11,SCA,B2G_B3G_RAT_S11,PC,DK,2015-07-01,41.41
S11,SCA,B2G_B3G_RAT_S11,PC,DK,2015-10-01,40.17
S11,SCA,B2G_B3G_RAT_S11,PC,DK,2016-01-01,39.35
S11,SCA,B2G_B3G_RAT_S11,PC,DK,2016-04-01,39.44
S11,SCA,B2G_B3G_RAT_S11,PC,DK,2016-07-01,39.81
S11,SCA,B2G_B3G_RAT_S11,PC,DK,2016-10-01,40.3
S11,SCA,B2G_B3G_RAT_S11,PC,DK,2017-01-01,41.21
S11,SCA,B2G_B3G_RAT_S11,PC,DK,2017-04-01,40.97
S11,SCA,B2G_B3G_RAT_S11,PC,DK,2017-07-01,39.89
S11,SCA,B2G_B3G_RAT_S11,PC,DK,2017-10-01,38.57
S11,SCA,B2G_B3G_RAT_S11,PC,DK,2018-01-01,37.82
S11,SCA,B2G_B3G_RAT_S11,PC,DK,2018-04-01,37.01
S11,SCA,B2G_B3G_RAT_S11,PC,EA19,2015-07-01,40.76
S11,SCA,B2G_B3G_RAT_S11,PC,EA19,2015-10-01,41.0
S11,SCA,B2G_B3G_RAT_S11,PC,EA19,2016-01-01,41.16
S11,SCA,B2G_B3G_RAT_S11,PC,EA19,2016-04-01,41.04
S11,SCA,B2G_B3G_RAT_S11,PC,EA19,2016-07-01,40.85
S11,SCA,B2G_B3G_RAT_S11,PC,EA19,2016-10-01,41.1
S11,SCA,B2G_B3G_RAT_S11,PC,EA19,2017-01-01,40.65
S11,SCA,B2G_B3G_RAT_S11,PC,EA19,2017-04-01,40.94
S11,SCA,B2G_B3G_RAT_S11,PC,EA19,2017-07-01,41.28
S11,SCA,B2G_B3G_RAT_S11,PC,EA19,2017-10-01,40.93
S11,SCA,B2G_B3G_RAT_S11,PC,EA19,2018-01-01,41.01
S11,SCA,B2G_B3G_RAT_S11,PC,EA19,2018-04-01,40.56
S11,SCA,B2G_B3G_RAT_S11,PC,EE,2015-07-01,42.99
S11,SCA,B2G_B3G_RAT_S11,PC,EE,2015-10-01,42.38
S11,SCA,B2G_B3G_RAT_S11,PC,EE,2016-01-01,41.26
S11,SCA,B2G_B3G_RAT_S11,PC,EE,2016-04-01,41.96
S11,SCA,B2G_B3G_RAT_S11,PC,EE,2016-07-01,41.96
S11,SCA,B2G_B3G_RAT_S11,PC,EE,2016-10-01,42.13
S11,SCA,B2G_B3G_RAT_S11,PC,EE,2017-01-01,43.24
S11,SCA,B2G_B3G_RAT_S11,PC,EE,2017-04-01,43.0
S11,SCA,B2G_B3G_RAT_S11,PC,EE,2017-07-01,43.54
S11,SCA,B2G_B3G_RAT_S11,PC,EE,2017-10-01,43.56
S11,SCA,B2G_B3G_RAT_S11,PC,EE,2018-01-01,43.04
S11,SCA,B2G_B3G_RAT_S11,PC,EE,2018-04-01,
S11,SCA,B2G_B3G_RAT_S11,PC,ES,2015-07-01,41.96
S11,SCA,B2G_B3G_RAT_S11,PC,ES,2015-10-01,41.87
S11,SCA,B2G_B3G_RAT_S11,PC,ES,2016-01-01,42.29
S11,SCA,B2G_B3G_RAT_S11,PC,ES,2016-04-01,42.74
S11,SCA,B2G_B3G_RAT_S11,PC,ES,2016-07-01,42.78
S11,SCA,B2G_B3G_RAT_S11,PC,ES,2016-10-01,42.87
S11,SCA,B2G_B3G_RAT_S11,PC,ES,2017-01-01,42.88
S11,SCA,B2G_B3G_RAT_S11,PC,ES,2017-04-01,42.94
S11,SCA,B2G_B3G_RAT_S11,PC,ES,2017-07-01,42.87
