unit,sex,age,geo\time,date,value
YR,F,Y_LT1,EA19,2005-01-01,82.6 
YR,F,Y_LT1,EA19,2006-01-01,83.1 
YR,F,Y_LT1,EA19,2007-01-01,83.3 
YR,F,Y_LT1,EA19,2008-01-01,83.4 
YR,F,Y_LT1,EA19,2009-01-01,83.6 
YR,F,Y_LT1,EA19,2010-01-01,83.9 
YR,F,Y_LT1,EA19,2011-01-01,84.1 b
YR,F,Y_LT1,EA19,2012-01-01,84.0 b
YR,F,Y_LT1,EA19,2013-01-01,84.3 
YR,F,Y_LT1,EA19,2014-01-01,84.7 
YR,F,Y_LT1,EA19,2015-01-01,84.2 bp
YR,F,Y_LT1,EA19,2016-01-01,84.6 p
YR,F,Y_LT1,EE,2000-01-01,76.4 
YR,F,Y_LT1,EE,2001-01-01,76.5 
YR,F,Y_LT1,EE,2002-01-01,77.2 
YR,F,Y_LT1,EE,2003-01-01,77.2 
YR,F,Y_LT1,EE,2004-01-01,78.0 
YR,F,Y_LT1,EE,2005-01-01,78.2 
YR,F,Y_LT1,EE,2006-01-01,78.6 
YR,F,Y_LT1,EE,2007-01-01,78.9 
YR,F,Y_LT1,EE,2008-01-01,79.5 
YR,F,Y_LT1,EE,2009-01-01,80.3 
YR,F,Y_LT1,EE,2010-01-01,80.8 
YR,F,Y_LT1,EE,2011-01-01,81.3 
YR,F,Y_LT1,EE,2012-01-01,81.5 
YR,F,Y_LT1,EE,2013-01-01,81.7 
YR,F,Y_LT1,EE,2014-01-01,81.9 
YR,F,Y_LT1,EE,2015-01-01,82.2 b
YR,F,Y_LT1,EE,2016-01-01,82.2 
YR,F,Y_LT1,EL,2000-01-01,81.3 
YR,F,Y_LT1,EL,2001-01-01,81.9 
YR,F,Y_LT1,EL,2002-01-01,82.0 
YR,F,Y_LT1,EL,2003-01-01,82.0 
YR,F,Y_LT1,EL,2004-01-01,82.2 
YR,F,Y_LT1,EL,2005-01-01,82.5 
YR,F,Y_LT1,EL,2006-01-01,82.7 
YR,F,Y_LT1,EL,2007-01-01,82.5 
YR,F,Y_LT1,EL,2008-01-01,83.0 
YR,F,Y_LT1,EL,2009-01-01,83.3 
YR,F,Y_LT1,EL,2010-01-01,83.3 
YR,F,Y_LT1,EL,2011-01-01,83.6 
YR,F,Y_LT1,EL,2012-01-01,83.4 
YR,F,Y_LT1,EL,2013-01-01,84.0 
YR,F,Y_LT1,EL,2014-01-01,84.1 
YR,F,Y_LT1,EL,2015-01-01,83.7 
YR,F,Y_LT1,EL,2016-01-01,84.0 
YR,F,Y_LT1,ES,2000-01-01,82.8 
YR,F,Y_LT1,ES,2001-01-01,83.2 
YR,F,Y_LT1,ES,2002-01-01,83.3 
YR,F,Y_LT1,ES,2003-01-01,83.0 
YR,F,Y_LT1,ES,2004-01-01,83.7 
YR,F,Y_LT1,ES,2005-01-01,83.6 
YR,F,Y_LT1,ES,2006-01-01,84.4 
YR,F,Y_LT1,ES,2007-01-01,84.4 
YR,F,Y_LT1,ES,2008-01-01,84.6 
YR,F,Y_LT1,ES,2009-01-01,85.0 
YR,F,Y_LT1,ES,2010-01-01,85.5 
YR,F,Y_LT1,ES,2011-01-01,85.6 
YR,F,Y_LT1,ES,2012-01-01,85.5 
YR,F,Y_LT1,ES,2013-01-01,86.1 
YR,F,Y_LT1,ES,2014-01-01,86.2 
YR,F,Y_LT1,ES,2015-01-01,85.7 
YR,F,Y_LT1,ES,2016-01-01,86.3 
YR,F,Y_LT1,EU27,2000-01-01,: 
YR,F,Y_LT1,EU27,2001-01-01,: 
YR,F,Y_LT1,EU27,2002-01-01,80.9 
YR,F,Y_LT1,EU27,2003-01-01,80.8 
YR,F,Y_LT1,EU27,2004-01-01,81.5 
YR,F,Y_LT1,EU27,2005-01-01,81.5 
YR,F,Y_LT1,EU27,2006-01-01,82.0 
YR,F,Y_LT1,EU27,2007-01-01,82.2 
YR,F,Y_LT1,EU27,2008-01-01,82.4 
YR,F,Y_LT1,EU27,2009-01-01,82.6 
YR,F,Y_LT1,EU27,2010-01-01,82.9 b
YR,F,Y_LT1,EU27,2011-01-01,83.1 b
YR,F,Y_LT1,EU27,2012-01-01,83.1 b
YR,F,Y_LT1,EU27,2013-01-01,83.3 e
YR,F,Y_LT1,EU27,2014-01-01,83.7 e
YR,F,Y_LT1,EU27,2015-01-01,83.3 bep
YR,F,Y_LT1,EU27,2016-01-01,83.7 ep
YR,F,Y_LT1,EU28,2000-01-01,: 
YR,F,Y_LT1,EU28,2001-01-01,: 
YR,F,Y_LT1,EU28,2002-01-01,80.9 
YR,F,Y_LT1,EU28,2003-01-01,80.8 
YR,F,Y_LT1,EU28,2004-01-01,81.5 
YR,F,Y_LT1,EU28,2005-01-01,81.5 
YR,F,Y_LT1,EU28,2006-01-01,82.0 
YR,F,Y_LT1,EU28,2007-01-01,82.2 
YR,F,Y_LT1,EU28,2008-01-01,82.3 
YR,F,Y_LT1,EU28,2009-01-01,82.6 
YR,F,Y_LT1,EU28,2010-01-01,82.8 b
YR,F,Y_LT1,EU28,2011-01-01,83.1 b
YR,F,Y_LT1,EU28,2012-01-01,83.0 b
YR,F,Y_LT1,EU28,2013-01-01,83.3 e
YR,F,Y_LT1,EU28,2014-01-01,83.6 e
YR,F,Y_LT1,EU28,2015-01-01,83.3 bep
YR,F,Y_LT1,EU28,2016-01-01,83.6 ep
YR,F,Y_LT1,FI,2000-01-01,81.2 
YR,F,Y_LT1,FI,2001-01-01,81.7 
YR,F,Y_LT1,FI,2002-01-01,81.6 
YR,F,Y_LT1,FI,2003-01-01,81.9 
YR,F,Y_LT1,FI,2004-01-01,82.5 
YR,F,Y_LT1,FI,2005-01-01,82.5 
YR,F,Y_LT1,FI,2006-01-01,83.1 
YR,F,Y_LT1,FI,2007-01-01,83.1 
YR,F,Y_LT1,FI,2008-01-01,83.3 
YR,F,Y_LT1,FI,2009-01-01,83.5 
YR,F,Y_LT1,FI,2010-01-01,83.5 
YR,F,Y_LT1,FI,2011-01-01,83.8 
YR,F,Y_LT1,FI,2012-01-01,83.7 
YR,F,Y_LT1,FI,2013-01-01,84.1 
YR,F,Y_LT1,FI,2014-01-01,84.1 
YR,F,Y_LT1,FI,2015-01-01,84.4 
YR,F,Y_LT1,FI,2016-01-01,84.4 
YR,F,Y_LT1,FR,2000-01-01,83.0 
YR,F,Y_LT1,FR,2001-01-01,83.0 
YR,F,Y_LT1,FR,2002-01-01,83.0 
YR,F,Y_LT1,FR,2003-01-01,82.7 
YR,F,Y_LT1,FR,2004-01-01,83.8 
YR,F,Y_LT1,FR,2005-01-01,83.8 
YR,F,Y_LT1,FR,2006-01-01,84.5 
YR,F,Y_LT1,FR,2007-01-01,84.8 
YR,F,Y_LT1,FR,2008-01-01,84.8 
YR,F,Y_LT1,FR,2009-01-01,85.0 
YR,F,Y_LT1,FR,2010-01-01,85.3 
YR,F,Y_LT1,FR,2011-01-01,85.7 
YR,F,Y_LT1,FR,2012-01-01,85.4 b
YR,F,Y_LT1,FR,2013-01-01,85.6 
YR,F,Y_LT1,FR,2014-01-01,86.0 
YR,F,Y_LT1,FR,2015-01-01,85.6 bp
YR,F,Y_LT1,FR,2016-01-01,85.7 p
YR,F,Y_LT1,HR,2000-01-01,: 
YR,F,Y_LT1,HR,2001-01-01,78.1 
YR,F,Y_LT1,HR,2002-01-01,78.3 
YR,F,Y_LT1,HR,2003-01-01,78.1 
YR,F,Y_LT1,HR,2004-01-01,78.8 
YR,F,Y_LT1,HR,2005-01-01,78.8 
YR,F,Y_LT1,HR,2006-01-01,79.3 
YR,F,Y_LT1,HR,2007-01-01,79.2 
YR,F,Y_LT1,HR,2008-01-01,79.7 
YR,F,Y_LT1,HR,2009-01-01,79.7 
YR,F,Y_LT1,HR,2010-01-01,79.9 
YR,F,Y_LT1,HR,2011-01-01,80.4 
YR,F,Y_LT1,HR,2012-01-01,80.6 
YR,F,Y_LT1,HR,2013-01-01,81.0 
YR,F,Y_LT1,HR,2014-01-01,81.0 
YR,F,Y_LT1,HR,2015-01-01,80.5 
YR,F,Y_LT1,HR,2016-01-01,81.3 
YR,F,Y_LT1,HU,2000-01-01,76.2 
YR,F,Y_LT1,HU,2001-01-01,76.7 
YR,F,Y_LT1,HU,2002-01-01,76.7 
YR,F,Y_LT1,HU,2003-01-01,76.7 
YR,F,Y_LT1,HU,2004-01-01,77.2 
YR,F,Y_LT1,HU,2005-01-01,77.2 
YR,F,Y_LT1,HU,2006-01-01,77.8 
YR,F,Y_LT1,HU,2007-01-01,77.8 
YR,F,Y_LT1,HU,2008-01-01,78.3 
YR,F,Y_LT1,HU,2009-01-01,78.4 
YR,F,Y_LT1,HU,2010-01-01,78.6 
YR,F,Y_LT1,HU,2011-01-01,78.7 
YR,F,Y_LT1,HU,2012-01-01,78.7 b
YR,F,Y_LT1,HU,2013-01-01,79.1 
YR,F,Y_LT1,HU,2014-01-01,79.4 
YR,F,Y_LT1,HU,2015-01-01,79.0 
YR,F,Y_LT1,HU,2016-01-01,79.7 
YR,F,Y_LT1,IE,2000-01-01,79.2 
YR,F,Y_LT1,IE,2001-01-01,79.9 
YR,F,Y_LT1,IE,2002-01-01,80.4 
YR,F,Y_LT1,IE,2003-01-01,80.7 
YR,F,Y_LT1,IE,2004-01-01,81.1 
YR,F,Y_LT1,IE,2005-01-01,81.3 
YR,F,Y_LT1,IE,2006-01-01,81.7 
YR,F,Y_LT1,IE,2007-01-01,82.1 
YR,F,Y_LT1,IE,2008-01-01,82.4 
YR,F,Y_LT1,IE,2009-01-01,82.7 
YR,F,Y_LT1,IE,2010-01-01,83.1 
YR,F,Y_LT1,IE,2011-01-01,83.0 
YR,F,Y_LT1,IE,2012-01-01,83.1 
YR,F,Y_LT1,IE,2013-01-01,83.1 
YR,F,Y_LT1,IE,2014-01-01,83.5 
YR,F,Y_LT1,IE,2015-01-01,83.4 
YR,F,Y_LT1,IE,2016-01-01,83.6 
YR,F,Y_LT1,IS,2000-01-01,81.6 
YR,F,Y_LT1,IS,2001-01-01,83.2 
YR,F,Y_LT1,IS,2002-01-01,82.5 
YR,F,Y_LT1,IS,2003-01-01,82.5 
YR,F,Y_LT1,IS,2004-01-01,83.2 
YR,F,Y_LT1,IS,2005-01-01,83.5 
YR,F,Y_LT1,IS,2006-01-01,82.9 
YR,F,Y_LT1,IS,2007-01-01,83.4 
YR,F,Y_LT1,IS,2008-01-01,83.3 
YR,F,Y_LT1,IS,2009-01-01,83.8 
YR,F,Y_LT1,IS,2010-01-01,84.1 
YR,F,Y_LT1,IS,2011-01-01,84.1 
YR,F,Y_LT1,IS,2012-01-01,84.3 
YR,F,Y_LT1,IS,2013-01-01,83.7 
YR,F,Y_LT1,IS,2014-01-01,84.5 
YR,F,Y_LT1,IS,2015-01-01,83.8 
YR,F,Y_LT1,IS,2016-01-01,84.1 
YR,F,Y_LT1,IT,2000-01-01,82.8 
YR,F,Y_LT1,IT,2001-01-01,83.2 
YR,F,Y_LT1,IT,2002-01-01,83.2 
YR,F,Y_LT1,IT,2003-01-01,82.8 
YR,F,Y_LT1,IT,2004-01-01,83.7 
YR,F,Y_LT1,IT,2005-01-01,83.6 
YR,F,Y_LT1,IT,2006-01-01,84.1 
YR,F,Y_LT1,IT,2007-01-01,84.2 
YR,F,Y_LT1,IT,2008-01-01,84.2 
YR,F,Y_LT1,IT,2009-01-01,84.3 
YR,F,Y_LT1,IT,2010-01-01,84.7 
YR,F,Y_LT1,IT,2011-01-01,84.8 
YR,F,Y_LT1,IT,2012-01-01,84.8 
YR,F,Y_LT1,IT,2013-01-01,85.2 
YR,F,Y_LT1,IT,2014-01-01,85.6 
YR,F,Y_LT1,IT,2015-01-01,84.9 
YR,F,Y_LT1,IT,2016-01-01,85.6 
YR,F,Y_LT1,LI,2000-01-01,79.9 
YR,F,Y_LT1,LI,2001-01-01,82.4 
YR,F,Y_LT1,LI,2002-01-01,82.3 
YR,F,Y_LT1,LI,2003-01-01,81.6 
YR,F,Y_LT1,LI,2004-01-01,85.1 
YR,F,Y_LT1,LI,2005-01-01,84.1 
YR,F,Y_LT1,LI,2006-01-01,83.1 
YR,F,Y_LT1,LI,2007-01-01,83.6 
YR,F,Y_LT1,LI,2008-01-01,85.5 
YR,F,Y_LT1,LI,2009-01-01,83.6 
YR,F,Y_LT1,LI,2010-01-01,84.3 
YR,F,Y_LT1,LI,2011-01-01,84.2 
YR,F,Y_LT1,LI,2012-01-01,85.2 
YR,F,Y_LT1,LI,2013-01-01,83.9 
YR,F,Y_LT1,LI,2014-01-01,83.2 
YR,F,Y_LT1,LI,2015-01-01,84.5 
YR,F,Y_LT1,LI,2016-01-01,84.0 
YR,F,Y_LT1,LT,2000-01-01,77.4 
YR,F,Y_LT1,LT,2001-01-01,77.4 
YR,F,Y_LT1,LT,2002-01-01,77.4 
YR,F,Y_LT1,LT,2003-01-01,77.7 
YR,F,Y_LT1,LT,2004-01-01,77.7 
YR,F,Y_LT1,LT,2005-01-01,77.4 
YR,F,Y_LT1,LT,2006-01-01,77.1 
YR,F,Y_LT1,LT,2007-01-01,77.2 
YR,F,Y_LT1,LT,2008-01-01,77.6 
YR,F,Y_LT1,LT,2009-01-01,78.7 
YR,F,Y_LT1,LT,2010-01-01,78.9 
YR,F,Y_LT1,LT,2011-01-01,79.3 
YR,F,Y_LT1,LT,2012-01-01,79.6 
YR,F,Y_LT1,LT,2013-01-01,79.6 
YR,F,Y_LT1,LT,2014-01-01,80.1 
YR,F,Y_LT1,LT,2015-01-01,79.7 
YR,F,Y_LT1,LT,2016-01-01,80.1 
YR,F,Y_LT1,LU,2000-01-01,81.3 
YR,F,Y_LT1,LU,2001-01-01,80.7 
YR,F,Y_LT1,LU,2002-01-01,81.5 
YR,F,Y_LT1,LU,2003-01-01,80.8 
YR,F,Y_LT1,LU,2004-01-01,82.4 
YR,F,Y_LT1,LU,2005-01-01,82.3 
YR,F,Y_LT1,LU,2006-01-01,81.9 
YR,F,Y_LT1,LU,2007-01-01,82.2 
YR,F,Y_LT1,LU,2008-01-01,83.1 
YR,F,Y_LT1,LU,2009-01-01,83.3 
YR,F,Y_LT1,LU,2010-01-01,83.5 
YR,F,Y_LT1,LU,2011-01-01,83.6 
YR,F,Y_LT1,LU,2012-01-01,83.8 b
YR,F,Y_LT1,LU,2013-01-01,83.9 
YR,F,Y_LT1,LU,2014-01-01,85.2 
YR,F,Y_LT1,LU,2015-01-01,84.7 
YR,F,Y_LT1,LU,2016-01-01,85.4 
YR,F,Y_LT1,LV,2000-01-01,: 
YR,F,Y_LT1,LV,2001-01-01,: 
YR,F,Y_LT1,LV,2002-01-01,75.8 
YR,F,Y_LT1,LV,2003-01-01,75.7 
YR,F,Y_LT1,LV,2004-01-01,76.0 
YR,F,Y_LT1,LV,2005-01-01,76.3 
YR,F,Y_LT1,LV,2006-01-01,76.1 
YR,F,Y_LT1,LV,2007-01-01,76.2 
YR,F,Y_LT1,LV,2008-01-01,77.5 
YR,F,Y_LT1,LV,2009-01-01,77.7 
YR,F,Y_LT1,LV,2010-01-01,78.0 
YR,F,Y_LT1,LV,2011-01-01,78.8 
YR,F,Y_LT1,LV,2012-01-01,78.9 
YR,F,Y_LT1,LV,2013-01-01,78.9 
YR,F,Y_LT1,LV,2014-01-01,79.4 
YR,F,Y_LT1,LV,2015-01-01,79.5 
YR,F,Y_LT1,LV,2016-01-01,79.6 
YR,F,Y_LT1,ME,2000-01-01,: 
YR,F,Y_LT1,ME,2001-01-01,: 
YR,F,Y_LT1,ME,2002-01-01,: 
YR,F,Y_LT1,ME,2003-01-01,: 
YR,F,Y_LT1,ME,2004-01-01,: 
YR,F,Y_LT1,ME,2005-01-01,76.8 
YR,F,Y_LT1,ME,2006-01-01,76.4 
YR,F,Y_LT1,ME,2007-01-01,76.9 
YR,F,Y_LT1,ME,2008-01-01,77.8 
YR,F,Y_LT1,ME,2009-01-01,77.5 
YR,F,Y_LT1,ME,2010-01-01,78.5 
YR,F,Y_LT1,ME,2011-01-01,78.8 
YR,F,Y_LT1,ME,2012-01-01,78.3 
YR,F,Y_LT1,ME,2013-01-01,79.0 
YR,F,Y_LT1,ME,2014-01-01,78.9 
YR,F,Y_LT1,ME,2015-01-01,78.6 
YR,F,Y_LT1,ME,2016-01-01,78.9 
YR,F,Y_LT1,MK,2000-01-01,75.2 
YR,F,Y_LT1,MK,2001-01-01,76.1 
YR,F,Y_LT1,MK,2002-01-01,75.6 
YR,F,Y_LT1,MK,2003-01-01,75.7 
YR,F,Y_LT1,MK,2004-01-01,75.8 
YR,F,Y_LT1,MK,2005-01-01,75.9 
YR,F,Y_LT1,MK,2006-01-01,76.2 
YR,F,Y_LT1,MK,2007-01-01,75.9 
YR,F,Y_LT1,MK,2008-01-01,76.5 
YR,F,Y_LT1,MK,2009-01-01,76.7 
YR,F,Y_LT1,MK,2010-01-01,77.2 
YR,F,Y_LT1,MK,2011-01-01,77.2 
YR,F,Y_LT1,MK,2012-01-01,76.9 
YR,F,Y_LT1,MK,2013-01-01,77.5 
YR,F,Y_LT1,MK,2014-01-01,77.5 
YR,F,Y_LT1,MK,2015-01-01,77.4 
YR,F,Y_LT1,MK,2016-01-01,77.5 
YR,F,Y_LT1,MT,2000-01-01,80.5 
YR,F,Y_LT1,MT,2001-01-01,81.2 b
YR,F,Y_LT1,MT,2002-01-01,81.3 
YR,F,Y_LT1,MT,2003-01-01,80.8 
YR,F,Y_LT1,MT,2004-01-01,81.2 
YR,F,Y_LT1,MT,2005-01-01,81.4 
YR,F,Y_LT1,MT,2006-01-01,82.0 
YR,F,Y_LT1,MT,2007-01-01,82.2 
YR,F,Y_LT1,MT,2008-01-01,82.3 
YR,F,Y_LT1,MT,2009-01-01,82.7 
YR,F,Y_LT1,MT,2010-01-01,83.6 
YR,F,Y_LT1,MT,2011-01-01,83.0 
YR,F,Y_LT1,MT,2012-01-01,83.0 
YR,F,Y_LT1,MT,2013-01-01,84.0 
YR,F,Y_LT1,MT,2014-01-01,84.3 
YR,F,Y_LT1,MT,2015-01-01,84.1 
YR,F,Y_LT1,MT,2016-01-01,84.4 
YR,F,Y_LT1,NL,2000-01-01,80.7 
YR,F,Y_LT1,NL,2001-01-01,80.8 
YR,F,Y_LT1,NL,2002-01-01,80.7 
YR,F,Y_LT1,NL,2003-01-01,81.0 
