ww_tp,unit,geo\time,date,value
WWT_GE2,PC,DK,2014-01-01,91 
WWT_GE2,PC,DK,2015-01-01,: 
WWT_GE2,PC,DK,2016-01-01,: 
WWT_GE2,PC,EE,2000-01-01,69 
WWT_GE2,PC,EE,2001-01-01,69 
WWT_GE2,PC,EE,2002-01-01,71 
WWT_GE2,PC,EE,2003-01-01,71 
WWT_GE2,PC,EE,2004-01-01,72 
WWT_GE2,PC,EE,2005-01-01,78 
WWT_GE2,PC,EE,2006-01-01,78 
WWT_GE2,PC,EE,2007-01-01,83.5 
WWT_GE2,PC,EE,2008-01-01,84.5 
WWT_GE2,PC,EE,2009-01-01,84.5 
WWT_GE2,PC,EE,2010-01-01,78.3 
WWT_GE2,PC,EE,2011-01-01,81.1 
WWT_GE2,PC,EE,2012-01-01,81.2 
WWT_GE2,PC,EE,2013-01-01,82.1 
WWT_GE2,PC,EE,2014-01-01,83 
WWT_GE2,PC,EE,2015-01-01,: 
WWT_GE2,PC,EE,2016-01-01,: 
WWT_GE2,PC,EL,2000-01-01,: 
WWT_GE2,PC,EL,2001-01-01,: 
WWT_GE2,PC,EL,2002-01-01,: 
WWT_GE2,PC,EL,2003-01-01,: 
WWT_GE2,PC,EL,2004-01-01,: 
WWT_GE2,PC,EL,2005-01-01,: 
WWT_GE2,PC,EL,2006-01-01,: 
WWT_GE2,PC,EL,2007-01-01,85 
WWT_GE2,PC,EL,2008-01-01,: 
WWT_GE2,PC,EL,2009-01-01,87.4 
WWT_GE2,PC,EL,2010-01-01,87.4 
WWT_GE2,PC,EL,2011-01-01,88.2 
WWT_GE2,PC,EL,2012-01-01,: 
WWT_GE2,PC,EL,2013-01-01,92.9 
WWT_GE2,PC,EL,2014-01-01,92.9 
WWT_GE2,PC,EL,2015-01-01,: 
WWT_GE2,PC,EL,2016-01-01,: 
WWT_GE2,PC,ES,2000-01-01,80 
WWT_GE2,PC,ES,2001-01-01,: 
WWT_GE2,PC,ES,2002-01-01,88 
WWT_GE2,PC,ES,2003-01-01,: 
WWT_GE2,PC,ES,2004-01-01,: 
WWT_GE2,PC,ES,2005-01-01,: 
WWT_GE2,PC,ES,2006-01-01,88 
WWT_GE2,PC,ES,2007-01-01,: 
WWT_GE2,PC,ES,2008-01-01,88 
WWT_GE2,PC,ES,2009-01-01,: 
WWT_GE2,PC,ES,2010-01-01,93 
WWT_GE2,PC,ES,2011-01-01,: 
WWT_GE2,PC,ES,2012-01-01,94.8 
WWT_GE2,PC,ES,2013-01-01,: 
WWT_GE2,PC,ES,2014-01-01,92.9 
WWT_GE2,PC,ES,2015-01-01,: 
WWT_GE2,PC,ES,2016-01-01,: 
WWT_GE2,PC,FI,2000-01-01,80 
WWT_GE2,PC,FI,2001-01-01,81 
WWT_GE2,PC,FI,2002-01-01,81 
WWT_GE2,PC,FI,2003-01-01,: 
WWT_GE2,PC,FI,2004-01-01,: 
WWT_GE2,PC,FI,2005-01-01,: 
WWT_GE2,PC,FI,2006-01-01,: 
WWT_GE2,PC,FI,2007-01-01,: 
WWT_GE2,PC,FI,2008-01-01,: 
WWT_GE2,PC,FI,2009-01-01,: 
WWT_GE2,PC,FI,2010-01-01,83 
WWT_GE2,PC,FI,2011-01-01,83 
WWT_GE2,PC,FI,2012-01-01,83 
WWT_GE2,PC,FI,2013-01-01,83 
WWT_GE2,PC,FI,2014-01-01,: 
WWT_GE2,PC,FI,2015-01-01,: 
WWT_GE2,PC,FI,2016-01-01,: 
WWT_GE2,PC,FR,2000-01-01,: 
WWT_GE2,PC,FR,2001-01-01,77.3 
WWT_GE2,PC,FR,2002-01-01,: 
WWT_GE2,PC,FR,2003-01-01,: 
WWT_GE2,PC,FR,2004-01-01,79.5 
WWT_GE2,PC,FR,2005-01-01,: 
WWT_GE2,PC,FR,2006-01-01,: 
WWT_GE2,PC,FR,2007-01-01,: 
WWT_GE2,PC,FR,2008-01-01,: 
WWT_GE2,PC,FR,2009-01-01,: 
WWT_GE2,PC,FR,2010-01-01,77.7 
WWT_GE2,PC,FR,2011-01-01,79.8 
WWT_GE2,PC,FR,2012-01-01,80.1 
WWT_GE2,PC,FR,2013-01-01,80.5 
WWT_GE2,PC,FR,2014-01-01,80.4 
WWT_GE2,PC,FR,2015-01-01,: 
WWT_GE2,PC,FR,2016-01-01,: 
WWT_GE2,PC,HR,2000-01-01,4.2 
WWT_GE2,PC,HR,2001-01-01,: 
WWT_GE2,PC,HR,2002-01-01,: 
WWT_GE2,PC,HR,2003-01-01,: 
WWT_GE2,PC,HR,2004-01-01,8 
WWT_GE2,PC,HR,2005-01-01,8.6 
WWT_GE2,PC,HR,2006-01-01,8.9 
WWT_GE2,PC,HR,2007-01-01,22 
WWT_GE2,PC,HR,2008-01-01,: 
WWT_GE2,PC,HR,2009-01-01,: 
WWT_GE2,PC,HR,2010-01-01,: 
WWT_GE2,PC,HR,2011-01-01,36.9 
WWT_GE2,PC,HR,2012-01-01,36.9 
WWT_GE2,PC,HR,2013-01-01,36.9 
WWT_GE2,PC,HR,2014-01-01,36.9 
WWT_GE2,PC,HR,2015-01-01,36.9 
WWT_GE2,PC,HR,2016-01-01,: 
WWT_GE2,PC,HU,2000-01-01,29.8 
WWT_GE2,PC,HU,2001-01-01,29.1 
WWT_GE2,PC,HU,2002-01-01,32.4 
WWT_GE2,PC,HU,2003-01-01,38.9 
WWT_GE2,PC,HU,2004-01-01,40.2 
WWT_GE2,PC,HU,2005-01-01,41.7 
WWT_GE2,PC,HU,2006-01-01,45.3 
WWT_GE2,PC,HU,2007-01-01,49.8 
WWT_GE2,PC,HU,2008-01-01,50 
WWT_GE2,PC,HU,2009-01-01,52.1 
WWT_GE2,PC,HU,2010-01-01,69.5 
WWT_GE2,PC,HU,2011-01-01,70.9 
WWT_GE2,PC,HU,2012-01-01,72.8 
WWT_GE2,PC,HU,2013-01-01,72.6 
WWT_GE2,PC,HU,2014-01-01,73.7 
WWT_GE2,PC,HU,2015-01-01,76.8 
WWT_GE2,PC,HU,2016-01-01,: 
WWT_GE2,PC,IE,2000-01-01,: 
WWT_GE2,PC,IE,2001-01-01,29 
WWT_GE2,PC,IE,2002-01-01,: 
WWT_GE2,PC,IE,2003-01-01,: 
WWT_GE2,PC,IE,2004-01-01,: 
WWT_GE2,PC,IE,2005-01-01,: 
WWT_GE2,PC,IE,2006-01-01,: 
WWT_GE2,PC,IE,2007-01-01,59 
WWT_GE2,PC,IE,2008-01-01,: 
WWT_GE2,PC,IE,2009-01-01,71 
WWT_GE2,PC,IE,2010-01-01,: 
WWT_GE2,PC,IE,2011-01-01,63 
WWT_GE2,PC,IE,2012-01-01,: 
WWT_GE2,PC,IE,2013-01-01,65 
WWT_GE2,PC,IE,2014-01-01,65 
WWT_GE2,PC,IE,2015-01-01,: 
WWT_GE2,PC,IE,2016-01-01,: 
WWT_GE2,PC,IS,2000-01-01,0 
WWT_GE2,PC,IS,2001-01-01,0 
WWT_GE2,PC,IS,2002-01-01,1 
WWT_GE2,PC,IS,2003-01-01,1 
WWT_GE2,PC,IS,2004-01-01,1 
WWT_GE2,PC,IS,2005-01-01,2 
WWT_GE2,PC,IS,2006-01-01,: 
WWT_GE2,PC,IS,2007-01-01,: 
WWT_GE2,PC,IS,2008-01-01,2 
WWT_GE2,PC,IS,2009-01-01,: 
WWT_GE2,PC,IS,2010-01-01,1 
WWT_GE2,PC,IS,2011-01-01,: 
WWT_GE2,PC,IS,2012-01-01,: 
WWT_GE2,PC,IS,2013-01-01,: 
WWT_GE2,PC,IS,2014-01-01,: 
WWT_GE2,PC,IS,2015-01-01,: 
WWT_GE2,PC,IS,2016-01-01,: 
WWT_GE2,PC,IT,2000-01-01,: 
WWT_GE2,PC,IT,2001-01-01,: 
WWT_GE2,PC,IT,2002-01-01,: 
WWT_GE2,PC,IT,2003-01-01,: 
WWT_GE2,PC,IT,2004-01-01,: 
WWT_GE2,PC,IT,2005-01-01,54.2 
WWT_GE2,PC,IT,2006-01-01,: 
WWT_GE2,PC,IT,2007-01-01,: 
WWT_GE2,PC,IT,2008-01-01,57.5 
WWT_GE2,PC,IT,2009-01-01,: 
WWT_GE2,PC,IT,2010-01-01,: 
WWT_GE2,PC,IT,2011-01-01,: 
WWT_GE2,PC,IT,2012-01-01,57.6 
WWT_GE2,PC,IT,2013-01-01,: 
WWT_GE2,PC,IT,2014-01-01,: 
WWT_GE2,PC,IT,2015-01-01,59.6 
WWT_GE2,PC,IT,2016-01-01,: 
WWT_GE2,PC,LT,2000-01-01,: 
WWT_GE2,PC,LT,2001-01-01,: 
WWT_GE2,PC,LT,2002-01-01,24.5 
WWT_GE2,PC,LT,2003-01-01,27.6 
WWT_GE2,PC,LT,2004-01-01,: 
WWT_GE2,PC,LT,2005-01-01,: 
WWT_GE2,PC,LT,2006-01-01,: 
WWT_GE2,PC,LT,2007-01-01,: 
WWT_GE2,PC,LT,2008-01-01,: 
WWT_GE2,PC,LT,2009-01-01,: 
WWT_GE2,PC,LT,2010-01-01,: 
WWT_GE2,PC,LT,2011-01-01,: 
WWT_GE2,PC,LT,2012-01-01,63.1 
WWT_GE2,PC,LT,2013-01-01,64.3 
WWT_GE2,PC,LT,2014-01-01,69.4 
WWT_GE2,PC,LT,2015-01-01,72.3 
WWT_GE2,PC,LT,2016-01-01,: 
WWT_GE2,PC,LU,2000-01-01,: 
WWT_GE2,PC,LU,2001-01-01,: 
WWT_GE2,PC,LU,2002-01-01,: 
WWT_GE2,PC,LU,2003-01-01,88.1 
WWT_GE2,PC,LU,2004-01-01,: 
WWT_GE2,PC,LU,2005-01-01,: 
WWT_GE2,PC,LU,2006-01-01,: 
WWT_GE2,PC,LU,2007-01-01,: 
WWT_GE2,PC,LU,2008-01-01,: 
WWT_GE2,PC,LU,2009-01-01,: 
WWT_GE2,PC,LU,2010-01-01,91.3 
WWT_GE2,PC,LU,2011-01-01,90.9 
WWT_GE2,PC,LU,2012-01-01,96.1 
WWT_GE2,PC,LU,2013-01-01,96.3 
WWT_GE2,PC,LU,2014-01-01,96.6 
WWT_GE2,PC,LU,2015-01-01,96.6 
WWT_GE2,PC,LU,2016-01-01,: 
WWT_GE2,PC,LV,2000-01-01,: 
WWT_GE2,PC,LV,2001-01-01,: 
WWT_GE2,PC,LV,2002-01-01,64.6 
WWT_GE2,PC,LV,2003-01-01,69.6 
WWT_GE2,PC,LV,2004-01-01,65.5 
WWT_GE2,PC,LV,2005-01-01,65.1 
WWT_GE2,PC,LV,2006-01-01,64.1 
WWT_GE2,PC,LV,2007-01-01,66.7 
WWT_GE2,PC,LV,2008-01-01,56.9 
WWT_GE2,PC,LV,2009-01-01,63.2 
WWT_GE2,PC,LV,2010-01-01,60.3 
WWT_GE2,PC,LV,2011-01-01,71.5 
WWT_GE2,PC,LV,2012-01-01,69.8 
WWT_GE2,PC,LV,2013-01-01,71 
WWT_GE2,PC,LV,2014-01-01,: 
WWT_GE2,PC,LV,2015-01-01,: 
WWT_GE2,PC,LV,2016-01-01,: 
WWT_GE2,PC,MT,2000-01-01,13.8 
WWT_GE2,PC,MT,2001-01-01,14 
WWT_GE2,PC,MT,2002-01-01,15.8 
WWT_GE2,PC,MT,2003-01-01,16.1 
WWT_GE2,PC,MT,2004-01-01,13.3 
WWT_GE2,PC,MT,2005-01-01,13.2 
WWT_GE2,PC,MT,2006-01-01,9.3 
WWT_GE2,PC,MT,2007-01-01,8.4 
WWT_GE2,PC,MT,2008-01-01,14.8 
WWT_GE2,PC,MT,2009-01-01,15.2 
WWT_GE2,PC,MT,2010-01-01,6.6 
WWT_GE2,PC,MT,2011-01-01,92.3 
WWT_GE2,PC,MT,2012-01-01,92.3 
WWT_GE2,PC,MT,2013-01-01,92.2 
WWT_GE2,PC,MT,2014-01-01,92.2 
WWT_GE2,PC,MT,2015-01-01,0 
WWT_GE2,PC,MT,2016-01-01,: 
WWT_GE2,PC,NL,2000-01-01,98.1 
WWT_GE2,PC,NL,2001-01-01,98.4 
WWT_GE2,PC,NL,2002-01-01,98.5 
WWT_GE2,PC,NL,2003-01-01,98.6 
WWT_GE2,PC,NL,2004-01-01,98.9 
WWT_GE2,PC,NL,2005-01-01,99 
WWT_GE2,PC,NL,2006-01-01,99.1 
WWT_GE2,PC,NL,2007-01-01,: 
WWT_GE2,PC,NL,2008-01-01,99.3 
WWT_GE2,PC,NL,2009-01-01,: 
WWT_GE2,PC,NL,2010-01-01,99.3 
WWT_GE2,PC,NL,2011-01-01,99.4 
WWT_GE2,PC,NL,2012-01-01,99.5 
WWT_GE2,PC,NL,2013-01-01,99.4 
WWT_GE2,PC,NL,2014-01-01,99.4 
WWT_GE2,PC,NL,2015-01-01,99.4 
WWT_GE2,PC,NL,2016-01-01,: 
WWT_GE2,PC,NO,2000-01-01,61.6 
WWT_GE2,PC,NO,2001-01-01,62.9 
WWT_GE2,PC,NO,2002-01-01,64.1 
WWT_GE2,PC,NO,2003-01-01,64.2 
WWT_GE2,PC,NO,2004-01-01,64.3 
WWT_GE2,PC,NO,2005-01-01,65.7 
WWT_GE2,PC,NO,2006-01-01,66.3 
WWT_GE2,PC,NO,2007-01-01,66 
WWT_GE2,PC,NO,2008-01-01,66 
WWT_GE2,PC,NO,2009-01-01,66.2 
WWT_GE2,PC,NO,2010-01-01,65.8 
WWT_GE2,PC,NO,2011-01-01,67.8 
WWT_GE2,PC,NO,2012-01-01,68.9 
WWT_GE2,PC,NO,2013-01-01,68.8 
WWT_GE2,PC,NO,2014-01-01,68.9 
WWT_GE2,PC,NO,2015-01-01,71.8 
WWT_GE2,PC,NO,2016-01-01,: 
WWT_GE2,PC,PL,2000-01-01,50.2 
WWT_GE2,PC,PL,2001-01-01,52.1 
WWT_GE2,PC,PL,2002-01-01,54 
WWT_GE2,PC,PL,2003-01-01,55.5 
WWT_GE2,PC,PL,2004-01-01,56.8 
WWT_GE2,PC,PL,2005-01-01,58.1 
WWT_GE2,PC,PL,2006-01-01,60.7 
WWT_GE2,PC,PL,2007-01-01,61.8 
WWT_GE2,PC,PL,2008-01-01,62.9 
WWT_GE2,PC,PL,2009-01-01,64.1 
WWT_GE2,PC,PL,2010-01-01,64.5 
WWT_GE2,PC,PL,2011-01-01,65.5 
WWT_GE2,PC,PL,2012-01-01,68.5 
WWT_GE2,PC,PL,2013-01-01,70.2 
WWT_GE2,PC,PL,2014-01-01,71.4 
WWT_GE2,PC,PL,2015-01-01,72.6 
WWT_GE2,PC,PL,2016-01-01,: 
WWT_GE2,PC,PT,2000-01-01,: 
WWT_GE2,PC,PT,2001-01-01,: 
WWT_GE2,PC,PT,2002-01-01,27 
WWT_GE2,PC,PT,2003-01-01,32 
WWT_GE2,PC,PT,2004-01-01,: 
WWT_GE2,PC,PT,2005-01-01,42.6 
WWT_GE2,PC,PT,2006-01-01,37 
WWT_GE2,PC,PT,2007-01-01,51 
WWT_GE2,PC,PT,2008-01-01,52 
WWT_GE2,PC,PT,2009-01-01,55.8 
WWT_GE2,PC,PT,2010-01-01,: 
WWT_GE2,PC,PT,2011-01-01,: 
WWT_GE2,PC,PT,2012-01-01,: 
WWT_GE2,PC,PT,2013-01-01,: 
WWT_GE2,PC,PT,2014-01-01,: 
WWT_GE2,PC,PT,2015-01-01,: 
WWT_GE2,PC,PT,2016-01-01,: 
WWT_GE2,PC,RO,2000-01-01,: 
WWT_GE2,PC,RO,2001-01-01,: 
WWT_GE2,PC,RO,2002-01-01,: 
WWT_GE2,PC,RO,2003-01-01,: 
WWT_GE2,PC,RO,2004-01-01,16.9 
WWT_GE2,PC,RO,2005-01-01,16.9 
WWT_GE2,PC,RO,2006-01-01,19.7 
WWT_GE2,PC,RO,2007-01-01,20.4 
WWT_GE2,PC,RO,2008-01-01,18.2 
WWT_GE2,PC,RO,2009-01-01,20.7 
WWT_GE2,PC,RO,2010-01-01,22.7 
WWT_GE2,PC,RO,2011-01-01,31.7 
WWT_GE2,PC,RO,2012-01-01,35.3 
WWT_GE2,PC,RO,2013-01-01,36.1 
WWT_GE2,PC,RO,2014-01-01,38.2 
WWT_GE2,PC,RO,2015-01-01,39.7 
WWT_GE2,PC,RO,2016-01-01,: 
WWT_GE2,PC,RS,2000-01-01,: 
WWT_GE2,PC,RS,2001-01-01,: 
WWT_GE2,PC,RS,2002-01-01,5.1 
WWT_GE2,PC,RS,2003-01-01,5.4 
WWT_GE2,PC,RS,2004-01-01,5.8 
WWT_GE2,PC,RS,2005-01-01,6.4 
WWT_GE2,PC,RS,2006-01-01,6.9 
WWT_GE2,PC,RS,2007-01-01,6.9 
WWT_GE2,PC,RS,2008-01-01,7.5 
WWT_GE2,PC,RS,2009-01-01,8.9 
WWT_GE2,PC,RS,2010-01-01,8.6 
WWT_GE2,PC,RS,2011-01-01,8.9 
WWT_GE2,PC,RS,2012-01-01,9 
WWT_GE2,PC,RS,2013-01-01,9.4 
WWT_GE2,PC,RS,2014-01-01,10 
WWT_GE2,PC,RS,2015-01-01,10.6 
WWT_GE2,PC,RS,2016-01-01,: 
WWT_GE2,PC,SE,2000-01-01,94 
WWT_GE2,PC,SE,2001-01-01,: 
WWT_GE2,PC,SE,2002-01-01,93 
WWT_GE2,PC,SE,2003-01-01,94 
WWT_GE2,PC,SE,2004-01-01,94 
WWT_GE2,PC,SE,2005-01-01,94 
WWT_GE2,PC,SE,2006-01-01,94 
WWT_GE2,PC,SE,2007-01-01,94 
WWT_GE2,PC,SE,2008-01-01,94 
WWT_GE2,PC,SE,2009-01-01,94 
WWT_GE2,PC,SE,2010-01-01,94 
WWT_GE2,PC,SE,2011-01-01,94 
WWT_GE2,PC,SE,2012-01-01,95 
WWT_GE2,PC,SE,2013-01-01,95 
WWT_GE2,PC,SE,2014-01-01,95 
WWT_GE2,PC,SE,2015-01-01,: 
WWT_GE2,PC,SE,2016-01-01,: 
WWT_GE2,PC,SI,2000-01-01,12.3 
WWT_GE2,PC,SI,2001-01-01,15.5 
WWT_GE2,PC,SI,2002-01-01,18.4 
WWT_GE2,PC,SI,2003-01-01,19.9 
WWT_GE2,PC,SI,2004-01-01,29.3 
WWT_GE2,PC,SI,2005-01-01,32.1 
WWT_GE2,PC,SI,2006-01-01,47.6 
WWT_GE2,PC,SI,2007-01-01,48.8 
WWT_GE2,PC,SI,2008-01-01,51.1 
WWT_GE2,PC,SI,2009-01-01,52.9 
WWT_GE2,PC,SI,2010-01-01,51.6 
WWT_GE2,PC,SI,2011-01-01,54.4 
WWT_GE2,PC,SI,2012-01-01,55.2 
WWT_GE2,PC,SI,2013-01-01,56.8 
WWT_GE2,PC,SI,2014-01-01,56.8 
WWT_GE2,PC,SI,2015-01-01,58.6 
WWT_GE2,PC,SI,2016-01-01,: 
WWT_GE2,PC,TR,2000-01-01,18.3 
WWT_GE2,PC,TR,2001-01-01,19.2 
WWT_GE2,PC,TR,2002-01-01,19.2 
WWT_GE2,PC,TR,2003-01-01,21.1 
WWT_GE2,PC,TR,2004-01-01,24.8 
WWT_GE2,PC,TR,2005-01-01,28.5 
WWT_GE2,PC,TR,2006-01-01,29.6 
WWT_GE2,PC,TR,2007-01-01,31.1 
WWT_GE2,PC,TR,2008-01-01,31.4 
WWT_GE2,PC,TR,2009-01-01,35.2 
WWT_GE2,PC,TR,2010-01-01,37.6 
WWT_GE2,PC,TR,2011-01-01,: 
WWT_GE2,PC,TR,2012-01-01,42 
WWT_GE2,PC,TR,2013-01-01,: 
WWT_GE2,PC,TR,2014-01-01,43.2 
