unit,na_item,geo\time,date,value
PCH_Q4_NSA,P31_S14_S15,RS,2015-07-01,0.5 
PCH_Q4_NSA,P31_S14_S15,RS,2015-10-01,0.6 
PCH_Q4_NSA,P31_S14_S15,RS,2016-01-01,1.0 
PCH_Q4_NSA,P31_S14_S15,RS,2016-04-01,1.1 
PCH_Q4_NSA,P31_S14_S15,RS,2016-07-01,0.7 
PCH_Q4_NSA,P31_S14_S15,RS,2016-10-01,1.2 
PCH_Q4_NSA,P31_S14_S15,RS,2017-01-01,2.1 p
PCH_Q4_NSA,P31_S14_S15,RS,2017-04-01,1.6 p
PCH_Q4_NSA,P31_S14_S15,RS,2017-07-01,1.8 p
PCH_Q4_NSA,P31_S14_S15,RS,2017-10-01,1.8 p
PCH_Q4_NSA,P31_S14_S15,RS,2018-01-01,3.1 p
PCH_Q4_NSA,P31_S14_S15,RS,2018-04-01,3.1 p
PCH_Q4_NSA,P31_S14_S15,SE,2015-07-01,3.2 
PCH_Q4_NSA,P31_S14_S15,SE,2015-10-01,3.7 
PCH_Q4_NSA,P31_S14_S15,SE,2016-01-01,3.6 
PCH_Q4_NSA,P31_S14_S15,SE,2016-04-01,3.1 
PCH_Q4_NSA,P31_S14_S15,SE,2016-07-01,2.6 
PCH_Q4_NSA,P31_S14_S15,SE,2016-10-01,2.2 
PCH_Q4_NSA,P31_S14_S15,SE,2017-01-01,2.5 
PCH_Q4_NSA,P31_S14_S15,SE,2017-04-01,1.9 
PCH_Q4_NSA,P31_S14_S15,SE,2017-07-01,2.1 
PCH_Q4_NSA,P31_S14_S15,SE,2017-10-01,2.4 
PCH_Q4_NSA,P31_S14_S15,SE,2018-01-01,2.1 
PCH_Q4_NSA,P31_S14_S15,SE,2018-04-01,2.7 
PCH_Q4_NSA,P31_S14_S15,SI,2015-07-01,4.0 
PCH_Q4_NSA,P31_S14_S15,SI,2015-10-01,2.1 
PCH_Q4_NSA,P31_S14_S15,SI,2016-01-01,3.0 
PCH_Q4_NSA,P31_S14_S15,SI,2016-04-01,3.2 
PCH_Q4_NSA,P31_S14_S15,SI,2016-07-01,3.7 
PCH_Q4_NSA,P31_S14_S15,SI,2016-10-01,5.6 
PCH_Q4_NSA,P31_S14_S15,SI,2017-01-01,1.9 
PCH_Q4_NSA,P31_S14_S15,SI,2017-04-01,0.9 
PCH_Q4_NSA,P31_S14_S15,SI,2017-07-01,1.6 
PCH_Q4_NSA,P31_S14_S15,SI,2017-10-01,3.1 
PCH_Q4_NSA,P31_S14_S15,SI,2018-01-01,3.4 
PCH_Q4_NSA,P31_S14_S15,SI,2018-04-01,1.1 
PCH_Q4_NSA,P31_S14_S15,SK,2015-07-01,2.7 
PCH_Q4_NSA,P31_S14_S15,SK,2015-10-01,2.7 
PCH_Q4_NSA,P31_S14_S15,SK,2016-01-01,2.5 
PCH_Q4_NSA,P31_S14_S15,SK,2016-04-01,3.2 
PCH_Q4_NSA,P31_S14_S15,SK,2016-07-01,2.0 
PCH_Q4_NSA,P31_S14_S15,SK,2016-10-01,2.9 
PCH_Q4_NSA,P31_S14_S15,SK,2017-01-01,3.3 
PCH_Q4_NSA,P31_S14_S15,SK,2017-04-01,3.5 
PCH_Q4_NSA,P31_S14_S15,SK,2017-07-01,3.9 
PCH_Q4_NSA,P31_S14_S15,SK,2017-10-01,3.6 
PCH_Q4_NSA,P31_S14_S15,SK,2018-01-01,3.5 
PCH_Q4_NSA,P31_S14_S15,SK,2018-04-01,2.2 
PCH_Q4_NSA,P31_S14_S15,TR,2015-07-01,3.5 
PCH_Q4_NSA,P31_S14_S15,TR,2015-10-01,5.4 
PCH_Q4_NSA,P31_S14_S15,TR,2016-01-01,2.5 
PCH_Q4_NSA,P31_S14_S15,TR,2016-04-01,5.2 
PCH_Q4_NSA,P31_S14_S15,TR,2016-07-01,0.5 
PCH_Q4_NSA,P31_S14_S15,TR,2016-10-01,6.3 
PCH_Q4_NSA,P31_S14_S15,TR,2017-01-01,4.5 
PCH_Q4_NSA,P31_S14_S15,TR,2017-04-01,3.1 
PCH_Q4_NSA,P31_S14_S15,TR,2017-07-01,10.3 
PCH_Q4_NSA,P31_S14_S15,TR,2017-10-01,6.3 
PCH_Q4_NSA,P31_S14_S15,TR,2018-01-01,9.3 
PCH_Q4_NSA,P31_S14_S15,TR,2018-04-01,6.3 
PCH_Q4_NSA,P31_S14_S15,UK,2015-07-01,2.6 
PCH_Q4_NSA,P31_S14_S15,UK,2015-10-01,2.7 
PCH_Q4_NSA,P31_S14_S15,UK,2016-01-01,3.2 
PCH_Q4_NSA,P31_S14_S15,UK,2016-04-01,3.0 
PCH_Q4_NSA,P31_S14_S15,UK,2016-07-01,3.2 
PCH_Q4_NSA,P31_S14_S15,UK,2016-10-01,3.1 
PCH_Q4_NSA,P31_S14_S15,UK,2017-01-01,2.1 
PCH_Q4_NSA,P31_S14_S15,UK,2017-04-01,2.2 
PCH_Q4_NSA,P31_S14_S15,UK,2017-07-01,1.3 
PCH_Q4_NSA,P31_S14_S15,UK,2017-10-01,1.6 
PCH_Q4_NSA,P31_S14_S15,UK,2018-01-01,1.6 
PCH_Q4_NSA,P31_S14_S15,UK,2018-04-01,1.4 
