unit,tax,nace_r2,geotime,date,value
PC,NRG,EP_HH,IE,2005-01-01,46.3
PC,NRG,EP_HH,IE,2006-01-01,49.6
PC,NRG,EP_HH,IE,2007-01-01,50.9
PC,NRG,EP_HH,IE,2008-01-01,52.5
PC,NRG,EP_HH,IE,2009-01-01,57.6
PC,NRG,EP_HH,IE,2010-01-01,59.1
PC,NRG,EP_HH,IE,2011-01-01,56.9
PC,NRG,EP_HH,IE,2012-01-01,56.5
PC,NRG,EP_HH,IE,2013-01-01,53.7
PC,NRG,EP_HH,IE,2014-01-01,50.3
PC,NRG,EP_HH,IE,2015-01-01,46.2
PC,NRG,EP_HH,IE,2016-01-01,43.9
PC,NRG,EP_HH,IT,1995-01-01,62.2
PC,NRG,EP_HH,IT,1996-01-01,63.2
PC,NRG,EP_HH,IT,1997-01-01,62.8
PC,NRG,EP_HH,IT,1998-01-01,62.4
PC,NRG,EP_HH,IT,1999-01-01,61.8
PC,NRG,EP_HH,IT,2000-01-01,60.2
PC,NRG,EP_HH,IT,2001-01-01,57.9
PC,NRG,EP_HH,IT,2002-01-01,56.2
PC,NRG,EP_HH,IT,2003-01-01,56.1
PC,NRG,EP_HH,IT,2004-01-01,54.8
PC,NRG,EP_HH,IT,2005-01-01,54.0
PC,NRG,EP_HH,IT,2006-01-01,53.0
PC,NRG,EP_HH,IT,2007-01-01,53.0
PC,NRG,EP_HH,IT,2008-01-01,52.3
PC,NRG,EP_HH,IT,2009-01-01,52.2
PC,NRG,EP_HH,IT,2010-01-01,50.3
PC,NRG,EP_HH,IT,2011-01-01,48.2
PC,NRG,EP_HH,IT,2012-01-01,47.7
PC,NRG,EP_HH,IT,2013-01-01,47.5
PC,NRG,EP_HH,IT,2014-01-01,46.3
PC,NRG,EP_HH,IT,2015-01-01,45.5
PC,NRG,EP_HH,IT,2016-01-01,
PC,NRG,EP_HH,LT,1995-01-01,
PC,NRG,EP_HH,LT,1996-01-01,
PC,NRG,EP_HH,LT,1997-01-01,
PC,NRG,EP_HH,LT,1998-01-01,
PC,NRG,EP_HH,LT,1999-01-01,
PC,NRG,EP_HH,LT,2000-01-01,
PC,NRG,EP_HH,LT,2001-01-01,
PC,NRG,EP_HH,LT,2002-01-01,
PC,NRG,EP_HH,LT,2003-01-01,
PC,NRG,EP_HH,LT,2004-01-01,
PC,NRG,EP_HH,LT,2005-01-01,
PC,NRG,EP_HH,LT,2006-01-01,
PC,NRG,EP_HH,LT,2007-01-01,
PC,NRG,EP_HH,LT,2008-01-01,53.8
PC,NRG,EP_HH,LT,2009-01-01,53.8
PC,NRG,EP_HH,LT,2010-01-01,53.8
PC,NRG,EP_HH,LT,2011-01-01,50.0
PC,NRG,EP_HH,LT,2012-01-01,49.6
PC,NRG,EP_HH,LT,2013-01-01,49.3
PC,NRG,EP_HH,LT,2014-01-01,52.9
PC,NRG,EP_HH,LT,2015-01-01,52.8
PC,NRG,EP_HH,LT,2016-01-01,
PC,NRG,EP_HH,LU,1995-01-01,12.7
PC,NRG,EP_HH,LU,1996-01-01,11.7
PC,NRG,EP_HH,LU,1997-01-01,11.4
PC,NRG,EP_HH,LU,1998-01-01,12.2
PC,NRG,EP_HH,LU,1999-01-01,9.4
PC,NRG,EP_HH,LU,2000-01-01,8.9
PC,NRG,EP_HH,LU,2001-01-01,7.7
PC,NRG,EP_HH,LU,2002-01-01,8.3
PC,NRG,EP_HH,LU,2003-01-01,7.6
PC,NRG,EP_HH,LU,2004-01-01,6.1
PC,NRG,EP_HH,LU,2005-01-01,7.4
PC,NRG,EP_HH,LU,2006-01-01,7.7
PC,NRG,EP_HH,LU,2007-01-01,7.5
PC,NRG,EP_HH,LU,2008-01-01,7.2
PC,NRG,EP_HH,LU,2009-01-01,7.3
PC,NRG,EP_HH,LU,2010-01-01,7.6
PC,NRG,EP_HH,LU,2011-01-01,6.6
PC,NRG,EP_HH,LU,2012-01-01,6.7
PC,NRG,EP_HH,LU,2013-01-01,6.7
PC,NRG,EP_HH,LU,2014-01-01,6.9
PC,NRG,EP_HH,LU,2015-01-01,8.0
PC,NRG,EP_HH,LU,2016-01-01,
PC,NRG,EP_HH,LV,1995-01-01,
PC,NRG,EP_HH,LV,1996-01-01,
PC,NRG,EP_HH,LV,1997-01-01,
PC,NRG,EP_HH,LV,1998-01-01,
PC,NRG,EP_HH,LV,1999-01-01,
PC,NRG,EP_HH,LV,2000-01-01,
PC,NRG,EP_HH,LV,2001-01-01,
PC,NRG,EP_HH,LV,2002-01-01,
PC,NRG,EP_HH,LV,2003-01-01,
PC,NRG,EP_HH,LV,2004-01-01,
PC,NRG,EP_HH,LV,2005-01-01,
PC,NRG,EP_HH,LV,2006-01-01,
PC,NRG,EP_HH,LV,2007-01-01,
PC,NRG,EP_HH,LV,2008-01-01,30.1
PC,NRG,EP_HH,LV,2009-01-01,35.6
PC,NRG,EP_HH,LV,2010-01-01,27.9
PC,NRG,EP_HH,LV,2011-01-01,41.4
PC,NRG,EP_HH,LV,2012-01-01,36.0
PC,NRG,EP_HH,LV,2013-01-01,34.9
PC,NRG,EP_HH,LV,2014-01-01,34.1
PC,NRG,EP_HH,LV,2015-01-01,35.0
PC,NRG,EP_HH,LV,2016-01-01,
PC,NRG,EP_HH,MK,1995-01-01,
PC,NRG,EP_HH,MK,1996-01-01,
PC,NRG,EP_HH,MK,1997-01-01,
PC,NRG,EP_HH,MK,1998-01-01,
PC,NRG,EP_HH,MK,1999-01-01,
PC,NRG,EP_HH,MK,2000-01-01,
PC,NRG,EP_HH,MK,2001-01-01,
PC,NRG,EP_HH,MK,2002-01-01,
PC,NRG,EP_HH,MK,2003-01-01,
PC,NRG,EP_HH,MK,2004-01-01,
PC,NRG,EP_HH,MK,2005-01-01,
PC,NRG,EP_HH,MK,2006-01-01,
PC,NRG,EP_HH,MK,2007-01-01,
PC,NRG,EP_HH,MK,2008-01-01,
PC,NRG,EP_HH,MK,2009-01-01,
PC,NRG,EP_HH,MK,2010-01-01,25.4
PC,NRG,EP_HH,MK,2011-01-01,23.5
PC,NRG,EP_HH,MK,2012-01-01,22.6
PC,NRG,EP_HH,MK,2013-01-01,22.1
PC,NRG,EP_HH,MK,2014-01-01,22.1
PC,NRG,EP_HH,MK,2015-01-01,
PC,NRG,EP_HH,MK,2016-01-01,
PC,NRG,EP_HH,MT,1995-01-01,25.0
PC,NRG,EP_HH,MT,1996-01-01,25.0
PC,NRG,EP_HH,MT,1997-01-01,25.0
PC,NRG,EP_HH,MT,1998-01-01,25.0
PC,NRG,EP_HH,MT,1999-01-01,25.0
PC,NRG,EP_HH,MT,2000-01-01,25.0
PC,NRG,EP_HH,MT,2001-01-01,25.0
PC,NRG,EP_HH,MT,2002-01-01,25.0
PC,NRG,EP_HH,MT,2003-01-01,25.0
PC,NRG,EP_HH,MT,2004-01-01,25.0
PC,NRG,EP_HH,MT,2005-01-01,25.0
PC,NRG,EP_HH,MT,2006-01-01,24.9
PC,NRG,EP_HH,MT,2007-01-01,24.9
PC,NRG,EP_HH,MT,2008-01-01,16.2
PC,NRG,EP_HH,MT,2009-01-01,16.2
PC,NRG,EP_HH,MT,2010-01-01,15.9
PC,NRG,EP_HH,MT,2011-01-01,14.4
PC,NRG,EP_HH,MT,2012-01-01,14.2
PC,NRG,EP_HH,MT,2013-01-01,14.1
PC,NRG,EP_HH,MT,2014-01-01,14.0
PC,NRG,EP_HH,MT,2015-01-01,13.5
PC,NRG,EP_HH,MT,2016-01-01,13.8
PC,NRG,EP_HH,NL,1995-01-01,60.5
PC,NRG,EP_HH,NL,1996-01-01,60.3
PC,NRG,EP_HH,NL,1997-01-01,60.9
PC,NRG,EP_HH,NL,1998-01-01,60.8
PC,NRG,EP_HH,NL,1999-01-01,61.7
PC,NRG,EP_HH,NL,2000-01-01,60.6
PC,NRG,EP_HH,NL,2001-01-01,61.0
PC,NRG,EP_HH,NL,2002-01-01,64.2
PC,NRG,EP_HH,NL,2003-01-01,64.5
PC,NRG,EP_HH,NL,2004-01-01,64.1
PC,NRG,EP_HH,NL,2005-01-01,58.9
PC,NRG,EP_HH,NL,2006-01-01,56.2
PC,NRG,EP_HH,NL,2007-01-01,58.8
PC,NRG,EP_HH,NL,2008-01-01,55.7
PC,NRG,EP_HH,NL,2009-01-01,57.4
PC,NRG,EP_HH,NL,2010-01-01,59.1
PC,NRG,EP_HH,NL,2011-01-01,57.2
PC,NRG,EP_HH,NL,2012-01-01,58.7
PC,NRG,EP_HH,NL,2013-01-01,57.6
PC,NRG,EP_HH,NL,2014-01-01,54.7
PC,NRG,EP_HH,NL,2015-01-01,54.9
PC,NRG,EP_HH,NL,2016-01-01,56.3
PC,NRG,EP_HH,NO,1995-01-01,
PC,NRG,EP_HH,NO,1996-01-01,
PC,NRG,EP_HH,NO,1997-01-01,
PC,NRG,EP_HH,NO,1998-01-01,
PC,NRG,EP_HH,NO,1999-01-01,
PC,NRG,EP_HH,NO,2000-01-01,
PC,NRG,EP_HH,NO,2001-01-01,
PC,NRG,EP_HH,NO,2002-01-01,
PC,NRG,EP_HH,NO,2003-01-01,
PC,NRG,EP_HH,NO,2004-01-01,
PC,NRG,EP_HH,NO,2005-01-01,
PC,NRG,EP_HH,NO,2006-01-01,
PC,NRG,EP_HH,NO,2007-01-01,
PC,NRG,EP_HH,NO,2008-01-01,37.4
PC,NRG,EP_HH,NO,2009-01-01,40.3
PC,NRG,EP_HH,NO,2010-01-01,42.7
PC,NRG,EP_HH,NO,2011-01-01,42.9
PC,NRG,EP_HH,NO,2012-01-01,44.9
PC,NRG,EP_HH,NO,2013-01-01,42.6
PC,NRG,EP_HH,NO,2014-01-01,40.7
PC,NRG,EP_HH,NO,2015-01-01,41.5
PC,NRG,EP_HH,NO,2016-01-01,
PC,NRG,EP_HH,PL,1995-01-01,
PC,NRG,EP_HH,PL,1996-01-01,
PC,NRG,EP_HH,PL,1997-01-01,
PC,NRG,EP_HH,PL,1998-01-01,
PC,NRG,EP_HH,PL,1999-01-01,
PC,NRG,EP_HH,PL,2000-01-01,
PC,NRG,EP_HH,PL,2001-01-01,
PC,NRG,EP_HH,PL,2002-01-01,
PC,NRG,EP_HH,PL,2003-01-01,
PC,NRG,EP_HH,PL,2004-01-01,
PC,NRG,EP_HH,PL,2005-01-01,
PC,NRG,EP_HH,PL,2006-01-01,
PC,NRG,EP_HH,PL,2007-01-01,
PC,NRG,EP_HH,PL,2008-01-01,23.1
PC,NRG,EP_HH,PL,2009-01-01,25.1
PC,NRG,EP_HH,PL,2010-01-01,26.7
PC,NRG,EP_HH,PL,2011-01-01,27.2
PC,NRG,EP_HH,PL,2012-01-01,29.9
PC,NRG,EP_HH,PL,2013-01-01,31.7
PC,NRG,EP_HH,PL,2014-01-01,26.7
PC,NRG,EP_HH,PL,2015-01-01,31.2
PC,NRG,EP_HH,PL,2016-01-01,
PC,NRG,EP_HH,PT,1995-01-01,
PC,NRG,EP_HH,PT,1996-01-01,
PC,NRG,EP_HH,PT,1997-01-01,
PC,NRG,EP_HH,PT,1998-01-01,
PC,NRG,EP_HH,PT,1999-01-01,
PC,NRG,EP_HH,PT,2000-01-01,
PC,NRG,EP_HH,PT,2001-01-01,
PC,NRG,EP_HH,PT,2002-01-01,
PC,NRG,EP_HH,PT,2003-01-01,
PC,NRG,EP_HH,PT,2004-01-01,
PC,NRG,EP_HH,PT,2005-01-01,
PC,NRG,EP_HH,PT,2006-01-01,46.1
PC,NRG,EP_HH,PT,2007-01-01,45.0
PC,NRG,EP_HH,PT,2008-01-01,43.3
PC,NRG,EP_HH,PT,2009-01-01,43.3
PC,NRG,EP_HH,PT,2010-01-01,43.1
PC,NRG,EP_HH,PT,2011-01-01,43.0
PC,NRG,EP_HH,PT,2012-01-01,50.3
PC,NRG,EP_HH,PT,2013-01-01,48.9
PC,NRG,EP_HH,PT,2014-01-01,48.9
PC,NRG,EP_HH,PT,2015-01-01,46.8
PC,NRG,EP_HH,PT,2016-01-01,
PC,NRG,EP_HH,RO,1995-01-01,
PC,NRG,EP_HH,RO,1996-01-01,
PC,NRG,EP_HH,RO,1997-01-01,
PC,NRG,EP_HH,RO,1998-01-01,
PC,NRG,EP_HH,RO,1999-01-01,
PC,NRG,EP_HH,RO,2000-01-01,
PC,NRG,EP_HH,RO,2001-01-01,
PC,NRG,EP_HH,RO,2002-01-01,
PC,NRG,EP_HH,RO,2003-01-01,
PC,NRG,EP_HH,RO,2004-01-01,
PC,NRG,EP_HH,RO,2005-01-01,
PC,NRG,EP_HH,RO,2006-01-01,30.0
PC,NRG,EP_HH,RO,2007-01-01,29.2
PC,NRG,EP_HH,RO,2008-01-01,30.4
PC,NRG,EP_HH,RO,2009-01-01,34.2
PC,NRG,EP_HH,RO,2010-01-01,33.8
PC,NRG,EP_HH,RO,2011-01-01,33.1
PC,NRG,EP_HH,RO,2012-01-01,33.8
PC,NRG,EP_HH,RO,2013-01-01,32.6
PC,NRG,EP_HH,RO,2014-01-01,27.7
PC,NRG,EP_HH,RO,2015-01-01,20.7
PC,NRG,EP_HH,RO,2016-01-01,
PC,NRG,EP_HH,RS,1995-01-01,
PC,NRG,EP_HH,RS,1996-01-01,
PC,NRG,EP_HH,RS,1997-01-01,
PC,NRG,EP_HH,RS,1998-01-01,
PC,NRG,EP_HH,RS,1999-01-01,
PC,NRG,EP_HH,RS,2000-01-01,
PC,NRG,EP_HH,RS,2001-01-01,
PC,NRG,EP_HH,RS,2002-01-01,
PC,NRG,EP_HH,RS,2003-01-01,
PC,NRG,EP_HH,RS,2004-01-01,
PC,NRG,EP_HH,RS,2005-01-01,
PC,NRG,EP_HH,RS,2006-01-01,
PC,NRG,EP_HH,RS,2007-01-01,
PC,NRG,EP_HH,RS,2008-01-01,36.4
PC,NRG,EP_HH,RS,2009-01-01,36.4
PC,NRG,EP_HH,RS,2010-01-01,36.8
PC,NRG,EP_HH,RS,2011-01-01,37.4
PC,NRG,EP_HH,RS,2012-01-01,37.9
PC,NRG,EP_HH,RS,2013-01-01,37.5
PC,NRG,EP_HH,RS,2014-01-01,37.1
PC,NRG,EP_HH,RS,2015-01-01,37.8
PC,NRG,EP_HH,RS,2016-01-01,
PC,NRG,EP_HH,SE,1995-01-01,
PC,NRG,EP_HH,SE,1996-01-01,
PC,NRG,EP_HH,SE,1997-01-01,
PC,NRG,EP_HH,SE,1998-01-01,
PC,NRG,EP_HH,SE,1999-01-01,
PC,NRG,EP_HH,SE,2000-01-01,
PC,NRG,EP_HH,SE,2001-01-01,
PC,NRG,EP_HH,SE,2002-01-01,
PC,NRG,EP_HH,SE,2003-01-01,
PC,NRG,EP_HH,SE,2004-01-01,
PC,NRG,EP_HH,SE,2005-01-01,
PC,NRG,EP_HH,SE,2006-01-01,
PC,NRG,EP_HH,SE,2007-01-01,
PC,NRG,EP_HH,SE,2008-01-01,45.6
PC,NRG,EP_HH,SE,2009-01-01,46.9
PC,NRG,EP_HH,SE,2010-01-01,45.5
PC,NRG,EP_HH,SE,2011-01-01,44.2
PC,NRG,EP_HH,SE,2012-01-01,43.6
PC,NRG,EP_HH,SE,2013-01-01,43.4
PC,NRG,EP_HH,SE,2014-01-01,43.0
PC,NRG,EP_HH,SE,2015-01-01,42.1
PC,NRG,EP_HH,SE,2016-01-01,
PC,NRG,EP_HH,SI,1995-01-01,
PC,NRG,EP_HH,SI,1996-01-01,
PC,NRG,EP_HH,SI,1997-01-01,
PC,NRG,EP_HH,SI,1998-01-01,
PC,NRG,EP_HH,SI,1999-01-01,
PC,NRG,EP_HH,SI,2000-01-01,
PC,NRG,EP_HH,SI,2001-01-01,
PC,NRG,EP_HH,SI,2002-01-01,
PC,NRG,EP_HH,SI,2003-01-01,
PC,NRG,EP_HH,SI,2004-01-01,
PC,NRG,EP_HH,SI,2005-01-01,
PC,NRG,EP_HH,SI,2006-01-01,
PC,NRG,EP_HH,SI,2007-01-01,
PC,NRG,EP_HH,SI,2008-01-01,73.0
PC,NRG,EP_HH,SI,2009-01-01,74.2
PC,NRG,EP_HH,SI,2010-01-01,72.1
PC,NRG,EP_HH,SI,2011-01-01,70.2
PC,NRG,EP_HH,SI,2012-01-01,69.6
PC,NRG,EP_HH,SI,2013-01-01,64.2
PC,NRG,EP_HH,SI,2014-01-01,64.3
PC,NRG,EP_HH,SI,2015-01-01,62.2
PC,NRG,EP_HH,SI,2016-01-01,63.2
PC,NRG,EP_HH,SK,1995-01-01,
PC,NRG,EP_HH,SK,1996-01-01,
PC,NRG,EP_HH,SK,1997-01-01,
PC,NRG,EP_HH,SK,1998-01-01,
PC,NRG,EP_HH,SK,1999-01-01,
PC,NRG,EP_HH,SK,2000-01-01,
PC,NRG,EP_HH,SK,2001-01-01,
PC,NRG,EP_HH,SK,2002-01-01,
PC,NRG,EP_HH,SK,2003-01-01,
PC,NRG,EP_HH,SK,2004-01-01,
PC,NRG,EP_HH,SK,2005-01-01,
PC,NRG,EP_HH,SK,2006-01-01,
PC,NRG,EP_HH,SK,2007-01-01,
PC,NRG,EP_HH,SK,2008-01-01,47.3
PC,NRG,EP_HH,SK,2009-01-01,33.5
PC,NRG,EP_HH,SK,2010-01-01,27.0
PC,NRG,EP_HH,SK,2011-01-01,25.1
PC,NRG,EP_HH,SK,2012-01-01,27.5
PC,NRG,EP_HH,SK,2013-01-01,28.7
PC,NRG,EP_HH,SK,2014-01-01,27.0
PC,NRG,EP_HH,SK,2015-01-01,27.1
PC,NRG,EP_HH,SK,2016-01-01,
PC,NRG,EP_HH,TR,1995-01-01,
PC,NRG,EP_HH,TR,1996-01-01,
PC,NRG,EP_HH,TR,1997-01-01,
PC,NRG,EP_HH,TR,1998-01-01,
PC,NRG,EP_HH,TR,1999-01-01,
PC,NRG,EP_HH,TR,2000-01-01,
PC,NRG,EP_HH,TR,2001-01-01,
PC,NRG,EP_HH,TR,2002-01-01,
PC,NRG,EP_HH,TR,2003-01-01,
PC,NRG,EP_HH,TR,2004-01-01,
PC,NRG,EP_HH,TR,2005-01-01,
PC,NRG,EP_HH,TR,2006-01-01,
PC,NRG,EP_HH,TR,2007-01-01,
PC,NRG,EP_HH,TR,2008-01-01,23.5
PC,NRG,EP_HH,TR,2009-01-01,22.3
PC,NRG,EP_HH,TR,2010-01-01,23.6
PC,NRG,EP_HH,TR,2011-01-01,23.5
PC,NRG,EP_HH,TR,2012-01-01,23.7
PC,NRG,EP_HH,TR,2013-01-01,23.6
PC,NRG,EP_HH,TR,2014-01-01,23.7
PC,NRG,EP_HH,TR,2015-01-01,23.8
PC,NRG,EP_HH,TR,2016-01-01,23.5
PC,NRG,EP_HH,UK,1995-01-01,
PC,NRG,EP_HH,UK,1996-01-01,
PC,NRG,EP_HH,UK,1997-01-01,52.1
PC,NRG,EP_HH,UK,1998-01-01,51.9
PC,NRG,EP_HH,UK,1999-01-01,51.7
PC,NRG,EP_HH,UK,2000-01-01,51.9
PC,NRG,EP_HH,UK,2001-01-01,49.2
PC,NRG,EP_HH,UK,2002-01-01,48.6
PC,NRG,EP_HH,UK,2003-01-01,48.6
PC,NRG,EP_HH,UK,2004-01-01,44.3
PC,NRG,EP_HH,UK,2005-01-01,45.4
PC,NRG,EP_HH,UK,2006-01-01,45.7
PC,NRG,EP_HH,UK,2007-01-01,45.5
PC,NRG,EP_HH,UK,2008-01-01,47.7
PC,NRG,EP_HH,UK,2009-01-01,46.6
PC,NRG,EP_HH,UK,2010-01-01,48.7
PC,NRG,EP_HH,UK,2011-01-01,48.3
PC,NRG,EP_HH,UK,2012-01-01,44.9
PC,NRG,EP_HH,UK,2013-01-01,41.5
PC,NRG,EP_HH,UK,2014-01-01,40.1
PC,NRG,EP_HH,UK,2015-01-01,36.5
PC,NRG,EP_HH,UK,2016-01-01,
PC,NRG,F,AT,1995-01-01,4.3
PC,NRG,F,AT,1996-01-01,4.6
PC,NRG,F,AT,1997-01-01,4.1
PC,NRG,F,AT,1998-01-01,4.4
PC,NRG,F,AT,1999-01-01,4.4
PC,NRG,F,AT,2000-01-01,4.5
PC,NRG,F,AT,2001-01-01,4.2
PC,NRG,F,AT,2002-01-01,3.8
PC,NRG,F,AT,2003-01-01,4.6
PC,NRG,F,AT,2004-01-01,5.5
PC,NRG,F,AT,2005-01-01,5.3
PC,NRG,F,AT,2006-01-01,5.3
PC,NRG,F,AT,2007-01-01,5.3
PC,NRG,F,AT,2008-01-01,5.6
PC,NRG,F,AT,2009-01-01,5.6
PC,NRG,F,AT,2010-01-01,5.2
PC,NRG,F,AT,2011-01-01,5.6
PC,NRG,F,AT,2012-01-01,5.5
PC,NRG,F,AT,2013-01-01,5.4
PC,NRG,F,AT,2014-01-01,5.4
PC,NRG,F,AT,2015-01-01,5.3
PC,NRG,F,AT,2016-01-01,
PC,NRG,F,BE,1995-01-01,
PC,NRG,F,BE,1996-01-01,
PC,NRG,F,BE,1997-01-01,
PC,NRG,F,BE,1998-01-01,
PC,NRG,F,BE,1999-01-01,
PC,NRG,F,BE,2000-01-01,
PC,NRG,F,BE,2001-01-01,
PC,NRG,F,BE,2002-01-01,
PC,NRG,F,BE,2003-01-01,
PC,NRG,F,BE,2004-01-01,
PC,NRG,F,BE,2005-01-01,
PC,NRG,F,BE,2006-01-01,
PC,NRG,F,BE,2007-01-01,
PC,NRG,F,BE,2008-01-01,5.9
PC,NRG,F,BE,2009-01-01,5.4
PC,NRG,F,BE,2010-01-01,5.5
PC,NRG,F,BE,2011-01-01,5.7
PC,NRG,F,BE,2012-01-01,6.3
PC,NRG,F,BE,2013-01-01,6.3
PC,NRG,F,BE,2014-01-01,6.3
PC,NRG,F,BE,2015-01-01,6.3
PC,NRG,F,BE,2016-01-01,
PC,NRG,F,BG,1995-01-01,
PC,NRG,F,BG,1996-01-01,
PC,NRG,F,BG,1997-01-01,
PC,NRG,F,BG,1998-01-01,
PC,NRG,F,BG,1999-01-01,
PC,NRG,F,BG,2000-01-01,
PC,NRG,F,BG,2001-01-01,
PC,NRG,F,BG,2002-01-01,
PC,NRG,F,BG,2003-01-01,
PC,NRG,F,BG,2004-01-01,
PC,NRG,F,BG,2005-01-01,
PC,NRG,F,BG,2006-01-01,
PC,NRG,F,BG,2007-01-01,
PC,NRG,F,BG,2008-01-01,6.4
PC,NRG,F,BG,2009-01-01,4.8
PC,NRG,F,BG,2010-01-01,4.5
PC,NRG,F,BG,2011-01-01,5.6
PC,NRG,F,BG,2012-01-01,5.9
PC,NRG,F,BG,2013-01-01,6.1
PC,NRG,F,BG,2014-01-01,5.2
PC,NRG,F,BG,2015-01-01,5.5
PC,NRG,F,BG,2016-01-01,
PC,NRG,F,CH,1995-01-01,
PC,NRG,F,CH,1996-01-01,
PC,NRG,F,CH,1997-01-01,
PC,NRG,F,CH,1998-01-01,
PC,NRG,F,CH,1999-01-01,
PC,NRG,F,CH,2000-01-01,4.8
PC,NRG,F,CH,2001-01-01,5.0
PC,NRG,F,CH,2002-01-01,5.2
PC,NRG,F,CH,2003-01-01,5.1
PC,NRG,F,CH,2004-01-01,5.1
PC,NRG,F,CH,2005-01-01,5.0
PC,NRG,F,CH,2006-01-01,5.0
PC,NRG,F,CH,2007-01-01,5.0
PC,NRG,F,CH,2008-01-01,4.7
PC,NRG,F,CH,2009-01-01,4.6
PC,NRG,F,CH,2010-01-01,4.5
PC,NRG,F,CH,2011-01-01,4.6
PC,NRG,F,CH,2012-01-01,4.5
PC,NRG,F,CH,2013-01-01,4.5
PC,NRG,F,CH,2014-01-01,4.3
PC,NRG,F,CH,2015-01-01,4.2
PC,NRG,F,CH,2016-01-01,
PC,NRG,F,CY,1995-01-01,
PC,NRG,F,CY,1996-01-01,
PC,NRG,F,CY,1997-01-01,
PC,NRG,F,CY,1998-01-01,
PC,NRG,F,CY,1999-01-01,
PC,NRG,F,CY,2000-01-01,
PC,NRG,F,CY,2001-01-01,
PC,NRG,F,CY,2002-01-01,
PC,NRG,F,CY,2003-01-01,
PC,NRG,F,CY,2004-01-01,
PC,NRG,F,CY,2005-01-01,
PC,NRG,F,CY,2006-01-01,
PC,NRG,F,CY,2007-01-01,
PC,NRG,F,CY,2008-01-01,6.0
PC,NRG,F,CY,2009-01-01,5.7
PC,NRG,F,CY,2010-01-01,5.3
PC,NRG,F,CY,2011-01-01,5.0
PC,NRG,F,CY,2012-01-01,4.3
PC,NRG,F,CY,2013-01-01,3.4
PC,NRG,F,CY,2014-01-01,3.2
PC,NRG,F,CY,2015-01-01,3.6
PC,NRG,F,CY,2016-01-01,
PC,NRG,F,CZ,1995-01-01,
PC,NRG,F,CZ,1996-01-01,
PC,NRG,F,CZ,1997-01-01,
PC,NRG,F,CZ,1998-01-01,
PC,NRG,F,CZ,1999-01-01,
PC,NRG,F,CZ,2000-01-01,
PC,NRG,F,CZ,2001-01-01,
PC,NRG,F,CZ,2002-01-01,
PC,NRG,F,CZ,2003-01-01,
PC,NRG,F,CZ,2004-01-01,
PC,NRG,F,CZ,2005-01-01,4.6
PC,NRG,F,CZ,2006-01-01,4.8
PC,NRG,F,CZ,2007-01-01,5.1
PC,NRG,F,CZ,2008-01-01,4.8
PC,NRG,F,CZ,2009-01-01,5.1
PC,NRG,F,CZ,2010-01-01,4.8
PC,NRG,F,CZ,2011-01-01,4.2
PC,NRG,F,CZ,2012-01-01,4.1
PC,NRG,F,CZ,2013-01-01,4.1
PC,NRG,F,CZ,2014-01-01,5.6
PC,NRG,F,CZ,2015-01-01,5.4
PC,NRG,F,CZ,2016-01-01,
PC,NRG,F,DE,1995-01-01,
PC,NRG,F,DE,1996-01-01,
PC,NRG,F,DE,1997-01-01,
PC,NRG,F,DE,1998-01-01,
PC,NRG,F,DE,1999-01-01,
PC,NRG,F,DE,2000-01-01,
PC,NRG,F,DE,2001-01-01,
PC,NRG,F,DE,2002-01-01,
PC,NRG,F,DE,2003-01-01,
PC,NRG,F,DE,2004-01-01,
PC,NRG,F,DE,2005-01-01,
PC,NRG,F,DE,2006-01-01,
PC,NRG,F,DE,2007-01-01,
PC,NRG,F,DE,2008-01-01,3.3
PC,NRG,F,DE,2009-01-01,3.2
PC,NRG,F,DE,2010-01-01,1.8
PC,NRG,F,DE,2011-01-01,3.4
PC,NRG,F,DE,2012-01-01,3.3
PC,NRG,F,DE,2013-01-01,3.1
PC,NRG,F,DE,2014-01-01,3.2
PC,NRG,F,DE,2015-01-01,3.2
PC,NRG,F,DE,2016-01-01,
PC,NRG,F,DK,1995-01-01,2.6
PC,NRG,F,DK,1996-01-01,2.5
PC,NRG,F,DK,1997-01-01,2.6
PC,NRG,F,DK,1998-01-01,2.7
PC,NRG,F,DK,1999-01-01,2.6
PC,NRG,F,DK,2000-01-01,2.7
PC,NRG,F,DK,2001-01-01,2.7
PC,NRG,F,DK,2002-01-01,3.0
PC,NRG,F,DK,2003-01-01,3.4
PC,NRG,F,DK,2004-01-01,3.5
PC,NRG,F,DK,2005-01-01,3.7
PC,NRG,F,DK,2006-01-01,3.8
PC,NRG,F,DK,2007-01-01,4.1
PC,NRG,F,DK,2008-01-01,3.9
PC,NRG,F,DK,2009-01-01,3.7
PC,NRG,F,DK,2010-01-01,3.7
PC,NRG,F,DK,2011-01-01,3.9
PC,NRG,F,DK,2012-01-01,3.1
PC,NRG,F,DK,2013-01-01,2.4
PC,NRG,F,DK,2014-01-01,2.7
PC,NRG,F,DK,2015-01-01,2.8
PC,NRG,F,DK,2016-01-01,2.8
PC,NRG,F,EA19,1995-01-01,
PC,NRG,F,EA19,1996-01-01,
PC,NRG,F,EA19,1997-01-01,
PC,NRG,F,EA19,1998-01-01,
PC,NRG,F,EA19,1999-01-01,
PC,NRG,F,EA19,2000-01-01,
PC,NRG,F,EA19,2001-01-01,
PC,NRG,F,EA19,2002-01-01,
PC,NRG,F,EA19,2003-01-01,
PC,NRG,F,EA19,2004-01-01,
