unit,tax,nace_r2,geotime,date,value
PC,NRG,B-E,AT,1999-01-01,11.7
PC,NRG,B-E,AT,2000-01-01,13.8
PC,NRG,B-E,AT,2001-01-01,14.9
PC,NRG,B-E,AT,2002-01-01,13.5
PC,NRG,B-E,AT,2003-01-01,12.9
PC,NRG,B-E,AT,2004-01-01,12.9
PC,NRG,B-E,AT,2005-01-01,13.8
PC,NRG,B-E,AT,2006-01-01,12.5
PC,NRG,B-E,AT,2007-01-01,13.3
PC,NRG,B-E,AT,2008-01-01,12.5
PC,NRG,B-E,AT,2009-01-01,12.2
PC,NRG,B-E,AT,2010-01-01,13.0
PC,NRG,B-E,AT,2011-01-01,13.3
PC,NRG,B-E,AT,2012-01-01,14.1
PC,NRG,B-E,AT,2013-01-01,14.8
PC,NRG,B-E,AT,2014-01-01,14.9
PC,NRG,B-E,AT,2015-01-01,15.9
PC,NRG,B-E,AT,2016-01-01,
PC,NRG,B-E,BE,1995-01-01,
PC,NRG,B-E,BE,1996-01-01,
PC,NRG,B-E,BE,1997-01-01,
PC,NRG,B-E,BE,1998-01-01,
PC,NRG,B-E,BE,1999-01-01,
PC,NRG,B-E,BE,2000-01-01,
PC,NRG,B-E,BE,2001-01-01,
PC,NRG,B-E,BE,2002-01-01,
PC,NRG,B-E,BE,2003-01-01,
PC,NRG,B-E,BE,2004-01-01,
PC,NRG,B-E,BE,2005-01-01,
PC,NRG,B-E,BE,2006-01-01,
PC,NRG,B-E,BE,2007-01-01,
PC,NRG,B-E,BE,2008-01-01,13.8
PC,NRG,B-E,BE,2009-01-01,11.8
PC,NRG,B-E,BE,2010-01-01,7.6
PC,NRG,B-E,BE,2011-01-01,8.5
PC,NRG,B-E,BE,2012-01-01,9.8
PC,NRG,B-E,BE,2013-01-01,10.4
PC,NRG,B-E,BE,2014-01-01,11.8
PC,NRG,B-E,BE,2015-01-01,10.8
PC,NRG,B-E,BE,2016-01-01,
PC,NRG,B-E,BG,1995-01-01,
PC,NRG,B-E,BG,1996-01-01,
PC,NRG,B-E,BG,1997-01-01,
PC,NRG,B-E,BG,1998-01-01,
PC,NRG,B-E,BG,1999-01-01,
PC,NRG,B-E,BG,2000-01-01,
PC,NRG,B-E,BG,2001-01-01,
PC,NRG,B-E,BG,2002-01-01,
PC,NRG,B-E,BG,2003-01-01,
PC,NRG,B-E,BG,2004-01-01,
PC,NRG,B-E,BG,2005-01-01,
PC,NRG,B-E,BG,2006-01-01,
PC,NRG,B-E,BG,2007-01-01,
PC,NRG,B-E,BG,2008-01-01,14.6
PC,NRG,B-E,BG,2009-01-01,12.7
PC,NRG,B-E,BG,2010-01-01,11.3
PC,NRG,B-E,BG,2011-01-01,16.4
PC,NRG,B-E,BG,2012-01-01,14.9
PC,NRG,B-E,BG,2013-01-01,16.0
PC,NRG,B-E,BG,2014-01-01,16.5
PC,NRG,B-E,BG,2015-01-01,14.7
PC,NRG,B-E,BG,2016-01-01,
PC,NRG,B-E,CH,1995-01-01,
PC,NRG,B-E,CH,1996-01-01,
PC,NRG,B-E,CH,1997-01-01,
PC,NRG,B-E,CH,1998-01-01,
PC,NRG,B-E,CH,1999-01-01,
PC,NRG,B-E,CH,2000-01-01,
PC,NRG,B-E,CH,2001-01-01,
PC,NRG,B-E,CH,2002-01-01,
PC,NRG,B-E,CH,2003-01-01,
PC,NRG,B-E,CH,2004-01-01,
PC,NRG,B-E,CH,2005-01-01,
PC,NRG,B-E,CH,2006-01-01,
PC,NRG,B-E,CH,2007-01-01,
PC,NRG,B-E,CH,2008-01-01,
PC,NRG,B-E,CH,2009-01-01,
PC,NRG,B-E,CH,2010-01-01,
PC,NRG,B-E,CH,2011-01-01,
PC,NRG,B-E,CH,2012-01-01,
PC,NRG,B-E,CH,2013-01-01,
PC,NRG,B-E,CH,2014-01-01,8.0
PC,NRG,B-E,CH,2015-01-01,9.0
PC,NRG,B-E,CH,2016-01-01,
PC,NRG,B-E,CY,1995-01-01,
PC,NRG,B-E,CY,1996-01-01,
PC,NRG,B-E,CY,1997-01-01,
PC,NRG,B-E,CY,1998-01-01,
PC,NRG,B-E,CY,1999-01-01,
PC,NRG,B-E,CY,2000-01-01,
PC,NRG,B-E,CY,2001-01-01,
PC,NRG,B-E,CY,2002-01-01,
PC,NRG,B-E,CY,2003-01-01,
PC,NRG,B-E,CY,2004-01-01,
PC,NRG,B-E,CY,2005-01-01,
PC,NRG,B-E,CY,2006-01-01,
PC,NRG,B-E,CY,2007-01-01,
PC,NRG,B-E,CY,2008-01-01,12.3
PC,NRG,B-E,CY,2009-01-01,11.7
PC,NRG,B-E,CY,2010-01-01,9.6
PC,NRG,B-E,CY,2011-01-01,9.2
PC,NRG,B-E,CY,2012-01-01,8.7
PC,NRG,B-E,CY,2013-01-01,7.8
PC,NRG,B-E,CY,2014-01-01,7.0
PC,NRG,B-E,CY,2015-01-01,7.2
PC,NRG,B-E,CY,2016-01-01,
PC,NRG,B-E,CZ,1995-01-01,
PC,NRG,B-E,CZ,1996-01-01,
PC,NRG,B-E,CZ,1997-01-01,
PC,NRG,B-E,CZ,1998-01-01,
PC,NRG,B-E,CZ,1999-01-01,
PC,NRG,B-E,CZ,2000-01-01,
PC,NRG,B-E,CZ,2001-01-01,
PC,NRG,B-E,CZ,2002-01-01,
PC,NRG,B-E,CZ,2003-01-01,
PC,NRG,B-E,CZ,2004-01-01,
PC,NRG,B-E,CZ,2005-01-01,36.8
PC,NRG,B-E,CZ,2006-01-01,35.4
PC,NRG,B-E,CZ,2007-01-01,32.4
PC,NRG,B-E,CZ,2008-01-01,31.3
PC,NRG,B-E,CZ,2009-01-01,28.9
PC,NRG,B-E,CZ,2010-01-01,29.9
PC,NRG,B-E,CZ,2011-01-01,34.4
PC,NRG,B-E,CZ,2012-01-01,34.0
PC,NRG,B-E,CZ,2013-01-01,28.9
PC,NRG,B-E,CZ,2014-01-01,25.2
PC,NRG,B-E,CZ,2015-01-01,22.4
PC,NRG,B-E,CZ,2016-01-01,
PC,NRG,B-E,DE,1995-01-01,
PC,NRG,B-E,DE,1996-01-01,
PC,NRG,B-E,DE,1997-01-01,
PC,NRG,B-E,DE,1998-01-01,
PC,NRG,B-E,DE,1999-01-01,
PC,NRG,B-E,DE,2000-01-01,
PC,NRG,B-E,DE,2001-01-01,
PC,NRG,B-E,DE,2002-01-01,
PC,NRG,B-E,DE,2003-01-01,
PC,NRG,B-E,DE,2004-01-01,
PC,NRG,B-E,DE,2005-01-01,
PC,NRG,B-E,DE,2006-01-01,
PC,NRG,B-E,DE,2007-01-01,
PC,NRG,B-E,DE,2008-01-01,13.1
PC,NRG,B-E,DE,2009-01-01,14.1
PC,NRG,B-E,DE,2010-01-01,13.2
PC,NRG,B-E,DE,2011-01-01,16.5
PC,NRG,B-E,DE,2012-01-01,17.2
PC,NRG,B-E,DE,2013-01-01,15.7
PC,NRG,B-E,DE,2014-01-01,16.3
PC,NRG,B-E,DE,2015-01-01,16.4
PC,NRG,B-E,DE,2016-01-01,
PC,NRG,B-E,DK,1995-01-01,4.8
PC,NRG,B-E,DK,1996-01-01,5.1
PC,NRG,B-E,DK,1997-01-01,6.0
PC,NRG,B-E,DK,1998-01-01,9.3
PC,NRG,B-E,DK,1999-01-01,9.8
PC,NRG,B-E,DK,2000-01-01,9.9
PC,NRG,B-E,DK,2001-01-01,9.8
PC,NRG,B-E,DK,2002-01-01,10.0
PC,NRG,B-E,DK,2003-01-01,9.5
PC,NRG,B-E,DK,2004-01-01,10.2
PC,NRG,B-E,DK,2005-01-01,9.2
PC,NRG,B-E,DK,2006-01-01,7.6
PC,NRG,B-E,DK,2007-01-01,9.3
PC,NRG,B-E,DK,2008-01-01,7.5
PC,NRG,B-E,DK,2009-01-01,8.2
PC,NRG,B-E,DK,2010-01-01,7.7
PC,NRG,B-E,DK,2011-01-01,8.5
PC,NRG,B-E,DK,2012-01-01,10.5
PC,NRG,B-E,DK,2013-01-01,12.5
PC,NRG,B-E,DK,2014-01-01,13.0
PC,NRG,B-E,DK,2015-01-01,13.0
PC,NRG,B-E,DK,2016-01-01,13.1
PC,NRG,B-E,EA19,1995-01-01,
PC,NRG,B-E,EA19,1996-01-01,
PC,NRG,B-E,EA19,1997-01-01,
PC,NRG,B-E,EA19,1998-01-01,
PC,NRG,B-E,EA19,1999-01-01,
PC,NRG,B-E,EA19,2000-01-01,
PC,NRG,B-E,EA19,2001-01-01,
PC,NRG,B-E,EA19,2002-01-01,
PC,NRG,B-E,EA19,2003-01-01,
PC,NRG,B-E,EA19,2004-01-01,
PC,NRG,B-E,EA19,2005-01-01,
PC,NRG,B-E,EA19,2006-01-01,
PC,NRG,B-E,EA19,2007-01-01,
PC,NRG,B-E,EA19,2008-01-01,13.3
PC,NRG,B-E,EA19,2009-01-01,13.1
PC,NRG,B-E,EA19,2010-01-01,14.0
PC,NRG,B-E,EA19,2011-01-01,15.4
PC,NRG,B-E,EA19,2012-01-01,15.4
PC,NRG,B-E,EA19,2013-01-01,15.7
PC,NRG,B-E,EA19,2014-01-01,16.2
PC,NRG,B-E,EA19,2015-01-01,15.9
PC,NRG,B-E,EA19,2016-01-01,
PC,NRG,B-E,EE,1995-01-01,
PC,NRG,B-E,EE,1996-01-01,
PC,NRG,B-E,EE,1997-01-01,
PC,NRG,B-E,EE,1998-01-01,
PC,NRG,B-E,EE,1999-01-01,
PC,NRG,B-E,EE,2000-01-01,
PC,NRG,B-E,EE,2001-01-01,
PC,NRG,B-E,EE,2002-01-01,
PC,NRG,B-E,EE,2003-01-01,
PC,NRG,B-E,EE,2004-01-01,
PC,NRG,B-E,EE,2005-01-01,
PC,NRG,B-E,EE,2006-01-01,
PC,NRG,B-E,EE,2007-01-01,
PC,NRG,B-E,EE,2008-01-01,9.5
PC,NRG,B-E,EE,2009-01-01,8.9
PC,NRG,B-E,EE,2010-01-01,11.0
PC,NRG,B-E,EE,2011-01-01,10.9
PC,NRG,B-E,EE,2012-01-01,10.7
PC,NRG,B-E,EE,2013-01-01,10.2
PC,NRG,B-E,EE,2014-01-01,14.3
PC,NRG,B-E,EE,2015-01-01,11.9
PC,NRG,B-E,EE,2016-01-01,
PC,NRG,B-E,EL,1995-01-01,
PC,NRG,B-E,EL,1996-01-01,
PC,NRG,B-E,EL,1997-01-01,
PC,NRG,B-E,EL,1998-01-01,
PC,NRG,B-E,EL,1999-01-01,
PC,NRG,B-E,EL,2000-01-01,
PC,NRG,B-E,EL,2001-01-01,
PC,NRG,B-E,EL,2002-01-01,
PC,NRG,B-E,EL,2003-01-01,
PC,NRG,B-E,EL,2004-01-01,
PC,NRG,B-E,EL,2005-01-01,
PC,NRG,B-E,EL,2006-01-01,
PC,NRG,B-E,EL,2007-01-01,
PC,NRG,B-E,EL,2008-01-01,13.2
PC,NRG,B-E,EL,2009-01-01,10.7
PC,NRG,B-E,EL,2010-01-01,16.8
PC,NRG,B-E,EL,2011-01-01,16.6
PC,NRG,B-E,EL,2012-01-01,20.8
PC,NRG,B-E,EL,2013-01-01,23.2
PC,NRG,B-E,EL,2014-01-01,23.3
PC,NRG,B-E,EL,2015-01-01,21.4
PC,NRG,B-E,EL,2016-01-01,
PC,NRG,B-E,ES,1995-01-01,
PC,NRG,B-E,ES,1996-01-01,
PC,NRG,B-E,ES,1997-01-01,
PC,NRG,B-E,ES,1998-01-01,
PC,NRG,B-E,ES,1999-01-01,
PC,NRG,B-E,ES,2000-01-01,
PC,NRG,B-E,ES,2001-01-01,
PC,NRG,B-E,ES,2002-01-01,
PC,NRG,B-E,ES,2003-01-01,
PC,NRG,B-E,ES,2004-01-01,
PC,NRG,B-E,ES,2005-01-01,
PC,NRG,B-E,ES,2006-01-01,
PC,NRG,B-E,ES,2007-01-01,
PC,NRG,B-E,ES,2008-01-01,14.0
PC,NRG,B-E,ES,2009-01-01,11.4
PC,NRG,B-E,ES,2010-01-01,12.6
PC,NRG,B-E,ES,2011-01-01,13.8
PC,NRG,B-E,ES,2012-01-01,13.7
PC,NRG,B-E,ES,2013-01-01,16.0
PC,NRG,B-E,ES,2014-01-01,16.6
PC,NRG,B-E,ES,2015-01-01,17.2
PC,NRG,B-E,ES,2016-01-01,
PC,NRG,B-E,EU28,1995-01-01,
PC,NRG,B-E,EU28,1996-01-01,
PC,NRG,B-E,EU28,1997-01-01,
PC,NRG,B-E,EU28,1998-01-01,
PC,NRG,B-E,EU28,1999-01-01,
PC,NRG,B-E,EU28,2000-01-01,
PC,NRG,B-E,EU28,2001-01-01,
PC,NRG,B-E,EU28,2002-01-01,
PC,NRG,B-E,EU28,2003-01-01,
PC,NRG,B-E,EU28,2004-01-01,
PC,NRG,B-E,EU28,2005-01-01,
PC,NRG,B-E,EU28,2006-01-01,
PC,NRG,B-E,EU28,2007-01-01,
PC,NRG,B-E,EU28,2008-01-01,14.5
PC,NRG,B-E,EU28,2009-01-01,14.3
PC,NRG,B-E,EU28,2010-01-01,15.2
PC,NRG,B-E,EU28,2011-01-01,16.4
PC,NRG,B-E,EU28,2012-01-01,16.7
PC,NRG,B-E,EU28,2013-01-01,17.3
PC,NRG,B-E,EU28,2014-01-01,18.1
PC,NRG,B-E,EU28,2015-01-01,18.1
PC,NRG,B-E,EU28,2016-01-01,
PC,NRG,B-E,FI,1995-01-01,
PC,NRG,B-E,FI,1996-01-01,
PC,NRG,B-E,FI,1997-01-01,
PC,NRG,B-E,FI,1998-01-01,
PC,NRG,B-E,FI,1999-01-01,
PC,NRG,B-E,FI,2000-01-01,
PC,NRG,B-E,FI,2001-01-01,
PC,NRG,B-E,FI,2002-01-01,
PC,NRG,B-E,FI,2003-01-01,
PC,NRG,B-E,FI,2004-01-01,
PC,NRG,B-E,FI,2005-01-01,
PC,NRG,B-E,FI,2006-01-01,
PC,NRG,B-E,FI,2007-01-01,
PC,NRG,B-E,FI,2008-01-01,22.1
PC,NRG,B-E,FI,2009-01-01,17.2
PC,NRG,B-E,FI,2010-01-01,22.2
PC,NRG,B-E,FI,2011-01-01,24.0
PC,NRG,B-E,FI,2012-01-01,22.2
PC,NRG,B-E,FI,2013-01-01,17.2
PC,NRG,B-E,FI,2014-01-01,17.4
PC,NRG,B-E,FI,2015-01-01,15.0
PC,NRG,B-E,FI,2016-01-01,
PC,NRG,B-E,FR,1995-01-01,
PC,NRG,B-E,FR,1996-01-01,
PC,NRG,B-E,FR,1997-01-01,
PC,NRG,B-E,FR,1998-01-01,
PC,NRG,B-E,FR,1999-01-01,
PC,NRG,B-E,FR,2000-01-01,
PC,NRG,B-E,FR,2001-01-01,
PC,NRG,B-E,FR,2002-01-01,
PC,NRG,B-E,FR,2003-01-01,
PC,NRG,B-E,FR,2004-01-01,
PC,NRG,B-E,FR,2005-01-01,
PC,NRG,B-E,FR,2006-01-01,
PC,NRG,B-E,FR,2007-01-01,
PC,NRG,B-E,FR,2008-01-01,13.0
PC,NRG,B-E,FR,2009-01-01,13.0
PC,NRG,B-E,FR,2010-01-01,15.7
PC,NRG,B-E,FR,2011-01-01,16.5
PC,NRG,B-E,FR,2012-01-01,15.8
PC,NRG,B-E,FR,2013-01-01,14.6
PC,NRG,B-E,FR,2014-01-01,14.6
PC,NRG,B-E,FR,2015-01-01,13.5
PC,NRG,B-E,FR,2016-01-01,12.6
PC,NRG,B-E,HR,1995-01-01,
PC,NRG,B-E,HR,1996-01-01,
PC,NRG,B-E,HR,1997-01-01,
PC,NRG,B-E,HR,1998-01-01,
PC,NRG,B-E,HR,1999-01-01,
PC,NRG,B-E,HR,2000-01-01,
PC,NRG,B-E,HR,2001-01-01,
PC,NRG,B-E,HR,2002-01-01,
PC,NRG,B-E,HR,2003-01-01,
PC,NRG,B-E,HR,2004-01-01,
PC,NRG,B-E,HR,2005-01-01,
PC,NRG,B-E,HR,2006-01-01,
PC,NRG,B-E,HR,2007-01-01,
PC,NRG,B-E,HR,2008-01-01,4.8
PC,NRG,B-E,HR,2009-01-01,4.8
PC,NRG,B-E,HR,2010-01-01,3.5
PC,NRG,B-E,HR,2011-01-01,4.4
PC,NRG,B-E,HR,2012-01-01,4.2
PC,NRG,B-E,HR,2013-01-01,3.8
PC,NRG,B-E,HR,2014-01-01,5.4
PC,NRG,B-E,HR,2015-01-01,4.8
PC,NRG,B-E,HR,2016-01-01,
PC,NRG,B-E,HU,1995-01-01,
PC,NRG,B-E,HU,1996-01-01,
PC,NRG,B-E,HU,1997-01-01,
PC,NRG,B-E,HU,1998-01-01,
PC,NRG,B-E,HU,1999-01-01,
PC,NRG,B-E,HU,2000-01-01,
PC,NRG,B-E,HU,2001-01-01,
PC,NRG,B-E,HU,2002-01-01,
PC,NRG,B-E,HU,2003-01-01,
PC,NRG,B-E,HU,2004-01-01,
PC,NRG,B-E,HU,2005-01-01,9.9
PC,NRG,B-E,HU,2006-01-01,9.5
PC,NRG,B-E,HU,2007-01-01,9.3
PC,NRG,B-E,HU,2008-01-01,9.6
PC,NRG,B-E,HU,2009-01-01,9.4
PC,NRG,B-E,HU,2010-01-01,8.1
PC,NRG,B-E,HU,2011-01-01,8.3
PC,NRG,B-E,HU,2012-01-01,7.7
PC,NRG,B-E,HU,2013-01-01,15.9
PC,NRG,B-E,HU,2014-01-01,16.6
PC,NRG,B-E,HU,2015-01-01,15.7
PC,NRG,B-E,HU,2016-01-01,
PC,NRG,B-E,IE,1995-01-01,10.4
PC,NRG,B-E,IE,1996-01-01,10.0
PC,NRG,B-E,IE,1997-01-01,10.0
PC,NRG,B-E,IE,1998-01-01,9.7
PC,NRG,B-E,IE,1999-01-01,9.1
PC,NRG,B-E,IE,2000-01-01,8.3
PC,NRG,B-E,IE,2001-01-01,8.0
PC,NRG,B-E,IE,2002-01-01,7.8
PC,NRG,B-E,IE,2003-01-01,7.7
PC,NRG,B-E,IE,2004-01-01,8.6
PC,NRG,B-E,IE,2005-01-01,8.7
PC,NRG,B-E,IE,2006-01-01,7.7
PC,NRG,B-E,IE,2007-01-01,6.7
PC,NRG,B-E,IE,2008-01-01,6.9
PC,NRG,B-E,IE,2009-01-01,5.8
PC,NRG,B-E,IE,2010-01-01,4.9
PC,NRG,B-E,IE,2011-01-01,5.4
PC,NRG,B-E,IE,2012-01-01,5.0
PC,NRG,B-E,IE,2013-01-01,6.0
PC,NRG,B-E,IE,2014-01-01,6.8
PC,NRG,B-E,IE,2015-01-01,7.7
PC,NRG,B-E,IE,2016-01-01,8.1
PC,NRG,B-E,IT,1995-01-01,10.9
PC,NRG,B-E,IT,1996-01-01,11.2
PC,NRG,B-E,IT,1997-01-01,11.7
PC,NRG,B-E,IT,1998-01-01,11.3
PC,NRG,B-E,IT,1999-01-01,12.1
PC,NRG,B-E,IT,2000-01-01,13.7
PC,NRG,B-E,IT,2001-01-01,14.9
PC,NRG,B-E,IT,2002-01-01,16.0
PC,NRG,B-E,IT,2003-01-01,15.9
PC,NRG,B-E,IT,2004-01-01,16.8
PC,NRG,B-E,IT,2005-01-01,17.1
PC,NRG,B-E,IT,2006-01-01,16.9
PC,NRG,B-E,IT,2007-01-01,16.3
PC,NRG,B-E,IT,2008-01-01,15.9
PC,NRG,B-E,IT,2009-01-01,15.6
PC,NRG,B-E,IT,2010-01-01,17.8
PC,NRG,B-E,IT,2011-01-01,17.5
PC,NRG,B-E,IT,2012-01-01,16.8
PC,NRG,B-E,IT,2013-01-01,19.4
PC,NRG,B-E,IT,2014-01-01,20.0
PC,NRG,B-E,IT,2015-01-01,20.0
PC,NRG,B-E,IT,2016-01-01,
PC,NRG,B-E,LT,1995-01-01,
PC,NRG,B-E,LT,1996-01-01,
PC,NRG,B-E,LT,1997-01-01,
PC,NRG,B-E,LT,1998-01-01,
PC,NRG,B-E,LT,1999-01-01,
PC,NRG,B-E,LT,2000-01-01,
PC,NRG,B-E,LT,2001-01-01,
PC,NRG,B-E,LT,2002-01-01,
PC,NRG,B-E,LT,2003-01-01,
PC,NRG,B-E,LT,2004-01-01,
PC,NRG,B-E,LT,2005-01-01,
PC,NRG,B-E,LT,2006-01-01,
PC,NRG,B-E,LT,2007-01-01,
PC,NRG,B-E,LT,2008-01-01,18.3
PC,NRG,B-E,LT,2009-01-01,18.3
PC,NRG,B-E,LT,2010-01-01,18.3
PC,NRG,B-E,LT,2011-01-01,16.4
PC,NRG,B-E,LT,2012-01-01,16.7
PC,NRG,B-E,LT,2013-01-01,18.8
PC,NRG,B-E,LT,2014-01-01,10.8
PC,NRG,B-E,LT,2015-01-01,10.7
PC,NRG,B-E,LT,2016-01-01,
PC,NRG,B-E,LU,1995-01-01,2.8
PC,NRG,B-E,LU,1996-01-01,3.2
PC,NRG,B-E,LU,1997-01-01,3.2
PC,NRG,B-E,LU,1998-01-01,3.1
PC,NRG,B-E,LU,1999-01-01,2.9
PC,NRG,B-E,LU,2000-01-01,2.8
PC,NRG,B-E,LU,2001-01-01,2.5
PC,NRG,B-E,LU,2002-01-01,2.7
PC,NRG,B-E,LU,2003-01-01,1.8
PC,NRG,B-E,LU,2004-01-01,2.1
PC,NRG,B-E,LU,2005-01-01,2.2
PC,NRG,B-E,LU,2006-01-01,1.9
PC,NRG,B-E,LU,2007-01-01,2.0
PC,NRG,B-E,LU,2008-01-01,1.8
PC,NRG,B-E,LU,2009-01-01,1.9
PC,NRG,B-E,LU,2010-01-01,1.8
PC,NRG,B-E,LU,2011-01-01,2.0
PC,NRG,B-E,LU,2012-01-01,1.5
PC,NRG,B-E,LU,2013-01-01,1.8
PC,NRG,B-E,LU,2014-01-01,2.0
PC,NRG,B-E,LU,2015-01-01,2.1
PC,NRG,B-E,LU,2016-01-01,
PC,NRG,B-E,LV,1995-01-01,
PC,NRG,B-E,LV,1996-01-01,
PC,NRG,B-E,LV,1997-01-01,
PC,NRG,B-E,LV,1998-01-01,
PC,NRG,B-E,LV,1999-01-01,
PC,NRG,B-E,LV,2000-01-01,
PC,NRG,B-E,LV,2001-01-01,
PC,NRG,B-E,LV,2002-01-01,
PC,NRG,B-E,LV,2003-01-01,
PC,NRG,B-E,LV,2004-01-01,
PC,NRG,B-E,LV,2005-01-01,
PC,NRG,B-E,LV,2006-01-01,
PC,NRG,B-E,LV,2007-01-01,
PC,NRG,B-E,LV,2008-01-01,12.0
PC,NRG,B-E,LV,2009-01-01,11.4
PC,NRG,B-E,LV,2010-01-01,14.2
PC,NRG,B-E,LV,2011-01-01,15.7
PC,NRG,B-E,LV,2012-01-01,18.5
PC,NRG,B-E,LV,2013-01-01,21.0
PC,NRG,B-E,LV,2014-01-01,23.8
PC,NRG,B-E,LV,2015-01-01,21.1
PC,NRG,B-E,LV,2016-01-01,
PC,NRG,B-E,MK,1995-01-01,
PC,NRG,B-E,MK,1996-01-01,
PC,NRG,B-E,MK,1997-01-01,
PC,NRG,B-E,MK,1998-01-01,
PC,NRG,B-E,MK,1999-01-01,
PC,NRG,B-E,MK,2000-01-01,
PC,NRG,B-E,MK,2001-01-01,
PC,NRG,B-E,MK,2002-01-01,
PC,NRG,B-E,MK,2003-01-01,
PC,NRG,B-E,MK,2004-01-01,
PC,NRG,B-E,MK,2005-01-01,
PC,NRG,B-E,MK,2006-01-01,
PC,NRG,B-E,MK,2007-01-01,
PC,NRG,B-E,MK,2008-01-01,
PC,NRG,B-E,MK,2009-01-01,
PC,NRG,B-E,MK,2010-01-01,30.0
PC,NRG,B-E,MK,2011-01-01,27.0
PC,NRG,B-E,MK,2012-01-01,27.4
PC,NRG,B-E,MK,2013-01-01,23.5
PC,NRG,B-E,MK,2014-01-01,23.5
PC,NRG,B-E,MK,2015-01-01,
PC,NRG,B-E,MK,2016-01-01,
PC,NRG,B-E,MT,1995-01-01,26.4
PC,NRG,B-E,MT,1996-01-01,26.4
PC,NRG,B-E,MT,1997-01-01,26.4
PC,NRG,B-E,MT,1998-01-01,26.4
PC,NRG,B-E,MT,1999-01-01,26.4
PC,NRG,B-E,MT,2000-01-01,26.4
PC,NRG,B-E,MT,2001-01-01,26.4
PC,NRG,B-E,MT,2002-01-01,26.4
PC,NRG,B-E,MT,2003-01-01,26.4
PC,NRG,B-E,MT,2004-01-01,26.4
PC,NRG,B-E,MT,2005-01-01,26.4
PC,NRG,B-E,MT,2006-01-01,26.9
PC,NRG,B-E,MT,2007-01-01,26.9
PC,NRG,B-E,MT,2008-01-01,29.1
PC,NRG,B-E,MT,2009-01-01,29.2
PC,NRG,B-E,MT,2010-01-01,21.3
PC,NRG,B-E,MT,2011-01-01,22.2
PC,NRG,B-E,MT,2012-01-01,21.4
PC,NRG,B-E,MT,2013-01-01,22.3
PC,NRG,B-E,MT,2014-01-01,24.6
PC,NRG,B-E,MT,2015-01-01,24.6
PC,NRG,B-E,MT,2016-01-01,23.5
PC,NRG,B-E,NL,1995-01-01,8.8
PC,NRG,B-E,NL,1996-01-01,9.1
PC,NRG,B-E,NL,1997-01-01,8.5
PC,NRG,B-E,NL,1998-01-01,8.0
PC,NRG,B-E,NL,1999-01-01,7.7
PC,NRG,B-E,NL,2000-01-01,8.3
PC,NRG,B-E,NL,2001-01-01,9.7
PC,NRG,B-E,NL,2002-01-01,7.7
PC,NRG,B-E,NL,2003-01-01,8.0
PC,NRG,B-E,NL,2004-01-01,6.4
PC,NRG,B-E,NL,2005-01-01,8.1
PC,NRG,B-E,NL,2006-01-01,8.0
PC,NRG,B-E,NL,2007-01-01,7.4
PC,NRG,B-E,NL,2008-01-01,8.0
PC,NRG,B-E,NL,2009-01-01,6.3
PC,NRG,B-E,NL,2010-01-01,6.0
PC,NRG,B-E,NL,2011-01-01,7.1
PC,NRG,B-E,NL,2012-01-01,6.5
PC,NRG,B-E,NL,2013-01-01,7.6
PC,NRG,B-E,NL,2014-01-01,9.0
PC,NRG,B-E,NL,2015-01-01,9.4
PC,NRG,B-E,NL,2016-01-01,8.1
PC,NRG,B-E,NO,1995-01-01,
PC,NRG,B-E,NO,1996-01-01,
PC,NRG,B-E,NO,1997-01-01,
PC,NRG,B-E,NO,1998-01-01,
PC,NRG,B-E,NO,1999-01-01,
PC,NRG,B-E,NO,2000-01-01,
PC,NRG,B-E,NO,2001-01-01,
PC,NRG,B-E,NO,2002-01-01,
PC,NRG,B-E,NO,2003-01-01,
PC,NRG,B-E,NO,2004-01-01,
PC,NRG,B-E,NO,2005-01-01,
PC,NRG,B-E,NO,2006-01-01,
PC,NRG,B-E,NO,2007-01-01,
PC,NRG,B-E,NO,2008-01-01,25.3
PC,NRG,B-E,NO,2009-01-01,24.2
PC,NRG,B-E,NO,2010-01-01,21.7
PC,NRG,B-E,NO,2011-01-01,21.7
PC,NRG,B-E,NO,2012-01-01,19.9
PC,NRG,B-E,NO,2013-01-01,23.4
PC,NRG,B-E,NO,2014-01-01,24.2
PC,NRG,B-E,NO,2015-01-01,24.4
PC,NRG,B-E,NO,2016-01-01,
PC,NRG,B-E,PL,1995-01-01,
PC,NRG,B-E,PL,1996-01-01,
PC,NRG,B-E,PL,1997-01-01,
PC,NRG,B-E,PL,1998-01-01,
PC,NRG,B-E,PL,1999-01-01,
PC,NRG,B-E,PL,2000-01-01,
PC,NRG,B-E,PL,2001-01-01,
PC,NRG,B-E,PL,2002-01-01,
PC,NRG,B-E,PL,2003-01-01,
PC,NRG,B-E,PL,2004-01-01,
PC,NRG,B-E,PL,2005-01-01,
PC,NRG,B-E,PL,2006-01-01,
PC,NRG,B-E,PL,2007-01-01,
PC,NRG,B-E,PL,2008-01-01,16.6
PC,NRG,B-E,PL,2009-01-01,16.1
PC,NRG,B-E,PL,2010-01-01,16.8
PC,NRG,B-E,PL,2011-01-01,17.9
PC,NRG,B-E,PL,2012-01-01,17.3
PC,NRG,B-E,PL,2013-01-01,16.0
PC,NRG,B-E,PL,2014-01-01,17.1
PC,NRG,B-E,PL,2015-01-01,15.5
PC,NRG,B-E,PL,2016-01-01,
